table_number,table_title,title_fr,row_label,row_kind,year,value,provisional,n_editions,agreement,edition,page
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Toyota,data,2012,1615.0,False,2,confirmed,2020,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Toyota,data,2013,2501.0,False,2,confirmed,2020,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Toyota,data,2014,3483.0,False,2,confirmed,2020,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Toyota,data,2015,3399.0,False,2,confirmed,2020,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Toyota,data,2016,3832.0,False,2,confirmed,2020,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Toyota,data,2017,3614.0,False,1,single source,2021,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Toyota,data,2018,3487.0,False,2,confirmed,2022,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Toyota,data,2019,3108.0,False,3,confirmed,2023,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Toyota,data,2020,3513.0,False,3,confirmed,2023,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Toyota,data,2021,5982.0,False,3,confirmed,2023,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Toyota,data,2022,5744.0,False,2,confirmed,2023,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Toyota,data,2023,5933.0,False,1,single source,2023,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Voitures de Tourisme et commerciales,data,2012,54257.0,False,2,confirmed,2020,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Voitures de Tourisme et commerciales,data,2013,54468.0,False,2,confirmed,2020,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Voitures de Tourisme et commerciales,data,2014,56222.0,False,2,confirmed,2020,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Voitures de Tourisme et commerciales,data,2015,58523.0,False,2,confirmed,2020,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Voitures de Tourisme et commerciales,data,2016,59207.0,False,2,confirmed,2020,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Voitures de Tourisme et commerciales,data,2017,61606.0,False,1,single source,2021,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Voitures de Tourisme et commerciales,data,2018,46269.0,False,2,confirmed,2022,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Voitures de Tourisme et commerciales,data,2019,46198.0,False,3,confirmed,2023,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Voitures de Tourisme et commerciales,data,2020,44856.0,False,3,confirmed,2023,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Voitures de Tourisme et commerciales,data,2021,62010.0,False,3,confirmed,2023,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Voitures de Tourisme et commerciales,data,2022,53695.0,False,2,confirmed,2023,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Voitures de Tourisme et commerciales,data,2023,56452.0,False,1,single source,2023,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volkswagen,data,2012,10976.0,False,2,confirmed,2020,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volkswagen,data,2013,10244.0,False,2,confirmed,2020,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volkswagen,data,2014,9980.0,False,2,confirmed,2020,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volkswagen,data,2015,11100.0,False,2,confirmed,2020,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volkswagen,data,2016,11275.0,False,2,confirmed,2020,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volkswagen,data,2017,9025.0,False,1,single source,2021,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volkswagen,data,2018,5981.0,False,2,confirmed,2022,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volkswagen,data,2019,5546.0,False,3,confirmed,2023,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volkswagen,data,2020,4679.0,False,3,confirmed,2023,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volkswagen,data,2021,5818.0,False,3,confirmed,2023,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volkswagen,data,2022,4949.0,False,2,confirmed,2023,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volkswagen,data,2023,5733.0,False,1,single source,2023,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volvo,data,2012,542.0,False,2,confirmed,2020,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volvo,data,2013,342.0,False,2,confirmed,2020,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volvo,data,2014,320.0,False,2,confirmed,2020,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volvo,data,2015,231.0,False,2,confirmed,2020,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volvo,data,2016,342.0,False,2,confirmed,2020,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volvo,data,2017,203.0,False,1,single source,2021,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volvo,data,2018,197.0,False,2,confirmed,2022,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volvo,data,2019,282.0,False,3,confirmed,2023,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volvo,data,2020,56.0,False,3,confirmed,2023,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volvo,data,2021,78.0,False,3,confirmed,2023,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volvo,data,2022,102.0,False,2,confirmed,2023,177
11.3,Ensemble des immatriculations des véhicules par catégorie et marque مجموع العربات المسجلة حسب الصنف والنوع3,ensemble des immatriculations des véhicules par catégorie et marque 3,Volvo,data,2023,193.0,False,1,single source,2023,177
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,(Tabarka (Maloula,data,1998,3.3,False,1,single source,2002,138
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,(Tabarka (Maloula,data,1999,3.5,False,2,confirmed,2003,138
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,(Tabarka (Maloula,data,2000,4.3,False,2,confirmed,2003,138
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,(Tabarka (Maloula,data,2001,3.3,False,3,confirmed,2005,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,(Tabarka (Maloula,data,2002,5.3,False,4,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,(Tabarka (Maloula,data,2003,7.8,False,3,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,(Tabarka (Maloula,data,2004,11.1,False,2,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,(Tabarka (Maloula,data,2005,16.4,False,2,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,(Tabarka (Maloula,data,2006,24.4,False,1,single source,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Autres Postes,data,1998,13.3,False,1,single source,2002,138
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Autres Postes,data,1999,12.6,False,2,confirmed,2003,138
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Autres Postes,data,2000,19.1,False,2,confirmed,2003,138
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Autres Postes,data,2001,20.9,False,3,confirmed,2005,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Autres Postes,data,2002,24.4,False,4,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Autres Postes,data,2003,32.2,False,3,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Autres Postes,data,2004,36.2,False,2,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Autres Postes,data,2005,44.9,False,2,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Autres Postes,data,2006,43.9,False,1,single source,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Bizerte,data,1998,1.7,False,1,single source,2002,138
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Bizerte,data,1999,0.9,False,2,confirmed,2003,138
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Bizerte,data,2000,0.3,False,2,confirmed,2003,138
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Bizerte,data,2001,0.6,False,3,confirmed,2005,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Bizerte,data,2002,1.8,False,4,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Bizerte,data,2003,1.1,False,3,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Bizerte,data,2004,0.8,False,2,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Bizerte,data,2005,1.4,False,2,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Bizerte,data,2006,1.1,False,1,single source,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Bouchebka,data,1998,6.6,False,1,single source,2002,138
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Bouchebka,data,1999,9.1,False,2,confirmed,2003,138
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Bouchebka,data,2000,10.5,False,2,confirmed,2003,138
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Bouchebka,data,2001,10.4,False,3,confirmed,2005,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Bouchebka,data,2002,15.4,False,4,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Bouchebka,data,2003,28.6,False,3,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Bouchebka,data,2004,30.4,False,2,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Bouchebka,data,2005,35.5,False,2,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Bouchebka,data,2006,27.0,False,1,single source,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gabès,data,2002,0.2,False,1,single source,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gabès,data,2003,0.1,False,1,single source,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gabès,data,2004,0.1,False,1,single source,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gabès,data,2005,0.1,False,1,single source,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gabès,data,2006,0.1,False,1,single source,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gafsa,data,1999,0.8,False,1,single source,2003,138
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gafsa,data,2000,1.2,False,1,single source,2003,138
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gafsa,data,2001,0.8,False,2,confirmed,2005,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gafsa,data,2002,1.1,False,3,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gafsa,data,2003,0.9,False,3,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gafsa,data,2004,0.7,False,2,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gafsa,data,2005,0.5,False,2,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gafsa,data,2006,0.3,False,1,single source,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gardimaou,data,1998,0.3,False,1,single source,2002,138
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gardimaou,data,1999,0.4,False,2,confirmed,2003,138
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gardimaou,data,2000,0.4,False,2,confirmed,2003,138
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gardimaou,data,2001,0.3,False,3,confirmed,2005,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gardimaou,data,2002,0.4,False,4,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gardimaou,data,2003,1.3,False,3,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gardimaou,data,2004,0.7,False,2,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gardimaou,data,2005,0.5,False,2,confirmed,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Gardimaou,data,2006,0.7,False,1,single source,2006,140
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Hazoua,data,1998,1.5,False,1,single source,2002,138
10.12,ENTREES DES TUNISIENS ﺩﺧﻮﻝ ﺍﻟﺘﻮﻧﺴﻴﻴﻦ ﺣﺴﺐ ﻃﺮﻕ ﺍﻟﻨﻘﻞ12,entrees des tunisiens 12,Hazoua,data,1999,2.2,False,2,confirmed,2003,138
