series,year,summed,months,printed,agrees,month,check,base_year,monthly_mean,gap
tourist_entries,2004,395.4,,395.4,True,12.0,"air, land and sea come to the combined figure",,,
tourist_entries,2005,6378.5,12.0,6378.4,True,,the twelve months come to the printed total,,,
tourist_entries,2005,299.0,,299.0,True,1.0,"air, land and sea come to the combined figure",,,
tourist_entries,2005,312.8,,312.9,True,2.0,"air, land and sea come to the combined figure",,,
tourist_entries,2005,416.0,,416.1,True,3.0,"air, land and sea come to the combined figure",,,
tourist_entries,2005,476.9,,476.9,True,4.0,"air, land and sea come to the combined figure",,,
tourist_entries,2005,554.8,,554.8,True,5.0,"air, land and sea come to the combined figure",,,
tourist_entries,2005,641.9,,641.8,True,6.0,"air, land and sea come to the combined figure",,,
tourist_entries,2005,841.8000000000001,,841.8,True,7.0,"air, land and sea come to the combined figure",,,
tourist_entries,2005,948.8,,948.8,True,8.0,"air, land and sea come to the combined figure",,,
tourist_entries,2005,676.4000000000001,,676.4,True,9.0,"air, land and sea come to the combined figure",,,
tourist_entries,2005,520.8,,520.8,True,10.0,"air, land and sea come to the combined figure",,,
tourist_entries,2005,333.6,,333.7,True,11.0,"air, land and sea come to the combined figure",,,
tourist_entries,2005,355.5,,355.5,True,12.0,"air, land and sea come to the combined figure",,,
tourist_entries,2006,6549.4,12.0,6549.5,True,,the twelve months come to the printed total,,,
tourist_entries,2006,288.0,,287.9,True,1.0,"air, land and sea come to the combined figure",,,
tourist_entries,2006,300.9,,301.0,True,2.0,"air, land and sea come to the combined figure",,,
tourist_entries,2006,387.1,,387.1,True,3.0,"air, land and sea come to the combined figure",,,
tourist_entries,2006,565.9,,565.8,True,4.0,"air, land and sea come to the combined figure",,,
tourist_entries,2006,540.4,,540.3,True,5.0,"air, land and sea come to the combined figure",,,
tourist_entries,2006,636.4,,636.5,True,6.0,"air, land and sea come to the combined figure",,,
tourist_entries,2006,866.1,,866.2,True,7.0,"air, land and sea come to the combined figure",,,
tourist_entries,2006,1025.1000000000001,,1025.1,True,8.0,"air, land and sea come to the combined figure",,,
tourist_entries,2006,714.5,,714.5,True,9.0,"air, land and sea come to the combined figure",,,
tourist_entries,2006,578.0,,578.0,True,10.0,"air, land and sea come to the combined figure",,,
tourist_entries,2006,332.9,,333.0,True,11.0,"air, land and sea come to the combined figure",,,
tourist_entries,2006,314.1,,314.0,True,12.0,"air, land and sea come to the combined figure",,,
tourist_entries,2007,6761.7,12.0,6761.7,True,,the twelve months come to the printed total,,,
tourist_entries,2007,307.5,,307.5,True,1.0,"air, land and sea come to the combined figure",,,
tourist_entries,2007,314.6,,314.4,True,2.0,"air, land and sea come to the combined figure",,,
tourist_entries,2007,414.7,,414.7,True,3.0,"air, land and sea come to the combined figure",,,
tourist_entries,2007,552.3,,552.4,True,4.0,"air, land and sea come to the combined figure",,,
tourist_entries,2007,542.2,,542.2,True,5.0,"air, land and sea come to the combined figure",,,
tourist_entries,2007,670.1,,670.2,True,6.0,"air, land and sea come to the combined figure",,,
tourist_entries,2007,910.1,,910.3,True,7.0,"air, land and sea come to the combined figure",,,
tourist_entries,2007,1056.3,,1056.3,True,8.0,"air, land and sea come to the combined figure",,,
tourist_entries,2007,706.0999999999999,,706.2,True,9.0,"air, land and sea come to the combined figure",,,
tourist_entries,2007,605.5,,605.5,True,10.0,"air, land and sea come to the combined figure",,,
tourist_entries,2007,348.7,,348.6,True,11.0,"air, land and sea come to the combined figure",,,
tourist_entries,2007,333.5,,333.4,True,12.0,"air, land and sea come to the combined figure",,,
tourist_entries,2008,7049.8,12.0,7050.3,True,,the twelve months come to the printed total,,,
tourist_entries,2008,308.7,,308.6,True,1.0,"air, land and sea come to the combined figure",,,
tourist_entries,2008,337.0,,336.9,True,2.0,"air, land and sea come to the combined figure",,,
tourist_entries,2008,455.59999999999997,,455.7,True,3.0,"air, land and sea come to the combined figure",,,
tourist_entries,2008,516.7,,516.7,True,4.0,"air, land and sea come to the combined figure",,,
tourist_entries,2008,601.6,,601.6,True,5.0,"air, land and sea come to the combined figure",,,
tourist_entries,2008,733.0,,732.9,True,6.0,"air, land and sea come to the combined figure",,,
tourist_entries,2008,958.3,,958.3,True,7.0,"air, land and sea come to the combined figure",,,
tourist_entries,2008,1094.5,,1094.4,True,8.0,"air, land and sea come to the combined figure",,,
tourist_entries,2008,634.8,,634.7,True,9.0,"air, land and sea come to the combined figure",,,
tourist_entries,2008,649.5,,649.5,True,10.0,"air, land and sea come to the combined figure",,,
tourist_entries,2008,376.59999999999997,,376.6,True,11.0,"air, land and sea come to the combined figure",,,
tourist_entries,2008,383.9,,383.9,True,12.0,"air, land and sea come to the combined figure",,,
tourist_entries,2009,314.5,,314.5,True,1.0,"air, land and sea come to the combined figure",,,
tourist_entries,2009,344.20000000000005,,344.1,True,2.0,"air, land and sea come to the combined figure",,,
tourist_entries,2009,433.0,,432.9,True,3.0,"air, land and sea come to the combined figure",,,
tourist_entries,2009,562.4,,562.3,True,4.0,"air, land and sea come to the combined figure",,,
tourist_entries,2009,594.3000000000001,,594.2,True,5.0,"air, land and sea come to the combined figure",,,
tourist_entries,2009,718.5999999999999,,718.5,True,6.0,"air, land and sea come to the combined figure",,,
tourist_entries,2009,985.4,,986.4,True,7.0,"air, land and sea come to the combined figure",,,
tourist_entries,2009,938.3,,938.2,True,8.0,"air, land and sea come to the combined figure",,,
tourist_entries,2009,631.9,,631.8,True,9.0,"air, land and sea come to the combined figure",,,
tourist_entries,2009,612.5,,612.5,True,10.0,"air, land and sea come to the combined figure",,,
tourist_entries,2009,360.6,,360.4,True,11.0,"air, land and sea come to the combined figure",,,
tourist_entries,2009,406.6,,406.5,True,12.0,"air, land and sea come to the combined figure",,,
tourist_entries,2010,333.2,,333.1,True,1.0,"air, land and sea come to the combined figure",,,
tourist_entries,2010,324.6,,324.6,True,2.0,"air, land and sea come to the combined figure",,,
tourist_entries,2010,440.9,,441.0,True,3.0,"air, land and sea come to the combined figure",,,
tourist_entries,2010,494.9,,495.0,True,4.0,"air, land and sea come to the combined figure",,,
tourist_entries,2010,612.1,,612.1,True,5.0,"air, land and sea come to the combined figure",,,
tourist_entries,2010,702.8,,702.8,True,6.0,"air, land and sea come to the combined figure",,,
tourist_entries,2010,1064.2,,1064.2,True,7.0,"air, land and sea come to the combined figure",,,
tourist_entries,2010,810.2,,810.1,True,8.0,"air, land and sea come to the combined figure",,,
tourist_entries,2010,690.3,,690.3,True,9.0,"air, land and sea come to the combined figure",,,
tourist_entries,2010,646.2,,646.2,True,10.0,"air, land and sea come to the combined figure",,,
tourist_entries,2010,368.4,,368.4,True,11.0,"air, land and sea come to the combined figure",,,
tourist_entries,2010,415.59999999999997,,415.6,True,12.0,"air, land and sea come to the combined figure",,,
tourist_entries,2011,177.7,,177.7,True,1.0,"air, land and sea come to the combined figure",,,
tourist_entries,2011,184.1,,184.1,True,2.0,"air, land and sea come to the combined figure",,,
tourist_entries,2011,252.3,,252.3,True,3.0,"air, land and sea come to the combined figure",,,
tourist_entries,2011,313.9,,313.9,True,4.0,"air, land and sea come to the combined figure",,,
tourist_entries,2011,494.3,,494.2,True,10.0,"air, land and sea come to the combined figure",,,
tourist_entries,2012,310.5,,310.3,True,1.0,"air, land and sea come to the combined figure",,,
tourist_entries,2012,326.3,,255.8,False,2.0,"air, land and sea come to the combined figure",,,
tourist_entries,2012,300.8,,371.8,False,3.0,"air, land and sea come to the combined figure",,,
tourist_entries,2012,469.09999999999997,,468.9,True,4.0,"air, land and sea come to the combined figure",,,
tourist_entries,2012,499.7,,499.4,True,5.0,"air, land and sea come to the combined figure",,,
tourist_entries,2012,596.0,,596.1,True,6.0,"air, land and sea come to the combined figure",,,
tourist_entries,2012,780.2,,742.5,False,7.0,"air, land and sea come to the combined figure",,,
tourist_entries,2012,744.4000000000001,,739.7,False,8.0,"air, land and sea come to the combined figure",,,
tourist_entries,2012,646.8000000000001,,689.3,False,9.0,"air, land and sea come to the combined figure",,,
tourist_entries,2012,494.9,,495.0,True,10.0,"air, land and sea come to the combined figure",,,
tourist_entries,2012,385.7,,385.5,True,11.0,"air, land and sea come to the combined figure",,,
tourist_entries,2012,396.09999999999997,,396.1,True,12.0,"air, land and sea come to the combined figure",,,
tourist_entries,2013,279.1,,279.1,True,1.0,"air, land and sea come to the combined figure",,,
tourist_entries,2013,248.4,,248.4,True,2.0,"air, land and sea come to the combined figure",,,
tourist_entries,2013,395.79999999999995,,395.9,True,3.0,"air, land and sea come to the combined figure",,,
tourist_entries,2013,441.29999999999995,,441.3,True,4.0,"air, land and sea come to the combined figure",,,
tourist_entries,2013,551.4,,551.3,True,5.0,"air, land and sea come to the combined figure",,,
tourist_entries,2013,706.5,,706.5,True,6.0,"air, land and sea come to the combined figure",,,
tourist_entries,2013,666.7,,666.7,True,7.0,"air, land and sea come to the combined figure",,,
tourist_entries,2013,888.6,,888.6,True,8.0,"air, land and sea come to the combined figure",,,
tourist_entries,2013,727.3,,727.3,True,9.0,"air, land and sea come to the combined figure",,,
tourist_entries,2013,560.4,,560.5,True,10.0,"air, land and sea come to the combined figure",,,
tourist_entries,2013,371.4,,371.4,True,11.0,"air, land and sea come to the combined figure",,,
tourist_entries,2013,431.79999999999995,,431.7,True,12.0,"air, land and sea come to the combined figure",,,
tourist_entries,2014,340.4,,340.4,True,1.0,"air, land and sea come to the combined figure",,,
tourist_entries,2014,306.5,,306.4,True,2.0,"air, land and sea come to the combined figure",,,
tourist_entries,2014,342.0,,342.0,True,3.0,"air, land and sea come to the combined figure",,,
tourist_entries,2014,448.59999999999997,,448.5,True,4.0,"air, land and sea come to the combined figure",,,
tourist_entries,2014,535.2,,535.2,True,5.0,"air, land and sea come to the combined figure",,,
tourist_entries,2014,683.5,,683.5,True,6.0,"air, land and sea come to the combined figure",,,
tourist_entries,2014,654.4,,654.3,True,7.0,"air, land and sea come to the combined figure",,,
tourist_entries,2014,958.7,,958.7,True,8.0,"air, land and sea come to the combined figure",,,
tourist_entries,2014,646.1,,646.0,True,9.0,"air, land and sea come to the combined figure",,,
tourist_entries,2014,488.8,,488.8,True,10.0,"air, land and sea come to the combined figure",,,
tourist_entries,2014,315.40000000000003,,315.4,True,11.0,"air, land and sea come to the combined figure",,,
tourist_entries,2014,350.6,,350.6,True,12.0,"air, land and sea come to the combined figure",,,
tourist_entries,2015,269.0,,269.1,True,1.0,"air, land and sea come to the combined figure",,,
tourist_entries,2015,218.1,,218.1,True,2.0,"air, land and sea come to the combined figure",,,
tourist_entries,2015,316.0,,315.9,True,3.0,"air, land and sea come to the combined figure",,,
tourist_entries,2015,333.0,,333.1,True,4.0,"air, land and sea come to the combined figure",,,
tourist_entries,2015,434.2,,434.2,True,5.0,"air, land and sea come to the combined figure",,,
tourist_entries,2015,432.8,,433.0,True,6.0,"air, land and sea come to the combined figure",,,
tourist_entries,2015,365.2,,365.1,True,7.0,"air, land and sea come to the combined figure",,,
tourist_entries,2015,637.3,,637.3,True,8.0,"air, land and sea come to the combined figure",,,
tourist_entries,2015,322.1,,321.9,True,9.0,"air, land and sea come to the combined figure",,,
tourist_entries,2015,323.1,,323.1,True,10.0,"air, land and sea come to the combined figure",,,
tourist_entries,2015,242.7,,242.6,True,11.0,"air, land and sea come to the combined figure",,,
tourist_entries,2015,308.6,,308.4,True,12.0,"air, land and sea come to the combined figure",,,
tourist_entries,2016,209.5,,209.4,True,1.0,"air, land and sea come to the combined figure",,,
tourist_entries,2016,199.4,,199.5,True,2.0,"air, land and sea come to the combined figure",,,
tourist_entries,2016,201.4,,201.5,True,3.0,"air, land and sea come to the combined figure",,,
tourist_entries,2016,237.4,,237.4,True,4.0,"air, land and sea come to the combined figure",,,
tourist_entries,2016,342.5,,342.5,True,5.0,"air, land and sea come to the combined figure",,,
tourist_entries,2016,311.4,,311.4,True,6.0,"air, land and sea come to the combined figure",,,
tourist_entries,2016,581.6,,581.6,True,7.0,"air, land and sea come to the combined figure",,,
tourist_entries,2016,832.0,,832.0,True,8.0,"air, land and sea come to the combined figure",,,
tourist_entries,2016,460.4,,460.3,True,9.0,"air, land and sea come to the combined figure",,,
tourist_entries,2016,406.5,,406.4,True,10.0,"air, land and sea come to the combined figure",,,
tourist_entries,2016,315.5,,315.5,True,11.0,"air, land and sea come to the combined figure",,,
tourist_entries,2016,428.19999999999993,,428.2,True,12.0,"air, land and sea come to the combined figure",,,
tourist_entries,2017,231.39999999999998,,231.3,True,1.0,"air, land and sea come to the combined figure",,,
tourist_entries,2017,273.9,,274.0,True,2.0,"air, land and sea come to the combined figure",,,
tourist_entries,2017,374.7,,374.7,True,3.0,"air, land and sea come to the combined figure",,,
tourist_entries,2017,361.4,,361.4,True,4.0,"air, land and sea come to the combined figure",,,
tourist_entries,2017,424.0,,424.0,True,5.0,"air, land and sea come to the combined figure",,,
tourist_entries,2017,379.0,,379.0,True,6.0,"air, land and sea come to the combined figure",,,
tourist_entries,2017,741.0,,740.9,True,7.0,"air, land and sea come to the combined figure",,,
tourist_entries,2017,937.1999999999999,,937.2,True,8.0,"air, land and sea come to the combined figure",,,
tourist_entries,2017,609.6,,609.5,True,9.0,"air, land and sea come to the combined figure",,,
tourist_entries,2017,500.80000000000007,,500.7,True,10.0,"air, land and sea come to the combined figure",,,
tourist_entries,2017,380.6,,380.7,True,11.0,"air, land and sea come to the combined figure",,,
tourist_entries,2017,529.3,,529.3,True,12.0,"air, land and sea come to the combined figure",,,
tourist_entries,2018,295.9,,296.0,True,1.0,"air, land and sea come to the combined figure",,,
tourist_entries,2018,313.2,,313.4,True,2.0,"air, land and sea come to the combined figure",,,
tourist_entries,2018,451.2,,451.2,True,3.0,"air, land and sea come to the combined figure",,,
tourist_entries,2018,470.0,,470.1,True,4.0,"air, land and sea come to the combined figure",,,
tourist_entries,2018,528.3,,528.3,True,5.0,"air, land and sea come to the combined figure",,,
tourist_entries,2018,591.0,,590.9,True,6.0,"air, land and sea come to the combined figure",,,
tourist_entries,2018,869.3,,869.4,True,7.0,"air, land and sea come to the combined figure",,,
tourist_entries,2018,931.4,,931.3,True,8.0,"air, land and sea come to the combined figure",,,
tourist_entries,2018,718.3000000000001,,718.4,True,9.0,"air, land and sea come to the combined figure",,,
tourist_entries,2018,610.5999999999999,,610.5,True,10.0,"air, land and sea come to the combined figure",,,
tourist_entries,2018,464.2,,464.1,True,11.0,"air, land and sea come to the combined figure",,,
tourist_entries,2018,677.6999999999999,,677.6,True,12.0,"air, land and sea come to the combined figure",,,
tourist_entries,2019,387.7,,387.7,True,1.0,"air, land and sea come to the combined figure",,,
tourist_entries,2019,403.5,,403.5,True,2.0,"air, land and sea come to the combined figure",,,
tourist_entries,2019,489.80000000000007,,489.8,True,3.0,"air, land and sea come to the combined figure",,,
tourist_entries,2019,578.0,,577.9,True,4.0,"air, land and sea come to the combined figure",,,
tourist_entries,2019,522.1,,522.0,True,5.0,"air, land and sea come to the combined figure",,,
tourist_entries,2019,783.1,,783.1,True,6.0,"air, land and sea come to the combined figure",,,
tourist_entries,2019,1000.6999999999999,,1000.5,True,7.0,"air, land and sea come to the combined figure",,,
tourist_entries,2019,1068.4,,1068.3,True,8.0,"air, land and sea come to the combined figure",,,
tourist_entries,2019,833.3,,833.2,True,9.0,"air, land and sea come to the combined figure",,,
tourist_entries,2019,684.5,,684.5,True,10.0,"air, land and sea come to the combined figure",,,
tourist_entries,2019,496.59999999999997,,496.5,True,11.0,"air, land and sea come to the combined figure",,,
tourist_entries,2019,737.4,,737.4,True,12.0,"air, land and sea come to the combined figure",,,
tourist_entries,2020,428.8,,428.7,True,1.0,"air, land and sea come to the combined figure",,,
tourist_entries,2020,442.3,,442.4,True,2.0,"air, land and sea come to the combined figure",,,
tourist_entries,2020,197.7,,197.7,True,3.0,"air, land and sea come to the combined figure",,,
tourist_entries,2020,0.1,,0.1,True,4.0,"air, land and sea come to the combined figure",,,
tourist_entries,2020,69.9,,69.9,True,7.0,"air, land and sea come to the combined figure",,,
tourist_entries,2020,71.80000000000001,,71.7,True,8.0,"air, land and sea come to the combined figure",,,
tourist_entries,2020,49.8,,49.8,True,9.0,"air, land and sea come to the combined figure",,,
tourist_entries,2020,48.1,,48.1,True,10.0,"air, land and sea come to the combined figure",,,
tourist_entries,2020,30.7,,30.7,True,11.0,"air, land and sea come to the combined figure",,,
tourist_entries,2020,90.5,,90.5,True,12.0,"air, land and sea come to the combined figure",,,
tourist_entries,2022,150.79999999999998,,150.7,True,1.0,"air, land and sea come to the combined figure",,,
tourist_entries,2022,191.8,,191.8,True,2.0,"air, land and sea come to the combined figure",,,
tourist_entries,2022,244.2,,244.1,True,3.0,"air, land and sea come to the combined figure",,,
tourist_entries,2022,212.4,,212.3,True,4.0,"air, land and sea come to the combined figure",,,
tourist_entries,2022,351.5,,351.5,True,5.0,"air, land and sea come to the combined figure",,,
tourist_entries,2022,414.0,,413.9,True,6.0,"air, land and sea come to the combined figure",,,
tourist_entries,2022,603.6,,603.5,True,7.0,"air, land and sea come to the combined figure",,,
tourist_entries,2022,751.5,,751.4,True,8.0,"air, land and sea come to the combined figure",,,
tourist_entries,2022,646.6,,646.6,True,9.0,"air, land and sea come to the combined figure",,,
tourist_entries,2022,588.8,,589.2,True,10.0,"air, land and sea come to the combined figure",,,
tourist_entries,2022,436.9,,436.9,True,11.0,"air, land and sea come to the combined figure",,,
tourist_entries,2022,577.7,,577.7,True,12.0,"air, land and sea come to the combined figure",,,
tourist_entries,2023,457.3,,457.3,True,1.0,"air, land and sea come to the combined figure",,,
tourist_entries,2023,440.7,,440.8,True,2.0,"air, land and sea come to the combined figure",,,
tourist_entries,2023,472.8,,472.8,True,3.0,"air, land and sea come to the combined figure",,,
tourist_entries,2023,482.49999999999994,,482.5,True,4.0,"air, land and sea come to the combined figure",,,
tourist_entries,2023,688.3,,688.3,True,5.0,"air, land and sea come to the combined figure",,,
tourist_entries,2023,722.5,,722.5,True,6.0,"air, land and sea come to the combined figure",,,
tourist_entries,2023,953.6999999999999,,953.6,True,7.0,"air, land and sea come to the combined figure",,,
tourist_entries,2023,1092.6,,1092.5,True,8.0,"air, land and sea come to the combined figure",,,
tourist_entries,2023,891.8000000000001,,891.8,True,9.0,"air, land and sea come to the combined figure",,,
tourist_entries,2023,748.6,,748.6,True,10.0,"air, land and sea come to the combined figure",,,
tourist_entries,2023,538.5,,538.4,True,11.0,"air, land and sea come to the combined figure",,,
tourist_entries,2023,645.1,,645.2,True,12.0,"air, land and sea come to the combined figure",,,
,2004,,12.0,111.5,True,,the twelve months average to the printed annual index,2000.0,111.50833333333333,0.008333333333325754
,2005,,12.0,113.8,True,,the twelve months average to the printed annual index,2000.0,113.75833333333333,0.041666666666671404
,2006,,12.0,118.5,True,,the twelve months average to the printed annual index,2000.0,118.86666666666667,0.36666666666667425
,2007,,12.0,122.6,True,,the twelve months average to the printed annual index,2000.0,122.66666666666667,0.06666666666667709
,2008,,12.0,128.6,True,,the twelve months average to the printed annual index,2000.0,128.80833333333334,0.2083333333333428
,2009,,12.0,117.0,True,,the twelve months average to the printed annual index,2005.0,116.99166666666667,0.008333333333325754
,2010,,12.0,122.2,True,,the twelve months average to the printed annual index,2005.0,122.15833333333335,0.04166666666665719
,2011,,12.0,126.5,True,,the twelve months average to the printed annual index,2005.0,126.49166666666667,0.008333333333325754
,2012,,12.0,133.5,True,,the twelve months average to the printed annual index,2005.0,133.53333333333333,0.03333333333333144
