series,year,summed,months,printed,agrees,month,check,base_year,monthly_mean,gap
road_injuries,2006,15147.0,12.0,15147.0,True,,the twelve months come to the printed total,,,
road_injuries,2007,14559.0,12.0,14559.0,True,,the twelve months come to the printed total,,,
road_injuries,2008,14085.0,12.0,14085.0,True,,the twelve months come to the printed total,,,
road_injuries,2009,13050.0,12.0,13050.0,True,,the twelve months come to the printed total,,,
road_injuries,2010,12495.0,12.0,12495.0,True,,the twelve months come to the printed total,,,
road_injuries,2011,12653.0,12.0,12653.0,True,,the twelve months come to the printed total,,,
road_injuries,2012,14144.0,12.0,14144.0,True,,the twelve months come to the printed total,,,
road_injuries,2013,13539.0,12.0,13539.0,True,,the twelve months come to the printed total,,,
road_injuries,2014,12354.0,12.0,12354.0,True,,the twelve months come to the printed total,,,
road_injuries,2015,10882.0,12.0,10882.0,True,,the twelve months come to the printed total,,,
road_injuries,2016,11035.0,12.0,11035.0,True,,the twelve months come to the printed total,,,
road_injuries,2017,10415.0,12.0,10415.0,True,,the twelve months come to the printed total,,,
road_injuries,2018,8876.0,12.0,8876.0,True,,the twelve months come to the printed total,,,
road_injuries,2019,8574.0,12.0,8574.0,True,,the twelve months come to the printed total,,,
road_injuries,2020,6762.0,12.0,6762.0,True,,the twelve months come to the printed total,,,
road_injuries,2021,6883.0,12.0,6883.0,True,,the twelve months come to the printed total,,,
road_injuries,2022,8184.0,12.0,8184.0,True,,the twelve months come to the printed total,,,
road_injuries,2023,7910.0,12.0,7910.0,True,,the twelve months come to the printed total,,,
tourist_departures,2004,323.2,,323.3,True,1.0,"air, land and sea come to the combined figure",,,
tourist_departures,2004,296.40000000000003,,296.5,True,2.0,"air, land and sea come to the combined figure",,,
tourist_departures,2004,361.5,,361.4,True,3.0,"air, land and sea come to the combined figure",,,
tourist_departures,2004,450.7,,450.7,True,4.0,"air, land and sea come to the combined figure",,,
tourist_departures,2004,455.3,,455.3,True,5.0,"air, land and sea come to the combined figure",,,
tourist_departures,2004,506.7,,506.7,True,6.0,"air, land and sea come to the combined figure",,,
tourist_departures,2004,661.7,,661.7,True,7.0,"air, land and sea come to the combined figure",,,
tourist_departures,2004,939.8,,933.8,False,8.0,"air, land and sea come to the combined figure",,,
tourist_departures,2004,704.3000000000001,,704.3,True,9.0,"air, land and sea come to the combined figure",,,
tourist_departures,2004,610.1,,610.1,True,10.0,"air, land and sea come to the combined figure",,,
tourist_departures,2004,357.0,,357.0,True,11.0,"air, land and sea come to the combined figure",,,
tourist_departures,2004,343.6,,349.5,False,12.0,"air, land and sea come to the combined figure",,,
tourist_departures,2005,330.2,,330.1,True,1.0,"air, land and sea come to the combined figure",,,
tourist_departures,2005,307.09999999999997,,307.0,True,2.0,"air, land and sea come to the combined figure",,,
tourist_departures,2005,392.5,,392.5,True,3.0,"air, land and sea come to the combined figure",,,
tourist_departures,2005,461.1,,461.1,True,4.0,"air, land and sea come to the combined figure",,,
tourist_departures,2005,538.6999999999999,,538.7,True,5.0,"air, land and sea come to the combined figure",,,
tourist_departures,2005,576.4,,576.3,True,6.0,"air, land and sea come to the combined figure",,,
tourist_departures,2005,763.5,,763.5,True,7.0,"air, land and sea come to the combined figure",,,
tourist_departures,2005,977.0,,976.9,True,8.0,"air, land and sea come to the combined figure",,,
tourist_departures,2005,729.6,,729.7,True,9.0,"air, land and sea come to the combined figure",,,
tourist_departures,2005,577.7,,577.8,True,10.0,"air, land and sea come to the combined figure",,,
tourist_departures,2005,368.6,,368.6,True,11.0,"air, land and sea come to the combined figure",,,
tourist_departures,2005,316.70000000000005,,316.7,True,12.0,"air, land and sea come to the combined figure",,,
tourist_departures,2006,319.9,,320.0,True,1.0,"air, land and sea come to the combined figure",,,
tourist_departures,2006,272.9,,273.0,True,2.0,"air, land and sea come to the combined figure",,,
tourist_departures,2006,357.4,,357.4,True,3.0,"air, land and sea come to the combined figure",,,
tourist_departures,2006,520.8000000000001,,520.8,True,4.0,"air, land and sea come to the combined figure",,,
tourist_departures,2006,528.6,,528.5,True,5.0,"air, land and sea come to the combined figure",,,
tourist_departures,2006,580.9,,580.8,True,6.0,"air, land and sea come to the combined figure",,,
tourist_departures,2006,767.9000000000001,,768.0,True,7.0,"air, land and sea come to the combined figure",,,
tourist_departures,2006,1016.2,,1016.1,True,8.0,"air, land and sea come to the combined figure",,,
tourist_departures,2006,769.0,,769.1,True,9.0,"air, land and sea come to the combined figure",,,
tourist_departures,2006,575.9,,575.9,True,10.0,"air, land and sea come to the combined figure",,,
tourist_departures,2006,385.8,,385.8,True,11.0,"air, land and sea come to the combined figure",,,
tourist_departures,2006,274.1,,274.1,True,12.0,"air, land and sea come to the combined figure",,,
tourist_departures,2007,308.6,,308.6,True,1.0,"air, land and sea come to the combined figure",,,
tourist_departures,2007,275.3,,275.4,True,2.0,"air, land and sea come to the combined figure",,,
tourist_departures,2007,380.09999999999997,,380.0,True,3.0,"air, land and sea come to the combined figure",,,
tourist_departures,2007,520.6,,520.5,True,4.0,"air, land and sea come to the combined figure",,,
tourist_departures,2007,506.29999999999995,,506.3,True,5.0,"air, land and sea come to the combined figure",,,
tourist_departures,2007,592.0,,592.0,True,6.0,"air, land and sea come to the combined figure",,,
tourist_departures,2007,791.3,,791.3,True,7.0,"air, land and sea come to the combined figure",,,
tourist_departures,2007,1044.6,,1044.6,True,8.0,"air, land and sea come to the combined figure",,,
tourist_departures,2007,760.8,,760.8,True,9.0,"air, land and sea come to the combined figure",,,
tourist_departures,2007,597.4,,597.4,True,10.0,"air, land and sea come to the combined figure",,,
tourist_departures,2007,406.1,,406.0,True,11.0,"air, land and sea come to the combined figure",,,
tourist_departures,2007,269.7,,269.7,True,12.0,"air, land and sea come to the combined figure",,,
tourist_departures,2008,328.0,,328.0,True,1.0,"air, land and sea come to the combined figure",,,
tourist_departures,2008,301.2,,301.4,True,2.0,"air, land and sea come to the combined figure",,,
tourist_departures,2008,425.3,,425.3,True,3.0,"air, land and sea come to the combined figure",,,
tourist_departures,2008,461.5,,461.5,True,4.0,"air, land and sea come to the combined figure",,,
tourist_departures,2008,583.0,,583.0,True,5.0,"air, land and sea come to the combined figure",,,
tourist_departures,2008,652.6,,652.7,True,6.0,"air, land and sea come to the combined figure",,,
tourist_departures,2008,838.0,,838.0,True,7.0,"air, land and sea come to the combined figure",,,
tourist_departures,2008,1152.7,,1152.5,True,8.0,"air, land and sea come to the combined figure",,,
tourist_departures,2008,668.0999999999999,,668.0,True,9.0,"air, land and sea come to the combined figure",,,
tourist_departures,2008,667.9,,667.8,True,10.0,"air, land and sea come to the combined figure",,,
tourist_departures,2008,439.3,,439.5,True,11.0,"air, land and sea come to the combined figure",,,
tourist_departures,2008,326.5,,326.5,True,12.0,"air, land and sea come to the combined figure",,,
tourist_departures,2009,337.59999999999997,,337.6,True,1.0,"air, land and sea come to the combined figure",,,
tourist_departures,2009,300.6,,300.5,True,2.0,"air, land and sea come to the combined figure",,,
tourist_departures,2009,390.59999999999997,,390.5,True,3.0,"air, land and sea come to the combined figure",,,
tourist_departures,2009,501.8,,501.7,True,4.0,"air, land and sea come to the combined figure",,,
tourist_departures,2009,561.6999999999999,,561.6,True,5.0,"air, land and sea come to the combined figure",,,
tourist_departures,2009,640.9,,640.9,True,6.0,"air, land and sea come to the combined figure",,,
tourist_departures,2009,838.8,,839.7,True,7.0,"air, land and sea come to the combined figure",,,
tourist_departures,2009,1031.6,,1031.4,True,8.0,"air, land and sea come to the combined figure",,,
tourist_departures,2009,625.5,,625.4,True,9.0,"air, land and sea come to the combined figure",,,
tourist_departures,2009,662.1,,662.0,True,10.0,"air, land and sea come to the combined figure",,,
tourist_departures,2009,408.2,,408.1,True,11.0,"air, land and sea come to the combined figure",,,
tourist_departures,2009,345.8,,345.8,True,12.0,"air, land and sea come to the combined figure",,,
tourist_departures,2010,364.20000000000005,,364.1,True,1.0,"air, land and sea come to the combined figure",,,
tourist_departures,2010,297.6,,297.6,True,2.0,"air, land and sea come to the combined figure",,,
tourist_departures,2010,392.9,,392.9,True,3.0,"air, land and sea come to the combined figure",,,
tourist_departures,2010,473.3,,473.3,True,4.0,"air, land and sea come to the combined figure",,,
tourist_departures,2010,560.8,,560.8,True,5.0,"air, land and sea come to the combined figure",,,
tourist_departures,2010,633.1,,633.1,True,6.0,"air, land and sea come to the combined figure",,,
tourist_departures,2010,888.1,,888.0,True,7.0,"air, land and sea come to the combined figure",,,
tourist_departures,2010,900.9,,900.9,True,8.0,"air, land and sea come to the combined figure",,,
tourist_departures,2010,670.5,,670.5,True,9.0,"air, land and sea come to the combined figure",,,
tourist_departures,2010,686.5,,686.4,True,10.0,"air, land and sea come to the combined figure",,,
tourist_departures,2010,380.1,,380.1,True,11.0,"air, land and sea come to the combined figure",,,
tourist_departures,2010,334.1,,334.2,True,12.0,"air, land and sea come to the combined figure",,,
tourist_departures,2011,247.1,,247.0,True,1.0,"air, land and sea come to the combined figure",,,
tourist_departures,2011,115.8,,115.8,True,2.0,"air, land and sea come to the combined figure",,,
tourist_departures,2011,269.2,,269.2,True,3.0,"air, land and sea come to the combined figure",,,
tourist_departures,2011,263.09999999999997,,263.1,True,4.0,"air, land and sea come to the combined figure",,,
tourist_departures,2011,478.1,,478.2,True,10.0,"air, land and sea come to the combined figure",,,
tourist_departures,2011,303.9,,303.9,True,11.0,"air, land and sea come to the combined figure",,,
tourist_departures,2012,254.5,,254.6,True,1.0,"air, land and sea come to the combined figure",,,
tourist_departures,2012,201.8,,201.9,True,2.0,"air, land and sea come to the combined figure",,,
tourist_departures,2012,286.3,,286.3,True,3.0,"air, land and sea come to the combined figure",,,
tourist_departures,2012,370.8,,370.7,True,4.0,"air, land and sea come to the combined figure",,,
tourist_departures,2012,405.3,,405.2,True,5.0,"air, land and sea come to the combined figure",,,
tourist_departures,2012,480.9,,481.0,True,6.0,"air, land and sea come to the combined figure",,,
tourist_departures,2012,629.8000000000001,,630.0,True,7.0,"air, land and sea come to the combined figure",,,
tourist_departures,2012,644.6,,644.8,True,8.0,"air, land and sea come to the combined figure",,,
tourist_departures,2012,655.8,,655.7,True,9.0,"air, land and sea come to the combined figure",,,
tourist_departures,2012,433.2,,433.2,True,10.0,"air, land and sea come to the combined figure",,,
tourist_departures,2012,334.3,,334.2,True,11.0,"air, land and sea come to the combined figure",,,
tourist_departures,2012,279.29999999999995,,279.1,True,12.0,"air, land and sea come to the combined figure",,,
tourist_departures,2013,231.5,,231.5,True,1.0,"air, land and sea come to the combined figure",,,
tourist_departures,2013,189.5,,189.6,True,2.0,"air, land and sea come to the combined figure",,,
tourist_departures,2013,283.5,,283.4,True,3.0,"air, land and sea come to the combined figure",,,
tourist_departures,2013,316.4,,316.2,True,4.0,"air, land and sea come to the combined figure",,,
tourist_departures,2013,434.29999999999995,,434.2,True,5.0,"air, land and sea come to the combined figure",,,
tourist_departures,2013,553.3,,553.2,True,6.0,"air, land and sea come to the combined figure",,,
tourist_departures,2013,566.7,,566.7,True,7.0,"air, land and sea come to the combined figure",,,
tourist_departures,2013,703.0,,703.3,True,8.0,"air, land and sea come to the combined figure",,,
tourist_departures,2013,677.5,,677.5,True,9.0,"air, land and sea come to the combined figure",,,
tourist_departures,2013,525.0,,525.1,True,10.0,"air, land and sea come to the combined figure",,,
tourist_departures,2013,350.8,,350.8,True,11.0,"air, land and sea come to the combined figure",,,
tourist_departures,2013,332.2,,332.3,True,12.0,"air, land and sea come to the combined figure",,,
tourist_departures,2014,296.29999999999995,,296.4,True,1.0,"air, land and sea come to the combined figure",,,
tourist_departures,2014,266.3,,266.3,True,2.0,"air, land and sea come to the combined figure",,,
tourist_departures,2014,309.8,,309.9,True,3.0,"air, land and sea come to the combined figure",,,
tourist_departures,2014,363.0,,363.1,True,4.0,"air, land and sea come to the combined figure",,,
tourist_departures,2014,457.9,,457.9,True,5.0,"air, land and sea come to the combined figure",,,
tourist_departures,2014,584.1999999999999,,584.1,True,6.0,"air, land and sea come to the combined figure",,,
tourist_departures,2014,514.9,,514.8,True,7.0,"air, land and sea come to the combined figure",,,
tourist_departures,2014,854.5,,854.6,True,8.0,"air, land and sea come to the combined figure",,,
tourist_departures,2014,630.3,,630.4,True,9.0,"air, land and sea come to the combined figure",,,
tourist_departures,2014,465.8,,465.4,True,10.0,"air, land and sea come to the combined figure",,,
tourist_departures,2014,297.3,,297.3,True,11.0,"air, land and sea come to the combined figure",,,
tourist_departures,2014,262.90000000000003,,262.9,True,12.0,"air, land and sea come to the combined figure",,,
tourist_departures,2015,241.9,,241.9,True,1.0,"air, land and sea come to the combined figure",,,
tourist_departures,2015,189.7,,189.8,True,2.0,"air, land and sea come to the combined figure",,,
tourist_departures,2015,253.3,,253.4,True,3.0,"air, land and sea come to the combined figure",,,
tourist_departures,2015,283.5,,283.3,True,4.0,"air, land and sea come to the combined figure",,,
tourist_departures,2015,352.4,,352.5,True,5.0,"air, land and sea come to the combined figure",,,
tourist_departures,2015,396.0,,395.8,True,6.0,"air, land and sea come to the combined figure",,,
tourist_departures,2015,248.5,,248.5,True,7.0,"air, land and sea come to the combined figure",,,
tourist_departures,2015,566.0,,565.9,True,8.0,"air, land and sea come to the combined figure",,,
tourist_departures,2015,317.5,,317.5,True,9.0,"air, land and sea come to the combined figure",,,
tourist_departures,2015,292.79999999999995,,292.8,True,10.0,"air, land and sea come to the combined figure",,,
tourist_departures,2015,232.2,,232.2,True,11.0,"air, land and sea come to the combined figure",,,
tourist_departures,2015,253.60000000000002,,253.7,True,12.0,"air, land and sea come to the combined figure",,,
tourist_departures,2016,189.6,,189.6,True,1.0,"air, land and sea come to the combined figure",,,
tourist_departures,2016,176.8,,176.8,True,2.0,"air, land and sea come to the combined figure",,,
tourist_departures,2016,175.0,,174.9,True,3.0,"air, land and sea come to the combined figure",,,
tourist_departures,2016,216.4,,216.5,True,4.0,"air, land and sea come to the combined figure",,,
tourist_departures,2016,281.8,,281.8,True,5.0,"air, land and sea come to the combined figure",,,
tourist_departures,2016,281.7,,281.8,True,6.0,"air, land and sea come to the combined figure",,,
tourist_departures,2016,413.0,,412.9,True,7.0,"air, land and sea come to the combined figure",,,
tourist_departures,2016,805.9,,805.9,True,8.0,"air, land and sea come to the combined figure",,,
tourist_departures,2016,470.3,,470.4,True,9.0,"air, land and sea come to the combined figure",,,
tourist_departures,2016,404.2,,404.1,True,10.0,"air, land and sea come to the combined figure",,,
tourist_departures,2016,297.2,,297.2,True,11.0,"air, land and sea come to the combined figure",,,
tourist_departures,2016,359.4,,359.4,True,12.0,"air, land and sea come to the combined figure",,,
tourist_departures,2017,236.0,,236.0,True,1.0,"air, land and sea come to the combined figure",,,
tourist_departures,2017,230.0,,229.9,True,2.0,"air, land and sea come to the combined figure",,,
tourist_departures,2017,321.8,,321.9,True,3.0,"air, land and sea come to the combined figure",,,
tourist_departures,2017,317.8,,317.7,True,4.0,"air, land and sea come to the combined figure",,,
tourist_departures,2017,379.9,,379.9,True,5.0,"air, land and sea come to the combined figure",,,
tourist_departures,2017,302.6,,302.6,True,6.0,"air, land and sea come to the combined figure",,,
tourist_departures,2017,546.3,,546.2,True,7.0,"air, land and sea come to the combined figure",,,
tourist_departures,2017,895.8,,896.0,True,8.0,"air, land and sea come to the combined figure",,,
tourist_departures,2017,562.7,,562.6,True,9.0,"air, land and sea come to the combined figure",,,
tourist_departures,2017,493.8,,493.7,True,10.0,"air, land and sea come to the combined figure",,,
tourist_departures,2017,361.59999999999997,,361.6,True,11.0,"air, land and sea come to the combined figure",,,
tourist_departures,2017,423.99999999999994,,424.0,True,12.0,"air, land and sea come to the combined figure",,,
tourist_departures,2018,298.9,,298.8,True,1.0,"air, land and sea come to the combined figure",,,
tourist_departures,2018,280.7,,280.7,True,2.0,"air, land and sea come to the combined figure",,,
tourist_departures,2018,405.1,,405.1,True,3.0,"air, land and sea come to the combined figure",,,
tourist_departures,2018,392.29999999999995,,392.4,True,4.0,"air, land and sea come to the combined figure",,,
tourist_departures,2018,471.5,,471.5,True,5.0,"air, land and sea come to the combined figure",,,
tourist_departures,2018,491.59999999999997,,491.6,True,6.0,"air, land and sea come to the combined figure",,,
tourist_departures,2018,684.8,,684.8,True,7.0,"air, land and sea come to the combined figure",,,
tourist_departures,2018,882.7,,882.7,True,8.0,"air, land and sea come to the combined figure",,,
tourist_departures,2018,710.1,,710.0,True,9.0,"air, land and sea come to the combined figure",,,
tourist_departures,2018,573.5,,573.5,True,10.0,"air, land and sea come to the combined figure",,,
tourist_departures,2018,423.29999999999995,,423.3,True,11.0,"air, land and sea come to the combined figure",,,
tourist_departures,2018,509.7,,509.8,True,12.0,"air, land and sea come to the combined figure",,,
tourist_departures,2019,358.70000000000005,,358.7,True,1.0,"air, land and sea come to the combined figure",,,
tourist_departures,2019,324.3,,324.3,True,2.0,"air, land and sea come to the combined figure",,,
tourist_departures,2019,397.4,,397.3,True,3.0,"air, land and sea come to the combined figure",,,
tourist_departures,2019,474.8,,474.9,True,4.0,"air, land and sea come to the combined figure",,,
tourist_departures,2019,444.29999999999995,,444.3,True,5.0,"air, land and sea come to the combined figure",,,
tourist_departures,2019,622.2,,622.2,True,6.0,"air, land and sea come to the combined figure",,,
tourist_departures,2019,771.8,,771.8,True,7.0,"air, land and sea come to the combined figure",,,
tourist_departures,2019,955.0,,954.9,True,8.0,"air, land and sea come to the combined figure",,,
tourist_departures,2019,772.4,,772.4,True,9.0,"air, land and sea come to the combined figure",,,
tourist_departures,2019,599.4,,599.4,True,10.0,"air, land and sea come to the combined figure",,,
tourist_departures,2019,417.5,,417.5,True,11.0,"air, land and sea come to the combined figure",,,
tourist_departures,2019,501.59999999999997,,501.6,True,12.0,"air, land and sea come to the combined figure",,,
tourist_departures,2020,348.9,,348.9,True,1.0,"air, land and sea come to the combined figure",,,
tourist_departures,2020,323.5,,323.6,True,2.0,"air, land and sea come to the combined figure",,,
tourist_departures,2020,179.0,,178.9,True,3.0,"air, land and sea come to the combined figure",,,
tourist_departures,2020,2.6999999999999997,,2.7,True,4.0,"air, land and sea come to the combined figure",,,
tourist_departures,2020,5.8,,5.9,False,5.0,"air, land and sea come to the combined figure",,,
tourist_departures,2020,4.0,,4.0,True,6.0,"air, land and sea come to the combined figure",,,
tourist_departures,2020,23.5,,23.5,True,7.0,"air, land and sea come to the combined figure",,,
tourist_departures,2020,89.69999999999999,,89.6,True,8.0,"air, land and sea come to the combined figure",,,
tourist_departures,2020,54.8,,54.8,True,9.0,"air, land and sea come to the combined figure",,,
tourist_departures,2020,51.4,,51.4,True,10.0,"air, land and sea come to the combined figure",,,
tourist_departures,2020,25.3,,25.3,True,11.0,"air, land and sea come to the combined figure",,,
tourist_departures,2020,65.5,,65.4,True,12.0,"air, land and sea come to the combined figure",,,
tourist_departures,2021,70.5,,70.5,True,1.0,"air, land and sea come to the combined figure",,,
tourist_departures,2021,55.9,,56.0,True,2.0,"air, land and sea come to the combined figure",,,
tourist_departures,2021,61.6,,61.6,True,3.0,"air, land and sea come to the combined figure",,,
tourist_departures,2021,66.3,,66.3,True,4.0,"air, land and sea come to the combined figure",,,
tourist_departures,2021,63.599999999999994,,63.5,True,5.0,"air, land and sea come to the combined figure",,,
tourist_departures,2021,126.2,,126.2,True,6.0,"air, land and sea come to the combined figure",,,
tourist_departures,2021,118.10000000000001,,118.0,True,7.0,"air, land and sea come to the combined figure",,,
tourist_departures,2021,144.10000000000002,,144.3,True,8.0,"air, land and sea come to the combined figure",,,
tourist_departures,2021,98.9,,98.9,True,9.0,"air, land and sea come to the combined figure",,,
tourist_departures,2021,132.0,,131.9,True,10.0,"air, land and sea come to the combined figure",,,
tourist_departures,2021,170.4,,170.3,True,11.0,"air, land and sea come to the combined figure",,,
tourist_departures,2021,152.1,,152.0,True,12.0,"air, land and sea come to the combined figure",,,
tourist_departures,2022,140.20000000000002,,140.2,True,1.0,"air, land and sea come to the combined figure",,,
tourist_departures,2022,137.2,,137.2,True,2.0,"air, land and sea come to the combined figure",,,
tourist_departures,2022,175.0,,175.0,True,3.0,"air, land and sea come to the combined figure",,,
tourist_departures,2022,151.5,,151.5,True,4.0,"air, land and sea come to the combined figure",,,
tourist_departures,2022,248.60000000000002,,248.5,True,5.0,"air, land and sea come to the combined figure",,,
tourist_departures,2022,283.6,,283.5,True,6.0,"air, land and sea come to the combined figure",,,
tourist_departures,2022,373.40000000000003,,373.4,True,7.0,"air, land and sea come to the combined figure",,,
tourist_departures,2022,682.9,,652.9,False,8.0,"air, land and sea come to the combined figure",,,
tourist_departures,2022,558.9,,559.0,True,9.0,"air, land and sea come to the combined figure",,,
tourist_departures,2022,449.0,,479.0,False,10.0,"air, land and sea come to the combined figure",,,
tourist_departures,2022,394.20000000000005,,394.2,True,11.0,"air, land and sea come to the combined figure",,,
tourist_departures,2022,418.09999999999997,,418.1,True,12.0,"air, land and sea come to the combined figure",,,
tourist_departures,2023,371.5,,371.4,True,1.0,"air, land and sea come to the combined figure",,,
tourist_departures,2023,341.4,,341.4,True,2.0,"air, land and sea come to the combined figure",,,
tourist_departures,2023,388.3,,388.2,True,3.0,"air, land and sea come to the combined figure",,,
tourist_departures,2023,338.6,,338.7,True,4.0,"air, land and sea come to the combined figure",,,
tourist_departures,2023,559.2,,559.1,True,5.0,"air, land and sea come to the combined figure",,,
tourist_departures,2023,589.9,,589.9,True,6.0,"air, land and sea come to the combined figure",,,
tourist_departures,2023,733.0,,732.9,True,7.0,"air, land and sea come to the combined figure",,,
tourist_departures,2023,988.2,,988.3,True,8.0,"air, land and sea come to the combined figure",,,
tourist_departures,2023,805.1,,805.2,True,9.0,"air, land and sea come to the combined figure",,,
tourist_departures,2023,657.1,,657.1,True,10.0,"air, land and sea come to the combined figure",,,
tourist_departures,2023,501.3,,501.4,True,11.0,"air, land and sea come to the combined figure",,,
tourist_departures,2023,508.59999999999997,,508.7,True,12.0,"air, land and sea come to the combined figure",,,
tourist_entries,2004,5998.1,12.0,5998.1,True,,the twelve months come to the printed total,,,
tourist_entries,2004,271.79999999999995,,271.8,True,1.0,"air, land and sea come to the combined figure",,,
tourist_entries,2004,313.1,,313.1,True,2.0,"air, land and sea come to the combined figure",,,
tourist_entries,2004,370.9,,370.9,True,3.0,"air, land and sea come to the combined figure",,,
tourist_entries,2004,456.09999999999997,,456.1,True,4.0,"air, land and sea come to the combined figure",,,
tourist_entries,2004,478.7,,478.7,True,5.0,"air, land and sea come to the combined figure",,,
tourist_entries,2004,552.2,,552.2,True,6.0,"air, land and sea come to the combined figure",,,
tourist_entries,2004,736.6,,736.6,True,7.0,"air, land and sea come to the combined figure",,,
tourist_entries,2004,906.3,,906.3,True,8.0,"air, land and sea come to the combined figure",,,
tourist_entries,2004,641.9,,641.9,True,9.0,"air, land and sea come to the combined figure",,,
tourist_entries,2004,550.5,,550.5,True,10.0,"air, land and sea come to the combined figure",,,
tourist_entries,2004,324.6,,324.6,True,11.0,"air, land and sea come to the combined figure",,,
