hh_id,survey_year,region,milieu,weight_hh,weight_pop,hh_size,hh_size_class,n_children_0_14,n_working_age_15_59,n_elderly_60_plus,n_female,head_sex,head_age,head_marital_status,head_education,head_csp,expenditure_pc,expenditure_total,consumption_pc,consumption_total,expenditure_bracket,quintile,decile,poverty_line,extreme_poverty_line,poor,extreme_poor,food_share,share_alcohol_02,share_clothing_03,share_housing_04,share_furniture_05,share_health_06,share_transport_07,share_communication_08,share_recreation_09,share_education_10,share_restaurants_11,share_other_12
12121,2021,Centre West,urban,187.01332092285156,748.0532836914062,4,3-4 persons,0,2,2,2,male,68,widowed,primary,other employees,3485.371625,13941.4865,3485.371625,13941.4865,"3,000-4,500 DT",2,4,2682.9965,1529.232875,not poor,not extremely poor,0.4221020458341097,0.0,0.14202215747392613,0.2552709531042881,0.022515532944982528,0.03459458916650231,0.0018649374213747874,0.04354628878910128,0.0005020985365239813,0.0,0.07758139672919115,0.0
12122,2021,Centre West,urban,187.01332092285156,561.0399780273438,3,3-4 persons,1,2,0,1,male,42,married,higher,other employees,7918.144739349365,23754.434218048096,7410.811416595459,22232.434249786376,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.20511876019776726,0.0,0.05477714239347002,0.2290176144485027,0.018332156623181977,0.21829608967210173,0.14910900580823147,0.06447638432972538,0.0023574546372842923,0.05851539188973511,0.0,0.0
12123,2021,Centre West,urban,187.01332092285156,748.0532836914062,4,3-4 persons,0,2,2,2,male,70,married,secondary,retired,6136.643125,24546.5725,5967.893125,23871.5725,"above 5,000 DT",4,8,2682.9965,1529.232875,not poor,not extremely poor,0.3033388892855555,0.0,0.20642393253897226,0.22202865197385832,0.025013675661916118,0.037047942421737,0.08897372580720651,0.05217021669812667,0.00028517219810002086,0.0,0.06471779341452759,0.0
12124,2021,Centre West,urban,187.01332092285156,748.0532836914062,4,3-4 persons,2,2,0,2,male,53,married,secondary,"own-account workers and artisans in industry, trade and services",4728.375,18913.5,4728.375,18913.5,"above 5,000 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.30414476432178067,0.0,0.13641050043619635,0.19958230893277285,0.016267216538451364,0.09148650434874558,0.02759933380918391,0.006014222645200517,0.007624183784069578,0.20619705501361457,0.004673910169984402,0.0
12125,2021,Centre West,urban,187.01332092285156,561.0399780273438,3,3-4 persons,0,3,0,1,male,59,married,secondary,other employees,6250.256055480957,18750.76816644287,6250.256055480957,18750.76816644287,"above 5,000 DT",4,8,2682.9965,1529.232875,not poor,not extremely poor,0.2255395603960091,0.0,0.20516492841009945,0.2298827491367103,0.015036717329146746,0.11930177927044254,0.10479570686920858,0.04253959062810393,0.00017332623273533224,0.048691338611494876,0.008874303116049012,0.0
12126,2021,Centre West,urban,187.01332092285156,748.0532836914062,4,3-4 persons,0,2,2,2,male,82,married,primary,other inactive,3055.6495,12222.598,3055.6495,12222.598,"3,000-4,500 DT",2,3,2682.9965,1529.232875,not poor,not extremely poor,0.258277329231914,0.0,0.1513589812149698,0.46836016912729833,0.026729177925908447,0.053245635121460716,0.0,0.041374182054275795,0.0006545253241728423,0.0,0.0,0.0
12127,2021,Centre West,urban,187.01332092285156,748.0532836914062,4,3-4 persons,2,2,0,1,male,50,married,higher,senior managers and professionals,4893.24825,19572.993,4893.24825,19572.993,"above 5,000 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.3817690528985527,0.0,0.1069841490261607,0.17364743348143027,0.021340119009903086,0.04355440172077924,0.05328771128666934,0.04373628499228503,0.034843930103076216,0.13206973506811145,0.008767182413032079,0.0
12128,2021,Centre West,urban,187.01332092285156,561.0399780273438,3,3-4 persons,0,2,1,1,female,61,widowed,none,other inactive,3056.349009643555,9169.047028930665,3056.349009643555,9169.047028930665,"3,000-4,500 DT",2,3,2682.9965,1529.232875,not poor,not extremely poor,0.5065728204905046,0.0,0.009161257434932986,0.42935399938510516,0.010055570660724064,0.016140172473758724,0.0,0.008861335316527443,0.0005725785896833116,0.0,0.019282265648763716,0.0
12129,2021,Centre West,urban,187.01332092285156,561.0399780273438,3,3-4 persons,0,1,2,2,male,71,married,secondary,retired,7791.769607055664,23375.308821166993,7791.769607055664,23375.308821166993,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.3335207265790622,0.12012675490261303,0.02472694598778858,0.32303782231840134,0.03235465268263755,0.023537656890106017,0.08038396455199782,0.0588890614178034,0.003422414669590115,0.0,0.0,0.0
12130,2021,Centre West,urban,187.01332092285156,561.0399780273438,3,3-4 persons,0,2,1,2,male,66,married,secondary,other inactive,5052.293241577148,15156.879724731445,5052.293241577148,15156.879724731445,"above 5,000 DT",4,6,2682.9965,1529.232875,not poor,not extremely poor,0.2192166252029596,0.0,0.09738152156103831,0.27911019482019533,0.046236429749306,0.2850718688082211,0.0,0.0659898359521345,0.0069935239061450286,0.0,0.0,0.0
12131,2021,Centre West,urban,187.01332092285156,374.0266418457031,2,1-2 persons,0,0,2,1,male,74,married,secondary,retired,10005.39475,20010.7895,10005.39475,20010.7895,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.26428992054330297,0.0,0.11743664513188845,0.2610211652255077,0.04978814023187254,0.17715442850746577,0.08590365658796437,0.04235714911225049,0.0020488946597478413,0.0,0.0,0.0
12132,2021,Centre West,urban,187.01332092285156,374.0266418457031,2,1-2 persons,0,0,2,1,male,60,married,primary,retired,5539.22475,11078.4495,5499.22475,10998.4495,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.2928758183526064,0.07920783410160608,0.13151659747696873,0.3479764547830401,0.03485596027160705,0.06707617267339427,0.023938367639596503,0.01402272025946952,0.0009026533800752829,0.0,0.007627421061636141,0.0
12133,2021,Centre West,urban,187.01332092285156,561.0399780273438,3,3-4 persons,0,3,0,1,male,58,married,secondary,retired,7280.086012634278,21840.258037902833,7280.086012634278,21840.258037902833,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.1618236368715079,0.0,0.19322115955989874,0.23816468171893457,0.008004484150298932,0.18553993166232324,0.12683000283908044,0.059568893030196274,0.00024038177433399725,0.0,0.026606828393425867,0.0
12134,2021,Centre West,urban,187.01332092285156,748.0532836914062,4,3-4 persons,0,1,3,2,male,67,married,primary,retired,4149.508375,16598.0335,4138.258375,16553.0335,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.2669057130555126,0.0,0.1825517448908048,0.17254595873853099,0.031003672581124804,0.14805368247348638,0.023496759243370916,0.12499673436467085,0.0006326050565522938,0.0,0.049813129595946345,0.0
12135,2021,Centre West,urban,187.01332092285156,374.0266418457031,2,1-2 persons,0,1,1,1,male,64,married,secondary,retired,9592.023,19184.046,9592.023,19184.046,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.2047324115048515,0.0,0.1780646272428663,0.1803634123896492,0.002507291736060266,0.1112382653794721,0.23926131119577176,0.06352413875571399,0.0001824432656176909,0.0,0.020126098529997274,0.0
12136,2021,Centre West,urban,187.01332092285156,935.0665893554688,5,5-6 persons,0,4,1,1,male,62,married,primary,other employees,3131.578625,15657.893125,3131.578625,15657.893125,"3,000-4,500 DT",2,3,2682.9965,1529.232875,not poor,not extremely poor,0.2513997243618613,0.0,0.21050086284557548,0.30448879957663844,0.02872991903855647,0.11824707146801668,0.008302521896215052,0.05452521591456616,0.0005588235891683208,0.0,0.023247061309402146,0.0
12137,2021,Centre West,urban,187.01332092285156,374.0266418457031,2,1-2 persons,0,0,2,1,male,68,married,primary,"own-account workers and artisans in industry, trade and services",4052.63975,8105.2795,4052.63975,8105.2795,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.3556632411961917,0.0,0.017766197808430004,0.33582796762415806,0.004009732144263717,0.2366358846983941,0.0,0.019166519649580566,0.0006168818683482641,0.0,0.030313575010633698,0.0
12138,2021,Centre West,urban,187.01332092285156,374.0266418457031,2,1-2 persons,0,1,1,1,male,60,married,primary,senior managers and professionals,29609.85325,59219.7065,8859.85325,17719.7065,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.06482402941237977,0.012095635753345428,0.0325567300466983,0.05022139985379972,0.006899730237075168,0.0705778573149275,0.7475720933077697,0.012573517216167814,8.865292154832264e-05,0.0,0.002590353936288132,0.0
12139,2021,Centre West,urban,187.01332092285156,935.0665893554688,5,5-6 persons,3,2,0,3,male,39,married,higher,other employees,5463.5863125,27317.931562499998,5246.9663125,26234.8315625,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.14929461258807242,0.0,0.22432152302600217,0.25325532059409406,0.042283582122606904,0.057032136565683976,0.0834616632668546,0.01189694761479287,0.04722173053256247,0.09554164084495197,0.03569084284437861,0.0
12140,2021,Centre West,urban,187.01332092285156,935.0665893554688,5,5-6 persons,3,2,0,1,male,49,married,secondary,other employees,2885.252,14426.26,2885.252,14426.26,"2,000-3,000 DT",2,3,2682.9965,1529.232875,not poor,not extremely poor,0.24339711054701638,0.01009270594041699,0.2319381461307366,0.23057951263875742,0.023599325119608272,0.038377930246647436,0.04744126336278426,0.04662677644794978,0.033134020875819514,0.035698788182106804,0.059114420508156656,0.0
12141,2021,Centre West,urban,187.01332092285156,561.0399780273438,3,3-4 persons,0,1,2,1,male,71,married,secondary,retired,8109.436223388672,24328.308670166018,8109.436223388672,24328.308670166018,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.0839178754776942,0.09618424387866478,0.03699393995333261,0.16181679325157988,0.0125162830175442,0.5267114961800046,0.014181010315444166,0.03557583892178819,0.0004110437772592512,0.0,0.03169147522668827,0.0
12142,2021,Centre West,urban,187.01332092285156,561.0399780273438,3,3-4 persons,1,2,0,2,male,37,married,secondary,other inactive,2285.3333269348145,6855.999980804443,2213.999996032715,6641.999988098145,"2,000-3,000 DT",1,2,2682.9965,1529.232875,poor,not extremely poor,0.2483882730455076,0.0,0.007292882147024504,0.48833138856476077,0.018261376896149355,0.12161610268378062,0.03413068844807468,0.06549737456242707,0.0013127187864644108,0.0,0.015169194865810968,0.0
12143,2021,Centre West,urban,187.01332092285156,935.0665893554688,5,5-6 persons,3,2,0,2,male,42,married,secondary,other employees,3946.784,19733.920000000002,3946.784,19733.920000000002,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.2054518311617763,0.0,0.19985892311309666,0.2647421292880482,0.06961110615630348,0.03912045858096111,0.032938209945109743,0.04542179151430633,0.00415528186999846,0.10609144052474116,0.03260882784565865,0.0
12144,2021,Centre West,urban,187.01332092285156,748.0532836914062,4,3-4 persons,2,2,0,2,male,46,married,primary,other employees,2206.44,8825.76,2206.44,8825.76,"2,000-3,000 DT",1,2,2682.9965,1529.232875,poor,not extremely poor,0.33988687659759614,0.0,0.07262830623085152,0.42208263084425596,0.028700077953626665,0.06398315839089214,0.04787123148601368,0.023714671597686778,0.0011330468990772469,0.0,0.0,0.0
12145,2021,Centre West,urban,187.01332092285156,748.0532836914062,4,3-4 persons,2,2,0,2,male,41,married,secondary,non-agricultural workers,4520.456375,18081.8255,4520.456375,18081.8255,"above 5,000 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.34255003496086417,0.0,0.12139260965801953,0.22563239518022946,0.02198339969888964,0.0,0.16569123395691412,0.012833328050634819,0.00041478112639414415,0.04534940315242643,0.06415281421562763,0.0
12146,2021,Centre West,urban,187.01332092285156,187.01332092285156,1,1-2 persons,0,0,1,1,female,71,widowed,primary,other inactive,7555.52675,7555.52675,7555.52675,7555.52675,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.43906534677524844,0.0,0.0,0.45019452606171273,0.03821043947886857,0.061544351775801476,0.0,0.010753717380180366,0.00023161852818850018,0.0,0.0,0.0
12147,2021,Centre West,urban,187.01332092285156,374.0266418457031,2,1-2 persons,0,0,2,1,male,69,married,secondary,retired,5214.72275,10429.4455,5214.72275,10429.4455,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.43865227016800323,0.0,0.08639001845316202,0.438225174120892,0.00983753151309037,0.016415062329835004,0.0,0.010096413921329593,0.0003835294936877337,0.0,0.0,0.0
12148,2021,Centre West,urban,187.01332092285156,748.0532836914062,4,3-4 persons,0,3,1,3,female,52,divorced,primary,non-agricultural workers,3256.3825,13025.53,3256.3825,13025.53,"3,000-4,500 DT",2,4,2682.9965,1529.232875,not poor,not extremely poor,0.3093563179386942,0.0,0.2788370223706828,0.23805557240281203,0.006149461864507624,0.05029353891933764,0.029941200089362966,0.04091964012212938,0.0005374061554501045,0.0,0.04590984013702321,0.0
12149,2021,Centre West,urban,187.01332092285156,374.0266418457031,2,1-2 persons,0,2,0,1,male,26,married,primary,non-agricultural workers,3226.928375,6453.85675,3226.928375,6453.85675,"3,000-4,500 DT",2,3,2682.9965,1529.232875,not poor,not extremely poor,0.14510703091307545,0.07050047951462822,0.03346835950584549,0.5161497859772978,0.029610201396143853,0.17276491133804497,0.0,0.031624500810847514,0.0007747305441167937,0.0,0.0,0.0
12150,2021,Centre West,urban,187.01332092285156,561.0399780273438,3,3-4 persons,0,2,1,2,male,62,married,secondary,other employees,4140.079955932617,12420.23986779785,4121.746621948242,12365.239865844727,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.15351635871686417,0.0,0.12069010060081468,0.3860899566563323,0.011364514809743159,0.08349275138295185,0.07922552300947408,0.11707100785764817,0.000402568714479035,0.0,0.04814721825169258,0.0
12151,2021,Centre West,urban,187.01332092285156,187.01332092285156,1,1-2 persons,0,0,1,1,female,79,widowed,none,other inactive,25964.65,25964.65,25964.65,25964.65,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.04967908290695234,0.0,0.0,0.19237694326709584,0.002253063299524546,0.7548724900971128,0.0,0.000625850916534596,0.0001925695127798757,0.0,0.0,0.0
12152,2021,Centre West,urban,187.01332092285156,935.0665893554688,5,5-6 persons,1,4,0,2,male,47,married,secondary,"own-account workers and artisans in industry, trade and services",5625.4518125,28127.2590625,4805.4518125,24027.2590625,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.26241803486085347,0.030550435213712236,0.06506144122086976,0.37224775160391455,0.012646095432930807,0.029846491751322497,0.11039113387475444,0.053625915227048584,0.028086633095348153,0.0,0.035126067719245535,0.0
12153,2021,Centre West,urban,187.01332092285156,561.0399780273438,3,3-4 persons,1,2,0,2,male,41,married,higher,other employees,5770.939879699707,17312.81963909912,5770.939879699707,17312.81963909912,"above 5,000 DT",4,7,2682.9965,1529.232875,not poor,not extremely poor,0.4450707722313026,0.0,0.04216528652247193,0.24235449313762492,0.045729119643617845,0.018668247402825928,0.1572822947954672,0.027517181505898117,0.00030324349896298304,0.010396919964445132,0.010512441297383412,0.0
12154,2021,Centre West,urban,187.01332092285156,187.01332092285156,1,1-2 persons,0,0,1,0,male,70,widowed,higher,retired,8389.487,8389.487,8389.487,8389.487,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.5359111945700613,0.0,0.0,0.43084481804429764,0.01839206616566663,0.0,0.0,0.014643326820817532,0.0002085943991569449,0.0,0.0,0.0
12155,2021,Centre West,urban,187.01332092285156,374.0266418457031,2,1-2 persons,0,2,0,1,female,51,widowed,secondary,other inactive,10777.189,21554.378,10777.189,21554.378,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.23532806052598657,0.0,0.18882474717650896,0.28945294031766455,0.028379385220607012,0.05650824129262602,0.12545015144110078,0.07568531973130169,0.0003711542942044402,0.0,0.0,0.0
12156,2021,Centre West,rural,173.5620574951172,347.1241149902344,2,1-2 persons,0,1,1,2,female,88,widowed,none,other inactive,1930.153125,3860.30625,1930.153125,3860.30625,"1,500-2,000 DT",1,1,2223.527,1346.526125,poor,not extremely poor,0.3011393153532295,0.0,0.10076920547480518,0.3082958232216709,0.17866457844723171,0.11113107750306278,0.0,0.0,0.0,0.0,0.0,0.0
12157,2021,Centre West,rural,173.5620574951172,867.810302734375,5,5-6 persons,3,2,0,2,male,43,married,higher,senior managers and professionals,1630.62784375,8153.1392187500005,1620.82784375,8104.1392187500005,"1,500-2,000 DT",1,1,2223.527,1346.526125,poor,not extremely poor,0.4420162454602992,0.12197755606835735,0.0,0.2986541962962303,0.012044440428268167,0.027032532285033644,0.007972389285513552,0.07696421964091929,0.0010732062499729782,0.012265214285405465,0.0,0.0
12158,2021,Centre West,rural,173.5620574951172,1041.372314453125,6,5-6 persons,0,6,0,2,male,58,married,none,unemployed,4389.616267189026,26337.697603134155,4389.616267189026,26337.697603134155,"3,000-4,500 DT",3,5,2223.527,1346.526125,not poor,not extremely poor,0.17533233474645477,0.00024679454201672983,0.21987495274136654,0.15259487001403257,0.014538096944339362,0.038348074990291865,0.09091910927896327,0.14925184691394833,0.001309909492242643,0.0,0.15735619998986694,0.00022781034647698139
12159,2021,Centre West,rural,173.5620574951172,347.1241149902344,2,1-2 persons,0,1,1,1,male,63,married,secondary,farm operators,4300.0505625,8600.101125,4300.0505625,8600.101125,"3,000-4,500 DT",3,5,2223.527,1346.526125,not poor,not extremely poor,0.4125358467805225,0.0015116101323750422,0.06418529177469409,0.2381543071681032,0.05896442293287568,0.20232320233327486,0.0,0.018139321588500505,0.0004069719587163575,0.0,0.003779025330937605,0.0
12160,2021,Centre West,rural,173.5620574951172,520.6861572265625,3,3-4 persons,0,1,2,2,male,80,married,,other inactive,37655.25208718872,112965.75626156616,37608.58541921997,112825.7562576599,"above 5,000 DT",5,10,2223.527,1346.526125,not poor,not extremely poor,0.05833245597951528,0.008055538516376472,0.28792796239962765,0.026207819851053218,0.002631770990020577,0.6148765992829778,0.0,0.0019678529804291094,0.0,0.0,0.0,0.0
12161,2021,Centre West,rural,173.5620574951172,520.6861572265625,3,3-4 persons,1,2,0,2,male,37,married,secondary,unemployed,2983.1189822387696,8949.356946716309,2948.118983215332,8844.356949645995,"2,000-3,000 DT",2,3,2223.527,1346.526125,not poor,not extremely poor,0.36826109535111395,0.01597880166131908,0.1668276285339118,0.20846827043156657,0.03915365106381962,0.14604401238702125,0.0014526183328471892,0.04138286150538127,0.0005866343267267494,0.0,0.011620946662777513,0.0002234797435149522
12162,2021,Centre West,rural,173.5620574951172,520.6861572265625,3,3-4 persons,0,1,2,2,male,80,married,none,other inactive,1571.391917236328,4714.1757517089845,1571.391917236328,4714.1757517089845,"1,500-2,000 DT",1,1,2223.527,1346.526125,poor,not extremely poor,0.4057177970083105,0.041364601224296735,0.0010606308006229932,0.365376863601235,0.05793165433002789,0.1272756960747592,0.0,0.0,0.0012727569607475918,0.0,0.0,0.0
12163,2021,Centre West,rural,173.5620574951172,173.5620574951172,1,1-2 persons,0,1,0,1,female,55,widowed,none,unemployed,5640.012625,5640.012625,5640.012625,5640.012625,"above 5,000 DT",4,7,2223.527,1346.526125,not poor,not extremely poor,0.353288215286552,0.0,0.03297864949100333,0.3072267299799852,0.06122326703894328,0.19131162796125048,0.006914878119081343,0.035478643887901964,0.0012056710566603368,0.0,0.010372317178622015,0.0
12164,2021,Centre West,rural,173.5620574951172,867.810302734375,5,5-6 persons,0,5,0,2,male,57,married,primary,other employees,4136.88021875,20684.40109375,3846.88021875,19234.40109375,"3,000-4,500 DT",3,5,2223.527,1346.526125,not poor,not extremely poor,0.2642982007050978,0.030796153881878462,0.0822358834428183,0.09380262514126814,0.061785690205715345,0.1883109874180609,0.2416313612270464,0.030245013922296966,0.0004834561048960512,0.0,0.006410627950921639,0.0
12165,2021,Centre West,rural,173.5620574951172,347.1241149902344,2,1-2 persons,0,0,2,1,male,84,married,none,other inactive,3805.9505625,7611.901125,3655.9505625,7311.901125,"3,000-4,500 DT",2,5,2223.527,1346.526125,not poor,not extremely poor,0.3125697458399396,0.011101037521687462,0.09196125757610915,0.35336128003107764,0.047557107489359304,0.08696907502197751,0.0034157038528269115,0.05294340971881713,0.04012138294820534,0.0,0.0,0.0
12166,2021,Centre West,rural,173.5620574951172,1041.372314453125,6,5-6 persons,4,2,0,3,male,48,married,secondary,"employers in industry, trade and services",4804.795232948303,28828.77139768982,4292.128574256897,25752.77144554138,"above 5,000 DT",3,6,2223.527,1346.526125,not poor,not extremely poor,0.24330034478294768,0.0,0.10222426644739441,0.1165369233423864,0.10103448282365989,0.2145799046703649,0.03111474957696396,0.015956281834340492,0.020552384754014656,0.15215806294519477,0.0025252550381304082,1.7343784602544013e-05
12167,2021,Centre West,rural,173.5620574951172,520.6861572265625,3,3-4 persons,0,2,1,1,male,64,married,,agricultural workers,3109.843704620361,9329.531113861083,3109.843704620361,9329.531113861083,"3,000-4,500 DT",2,3,2223.527,1346.526125,not poor,not extremely poor,0.2599326769489716,0.04389288105837152,0.21908925246229885,0.22747671845084283,0.009491366587835892,0.07647544023816095,0.02870455078737947,0.07194895338322804,0.0005627292443380964,0.0,0.062425430838572826,0.0
12168,2021,Centre West,urban,187.01332092285156,561.0399780273438,3,3-4 persons,0,3,0,1,female,48,married,primary,non-agricultural workers,3109.4166596984865,9328.249979095459,3109.4166596984865,9328.249979095459,"2,000-3,000 DT",2,3,2682.9965,1529.232875,not poor,not extremely poor,0.351389596119315,0.0,0.14600809369388684,0.28423337710717445,0.01007691689223595,0.03634122155817007,0.002251226114222925,0.16755554364430628,0.0,0.0,0.0021440248706885,0.0
12169,2021,Centre West,urban,187.01332092285156,935.0665893554688,5,5-6 persons,3,2,0,2,male,50,married,secondary,non-agricultural workers,3722.5,18612.5,3722.5,18612.5,"3,000-4,500 DT",2,4,2682.9965,1529.232875,not poor,not extremely poor,0.18568166554734722,0.05447951645399597,0.1260443250503694,0.22426326393552723,0.02993687038280725,0.19927468099395568,0.005587642713230356,0.04790329079919409,0.0047011417058428475,0.12210073875083949,0.0,2.6863666890530558e-05
12170,2021,Centre West,urban,187.01332092285156,561.0399780273438,3,3-4 persons,0,2,1,2,male,67,married,secondary,retired,11274.829023864746,33824.48707159424,11158.162359802245,33474.48707940674,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.12153975905089114,0.0,0.15799204877815293,0.1268479548559007,0.02567962080252688,0.3288652980901085,0.15734163240968,0.025679620802526875,0.0007686738900134686,0.0,0.028677448973579406,0.02660794234662007
12171,2021,Centre West,urban,187.01332092285156,748.0532836914062,4,3-4 persons,2,2,0,2,male,33,married,secondary,non-agricultural workers,3793.639375,15174.5575,3128.389375,12513.5575,"3,000-4,500 DT",2,5,2682.9965,1529.232875,not poor,not extremely poor,0.2814348963776822,0.0,0.03696977670094242,0.23044543156548977,0.0275395181520924,0.3774014513166259,0.027414308569682792,0.018333318855975368,0.00046129846150908546,0.0,0.0,0.0
12172,2021,Centre West,urban,187.01332092285156,748.0532836914062,4,3-4 persons,2,2,0,2,male,34,married,secondary,other employees,3546.6325,14186.53,3512.1325,14048.53,"3,000-4,500 DT",2,4,2682.9965,1529.232875,not poor,not extremely poor,0.4769672358215857,0.0,0.06654199441301009,0.27622329068489615,0.011144374276161963,0.038058637313000424,0.022725782837663612,0.044891174938480376,0.0004934258060286764,0.062954083909173,0.0,0.0
12173,2021,Centre West,urban,187.01332092285156,187.01332092285156,1,1-2 persons,0,0,1,1,female,60,widowed,none,other inactive,10388.537,10388.537,10388.537,10388.537,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.32026164993203565,0.0,0.0,0.4089957036298759,0.02062080541273521,0.22186954717492946,0.0062568964234328665,0.021658487619575305,0.0003369098074156159,0.0,0.0,0.0
12174,2021,Centre West,urban,187.01332092285156,935.0665893554688,5,5-6 persons,0,4,1,3,male,60,married,secondary,retired,3248.385375,16241.926875,3248.385375,16241.926875,"3,000-4,500 DT",2,4,2682.9965,1529.232875,not poor,not extremely poor,0.42051167943311163,0.0,0.13366640547023761,0.2942179828785094,0.009915695348218227,0.020073972749662033,0.01600795275092666,0.06088563259765913,0.0005387291791177242,0.0,0.044181949592557584,0.0
12175,2021,Centre West,urban,187.01332092285156,561.0399780273438,3,3-4 persons,0,1,2,1,male,70,married,primary,retired,4220.266528411865,12660.799585235594,4143.599864349365,12430.799593048094,"3,000-4,500 DT",3,5,2682.9965,1529.232875,not poor,not extremely poor,0.43718486698663,0.0,0.019082522996646825,0.3505970994308347,0.025740870217745033,0.15003791674019168,0.0022589410500997486,0.014683116825648365,0.00041466575220362517,0.0,0.0,0.0
12176,2021,Centre West,urban,187.01332092285156,935.0665893554688,5,5-6 persons,3,2,0,2,male,37,married,higher,senior managers and professionals,16703.815,83519.075,4489.815,22449.074999999997,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.08374703623094484,0.0,0.02338387967060219,0.7699654240662985,0.017258931567429355,0.018153338024876352,0.050647112650613044,0.0017744449396739604,0.007339640674899715,0.017600769644539285,0.010129422530122608,0.0
12177,2021,Centre West,urban,187.01332092285156,187.01332092285156,1,1-2 persons,0,1,0,0,male,46,divorced,higher,other employees,6971.33,6971.33,6971.33,6971.33,"above 5,000 DT",4,8,2682.9965,1529.232875,not poor,not extremely poor,0.28800960505384193,0.0,0.07028787907042128,0.3741036502360382,0.021889653767645484,0.09573782907996037,0.0,0.03496463372125549,0.0002510281395372189,0.0,0.0,0.11475572093130006
12178,2021,Centre West,urban,187.01332092285156,374.0266418457031,2,1-2 persons,0,1,1,2,female,58,married,secondary,senior managers and professionals,15162.4335,30324.867,11166.2335,22332.467,"above 5,000 DT",5,10,2682.9965,1529.232875,not poor,not extremely poor,0.18364235529870587,0.0,0.07089890946595083,0.5679321528434074,0.009785698318149261,0.08587242938279004,0.04995899899577466,0.02432492119421332,0.0006595247392181473,0.0,0.006925009761790547,0.0
12179,2021,Centre West,urban,187.01332092285156,374.0266418457031,2,1-2 persons,0,2,0,1,male,42,married,primary,other employees,4633.875,9267.75,4633.875,9267.75,"above 5,000 DT",3,6,2682.9965,1529.232875,not poor,not extremely poor,0.2898006528013812,0.16832564538318362,0.03334142591243829,0.3683957810687599,0.014728493971028567,0.046559305117207524,0.016832564538318363,0.06163847751611772,0.00037765369156483506,0.0,0.0,0.0
12180,2021,Centre West,urban,187.01332092285156,374.0266418457031,2,1-2 persons,0,2,0,1,male,52,married,secondary,other employees,6330.52825,12661.0565,6330.52825,12661.0565,"above 5,000 DT",4,8,2682.9965,1529.232875,not poor,not extremely poor,0.4692183445097061,0.08316841448436582,0.06476552694888887,0.28009957502312516,0.007700779118922762,0.0026222140179306226,0.020535410983794033,0.05514547672648074,0.0003159293997506774,0.0,0.016428328787035224,0.0
12181,2021,Centre West,urban,187.01332092285156,374.0266418457031,2,1-2 persons,0,0,2,1,male,74,married,higher,retired,8091.674,16183.348,8091.674,16183.348,"above 5,000 DT",5,9,2682.9965,1529.232875,not poor,not extremely poor,0.2757352783573022,0.0,0.058764106948357445,0.2772960261583695,0.04779604282287538,0.2584755618979802,0.012852717397748,0.05903290175931997,0.005066936666419885,0.0,0.0049804279916273505,0.0
12182,2021,Centre West,urban,187.01332092285156,561.0399780273438,3,3-4 persons,0,3,0,1,male,54,married,secondary,mid-level managers and professionals,2921.6549664001463,8764.964899200439,2921.6549664001463,8764.964899200439,"2,000-3,000 DT",2,3,2682.9965,1529.232875,not poor,not extremely poor,0.23560162869449036,0.0,0.16429044731340126,0.4691832692598212,0.051911217727498314,0.016543135319752208,0.005932710597428378,0.03166584281377397,0.001140905884120842,0.0,0.023730842389713513,0.0
