series,description,unit,year,month,t,running,treated,value,log_value,published_share
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2021,4,2021.25,123,True,196535.0,12.18859581147884,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2021,5,2021.3333333333333,124,True,180944.0,12.105942870111107,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2021,6,2021.4166666666667,125,True,179898.0,12.100145302589445,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2021,7,2021.5,126,True,185596.0,12.131327547377857,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2021,8,2021.5833333333333,127,True,174089.0,12.067321941680945,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2021,9,2021.6666666666667,128,True,179089.0,12.095638167960507,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2021,10,2021.75,129,True,168236.0,12.033123034535212,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2021,11,2021.8333333333333,130,True,174776.0,12.071260433005929,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2021,12,2021.9166666666667,131,True,186511.0,12.136245497559926,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2022,1,2022.0,132,True,164523.0,12.01080565704317,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2022,2,2022.0833333333333,133,True,169351.0,12.0397287631591,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2022,3,2022.1666666666667,134,True,201509.0,12.213589324383829,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2022,4,2022.25,135,True,209531.0,12.252626978758029,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2022,5,2022.3333333333333,136,True,194027.0,12.17575260361922,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2022,6,2022.4166666666667,137,True,206479.0,12.237953991296692,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2022,7,2022.5,138,True,180895.0,12.105672031421529,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2022,8,2022.5833333333333,139,True,201992.0,12.215983371638687,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2022,9,2022.6666666666667,140,True,204748.0,12.22953523365784,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2022,10,2022.75,141,True,200534.0,12.208739087412216,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2022,11,2022.8333333333333,142,True,198160.0,12.19683006416324,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2022,12,2022.9166666666667,143,True,204846.0,12.230013756301581,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2023,1,2023.0,144,True,198490.0,12.198494000006624,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2023,2,2023.0833333333333,145,True,186310.0,12.1351672320144,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2023,3,2023.1666666666667,146,True,238225.0,12.380970884216389,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2023,4,2023.25,147,True,213439.0,12.271106356540999,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2023,5,2023.3333333333333,148,True,229585.0,12.344028610282932,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2023,6,2023.4166666666667,149,True,251008.0,12.433240090115964,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2023,7,2023.5,150,True,212843.0,12.268310083705877,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2023,8,2023.5833333333333,151,True,234329.0,12.364481389777323,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2023,9,2023.6666666666667,152,True,230982.0,12.350095064389926,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2023,10,2023.75,153,True,252814.0,12.440409319468273,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2023,11,2023.8333333333333,154,True,238871.0,12.38367893624277,1.0
money_orders,Money orders sent from abroad and paid in Tunisia (12.2.8),thousand dinars,2023,12,2023.9166666666667,155,True,227149.0,12.333361468800575,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1995,1,1995.0,-192,False,88.0,4.477336814478207,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1995,2,1995.0833333333333,-191,False,107.0,4.672828834461906,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1995,3,1995.1666666666667,-190,False,115.0,4.74493212836325,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1995,4,1995.25,-189,False,90.0,4.499809670330265,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1995,5,1995.3333333333333,-188,False,119.0,4.77912349311153,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1995,6,1995.4166666666667,-187,False,73.0,4.290459441148391,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1995,7,1995.5,-186,False,141.0,4.948759890378168,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1995,8,1995.5833333333333,-185,False,129.0,4.859812404361672,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1995,9,1995.6666666666667,-184,False,124.0,4.820281565605037,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1995,10,1995.75,-183,False,105.0,4.653960350157523,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1995,11,1995.8333333333333,-182,False,117.0,4.762173934797756,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1995,12,1995.9166666666667,-181,False,110.0,4.700480365792417,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1996,1,1996.0,-180,False,101.0,4.61512051684126,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1996,2,1996.0833333333333,-179,False,114.0,4.736198448394496,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1996,3,1996.1666666666667,-178,False,102.0,4.624972813284271,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1996,4,1996.25,-177,False,96.0,4.564348191467836,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1996,5,1996.3333333333333,-176,False,83.0,4.418840607796598,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1996,6,1996.4166666666667,-175,False,79.0,4.3694478524670215,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1996,7,1996.5,-174,False,127.0,4.844187086458591,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1996,8,1996.5833333333333,-173,False,127.0,4.844187086458591,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1996,9,1996.6666666666667,-172,False,129.0,4.859812404361672,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1996,10,1996.75,-171,False,108.0,4.68213122712422,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1996,11,1996.8333333333333,-170,False,124.0,4.820281565605037,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1996,12,1996.9166666666667,-169,False,107.0,4.672828834461906,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1997,1,1997.0,-168,False,98.0,4.584967478670572,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1997,2,1997.0833333333333,-167,False,99.0,4.59511985013459,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1997,3,1997.1666666666667,-166,False,78.0,4.356708826689592,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1997,4,1997.25,-165,False,98.0,4.584967478670572,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1997,5,1997.3333333333333,-164,False,80.0,4.382026634673881,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1997,6,1997.4166666666667,-163,False,109.0,4.6913478822291435,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1997,7,1997.5,-162,False,138.0,4.927253685157205,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1997,8,1997.5833333333333,-161,False,182.0,5.204006687076795,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1997,9,1997.6666666666667,-160,False,120.0,4.787491742782046,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1997,10,1997.75,-159,False,87.0,4.465908118654584,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1997,11,1997.8333333333333,-158,False,97.0,4.574710978503383,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1997,12,1997.9166666666667,-157,False,121.0,4.795790545596741,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1998,1,1998.0,-156,False,129.0,4.859812404361672,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1998,2,1998.0833333333333,-155,False,103.0,4.634728988229636,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1998,3,1998.1666666666667,-154,False,74.0,4.30406509320417,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1998,4,1998.25,-153,False,98.0,4.584967478670572,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1998,5,1998.3333333333333,-152,False,100.0,4.605170185988092,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1998,6,1998.4166666666667,-151,False,113.0,4.727387818712341,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1998,7,1998.5,-150,False,124.0,4.820281565605037,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1998,8,1998.5833333333333,-149,False,158.0,5.062595033026967,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1998,9,1998.6666666666667,-148,False,123.0,4.812184355372417,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1998,10,1998.75,-147,False,102.0,4.624972813284271,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1998,11,1998.8333333333333,-146,False,101.0,4.61512051684126,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1998,12,1998.9166666666667,-145,False,105.0,4.653960350157523,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1999,1,1999.0,-144,False,121.0,4.795790545596741,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1999,2,1999.0833333333333,-143,False,92.0,4.5217885770490405,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1999,3,1999.1666666666667,-142,False,103.0,4.634728988229636,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1999,4,1999.25,-141,False,91.0,4.51085950651685,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1999,5,1999.3333333333333,-140,False,108.0,4.68213122712422,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1999,6,1999.4166666666667,-139,False,110.0,4.700480365792417,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1999,7,1999.5,-138,False,179.0,5.187385805840755,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1999,8,1999.5833333333333,-137,False,176.0,5.170483995038151,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1999,9,1999.6666666666667,-136,False,108.0,4.68213122712422,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1999,10,1999.75,-135,False,107.0,4.672828834461906,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1999,11,1999.8333333333333,-134,False,117.0,4.762173934797756,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,1999,12,1999.9166666666667,-133,False,132.0,4.882801922586371,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2000,1,2000.0,-132,False,135.0,4.90527477843843,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2000,2,2000.0833333333333,-131,False,98.0,4.584967478670572,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2000,3,2000.1666666666667,-130,False,145.0,4.976733742420574,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2000,4,2000.25,-129,False,82.0,4.406719247264253,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2000,5,2000.3333333333333,-128,False,95.0,4.553876891600541,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2000,6,2000.4166666666667,-127,False,122.0,4.804021044733257,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2000,7,2000.5,-126,False,139.0,4.9344739331306915,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2000,8,2000.5833333333333,-125,False,158.0,5.062595033026967,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2000,9,2000.6666666666667,-124,False,147.0,4.990432586778736,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2000,10,2000.75,-123,False,104.0,4.6443908991413725,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2000,11,2000.8333333333333,-122,False,113.0,4.727387818712341,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2000,12,2000.9166666666667,-121,False,161.0,5.081404364984463,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2001,1,2001.0,-120,False,126.0,4.836281906951478,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2001,2,2001.0833333333333,-119,False,118.0,4.770684624465665,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2001,3,2001.1666666666667,-118,False,125.0,4.8283137373023015,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2001,4,2001.25,-117,False,114.0,4.736198448394496,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2001,5,2001.3333333333333,-116,False,93.0,4.532599493153256,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2001,6,2001.4166666666667,-115,False,122.0,4.804021044733257,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2001,7,2001.5,-114,False,171.0,5.14166355650266,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2001,8,2001.5833333333333,-113,False,169.0,5.1298987149230735,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2001,9,2001.6666666666667,-112,False,137.0,4.919980925828125,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2001,10,2001.75,-111,False,134.0,4.897839799950911,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2001,11,2001.8333333333333,-110,False,132.0,4.882801922586371,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2001,12,2001.9166666666667,-109,False,177.0,5.176149732573829,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2002,1,2002.0,-108,False,125.0,4.8283137373023015,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2002,2,2002.0833333333333,-107,False,117.0,4.762173934797756,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2002,3,2002.1666666666667,-106,False,117.0,4.762173934797756,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2002,4,2002.25,-105,False,120.0,4.787491742782046,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2002,5,2002.3333333333333,-104,False,109.0,4.6913478822291435,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2002,6,2002.4166666666667,-103,False,109.0,4.6913478822291435,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2002,7,2002.5,-102,False,134.0,4.897839799950911,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2002,8,2002.5833333333333,-101,False,185.0,5.220355825078324,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2002,9,2002.6666666666667,-100,False,129.0,4.859812404361672,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2002,10,2002.75,-99,False,132.0,4.882801922586371,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2002,11,2002.8333333333333,-98,False,145.0,4.976733742420574,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2002,12,2002.9166666666667,-97,False,163.0,5.093750200806762,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2003,1,2003.0,-96,False,100.0,4.605170185988092,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2003,2,2003.0833333333333,-95,False,135.0,4.90527477843843,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2003,3,2003.1666666666667,-94,False,127.0,4.844187086458591,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2003,4,2003.25,-93,False,109.0,4.6913478822291435,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2003,5,2003.3333333333333,-92,False,121.0,4.795790545596741,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2003,6,2003.4166666666667,-91,False,119.0,4.77912349311153,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2003,7,2003.5,-90,False,175.0,5.1647859739235145,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2003,8,2003.5833333333333,-89,False,224.0,5.4116460518550396,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2003,9,2003.6666666666667,-88,False,144.0,4.969813299576001,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2003,10,2003.75,-87,False,129.0,4.859812404361672,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2003,11,2003.8333333333333,-86,False,134.0,4.897839799950911,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2003,12,2003.9166666666667,-85,False,139.0,4.9344739331306915,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2004,1,2004.0,-84,False,135.0,4.90527477843843,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2004,2,2004.0833333333333,-83,False,109.0,4.6913478822291435,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2004,3,2004.1666666666667,-82,False,106.0,4.663439094112067,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2004,4,2004.25,-81,False,98.0,4.584967478670572,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2004,5,2004.3333333333333,-80,False,124.0,4.820281565605037,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2004,6,2004.4166666666667,-79,False,118.0,4.770684624465665,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2004,7,2004.5,-78,False,139.0,4.9344739331306915,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2004,8,2004.5833333333333,-77,False,181.0,5.198497031265826,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2004,9,2004.6666666666667,-76,False,121.0,4.795790545596741,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2004,10,2004.75,-75,False,144.0,4.969813299576001,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2004,11,2004.8333333333333,-74,False,147.0,4.990432586778736,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2004,12,2004.9166666666667,-73,False,111.0,4.709530201312334,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2005,1,2005.0,-72,False,110.0,4.700480365792417,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2005,2,2005.0833333333333,-71,False,93.0,4.532599493153256,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2005,3,2005.1666666666667,-70,False,122.0,4.804021044733257,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2005,4,2005.25,-69,False,109.0,4.6913478822291435,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2005,5,2005.3333333333333,-68,False,107.0,4.672828834461906,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2005,6,2005.4166666666667,-67,False,138.0,4.927253685157205,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2005,7,2005.5,-66,False,126.0,4.836281906951478,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2005,8,2005.5833333333333,-65,False,211.0,5.351858133476067,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2005,9,2005.6666666666667,-64,False,131.0,4.875197323201151,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2005,10,2005.75,-63,False,144.0,4.969813299576001,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2005,11,2005.8333333333333,-62,False,132.0,4.882801922586371,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2005,12,2005.9166666666667,-61,False,96.0,4.564348191467836,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2006,1,2006.0,-60,False,117.0,4.762173934797756,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2006,2,2006.0833333333333,-59,False,110.0,4.700480365792417,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2006,3,2006.1666666666667,-58,False,103.0,4.634728988229636,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2006,4,2006.25,-57,False,110.0,4.700480365792417,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2006,5,2006.3333333333333,-56,False,119.0,4.77912349311153,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2006,6,2006.4166666666667,-55,False,106.0,4.663439094112067,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2006,7,2006.5,-54,False,165.0,5.10594547390058,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2006,8,2006.5833333333333,-53,False,172.0,5.147494476813453,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2006,9,2006.6666666666667,-52,False,145.0,4.976733742420574,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2006,10,2006.75,-51,False,144.0,4.969813299576001,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2006,11,2006.8333333333333,-50,False,125.0,4.8283137373023015,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2006,12,2006.9166666666667,-49,False,100.0,4.605170185988092,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2007,1,2007.0,-48,False,105.0,4.653960350157523,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2007,2,2007.0833333333333,-47,False,96.0,4.564348191467836,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2007,3,2007.1666666666667,-46,False,105.0,4.653960350157523,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2007,4,2007.25,-45,False,100.0,4.605170185988092,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2007,5,2007.3333333333333,-44,False,119.0,4.77912349311153,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2007,6,2007.4166666666667,-43,False,119.0,4.77912349311153,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2007,7,2007.5,-42,False,165.0,5.10594547390058,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2007,8,2007.5833333333333,-41,False,168.0,5.123963979403259,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2007,9,2007.6666666666667,-40,False,141.0,4.948759890378168,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2007,10,2007.75,-39,False,125.0,4.8283137373023015,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2007,11,2007.8333333333333,-38,False,125.0,4.8283137373023015,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2007,12,2007.9166666666667,-37,False,129.0,4.859812404361672,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2008,1,2008.0,-36,False,123.0,4.812184355372417,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2008,2,2008.0833333333333,-35,False,89.0,4.48863636973214,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2008,3,2008.1666666666667,-34,False,108.0,4.68213122712422,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2008,4,2008.25,-33,False,121.0,4.795790545596741,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2008,5,2008.3333333333333,-32,False,94.0,4.543294782270004,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2008,6,2008.4166666666667,-31,False,127.0,4.844187086458591,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2008,7,2008.5,-30,False,180.0,5.19295685089021,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2008,8,2008.5833333333333,-29,False,171.0,5.14166355650266,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2008,9,2008.6666666666667,-28,False,113.0,4.727387818712341,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2008,10,2008.75,-27,False,146.0,4.983606621708336,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2008,11,2008.8333333333333,-26,False,108.0,4.68213122712422,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2008,12,2008.9166666666667,-25,False,150.0,5.0106352940962555,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2009,3,2009.1666666666667,-22,False,105.0,4.653960350157523,0.25
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2009,5,2009.3333333333333,-20,False,90.0,4.499809670330265,0.25
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2009,9,2009.6666666666667,-16,False,131.0,4.875197323201151,0.25
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2010,1,2010.0,-12,False,104.0,4.6443908991413725,1.0
road_deaths,"Road traffic deaths (table 11.8, monthly panel)",deaths,2010,2,2010.0833333333333,-11,False,99.0,4.59511985013459,1.0
