wave,product_ar,region,expenditure_pc_millimes
2010,(شاي جاف أسود (حشيشة,South West,8535.0
2010,(شورط (تبان,Centre East,1453.0
2010,(شورط (تبان,Centre West,1075.0
2010,(شورط (تبان,Grand Tunis,1009.0
2010,(شورط (تبان,National,1166.0
2010,(شورط (تبان,North East,1268.0
2010,(شورط (تبان,North West,883.0
2010,(شورط (تبان,South East,1599.0
2010,(شورط (تبان,South West,460.0
2010,(عصير غالل (قارورة  ،باكوات,Centre East,3945.0
2010,(عصير غالل (قارورة  ،باكوات,Centre West,1454.0
2010,(عصير غالل (قارورة  ،باكوات,Grand Tunis,10183.0
2010,(عصير غالل (قارورة  ،باكوات,National,5473.0
2010,(عصير غالل (قارورة  ،باكوات,North East,3331.0
2010,(عصير غالل (قارورة  ،باكوات,North West,2683.0
2010,(عصير غالل (قارورة  ،باكوات,South East,10688.0
2010,(عصير غالل (قارورة  ،باكوات,South West,4429.0
2010,(منديلة (ميدعة,Centre East,2221.0
2010,(منديلة (ميدعة,Centre West,1275.0
2010,(منديلة (ميدعة,Grand Tunis,1669.0
2010,(منديلة (ميدعة,National,1726.0
2010,(منديلة (ميدعة,North East,1754.0
2010,(منديلة (ميدعة,North West,1355.0
2010,(منديلة (ميدعة,South East,1863.0
2010,(منديلة (ميدعة,South West,1430.0
2010,آلة غسل المالبس,Centre East,1709.0
2010,آلة غسل المالبس,Centre West,588.0
2010,آلة غسل المالبس,Grand Tunis,1576.0
2010,آلة غسل المالبس,National,1385.0
2010,آلة غسل المالبس,North East,1436.0
2010,آلة غسل المالبس,North West,621.0
2010,آلة غسل المالبس,South East,2119.0
2010,آلة غسل المالبس,South West,1385.0
2010,أثاث األسرة,Centre East,55442.0
2010,أثاث األسرة,Centre West,31670.0
2010,أثاث األسرة,Grand Tunis,41754.0
2010,أثاث األسرة,National,40389.0
2010,أثاث األسرة,North East,29056.0
2010,أثاث األسرة,North West,20887.0
2010,أثاث األسرة,South East,50198.0
2010,أثاث األسرة,South West,44943.0
2010,أثاث األسرة و المفروشات,Centre East,55442.0
2010,أثاث األسرة و المفروشات,Centre West,31670.0
2010,أثاث األسرة و المفروشات,Grand Tunis,41754.0
2010,أثاث األسرة و المفروشات,National,40389.0
2010,أثاث األسرة و المفروشات,North East,29056.0
2010,أثاث األسرة و المفروشات,North West,20887.0
2010,أثاث األسرة و المفروشات,South East,50198.0
2010,أثاث األسرة و المفروشات,South West,44943.0
2010,أثاث كامل آخر(بيت جلوس ،جرايات و,Centre East,3652.0
2010,أثاث كامل آخر(بيت جلوس ،جرايات و,Centre West,2422.0
2010,أثاث كامل آخر(بيت جلوس ،جرايات و,Grand Tunis,4525.0
2010,أثاث كامل آخر(بيت جلوس ،جرايات و,National,3402.0
2010,أثاث كامل آخر(بيت جلوس ،جرايات و,North East,2370.0
2010,أثاث كامل آخر(بيت جلوس ،جرايات و,North West,591.0
2010,أثاث كامل آخر(بيت جلوس ،جرايات و,South East,5865.0
2010,أثاث كامل آخر(بيت جلوس ،جرايات و,South West,4353.0
2010,أدوات التزويق,Centre East,4684.0
2010,أدوات التزويق,Centre West,1982.0
2010,أدوات التزويق,Grand Tunis,2077.0
2010,أدوات التزويق,National,3415.0
2010,أدوات التزويق,North East,2405.0
2010,أدوات التزويق,North West,2559.0
2010,أدوات التزويق,South East,6533.0
2010,أدوات التزويق,South West,6245.0
2010,أدوات الصيانة الشخصية,Centre East,3386.0
2010,أدوات الصيانة الشخصية,Centre West,1498.0
2010,أدوات الصيانة الشخصية,Grand Tunis,4373.0
2010,أدوات الصيانة الشخصية,National,2980.0
2010,أدوات الصيانة الشخصية,North East,2381.0
2010,أدوات الصيانة الشخصية,North West,2687.0
2010,أدوات الصيانة الشخصية,South East,1554.0
2010,أدوات الصيانة الشخصية,South West,3441.0
2010,أدوات المطبخ,Centre East,9651.0
2010,أدوات المطبخ,Centre West,4614.0
2010,أدوات المطبخ,Grand Tunis,12179.0
2010,أدوات المطبخ,National,9568.0
2010,أدوات المطبخ,North East,8432.0
2010,أدوات المطبخ,North West,5956.0
2010,أدوات المطبخ,South East,15855.0
2010,أدوات المطبخ,South West,10158.0
2010,أدوات طبية,Centre East,3266.0
2010,أدوات طبية,Centre West,563.0
2010,أدوات طبية,Grand Tunis,2133.0
2010,أدوات طبية,National,2222.0
2010,أدوات طبية,North East,1249.0
2010,أدوات طبية,North West,513.0
2010,أدوات طبية,South East,6484.0
2010,أدوات طبية,South West,1164.0
2010,أدوية و مواد صيدلية أخرى,Centre East,81666.0
2010,أدوية و مواد صيدلية أخرى,Centre West,48499.0
2010,أدوية و مواد صيدلية أخرى,Grand Tunis,58369.0
2010,أدوية و مواد صيدلية أخرى,National,60853.0
2010,أدوية و مواد صيدلية أخرى,North East,46954.0
2010,أدوية و مواد صيدلية أخرى,North West,41983.0
2010,أدوية و مواد صيدلية أخرى,South East,86736.0
2010,أدوية و مواد صيدلية أخرى,South West,44952.0
2010,أرز,Centre East,4715.0
2010,أرز,Centre West,3861.0
2010,أرز,Grand Tunis,6583.0
2010,أرز,National,4975.0
2010,أرز,North East,4702.0
2010,أرز,North West,3234.0
2010,أرز,South East,4985.0
2010,أرز,South West,6274.0
2010,أكلة في مطعم,Centre East,6243.0
2010,أكلة في مطعم,Centre West,1038.0
2010,أكلة في مطعم,Grand Tunis,12377.0
2010,أكلة في مطعم,National,5732.0
2010,أكلة في مطعم,North East,5547.0
2010,أكلة في مطعم,North West,1809.0
2010,أكلة في مطعم,South East,2501.0
2010,أكلة في مطعم,South West,1000.0
2010,ألعاب ومشاهد,Centre East,6516.0
2010,ألعاب ومشاهد,Centre West,1621.0
2010,ألعاب ومشاهد,Grand Tunis,9499.0
2010,ألعاب ومشاهد,National,5245.0
2010,ألعاب ومشاهد,North East,2964.0
2010,ألعاب ومشاهد,North West,4565.0
2010,ألعاب ومشاهد,South East,2198.0
2010,ألعاب ومشاهد,South West,2963.0
2010,أوراق البسباس األخضر,Centre East,654.0
2010,أوراق البسباس األخضر,Centre West,69.0
2010,أوراق البسباس األخضر,Grand Tunis,20.0
2010,أوراق البسباس األخضر,National,226.0
2010,أوراق البسباس األخضر,North East,0.0
2010,أوراق البسباس األخضر,North West,12.0
2010,أوراق البسباس األخضر,South East,576.0
2010,أوراق البسباس األخضر,South West,101.0
2010,إجاص,Centre East,4796.0
2010,إجاص,Centre West,3426.0
2010,إجاص,Grand Tunis,3895.0
2010,إجاص,National,3691.0
2010,إجاص,North East,2317.0
2010,إجاص,North West,2709.0
2010,إجاص,South East,4006.0
2010,إجاص,South West,3795.0
2010,األجبان,Centre East,5865.0
2010,األجبان,Centre West,2468.0
2010,األجبان,Grand Tunis,16720.0
2010,األجبان,National,8120.0
2010,األجبان,North East,7694.0
2010,األجبان,North West,3354.0
2010,األجبان,South East,8131.0
2010,األجبان,South West,6133.0
2010,األحذية وأغطية القدم (جلدية ،قماش)...,Centre East,67412.0
2010,األحذية وأغطية القدم (جلدية ،قماش)...,Centre West,41564.0
2010,األحذية وأغطية القدم (جلدية ،قماش)...,Grand Tunis,69868.0
2010,األحذية وأغطية القدم (جلدية ،قماش)...,National,57701.0
2010,األحذية وأغطية القدم (جلدية ،قماش)...,North East,53419.0
2010,األحذية وأغطية القدم (جلدية ،قماش)...,North West,42546.0
2010,األحذية وأغطية القدم (جلدية ،قماش)...,South East,61886.0
2010,األحذية وأغطية القدم (جلدية ،قماش)...,South West,40126.0
2010,األقمشة و الصوف,Centre East,3934.0
2010,األقمشة و الصوف,Centre West,856.0
2010,األقمشة و الصوف,Grand Tunis,3064.0
2010,األقمشة و الصوف,National,2185.0
2010,األقمشة و الصوف,North East,795.0
2010,األقمشة و الصوف,North West,416.0
2010,األقمشة و الصوف,South East,2467.0
2010,األقمشة و الصوف,South West,1040.0
2010,األقمشة والصوف,Centre East,3934.0
2010,األقمشة والصوف,Centre West,856.0
2010,األقمشة والصوف,Grand Tunis,3064.0
2010,األقمشة والصوف,National,2185.0
2010,األقمشة والصوف,North East,795.0
2010,األقمشة والصوف,North West,416.0
2010,األقمشة والصوف,South East,2467.0
2010,األقمشة والصوف,South West,1040.0
2010,االتصاالت,Centre East,161712.0
2010,االتصاالت,Centre West,83726.0
2010,االتصاالت,Grand Tunis,203464.0
2010,االتصاالت,National,140862.0
2010,االتصاالت,North East,116512.0
2010,االتصاالت,North West,85962.0
2010,االتصاالت,South East,136617.0
2010,االتصاالت,South West,110534.0
2010,االستخالص لقرض سكني,Centre East,39206.0
2010,االستخالص لقرض سكني,Centre West,14711.0
2010,االستخالص لقرض سكني,Grand Tunis,38729.0
2010,االستخالص لقرض سكني,National,25326.0
2010,االستخالص لقرض سكني,North East,17579.0
2010,االستخالص لقرض سكني,North West,9647.0
2010,االستخالص لقرض سكني,South East,9879.0
2010,االستخالص لقرض سكني,South West,13833.0
2010,االشتراكات المدرسية,Centre East,3443.0
2010,االشتراكات المدرسية,Centre West,2944.0
2010,االشتراكات المدرسية,Grand Tunis,5343.0
2010,االشتراكات المدرسية,National,4639.0
2010,االشتراكات المدرسية,North East,5249.0
2010,االشتراكات المدرسية,North West,5725.0
2010,االشتراكات المدرسية,South East,6312.0
2010,االشتراكات المدرسية,South West,4256.0
2010,االشتراكات غير المدرسية,Centre East,22480.0
2010,االشتراكات غير المدرسية,Centre West,7141.0
2010,االشتراكات غير المدرسية,Grand Tunis,21431.0
2010,االشتراكات غير المدرسية,National,16257.0
2010,االشتراكات غير المدرسية,North East,27373.0
2010,االشتراكات غير المدرسية,North West,4974.0
2010,االشتراكات غير المدرسية,South East,4885.0
2010,االشتراكات غير المدرسية,South West,4577.0
2010,االيجار واالستخالص والمعلوم البلدي,Centre East,452906.0
2010,االيجار واالستخالص والمعلوم البلدي,Centre West,173590.0
2010,االيجار واالستخالص والمعلوم البلدي,Grand Tunis,673956.0
2010,االيجار واالستخالص والمعلوم البلدي,National,397562.0
2010,االيجار واالستخالص والمعلوم البلدي,North East,356703.0
2010,االيجار واالستخالص والمعلوم البلدي,North West,235217.0
2010,االيجار واالستخالص والمعلوم البلدي,South East,269134.0
2010,االيجار واالستخالص والمعلوم البلدي,South West,198226.0
2010,ادوات أخرى,Centre East,6044.0
2010,ادوات أخرى,Centre West,3353.0
2010,ادوات أخرى,Grand Tunis,8279.0
2010,ادوات أخرى,National,5825.0
2010,ادوات أخرى,North East,4795.0
2010,ادوات أخرى,North West,4060.0
2010,ادوات أخرى,South East,6424.0
2010,ادوات أخرى,South West,5822.0
2010,ارجنتيار,Centre East,677.0
2010,ارجنتيار,Centre West,294.0
2010,ارجنتيار,Grand Tunis,506.0
2010,ارجنتيار,National,546.0
2010,ارجنتيار,North East,657.0
2010,ارجنتيار,North West,312.0
2010,ارجنتيار,South East,746.0
2010,ارجنتيار,South West,635.0
2010,البقول الخضراء,Centre East,4848.0
2010,البقول الخضراء,Centre West,4278.0
2010,البقول الخضراء,Grand Tunis,9627.0
2010,البقول الخضراء,National,6298.0
2010,البقول الخضراء,North East,6237.0
2010,البقول الخضراء,North West,6581.0
2010,البقول الخضراء,South East,4291.0
2010,البقول الخضراء,South West,6183.0
2010,البقول الشائحة,Centre East,9515.0
2010,البقول الشائحة,Centre West,10293.0
2010,البقول الشائحة,Grand Tunis,9423.0
2010,البقول الشائحة,National,10198.0
2010,البقول الشائحة,North East,9433.0
2010,البقول الشائحة,North West,10426.0
2010,البقول الشائحة,South East,13678.0
2010,البقول الشائحة,South West,11797.0
2010,البقول المصبرة,Centre East,206.0
2010,البقول المصبرة,Centre West,46.0
2010,البقول المصبرة,Grand Tunis,779.0
2010,البقول المصبرة,National,332.0
2010,البقول المصبرة,North East,227.0
2010,البقول المصبرة,North West,210.0
2010,البقول المصبرة,South East,241.0
2010,البقول المصبرة,South West,351.0
2010,البقول المنفخة,Centre East,1700.0
2010,البقول المنفخة,Centre West,553.0
2010,البقول المنفخة,Grand Tunis,3847.0
2010,البقول المنفخة,National,1699.0
2010,البقول المنفخة,North East,1107.0
2010,البقول المنفخة,North West,573.0
2010,البقول المنفخة,South East,725.0
2010,البقول المنفخة,South West,884.0
2010,البناء,Centre East,27589.0
2010,البناء,Centre West,22938.0
2010,البناء,Grand Tunis,14005.0
2010,البناء,National,20414.0
2010,البناء,North East,10598.0
2010,البناء,North West,16334.0
2010,البناء,South East,30742.0
2010,البناء,South West,27043.0
2010,التجهيز الصحي,Centre East,3589.0
2010,التجهيز الصحي,Centre West,1032.0
2010,التجهيز الصحي,Grand Tunis,4018.0
2010,التجهيز الصحي,National,2922.0
2010,التجهيز الصحي,North East,2124.0
2010,التجهيز الصحي,North West,1976.0
2010,التجهيز الصحي,South East,3062.0
2010,التجهيز الصحي,South West,3789.0
2010,التجهيز و التركيب الكهربائي,Centre East,2843.0
2010,التجهيز و التركيب الكهربائي,Centre West,1402.0
2010,التجهيز و التركيب الكهربائي,Grand Tunis,2303.0
2010,التجهيز و التركيب الكهربائي,National,2149.0
2010,التجهيز و التركيب الكهربائي,North East,2072.0
2010,التجهيز و التركيب الكهربائي,North West,1760.0
2010,التجهيز و التركيب الكهربائي,South East,1655.0
2010,التجهيز و التركيب الكهربائي,South West,2184.0
2010,الترفيه,Centre East,21173.0
2010,الترفيه,Centre West,6317.0
2010,الترفيه,Grand Tunis,26043.0
2010,الترفيه,National,16960.0
2010,الترفيه,North East,14675.0
2010,الترفيه,North West,8825.0
2010,الترفيه,South East,15044.0
2010,الترفيه,South West,12556.0
2010,الترفيه والثقافة,Centre East,49723.0
2010,الترفيه والثقافة,Centre West,12579.0
2010,الترفيه والثقافة,Grand Tunis,53310.0
2010,الترفيه والثقافة,National,35531.0
2010,الترفيه والثقافة,North East,25636.0
2010,الترفيه والثقافة,North West,20190.0
2010,الترفيه والثقافة,South East,28364.0
2010,الترفيه والثقافة,South West,25043.0
2010,التعليم,Centre East,65656.0
2010,التعليم,Centre West,29888.0
2010,التعليم,Grand Tunis,75819.0
2010,التعليم,National,53964.0
2010,التعليم,North East,45152.0
2010,التعليم,North West,39350.0
2010,التعليم,South East,41157.0
2010,التعليم,South West,44673.0
2010,التغذية,Centre East,839968.0
2010,التغذية,Centre West,558460.0
2010,التغذية,Grand Tunis,921218.0
2010,التغذية,National,763489.0
2010,التغذية,North East,721146.0
2010,التغذية,North West,612940.0
2010,التغذية,South East,742529.0
2010,التغذية,South West,726636.0
2010,التوابل الجافة,Centre East,4431.0
2010,التوابل الجافة,Centre West,3694.0
2010,التوابل الجافة,Grand Tunis,5430.0
2010,التوابل الجافة,National,4662.0
2010,التوابل الجافة,North East,3438.0
2010,التوابل الجافة,North West,3978.0
2010,التوابل الجافة,South East,5767.0
2010,التوابل الجافة,South West,7378.0
2010,الحليب االصطناعي,Centre East,44268.0
2010,الحليب االصطناعي,Centre West,15478.0
2010,الحليب االصطناعي,Grand Tunis,60753.0
2010,الحليب االصطناعي,National,41021.0
2010,الحليب االصطناعي,North East,42556.0
2010,الحليب االصطناعي,North West,24002.0
2010,الحليب االصطناعي,South East,41260.0
2010,الحليب االصطناعي,South West,37090.0
2010,الحليب المجفف,Centre East,1932.0
2010,الحليب المجفف,Centre West,541.0
2010,الحليب المجفف,Grand Tunis,1300.0
2010,الحليب المجفف,National,1347.0
2010,الحليب المجفف,North East,633.0
2010,الحليب المجفف,North West,1221.0
2010,الحليب المجفف,South East,2781.0
2010,الحليب المجفف,South West,719.0
2010,الحليب المركز,Centre East,130.0
2010,الحليب المركز,Centre West,64.0
2010,الحليب المركز,Grand Tunis,257.0
2010,الحليب المركز,National,209.0
2010,الحليب المركز,North East,127.0
2010,الحليب المركز,North West,126.0
2010,الحليب المركز,South East,209.0
2010,الحليب المركز,South West,1050.0
2010,الحليب و مشتقاته و البيض,Centre East,105194.0
2010,الحليب و مشتقاته و البيض,Centre West,57049.0
2010,الحليب و مشتقاته و البيض,Grand Tunis,144214.0
2010,الحليب و مشتقاته و البيض,National,105809.0
2010,الحليب و مشتقاته و البيض,North East,105866.0
2010,الحليب و مشتقاته و البيض,North West,82889.0
2010,الحليب و مشتقاته و البيض,South East,104538.0
2010,الحليب و مشتقاته و البيض,South West,113936.0
2010,الخضر الطازجة,Centre East,76097.0
2010,الخضر الطازجة,Centre West,55435.0
2010,الخضر الطازجة,Grand Tunis,92191.0
2010,الخضر الطازجة,National,75394.0
2010,الخضر الطازجة,North East,76053.0
2010,الخضر الطازجة,North West,70701.0
2010,الخضر الطازجة,South East,65557.0
2010,الخضر الطازجة,South West,74256.0
2010,الخضر المصبرة,Centre East,32541.0
2010,الخضر المصبرة,Centre West,27186.0
2010,الخضر المصبرة,Grand Tunis,36471.0
2010,الخضر المصبرة,National,33069.0
2010,الخضر المصبرة,North East,34608.0
2010,الخضر المصبرة,North West,32248.0
2010,الخضر المصبرة,South East,32871.0
2010,الخضر المصبرة,South West,33308.0
2010,الدهن و التبييض و صيانة األسطح,Centre East,12721.0
2010,الدهن و التبييض و صيانة األسطح,Centre West,3292.0
2010,الدهن و التبييض و صيانة األسطح,Grand Tunis,15396.0
2010,الدهن و التبييض و صيانة األسطح,National,9978.0
2010,الدهن و التبييض و صيانة األسطح,North East,6351.0
2010,الدهن و التبييض و صيانة األسطح,North West,4452.0
2010,الدهن و التبييض و صيانة األسطح,South East,13525.0
2010,الدهن و التبييض و صيانة األسطح,South West,6564.0
2010,الرعاية الشخصية,Centre East,77844.0
2010,الرعاية الشخصية,Centre West,47116.0
2010,الرعاية الشخصية,Grand Tunis,137397.0
2010,الرعاية الشخصية,National,83255.0
2010,الرعاية الشخصية,North East,71910.0
2010,الرعاية الشخصية,North West,55761.0
2010,الرعاية الشخصية,South East,70551.0
2010,الرعاية الشخصية,South West,72666.0
2010,الرعاية الصحية و الشخصية,Centre East,272286.0
2010,الرعاية الصحية و الشخصية,Centre West,157681.0
2010,الرعاية الصحية و الشخصية,Grand Tunis,292789.0
2010,الرعاية الصحية و الشخصية,National,227522.0
2010,الرعاية الصحية و الشخصية,North East,192600.0
2010,الرعاية الصحية و الشخصية,North West,140467.0
2010,الرعاية الصحية و الشخصية,South East,249479.0
2010,الرعاية الصحية و الشخصية,South West,166388.0
2010,الرعاية الصحية والشخصية,Centre East,272286.0
2010,الرعاية الصحية والشخصية,Centre West,157681.0
2010,الرعاية الصحية والشخصية,Grand Tunis,292789.0
2010,الرعاية الصحية والشخصية,National,227522.0
2010,الرعاية الصحية والشخصية,North East,192600.0
2010,الرعاية الصحية والشخصية,North West,140467.0
2010,الرعاية الصحية والشخصية,South East,249479.0
2010,الرعاية الصحية والشخصية,South West,166388.0
2010,الزيوت,Centre East,64627.0
2010,الزيوت,Centre West,50413.0
2010,الزيوت,Grand Tunis,37753.0
2010,الزيوت,National,48922.0
2010,الزيوت,North East,46224.0
2010,الزيوت,North West,37061.0
2010,الزيوت,South East,46799.0
2010,الزيوت,South West,60710.0
2010,السكر,Centre East,11312.0
2010,السكر,Centre West,13179.0
2010,السكر,Grand Tunis,11870.0
2010,السكر,National,13586.0
2010,السكر,North East,13889.0
2010,السكر,North West,16725.0
2010,السكر,South East,15283.0
2010,السكر,South West,21158.0
2010,السمك الطازج,Centre East,56154.0
2010,السمك الطازج,Centre West,10093.0
2010,السمك الطازج,Grand Tunis,27694.0
2010,السمك الطازج,National,27122.0
2010,السمك الطازج,North East,19788.0
2010,السمك الطازج,North West,8426.0
2010,السمك الطازج,South East,22942.0
2010,السمك الطازج,South West,7694.0
2010,الطماطم,Centre East,10438.0
2010,الطماطم,Centre West,8212.0
2010,الطماطم,Grand Tunis,12655.0
2010,الطماطم,National,10417.0
2010,الطماطم,North East,11001.0
2010,الطماطم,North West,10274.0
2010,الطماطم,South East,8349.0
2010,الطماطم,South West,8507.0
2010,الغالل الجافة,Centre East,4862.0
2010,الغالل الجافة,Centre West,7842.0
2010,الغالل الجافة,Grand Tunis,4801.0
2010,الغالل الجافة,National,4908.0
2010,الغالل الجافة,North East,2994.0
2010,الغالل الجافة,North West,4383.0
2010,الغالل الجافة,South East,3574.0
2010,الغالل الجافة,South West,6605.0
2010,الفواكه بالحبوب,Centre East,36598.0
2010,الفواكه بالحبوب,Centre West,27768.0
2010,الفواكه بالحبوب,Grand Tunis,36276.0
2010,الفواكه بالحبوب,National,31594.0
2010,الفواكه بالحبوب,North East,28061.0
2010,الفواكه بالحبوب,North West,26108.0
2010,الفواكه بالحبوب,South East,26477.0
2010,الفواكه بالحبوب,South West,28837.0
2010,الفواكه بالنواة,Centre East,7952.0
2010,الفواكه بالنواة,Centre West,4879.0
2010,الفواكه بالنواة,Grand Tunis,5614.0
2010,الفواكه بالنواة,National,6000.0
2010,الفواكه بالنواة,North East,5675.0
2010,الفواكه بالنواة,North West,5369.0
2010,الفواكه بالنواة,South East,6118.0
2010,الفواكه بالنواة,South West,4018.0
2010,القمح الصلب و مشتقاته,Centre East,31154.0
2010,القمح الصلب و مشتقاته,Centre West,35683.0
2010,القمح الصلب و مشتقاته,Grand Tunis,21512.0
2010,القمح الصلب و مشتقاته,National,29300.0
2010,القمح الصلب و مشتقاته,North East,27443.0
2010,القمح الصلب و مشتقاته,North West,29909.0
2010,القمح الصلب و مشتقاته,South East,33118.0
2010,القمح الصلب و مشتقاته,South West,35814.0
2010,القوارص,Centre East,10338.0
2010,القوارص,Centre West,8582.0
2010,القوارص,Grand Tunis,14801.0
2010,القوارص,National,10838.0
2010,القوارص,North East,9771.0
2010,القوارص,North West,9696.0
2010,القوارص,South East,9246.0
2010,القوارص,South West,9455.0
2010,المالبس,Centre East,264287.0
2010,المالبس,Centre West,156261.0
2010,المالبس,Grand Tunis,276628.0
2010,المالبس,National,224481.0
2010,المالبس,North East,199016.0
2010,المالبس,North West,152056.0
2010,المالبس,South East,248511.0
2010,المالبس,South West,177516.0
2010,المالبس واألحذية والمستلزمات الشخصية,Centre East,264287.0
2010,المالبس واألحذية والمستلزمات الشخصية,Centre West,156261.0
2010,المالبس واألحذية والمستلزمات الشخصية,Grand Tunis,276628.0
2010,المالبس واألحذية والمستلزمات الشخصية,National,224481.0
2010,المالبس واألحذية والمستلزمات الشخصية,North East,199016.0
2010,المالبس واألحذية والمستلزمات الشخصية,North West,152056.0
2010,المالبس واألحذية والمستلزمات الشخصية,South East,248511.0
2010,المالبس واألحذية والمستلزمات الشخصية,South West,177516.0
2010,المالحف و األغطية و الستائر,Centre East,12801.0
2010,المالحف و األغطية و الستائر,Centre West,5581.0
2010,المالحف و األغطية و الستائر,Grand Tunis,13951.0
2010,المالحف و األغطية و الستائر,National,12023.0
2010,المالحف و األغطية و الستائر,North East,11134.0
2010,المالحف و األغطية و الستائر,North West,11679.0
2010,المالحف و األغطية و الستائر,South East,16509.0
2010,المالحف و األغطية و الستائر,South West,11698.0
2010,المالحف واألغطية والستائر,Centre East,85729.0
2010,المالحف واألغطية والستائر,Centre West,34835.0
2010,المالحف واألغطية والستائر,Grand Tunis,60486.0
2010,المالحف واألغطية والستائر,National,57324.0
2010,المالحف واألغطية والستائر,North East,12413.0
2010,المالحف واألغطية والستائر,North West,42890.0
2010,المالحف واألغطية والستائر,South East,87274.0
2010,المالحف واألغطية والستائر,South West,71806.0
2010,المحروقات,Centre East,29558.0
2010,المحروقات,Centre West,24031.0
2010,المحروقات,Grand Tunis,17609.0
2010,المحروقات,National,25903.0
2010,المحروقات,North East,26203.0
2010,المحروقات,North West,31964.0
2010,المحروقات,South East,30186.0
2010,المحروقات,South West,29300.0
2010,المشروبات و مأكوالت جاهزة,Centre East,57581.0
2010,المشروبات و مأكوالت جاهزة,Centre West,39437.0
2010,المشروبات و مأكوالت جاهزة,Grand Tunis,92932.0
2010,المشروبات و مأكوالت جاهزة,National,61850.0
2010,المشروبات و مأكوالت جاهزة,North East,53465.0
2010,المشروبات و مأكوالت جاهزة,North West,41716.0
2010,المشروبات و مأكوالت جاهزة,South East,64448.0
2010,المشروبات و مأكوالت جاهزة,South West,62019.0
2010,المشروبات واالستهالك الغذائي خارج المنزل,Centre East,57581.0
2010,المشروبات واالستهالك الغذائي خارج المنزل,Centre West,39437.0
2010,المشروبات واالستهالك الغذائي خارج المنزل,Grand Tunis,92932.0
2010,المشروبات واالستهالك الغذائي خارج المنزل,National,61850.0
2010,المشروبات واالستهالك الغذائي خارج المنزل,North East,53465.0
2010,المشروبات واالستهالك الغذائي خارج المنزل,North West,41716.0
2010,المشروبات واالستهالك الغذائي خارج المنزل,South East,64448.0
2010,المشروبات واالستهالك الغذائي خارج المنزل,South West,62019.0
2010,المطاعم,Centre East,33383.0
2010,المطاعم,Centre West,12596.0
2010,المطاعم,Grand Tunis,55538.0
2010,المطاعم,National,30423.0
2010,المطاعم,North East,28295.0
2010,المطاعم,North West,20043.0
2010,المطاعم,South East,12873.0
2010,المطاعم,South West,11594.0
2010,المعلوم البلدي السنوي,Centre East,5611.0
2010,المعلوم البلدي السنوي,Centre West,1563.0
2010,المعلوم البلدي السنوي,Grand Tunis,10740.0
2010,المعلوم البلدي السنوي,National,5710.0
2010,المعلوم البلدي السنوي,North East,5170.0
2010,المعلوم البلدي السنوي,North West,2789.0
2010,المعلوم البلدي السنوي,South East,5034.0
2010,المعلوم البلدي السنوي,South West,3580.0
2010,المنحة السياحية,Centre East,5237.0
2010,المنحة السياحية,Centre West,0.0
2010,المنحة السياحية,Grand Tunis,10516.0
2010,المنحة السياحية,National,4919.0
2010,المنحة السياحية,North East,1148.0
2010,المنحة السياحية,North West,411.0
2010,المنحة السياحية,South East,10479.0
2010,المنحة السياحية,South West,1672.0
2010,المنحة السياحية ونفقات سياحية أخرى,Centre East,7121.0
2010,المنحة السياحية ونفقات سياحية أخرى,Centre West,273.0
2010,المنحة السياحية ونفقات سياحية أخرى,Grand Tunis,12339.0
2010,المنحة السياحية ونفقات سياحية أخرى,National,6324.0
2010,المنحة السياحية ونفقات سياحية أخرى,North East,2876.0
2010,المنحة السياحية ونفقات سياحية أخرى,North West,453.0
2010,المنحة السياحية ونفقات سياحية أخرى,South East,12944.0
2010,المنحة السياحية ونفقات سياحية أخرى,South West,2309.0
2010,المواد السكرية,Centre East,3201.0
2010,المواد السكرية,Centre West,2990.0
2010,المواد السكرية,Grand Tunis,7924.0
2010,المواد السكرية,National,4282.0
2010,المواد السكرية,North East,3313.0
2010,المواد السكرية,North West,2640.0
2010,المواد السكرية,South East,3444.0
2010,المواد السكرية,South West,3915.0
2010,النزل,Centre East,2808.0
2010,النزل,Centre West,296.0
2010,النزل,Grand Tunis,5601.0
2010,النزل,National,2349.0
2010,النزل,North East,637.0
2010,النزل,North West,732.0
2010,النزل,South East,1394.0
2010,النزل,South West,984.0
2010,النزل و المطاعم و المقاهي,Centre East,96717.0
2010,النزل و المطاعم و المقاهي,Centre West,32900.0
2010,النزل و المطاعم و المقاهي,Grand Tunis,147983.0
2010,النزل و المطاعم و المقاهي,National,84618.0
2010,النزل و المطاعم و المقاهي,North East,68542.0
2010,النزل و المطاعم و المقاهي,North West,49577.0
2010,النزل و المطاعم و المقاهي,South East,57432.0
2010,النزل و المطاعم و المقاهي,South West,50762.0
2010,النفقات الكبرى لالقتناء وبناء مسكن,Centre East,12801.0
2010,النفقات الكبرى لالقتناء وبناء مسكن,Centre West,5581.0
2010,النفقات الكبرى لالقتناء وبناء مسكن,Grand Tunis,13951.0
2010,النفقات الكبرى لالقتناء وبناء مسكن,National,12023.0
2010,النفقات الكبرى لالقتناء وبناء مسكن,North East,11134.0
2010,النفقات الكبرى لالقتناء وبناء مسكن,North West,11679.0
2010,النفقات الكبرى لالقتناء وبناء مسكن,South East,16509.0
2010,النفقات الكبرى لالقتناء وبناء مسكن,South West,11698.0
2010,النقل,Centre East,347825.0
2010,النقل,Centre West,121355.0
2010,النقل,Grand Tunis,295984.0
2010,النقل,National,233473.0
2010,النقل,North East,181594.0
