hh_id,exp_food_01,exp_alcohol_02,exp_clothing_03,exp_housing_04,exp_furniture_05,exp_health_06,exp_transport_07,exp_communication_08,exp_recreation_09,exp_education_10,exp_restaurants_11,exp_other_12,exp_total,share_food_01,share_alcohol_02,share_clothing_03,share_housing_04,share_furniture_05,share_health_06,share_transport_07,share_communication_08,share_recreation_09,share_education_10,share_restaurants_11,share_other_12
11,8418.9,0.0,4760.5,4117.255375000001,670.9,2393.3,60.0,507.65,205.25,0.0,1113.8,0.0,22247.555375,0.37841910529461936,0.0,0.21397856617313848,0.1850655186873538,0.030156122265635667,0.10757586438865084,0.0026969255268119545,0.022818237394768143,0.009225732739635893,0.0,0.05006392752938591,0.0
12,4199.15,877.5,4023.0,2751.2,268.55,895.0,0.0,36.25,34.75,19.5,443.3,0.0,13548.199999999997,0.30994154204986646,0.06476875156847406,0.29693981488315796,0.20306756617115193,0.01982182134896149,0.06606043607268863,0.0,0.0026756321873016345,0.0025649163726546706,0.0014393055904105346,0.03272021375533282,0.0
13,6861.8,0.0,1233.0,4078.2871250000003,683.05,2340.75,13.0,686.25,268.75,2668.0,495.6,0.0,19328.487125,0.35500967849287896,0.0,0.06379185251416826,0.2109987759841292,0.03533903070543603,0.12110363241892891,0.0006725823866051803,0.03550458944675423,0.013904347415395554,0.1380346005740478,0.025640910061655954,0.0
14,6974.95,1040.0,1246.0,3291.8756875000004,358.7,597.3100000000001,0.0,1658.35,5.25,200.0,760.5,0.0,16132.935687500001,0.4323422677128923,0.06446439880162697,0.07723330856425692,0.2040469106965192,0.02223401908667653,0.037024259661730584,0.0,0.10279282283911353,0.00032542124395052075,0.012396999769543648,0.04713959162368972,0.0
15,5647.87,0.0,1361.0,4245.3585,441.3,3613.5,0.0,739.4,5.25,0.0,0.0,0.0,16053.678500000002,0.3518115801309961,0.0,0.08477807749793917,0.26444770897835035,0.027489026891874033,0.2250885988529046,0.0,0.04605797979572095,0.00032702785221468085,0.0,0.0,0.0
16,4586.18,2366.0,1300.0,2545.7,853.4,1654.592,533.0,385.35,135.25,510.0,624.0,30.0,15523.472000000002,0.29543519645605054,0.15241435678822365,0.08374415208144156,0.16399037534901983,0.05497481491254018,0.10658646467748967,0.034335102353391045,0.024823699234295008,0.008712612745396132,0.03285347504733477,0.040197192999091955,0.0019325573557255745
17,3247.2,1053.0,610.0,4131.7,344.4,122.0,40.0,145.0,3.5,0.0,351.0,0.0,10047.8,0.32317522243675234,0.10479906049085373,0.06070980712195705,0.41120444276359003,0.034276159955413124,0.01214196142439141,0.003980970958816856,0.014431019725711102,0.00034833495889647487,0.0,0.034933020163617906,0.0
18,5304.46,0.0,2225.0,4412.431625,604.8,8834.46,780.0,1204.0,7.0,0.0,0.0,0.0,23372.151625,0.22695642596833446,0.0,0.09519876627961077,0.1887901334800621,0.025876950043104984,0.3779908731445259,0.03337305065082984,0.051514298696921965,0.0002995017366100114,0.0,0.0,0.0
19,5828.07,0.0,1468.0,3821.4021250000005,305.6,3172.5,728.0,354.85,73.0,2410.0,260.0,0.0,18421.422125,0.3163745969476827,0.0,0.07968983013573931,0.20744338298474338,0.016589381532344644,0.17221797418639848,0.03951920731527127,0.01926289933492309,0.00396277765661374,0.13082594729368646,0.014114002612596882,0.0
20,7137.45,4563.0,3184.6,5899.01675,974.4,2958.828,629.0,2150.5,8.75,0.0,1558.4,0.0,29063.94475,0.24557746931445018,0.15699864692317791,0.10957218737487451,0.20296683057794487,0.03352607529299683,0.10180407461722828,0.021641934892544137,0.07399202064613064,0.0003010603025592388,0.0,0.05361970005809346,0.0
21,3724.95,585.0,741.0,3801.031625,203.14999999999998,9109.0,156.7,287.5,7.0,240.0,326.3,0.0,19181.631624999998,0.19419359483189952,0.030497926945774096,0.03863070746464719,0.19815997404756752,0.01059086129749403,0.47488139581035255,0.008169273764791112,0.014988297430615475,0.00036493245918020286,0.012511970029035526,0.017011065918642886,0.0
22,5113.05,1859.0,2976.0,3982.348875,251.95000000000002,1211.02,806.0,469.6,107.0,1280.0,410.79999999999995,0.0,18466.768874999998,0.2768784314467682,0.10066731286796377,0.16115434270847775,0.21564946753577652,0.013643426292137424,0.06557833740148546,0.04364596781687939,0.025429462142439907,0.005794191757327661,0.06931369578859259,0.02224536424215143,0.0
23,7003.0,0.0,2351.0,3871.8,646.7,384.9,9320.0,539.25,5.25,0.0,63.0,0.0,24184.9,0.28956084168220664,0.0,0.09720941579249862,0.16009162742041522,0.026739825262870633,0.01591488904233633,0.3853644216019086,0.02229697042369412,0.00021707759800536697,0.0,0.0026049311760644035,0.0
24,3667.3,0.0,1343.0,5139.85675,663.2,441.5,403.0,535.25,3.5,0.0,0.0,0.0,12196.60675,0.3006819909152191,0.0,0.11011259340635869,0.4214169445120463,0.05437577955852352,0.03619859269464435,0.03304197702365045,0.04388515682855807,0.0002869650609994456,0.0,0.0,0.0
25,10399.73,3302.0,3896.0,5973.414625,607.6,5892.8099999999995,19918.0,607.5,10.8,1265.0,1054.4,0.0,52927.25462500001,0.1964910153319708,0.06238751704382399,0.07361046832305822,0.11286084395124621,0.011479907739499532,0.11133791166293652,0.3763278511444234,0.011478018353762286,0.00020405365962244067,0.023900729576146983,0.019921683213509393,0.0
26,6987.415,0.0,459.0,7902.841875,957.3,6022.624,78.0,366.6,3.5,0.0,18.2,0.0,22795.480875,0.30652632591151685,0.0,0.02013556996305304,0.34668458710459205,0.04199516585104721,0.2642025422944713,0.0034217308433946336,0.01608213496395478,0.00015353920451129766,0.0,0.0007984038634587479,0.0
27,7697.38,0.0,5178.0,5256.400000000001,718.85,1987.135,2092.0,899.4,230.5,492.9,1567.28,68.0,26187.845,0.29392949286205106,0.0,0.1977253187499773,0.2007190740589766,0.02744975770247609,0.07588005045852379,0.07988438911258257,0.03434417761369826,0.00880179335107566,0.018821709079154852,0.05984761250878031,0.002596624502703449
28,7159.87,455.0,2856.4,5315.3,304.55,1547.7,48.0,1330.85,45.55,0.0,2202.2,9.0,21274.42,0.33654830542971326,0.02138718705374812,0.13426452989082666,0.2498446491138184,0.01431531388399778,0.07274933934744168,0.0022562307221536478,0.06255634701204545,0.0021410689457103883,0.0,0.10351398534014088,0.00042304326040380893
29,5694.72,0.0,2143.0,4079.5,2095.1,1716.28,351.0,1626.4,53.75,600.0,348.4,0.0,18708.15,0.3043978159251449,0.0,0.11454900671632416,0.21806004335009072,0.11198862527828779,0.09173969633555429,0.018761876508366672,0.08693537308606142,0.002873079379842475,0.032071583774985764,0.018622899645341733,0.0
30,4787.05,851.5,5246.0,7203.797375,642.3,1048.7,1508.0,506.4,5.25,0.0,0.0,0.0,21798.997375000003,0.21959954935771442,0.03906142953971524,0.24065326995343056,0.33046461959124845,0.029464657890028296,0.04810771715595933,0.06917749353598424,0.023230426211288072,0.00024083676463124485,0.0,0.0,0.0
31,5551.45,0.0,5538.0,4332.224125000001,411.75,1481.23,798.0,612.0,1007.05,1.8,4446.0,12.0,24191.504125,0.22947932345649466,0.0,0.22892334314495627,0.1790803954402732,0.017020438161779658,0.06122934697844052,0.03298678725707387,0.025298137595650638,0.04162825076094767,7.440628704603129e-05,0.1837835290036973,0.0004960419136402086
32,13605.36,507.0,2418.0,5507.08275,669.8,3344.1,26.0,990.0,29.0,50.0,181.0,0.0,27327.342750000003,0.4978661893498591,0.018552846672221724,0.08848280720598052,0.20152280448123697,0.02451024990345978,0.12237194192618671,0.0009514280344729088,0.036227452081853066,0.001061208192296706,0.0018296692970632864,0.006623402855369096,0.0
33,4511.88,4771.0,4836.7,3990.5342499999997,787.15,1413.292,520.0,2016.55,7.0,0.0,1256.4,0.0,24110.50625,0.18713335809777948,0.19788054014834303,0.20060549330024957,0.16551018085735963,0.03264759320431109,0.058617267731572414,0.021567361324070083,0.08363781245779524,0.0002903298639778665,0.0,0.052110063014541644,0.0
34,3777.45,0.0,638.0,4002.4,645.1,1265.455,636.0,477.0,3.5,0.0,481.0,20.0,11945.904999999999,0.3162129616801741,0.0,0.053407422878383855,0.3350436823329836,0.05400176880696775,0.10593211648677936,0.053240001490050363,0.03993000111753777,0.00029298742958361047,0.0,0.04026484389420475,0.001674213883334917
35,7755.14,1638.0,1842.0,14580.158875,1615.85,2272.29,810.0,830.9,3.5,0.0,546.0,0.0,31893.838875,0.2431547995960709,0.05135788157768449,0.05775410126135216,0.4571465646435137,0.050663390077717634,0.07124542169118235,0.025396754626327494,0.02605205360372286,0.00010973906320018054,0.0,0.017119293859228165,0.0
36,6464.485,936.0,2362.0,4692.524125,730.8,4819.76,572.0,1603.0,157.0,0.0,321.8,2.0,22661.369125,0.2852645382695958,0.041303770960925995,0.10423024253173846,0.20707151889702957,0.03224871348103068,0.21268617855409475,0.02524119336501033,0.0707371205666286,0.006928089787249339,0.0,0.014200377665839729,8.825592085667948e-05
37,5587.74,728.0,4705.0,8995.216,645.8,2316.4,1001.0,3097.4,153.25,0.0,1392.8,0.0,28622.605999999996,0.19522121780246007,0.025434441573908402,0.16438055989730638,0.31426963708336,0.022562585670920392,0.08092903909588108,0.03497235716412406,0.10821516391624161,0.005354159575826185,0.0,0.04866083821997201,0.0
38,7520.2,1586.0,1694.0,4394.971125,1507.7,1605.07,395.8,1220.0,7.0,1125.0,1802.0,0.0,22857.741125,0.32900013867840144,0.0693856838839319,0.07411056021398527,0.19227495407204198,0.06596014854464322,0.07021997454702558,0.017315796772547444,0.05337360298763993,0.00030624198435531103,0.049217461771389276,0.07883543654403864,0.0
39,5883.4,2626.0,1898.0,4627.448875,658.8,873.62,682.85,1030.5,23.0,560.0,873.0,2.8,19739.418875,0.298053353913642,0.13303329832702585,0.09615277997893948,0.23442680376273237,0.03337484270291113,0.04425763521875717,0.03459321696976756,0.05220518428255908,0.0011651812115466848,0.02836962949852798,0.044226225986098086,0.0001418481474926399
40,7847.635,1755.0,1765.0,4282.92475,2540.2,960.8000000000001,123.2,1498.6,217.0,200.0,710.3,0.0,21900.65975,0.3583287028601958,0.08013457220164338,0.0805911794506556,0.19556144878238202,0.11598737339408234,0.043870824485093426,0.005625401307830465,0.06842716233697023,0.009908377303565022,0.00913214498024426,0.03243281289733749,0.0
41,4684.42,0.0,1291.0,4044.431625,1247.2,3591.0,276.6,298.2,37.0,1259.8,1266.8,0.0,17996.451624999998,0.2602968683833528,0.0,0.07173636375109586,0.2247349482706706,0.06930255063545063,0.1995393355772155,0.01536969652482813,0.01656993312980386,0.002055960851115838,0.0700026886550198,0.07039165422144712,0.0
42,3329.5,877.5,885.0,3833.848875,440.3,338.74,410.0,306.25,3.5,0.0,50.0,0.0,10474.638875,0.31786298694712756,0.08377377115065458,0.08448978628869436,0.36601251086090547,0.04203486203718885,0.03233906238127947,0.03914216087950812,0.02923728480329113,0.0003341403977518986,0.0,0.004773434253598552,0.0
43,5166.09,1274.0,1698.0,7040.702125,314.09999999999997,2453.564,0.0,91.5,510.75,401.0,811.8499999999999,0.0,19761.556125,0.26142121436805626,0.06446860722614273,0.08592440743327343,0.35628277856585044,0.015894497276084323,0.12415844098917084,0.0,0.004630202167340706,0.025845636688188695,0.02029192425249861,0.04108229103339401,0.0
44,2635.83,1274.0,849.0,1010.5,160.3,692.5450000000001,936.0,376.25,14.0,860.6,357.5,0.0,9166.525,0.2875495348564478,0.13898396611584,0.09261961321220419,0.11023806731558579,0.017487542989300747,0.07555153125093753,0.1021106689830661,0.04104608889410109,0.0015272963309432965,0.09388508731498578,0.03900060273658775,0.0
45,3710.5099999999998,1228.5,2779.0,2657.072875,198.4,1209.82,26.0,1221.4,5.25,0.0,1392.3,0.0,14428.252874999998,0.2571697371917596,0.08514544419502351,0.19260821279444065,0.1841576314207759,0.01375079863922887,0.08385076214572515,0.0018020199829634608,0.08465335412275274,0.0003638694196368526,0.0,0.09649817008769332,0.0
46,5058.01,1755.0,5509.0,2739.4170624999997,551.8,735.8,416.0,1373.8899999999999,6.75,0.0,1415.7,0.0,19561.3670625,0.2585713965613593,0.08971765594872007,0.2816265336874637,0.14004220940936088,0.028208662423079046,0.03761495797553745,0.021266407335992905,0.0702348662856906,0.0003450679074950772,0.0,0.07237224246530086,0.0
47,4916.6,0.0,1246.0,4526.871125,489.7,3799.5,1271.0,526.25,247.0,695.0,15.6,2.8,17736.321125,0.2772051749260376,0.0,0.07025132163646479,0.2552316849191013,0.027610009795647518,0.2142214258087865,0.0716608585874372,0.02967075281796918,0.013926225075607387,0.03918512723703293,0.0008795510574067824,0.00015786813850890964
48,1880.49,877.5,1009.0,4042.553625,451.4,313.9,429.0,193.75,3.5,0.0,0.0,0.0,9201.093625,0.20437679222071822,0.09536909804023433,0.1096608774046683,0.4393557754934811,0.049059385590155866,0.03411550982886559,0.04662489237522567,0.021057279481818122,0.00038038956483284344,0.0,0.0,0.0
49,9674.6,1755.0,6155.2,5276.454625,2893.3,1636.2,3683.0,953.75,2237.5,0.0,1514.2,3000.0,38779.204625,0.24947907244500378,0.04525621443170587,0.15872424562395213,0.136064023902089,0.07460957562122769,0.042192716839405786,0.09497358276465682,0.024594367244580896,0.05769845002332871,0.0,0.039046700793441046,0.07736105031060833
50,5200.59,1924.0,3545.0,2895.1,271.5,339.0,176.0,2564.5,7.0,540.0,1302.0,0.0,18764.690000000002,0.2771476640434774,0.10253300214392029,0.18891865519760784,0.154284456604399,0.014468664283822433,0.018065846011844584,0.009379318283435537,0.13666625987426384,0.0003730410680911861,0.028777453824177214,0.06938563866496061,0.0
51,5354.45,520.0,1450.0,3497.1,363.09999999999997,1037.4,644.0,1115.65,5.0,0.0,371.2,0.0,14357.9,0.37292709936689905,0.03621699552162921,0.10098969905069684,0.2435662596897875,0.0252892136036607,0.07225290606565028,0.04485335599217156,0.07770286741097236,0.000348240341554127,0.0,0.025853362956978387,0.0
52,9127.77,1046.5,1491.0,5234.005125,648.5,532.1,5562.0,1633.2,8.75,0.0,1455.9,0.0,26739.725125,0.3413561641838306,0.039136527960101836,0.05575973548830562,0.19573892777628168,0.024252306146322063,0.019899232228925166,0.20800512997046,0.06107766599564101,0.00032722849464968085,0.0,0.05444708175548233,0.0
53,6472.8,195.0,1440.0,4459.3,300.59999999999997,4084.75,1093.0,438.75,5.25,0.0,1779.6,0.0,20269.05,0.31934402451027555,0.009620579158865364,0.0710442768654673,0.22000537765706832,0.014830492795666297,0.20152646522653997,0.05392457959302484,0.02164630310744707,0.00025901559273868287,0.0,0.08779888549290667,0.0
54,2202.2,0.0,1103.0,3500.805125,161.2,529.6,646.0,53.75,8.75,292.5,50.0,0.0,8547.805124999999,0.25763338866478896,0.0,0.1290389736160486,0.40955602915666617,0.018858642381602026,0.06195742559116895,0.07557495644240018,0.0062881639454783434,0.0010236545957755443,0.034219310773068196,0.0058494548330031105,0.0
55,4626.76,2412.8,3477.0,4182.648875,275.9,1002.95,689.0,730.15,41.25,0.0,1600.8,0.0,19039.258875,0.24301155997596574,0.12672762190172177,0.1826226547381824,0.21968548788903422,0.014491110279627415,0.052677995849772806,0.03618838340943563,0.03834970703396143,0.002166575929810188,0.0,0.08407890299248846,0.0
56,5056.25,0.0,2561.0,5501.931625,108.35,1374.188,293.0,806.15,7.0,1350.0,35.0,0.0,17092.869625,0.2958104818517271,0.0,0.1498285575322172,0.3218846071904091,0.006338900510978419,0.08039539469663509,0.01714165066651294,0.047162940903786366,0.0004095274903262477,0.07898030170577634,0.002047637451631238,0.0
57,3550.95,1300.0,2729.0,3082.4756875,302.5,1123.832,0.0,567.6,3.5,0.0,552.5,0.0,13212.3576875,0.2687597538597897,0.09839273434369017,0.20654905540302343,0.23330247033928553,0.02289523241458944,0.08505915647918309,0.0,0.042959781548829644,0.0002649035155407043,0.0,0.04181691209606832,0.0
58,3894.9,0.0,307.0,3285.4034375,404.7,2368.5,58.5,204.75,4.75,0.0,114.4,0.0,10642.9034375,0.3659621665152405,0.0,0.028845512110754788,0.3086942822316667,0.0380253379518647,0.222542656137859,0.005496620385925586,0.019238171350739554,0.0004463067834725904,0.0,0.010748946532476704,0.0
59,8815.74,0.0,2737.5,4735.524125,362.85,2943.38,795.0,1915.0,8.75,0.0,115.0,0.0,22428.744124999997,0.39305544487324257,0.0,0.12205320033718117,0.21113639259549938,0.0161779009104461,0.13123249271541637,0.03544558694723618,0.08538150818107834,0.0003901243846393919,0.0,0.005127349055260579,0.0
60,3809.1,0.0,1671.0,4914.13025,236.55,350.45,225.0,712.3,103.5,0.0,554.4,0.0,12576.43025,0.30287608838764085,0.0,0.13286759173971485,0.39074126380178514,0.018808993911447965,0.027865617908547618,0.01789060930067974,0.05663769335499634,0.00822968027831268,0.0,0.04408246131687488,0.0
61,9611.1,0.0,5746.0,4178.258375,2232.73,6270.65,14018.0,297.29999999999995,2592.4,0.0,1519.5,2350.0,48815.938375000005,0.1968844668347523,0.0,0.11770745767211731,0.08559209377279536,0.045737725716718844,0.12845497205911283,0.28716031006748005,0.006090224010776274,0.05310560620765696,0.0,0.031127128773543726,0.04814001488504623
62,5037.22,0.0,2362.3,2439.8,2223.5,376.55,798.2,653.0,174.0,413.35,137.8,0.0,14615.72,0.34464398606431984,0.0,0.16162734370937595,0.16692985360967508,0.15213071952664667,0.025763356167195325,0.05461243099895182,0.0446779221276817,0.011904989969703853,0.028281193126305105,0.009428204700144776,0.0
63,3016.86,260.0,1520.0,2462.5955,79.45,256.0,0.0,176.25,8.75,0.0,0.0,0.0,7779.9055,0.3877759183578772,0.03341942906632992,0.1953751237723903,0.31653282935120486,0.010212206305076585,0.032905284003771,0.0,0.022654516819002494,0.0011246923243476415,0.0,0.0,0.0
64,2236.51,0.0,188.0,2533.1890625,411.0,660.8,25.22,65.0,1.75,0.0,9.1,0.0,6130.569062500001,0.36481278935107014,0.0,0.030665994964476428,0.41320618635474343,0.06704108473616921,0.1077877099602448,0.004113810601085614,0.010602604641973233,0.0002854547403608178,0.0,0.0014843646498762526,0.0
65,6808.51,1696.5,1743.5,4698.0533749999995,648.25,2063.25,4115.0,442.85,8.75,1075.0,443.65,0.0,23743.313375,0.28675483882417485,0.07145169560817456,0.07343120029051126,0.1978684819931961,0.027302423623931128,0.0868981496985359,0.17331195250671283,0.01865156699091076,0.0003685248078818317,0.04527590496833932,0.018685260687631385,0.0
66,4296.8099999999995,1332.5,834.0,2582.4,224.05,1479.925,497.0,135.0,711.15,913.7,1140.1,0.0,14146.635,0.30373371476679784,0.09419201103301245,0.05895394911934888,0.182545177704804,0.015837688609340667,0.10461321720677744,0.03513202963107481,0.009542905432988127,0.05026990517532968,0.0645877977342315,0.08059160358629454,0.0
67,6099.5,1950.0,1512.0,3497.9,368.5,488.55,40.0,211.25,7.0,450.7,842.25,0.0,15467.65,0.394339153006436,0.12606957100787775,0.09775240582764673,0.22614294996331052,0.023823916367386126,0.031585276367127525,0.0025860424822128766,0.013657536859186754,0.0004525574343872534,0.029138233668333586,0.05445235701609488,0.0
68,4445.85,260.0,656.0,3751.348875,272.0,302.5,30.0,0.0,3.5,0.0,20.0,0.0,9741.198875,0.45639659522914733,0.026690759868096832,0.06734284028258278,0.3851013538618469,0.027922641092778224,0.03105367253884343,0.0030797030617034805,0.0,0.00035929869053207274,0.0,0.002053135374468987,0.0
69,5601.66,0.0,0.0,4229.255375000001,56.1,2294.1800000000003,355.2,818.0,5.25,0.0,0.0,0.0,13359.645375,0.41929705787568483,0.0,0.0,0.3165694340146361,0.004199213259431297,0.1717246181019981,0.02658753208110511,0.0612291701642567,0.0003929745028879556,0.0,0.0,0.0
70,7129.1,0.0,1847.0,7073.715625,395.55,305.85,67.6,1732.5,8.75,0.0,731.9,0.0,19291.965625000004,0.36953725393132403,0.0,0.09573933708478706,0.3666664020919329,0.020503353970702503,0.015853749998582634,0.003504049370293235,0.08980422387622825,0.000453556686243577,0.0,0.0379380729899056,0.0
71,7730.42,1579.5,2012.5,4275.4,715.58,2464.2200000000003,20.0,415.35,7.0,25.0,715.0,0.0,19959.97,0.3872961732908416,0.07913338547102024,0.10082680484990708,0.21419871873554916,0.035850755286706344,0.12345810138993195,0.0010020055140363437,0.02080914951274977,0.0003507019299127203,0.0012525068925454295,0.035821697126799286,0.0
72,4883.85,0.0,1148.0,5119.671125,548.6,645.158,0.0,1015.5,35.25,0.0,728.0,27.0,14151.029125,0.34512330918547246,0.0,0.0811248418655205,0.3617879010619307,0.03876749847336634,0.04559088913612847,0.0,0.07176156525647742,0.002490984909198256,0.0,0.05144502167081789,0.001907988441088026
73,5555.7699999999995,3094.0,2233.0,6468.096874999999,538.4300000000001,9421.14,1821.56,1886.45,437.79999999999995,0.0,1796.6,112.0,33364.846875,0.1665156750400941,0.09273233027538058,0.06692672705395114,0.1938596301440391,0.016137643371096695,0.2823672482387198,0.054595185370530784,0.0565400466864873,0.01312159476230175,0.0,0.05384709262209074,0.0033568264353078946
74,4520.215,1193.4,3844.0,36221.7,839.1,334.8,0.0,1421.25,207.0,0.0,977.6,0.0,49559.064999999995,0.09120864164810213,0.024080357448228697,0.0775640137682178,0.7308794062196291,0.01693131216256804,0.006755575392715743,0.0,0.0286779018127158,0.004176834248184465,0.0,0.019725957299638323,0.0
75,6288.91,4693.0,4885.0,5750.853375,506.5,5347.0,977.6,998.0,140.0,0.0,2388.1,0.0,31974.963375,0.1966823206720874,0.14677108289260082,0.1527757809355114,0.17985488544754274,0.015840518535074007,0.167224585601265,0.030573920868486374,0.031211920035545623,0.004378425656288965,0.0,0.0746865593555977,0.0
76,5292.55,980.2,1782.4,4676.26,413.75,820.0,290.0,702.1,42.0,1033.0,631.8,0.0,16664.06,0.3176026730580663,0.05882119963562301,0.1069607286579621,0.2806194888880621,0.02482888323733832,0.049207696083667485,0.01740272178568728,0.042132589537003586,0.0025203941896512613,0.06198969518832745,0.037913929738611116,0.0
77,4167.76,0.0,3371.0,7608.7165,1262.1499999999999,7608.4,2082.0,2000.0,4.95,315.0,1336.4,0.0,29756.376500000002,0.1400627526002704,0.0,0.11328664294861304,0.25570037064156653,0.04241611877709639,0.25568973426586394,0.06996819656452458,0.06721248469214657,0.00016635089961306276,0.010585966339013084,0.04491138227129234,0.0
78,6498.72,1098.5,2801.0,3969.6146875,462.5,2352.5699999999997,1061.8400000000001,1105.5,7.0,770.0,1558.7,0.0,21685.9446875,0.2996742864398215,0.050654929532914776,0.12916200056594837,0.1830501158562913,0.021327177887094297,0.10848363001479226,0.048964433659745316,0.050977719252287015,0.00032278971937223797,0.03550686913094618,0.07187604794078677,0.0
79,3740.7799999999997,0.0,3300.0,3477.4366250000003,252.9,824.5,501.0,738.3,8.75,1050.0,552.5,0.0,14446.166625000002,0.25894620331502644,0.0,0.2284343027228512,0.24071691233175152,0.017506374290487597,0.05707396442272449,0.03468048050428741,0.051106983545539705,0.0006056970147954388,0.07268364177545265,0.03824544007708342,0.0
80,4354.68,3047.2,2951.0,4225.6441875,489.55,693.18,800.0,1130.25,40.75,200.0,1424.8,2.8,19359.854187499997,0.22493351229947123,0.15739787967863278,0.15242883398911966,0.21826838914046964,0.0252868640052096,0.035805021736556406,0.04132262527661665,0.058381121523619954,0.0021048712250276605,0.010330656319154162,0.07359559561765425,0.00014462918846815825
81,10192.2,3549.0,13735.0,6316.696875,1222.6,12544.84,4986.0,2926.5,8.75,0.0,2897.8,0.0,58379.38687500001,0.1745855951146455,0.06079200536310873,0.23527139860870622,0.10820080876363261,0.020942323402912574,0.21488475079158662,0.08540685791503526,0.05012899512401738,0.00014988167002738837,0.0,0.049637383246327556,0.0
82,6280.94,1332.5,6455.0,4694.5,1040.1399999999999,1568.1,1299.0,1374.05,3.5,0.0,2691.8,0.0,26739.53,0.234893433055854,0.04983258868050411,0.2414028967599655,0.17556404319746832,0.03889896344475763,0.05864351392862926,0.04857976187315185,0.05138646789977236,0.00013089235300695263,0.0,0.10066743880689004,0.0
83,5041.4800000000005,1716.0,3259.0,5004.355625,1787.45,2970.782,572.2,751.75,0.0,0.0,1182.4,0.0,22285.417625000002,0.2262232678262407,0.07700102501444596,0.14623912617836793,0.22455740831107712,0.08020715743710456,0.133306095043395,0.025675982816588568,0.03373282083601967,0.0,0.0,0.053057116536760436,0.0
