wave,geography_level,geography,milieu,subgroup_type,subgroup,indicator,value,unit,basis,methodology,source_key,source_table
2021,region,Centre East,all,,,extreme_poverty_rate,2.0719847028941225,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre East,rural,,,extreme_poverty_rate,2.2855206464706357,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre East,urban,,,extreme_poverty_rate,1.9918987251383302,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre West,all,,,extreme_poverty_rate,7.2,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2021,region,Centre West,all,,,extreme_poverty_rate,7.249343630087431,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre West,rural,,,extreme_poverty_rate,9.645481967715776,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre West,urban,,,extreme_poverty_rate,2.8576772656838547,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Grand Tunis,all,,,extreme_poverty_rate,0.2,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2021,region,Grand Tunis,all,,,extreme_poverty_rate,0.23101044667651338,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Grand Tunis,rural,,,extreme_poverty_rate,0.0,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Grand Tunis,urban,,,extreme_poverty_rate,0.25231943084520386,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North East,all,,,extreme_poverty_rate,2.4,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2021,region,North East,all,,,extreme_poverty_rate,2.3960137320785493,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North East,rural,,,extreme_poverty_rate,4.46512866824045,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North East,urban,,,extreme_poverty_rate,1.2447364489502681,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North West,all,,,extreme_poverty_rate,4.6,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2021,region,North West,all,,,extreme_poverty_rate,4.587679501309963,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North West,rural,,,extreme_poverty_rate,6.021757299606695,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North West,urban,,,extreme_poverty_rate,2.5925003389134,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South East,all,,,extreme_poverty_rate,4.3,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2021,region,South East,all,,,extreme_poverty_rate,4.291969743340116,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South East,rural,,,extreme_poverty_rate,6.360436163761468,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South East,urban,,,extreme_poverty_rate,3.533497259865897,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South West,all,,,extreme_poverty_rate,3.4,percent,published,revised (2011),ebcnv2021_note,Tableau 7
2021,region,South West,all,,,extreme_poverty_rate,3.439225143805476,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South West,rural,,,extreme_poverty_rate,0.8535380759845819,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South West,urban,,,extreme_poverty_rate,4.650720892407575,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2015,national,Tunisia,all,,,gini,36.5,index (0-100),published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,Centre East,all,,,gini,35.1,index (0-100),published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,Centre West,all,,,gini,32.0,index (0-100),published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,Grand Tunis,all,,,gini,35.6,index (0-100),published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,North East,all,,,gini,31.2,index (0-100),published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,North West,all,,,gini,32.8,index (0-100),published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,South East,all,,,gini,32.0,index (0-100),published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,South West,all,,,gini,29.6,index (0-100),published,revised (2011),ebcnv2021_note,Tableau 10
2021,national,Tunisia,all,,,gini,35.3,index (0-100),published,revised (2011),ebcnv2021_note,Tableau 10
2021,national,Tunisia,all,,,gini,35.319209357642144,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,higher,gini,34.02113830173693,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,none,gini,33.34132020758987,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,primary,gini,32.09254125142346,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,secondary,gini,34.43454570975257,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,agricultural workers,gini,29.652184285417896,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,"employers in industry, trade and services",gini,29.727056750852427,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,farm operators,gini,36.9444880604597,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,mid-level managers and professionals,gini,32.46364518710083,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,non-agricultural workers,gini,29.0585650308913,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,other employees,gini,34.702739664255645,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,other inactive,gini,36.558236965869504,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,"own-account workers and artisans in industry, trade and services",gini,26.514132908340564,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,retired,gini,31.318404413692797,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,senior managers and professionals,gini,34.975096654026245,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,unemployed,gini,40.53747733411036,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,rural,,,gini,33.73779089836103,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,urban,,,gini,33.797178159704444,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre East,all,,,gini,36.8,index (0-100),published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,Centre East,all,,,gini,36.80221057097246,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre East,rural,,,gini,30.625577105667467,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre East,urban,,,gini,37.61441819870153,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre West,all,,,gini,34.4,index (0-100),published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,Centre West,all,,,gini,34.35010795702568,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre West,rural,,,gini,34.94460931976088,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre West,urban,,,gini,30.917332203637315,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Grand Tunis,all,,,gini,30.4,index (0-100),published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,Grand Tunis,all,,,gini,30.35884660612378,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Grand Tunis,rural,,,gini,26.626301579108702,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Grand Tunis,urban,,,gini,30.149984655104596,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North East,all,,,gini,31.5,index (0-100),published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,North East,all,,,gini,31.535680120887562,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North East,rural,,,gini,31.89713687334514,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North East,urban,,,gini,29.922251850056906,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North West,all,,,gini,34.7,index (0-100),published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,North West,all,,,gini,34.72911760016601,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North West,rural,,,gini,35.05270841632066,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North West,urban,,,gini,33.04660513958221,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South East,all,,,gini,32.7,index (0-100),published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,South East,all,,,gini,32.707954022915715,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South East,rural,,,gini,30.876803783588297,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South East,urban,,,gini,32.321863899940546,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South West,all,,,gini,32.7,index (0-100),published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,South West,all,,,gini,32.74956943416614,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South West,rural,,,gini,35.05272141505136,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South West,urban,,,gini,31.225513769345774,index (0-100),recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,,,poor_population,1951278.375968933,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,higher,poor_population,64408.91049194336,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,none,poor_population,470571.15016174316,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,primary,poor_population,995531.6413574219,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,secondary,poor_population,405338.9216079712,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,agricultural workers,poor_population,90900.17895507812,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,"employers in industry, trade and services",poor_population,9484.179107666016,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,farm operators,poor_population,177458.76023864746,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,mid-level managers and professionals,poor_population,26704.177703857422,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,non-agricultural workers,poor_population,637859.0314941406,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,other employees,poor_population,236474.9750366211,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,other inactive,poor_population,399453.94274139404,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,"own-account workers and artisans in industry, trade and services",poor_population,54193.60319519043,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,retired,poor_population,120675.28854370117,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,senior managers and professionals,poor_population,61984.37057495117,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,unemployed,poor_population,136089.86837768555,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,rural,,,poor_population,933501.1879043579,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,urban,,,poor_population,1017777.1880645752,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre East,all,,,poor_population,370679.98321533203,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre East,rural,,,poor_population,115429.33276367188,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre East,urban,,,poor_population,255250.65045166016,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre West,all,,,poor_population,563552.1683197021,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre West,rural,,,poor_population,393108.1009674072,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre West,urban,,,poor_population,170444.06735229492,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Grand Tunis,all,,,poor_population,135784.74336242676,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Grand Tunis,rural,,,poor_population,16374.48876953125,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Grand Tunis,urban,,,poor_population,119410.25459289551,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North East,all,,,poor_population,250934.69953918457,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North East,rural,,,poor_population,128578.41757202148,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North East,urban,,,poor_population,122356.28196716309,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North West,all,,,poor_population,266457.73668670654,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North West,rural,,,poor_population,166420.48265838623,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North West,urban,,,poor_population,100037.25402832031,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South East,all,,,poor_population,247509.22465515137,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South East,rural,,,poor_population,78484.67247009277,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South East,urban,,,poor_population,169024.5521850586,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South West,all,,,poor_population,116359.82019042969,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South West,rural,,,poor_population,35105.69270324707,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South West,urban,,,poor_population,81254.12748718262,persons,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2015,national,Tunisia,all,,,population_share,100.0,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,Centre East,all,,,population_share,24.1,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,Centre West,all,,,population_share,12.5,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,Grand Tunis,all,,,population_share,24.5,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,North East,all,,,population_share,13.5,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,North West,all,,,population_share,10.2,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,South East,all,,,population_share,9.4,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2015,region,South West,all,,,population_share,5.8,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2021,national,Tunisia,all,,,population_share,100.0,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2021,national,Tunisia,all,,,population_share,100.0,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,higher,population_share,10.7,percent,published,revised (2011),ebcnv2021_note,Tableau 8
2021,national,Tunisia,all,head education,higher,population_share,10.704424918268925,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,none,population_share,17.0,percent,published,revised (2011),ebcnv2021_note,Tableau 8
2021,national,Tunisia,all,head education,none,population_share,17.013283780229827,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,primary,population_share,41.7,percent,published,revised (2011),ebcnv2021_note,Tableau 8
2021,national,Tunisia,all,head education,primary,population_share,41.65818599276703,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,secondary,population_share,29.4,percent,published,revised (2011),ebcnv2021_note,Tableau 8
2021,national,Tunisia,all,head education,secondary,population_share,29.448573471478234,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,agricultural workers,population_share,2.4,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,agricultural workers,population_share,2.420530241522154,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,"employers in industry, trade and services",population_share,1.6,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,"employers in industry, trade and services",population_share,1.5827732765225906,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,farm operators,population_share,6.6,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,farm operators,population_share,6.625344566452315,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,mid-level managers and professionals,population_share,2.9,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,mid-level managers and professionals,population_share,2.9058678317637483,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,non-agricultural workers,population_share,22.2,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,non-agricultural workers,population_share,22.234050697399198,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,other employees,population_share,14.0,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,other employees,population_share,14.048098797405332,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,other inactive,population_share,15.7,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,other inactive,population_share,15.702991740080526,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,"own-account workers and artisans in industry, trade and services",population_share,4.1,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,"own-account workers and artisans in industry, trade and services",population_share,4.091528259781193,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,retired,population_share,19.1,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,retired,population_share,19.10545585090115,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,senior managers and professionals,population_share,8.4,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,senior managers and professionals,population_share,8.449699593465704,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head socio-professional category,unemployed,population_share,2.8,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,unemployed,population_share,2.805323177917996,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,rural,,,population_share,32.03684463703683,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,urban,,,population_share,67.96315536296316,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre East,all,,,population_share,24.0,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,Centre East,all,,,population_share,23.952548129412413,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre East,rural,,,population_share,6.533106342954803,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre East,urban,,,population_share,17.41944178645761,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre West,all,,,population_share,12.9,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,Centre West,all,,,population_share,12.94028960082478,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre West,rural,,,population_share,8.37228486679526,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Centre West,urban,,,population_share,4.56800473402952,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Grand Tunis,all,,,population_share,24.4,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,Grand Tunis,all,,,population_share,24.429598085929847,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Grand Tunis,rural,,,population_share,2.0631384476287775,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,Grand Tunis,urban,,,population_share,22.36645963830107,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North East,all,,,population_share,14.1,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,North East,all,,,population_share,14.084135542996574,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North East,rural,,,population_share,5.035021885230336,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North East,urban,,,population_share,9.049113657766238,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North West,all,,,population_share,10.1,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,North West,all,,,population_share,10.072780692321247,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North West,rural,,,population_share,5.860453846143615,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,North West,urban,,,population_share,4.212326846177633,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South East,all,,,population_share,9.1,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,South East,all,,,population_share,9.063947984046605,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South East,rural,,,population_share,2.431872555882773,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South East,urban,,,population_share,6.632075428163832,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South West,all,,,population_share,5.5,percent,published,revised (2011),ebcnv2021_note,Tableau 10
2021,region,South West,all,,,population_share,5.456699964468531,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South West,rural,,,population_share,1.7409666924012632,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,region,South West,urban,,,population_share,3.715733272067268,percent,recomputed,revised (2011),ebcnv2021_depenses,pov_2021.dta
2021,national,Tunisia,all,head education,higher,poverty_contribution_absolute,0.5,percent,published,revised (2011),ebcnv2021_note,Tableau 8
2021,national,Tunisia,all,head education,none,poverty_contribution_absolute,4.0,percent,published,revised (2011),ebcnv2021_note,Tableau 8
2021,national,Tunisia,all,head education,primary,poverty_contribution_absolute,8.5,percent,published,revised (2011),ebcnv2021_note,Tableau 8
2021,national,Tunisia,all,head education,secondary,poverty_contribution_absolute,3.4,percent,published,revised (2011),ebcnv2021_note,Tableau 8
2021,national,Tunisia,all,head socio-professional category,agricultural workers,poverty_contribution_absolute,0.8,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,"employers in industry, trade and services",poverty_contribution_absolute,0.1,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,farm operators,poverty_contribution_absolute,1.5,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,mid-level managers and professionals,poverty_contribution_absolute,0.2,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,non-agricultural workers,poverty_contribution_absolute,5.4,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,other employees,poverty_contribution_absolute,2.0,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,other inactive,poverty_contribution_absolute,3.4,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,"own-account workers and artisans in industry, trade and services",poverty_contribution_absolute,0.5,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,retired,poverty_contribution_absolute,1.0,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,senior managers and professionals,poverty_contribution_absolute,0.5,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,unemployed,poverty_contribution_absolute,1.2,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head education,higher,poverty_contribution_relative,3.3,percent,published,revised (2011),ebcnv2021_note,Tableau 8
2021,national,Tunisia,all,head education,none,poverty_contribution_relative,24.1,percent,published,revised (2011),ebcnv2021_note,Tableau 8
2021,national,Tunisia,all,head education,primary,poverty_contribution_relative,51.0,percent,published,revised (2011),ebcnv2021_note,Tableau 8
2021,national,Tunisia,all,head education,secondary,poverty_contribution_relative,20.8,percent,published,revised (2011),ebcnv2021_note,Tableau 8
2021,national,Tunisia,all,head socio-professional category,agricultural workers,poverty_contribution_relative,4.7,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,"employers in industry, trade and services",poverty_contribution_relative,0.5,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,farm operators,poverty_contribution_relative,9.1,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,mid-level managers and professionals,poverty_contribution_relative,1.4,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,non-agricultural workers,poverty_contribution_relative,32.7,percent,published,revised (2011),ebcnv2021_note,Tableau 9
2021,national,Tunisia,all,head socio-professional category,other employees,poverty_contribution_relative,12.1,percent,published,revised (2011),ebcnv2021_note,Tableau 9
