governorate,year,indicator,breakdown,value,unit,n_editions,agreement,source_title
Médenine,2007,population_male,40-44,13.1,thousands,1,single source,estimation de la population par
Médenine,2007,population_male,60-64,5.3,thousands,1,single source,estimation de la population par
Médenine,2007,population_male,65-69,4.9,thousands,1,single source,estimation de la population par
Médenine,2007,population_male,70-74,4.5,thousands,1,single source,estimation de la population par
Médenine,2007,population_male,75-79,3.6,thousands,1,single source,estimation de la population par
Médenine,2007,population_male,80+,3.4,thousands,1,single source,estimation de la population par
Médenine,2008,population_male,05-09,18.3,thousands,1,single source,estimation de la population par
Médenine,2008,population_male,20-24,23.7,thousands,1,single source,estimation de la population par
Médenine,2008,population_male,45-49,11.6,thousands,1,single source,estimation de la population par
Médenine,2008,population_male,50-54,9.8,thousands,1,single source,estimation de la population par
Médenine,2008,population_male,55-59,6.7,thousands,1,single source,estimation de la population par
Médenine,2008,population_male,60-64,5.3,thousands,1,single source,estimation de la population par
Médenine,2008,population_male,65-69,4.9,thousands,1,single source,estimation de la population par
Médenine,2008,population_male,70-74,4.4,thousands,1,single source,estimation de la population par
Médenine,2008,population_male,75-79,3.6,thousands,1,single source,estimation de la population par
Médenine,2008,population_male,80+,3.4,thousands,1,single source,estimation de la population par
Médenine,2009,population_male,00-04,19.6,thousands,1,single source,estimation de la population par
Médenine,2009,population_male,05-09,18.3,thousands,1,single source,estimation de la population par
Médenine,2009,population_male,10-14,19.9,thousands,1,single source,estimation de la population par
Médenine,2009,population_male,15-19,24.6,thousands,1,single source,estimation de la population par
Médenine,2009,population_male,20-24,24.1,thousands,1,single source,estimation de la population par
Médenine,2009,population_male,25-29,19.9,thousands,1,single source,estimation de la population par
Médenine,2009,population_male,30-34,17.0,thousands,1,single source,estimation de la population par
Médenine,2009,population_male,35-39,14.8,thousands,1,single source,estimation de la population par
Médenine,2009,population_male,40-44,13.6,thousands,1,single source,estimation de la population par
Médenine,2009,population_male,45-49,11.9,thousands,1,single source,estimation de la population par
Médenine,2009,population_male,50-54,10.2,thousands,1,single source,estimation de la population par
Médenine,2009,population_male,55-59,7.1,thousands,1,single source,estimation de la population par
Médenine,2009,population_male,60-64,5.5,thousands,1,single source,estimation de la population par
Médenine,2009,population_male,65-69,4.8,thousands,1,single source,estimation de la population par
Médenine,2009,population_male,70-74,4.3,thousands,1,single source,estimation de la population par
Médenine,2009,population_male,75-79,3.6,thousands,1,single source,estimation de la population par
Médenine,2009,population_male,80+,3.5,thousands,1,single source,estimation de la population par
Médenine,2010,population_male,00-04,19.1,thousands,1,single source,estimation de la population par
Médenine,2010,population_male,05-09,18.2,thousands,1,single source,estimation de la population par
Médenine,2010,population_male,10-14,18.7,thousands,1,single source,estimation de la population par
Médenine,2010,population_male,15-19,23.4,thousands,1,single source,estimation de la population par
Médenine,2010,population_male,20-24,21.1,thousands,1,single source,estimation de la population par
Médenine,2010,population_male,25-29,18.6,thousands,1,single source,estimation de la population par
Médenine,2010,population_male,30-34,16.6,thousands,1,single source,estimation de la population par
Médenine,2010,population_male,35-39,14.7,thousands,1,single source,estimation de la population par
Médenine,2010,population_male,40-44,13.4,thousands,1,single source,estimation de la population par
Médenine,2010,population_male,45-49,12.4,thousands,1,single source,estimation de la population par
Médenine,2010,population_male,50-54,11.8,thousands,1,single source,estimation de la population par
Médenine,2010,population_male,55-59,8.4,thousands,1,single source,estimation de la population par
Médenine,2010,population_male,60-64,5.6,thousands,1,single source,estimation de la population par
Médenine,2010,population_male,65-69,5.5,thousands,1,single source,estimation de la population par
Médenine,2010,population_male,70-74,5.5,thousands,1,single source,estimation de la population par
Médenine,2010,population_male,75-79,3.3,thousands,1,single source,estimation de la population par
Médenine,2010,population_male,80+,2.9,thousands,1,single source,estimation de la population par
Médenine,2011,population_male,00-04,19.6,thousands,1,single source,estimation de la population par
Médenine,2011,population_male,05-09,18.3,thousands,1,single source,estimation de la population par
Médenine,2011,population_male,10-14,18.5,thousands,1,single source,estimation de la population par
Médenine,2011,population_male,15-19,22.7,thousands,1,single source,estimation de la population par
Médenine,2011,population_male,20-24,21.2,thousands,1,single source,estimation de la population par
Médenine,2011,population_male,25-29,18.8,thousands,1,single source,estimation de la population par
Médenine,2011,population_male,30-34,17.2,thousands,1,single source,estimation de la population par
Médenine,2011,population_male,35-39,15.0,thousands,1,single source,estimation de la population par
Médenine,2011,population_male,40-44,13.4,thousands,1,single source,estimation de la population par
Médenine,2011,population_male,45-49,12.5,thousands,1,single source,estimation de la population par
Médenine,2011,population_male,50-54,12.2,thousands,1,single source,estimation de la population par
Médenine,2011,population_male,55-59,8.9,thousands,1,single source,estimation de la population par
Médenine,2011,population_male,60-64,6.0,thousands,1,single source,estimation de la population par
Médenine,2011,population_male,65-69,5.5,thousands,1,single source,estimation de la population par
Médenine,2011,population_male,70-74,5.4,thousands,1,single source,estimation de la population par
Médenine,2011,population_male,75-79,3.6,thousands,1,single source,estimation de la population par
Médenine,2011,population_male,80+,2.9,thousands,1,single source,estimation de la population par
Médenine,2012,population_male,00-04,20.1,thousands,1,single source,estimation de la population par
Médenine,2012,population_male,05-09,18.3,thousands,1,single source,estimation de la population par
Médenine,2012,population_male,10-14,18.4,thousands,1,single source,estimation de la population par
Médenine,2012,population_male,15-19,21.8,thousands,1,single source,estimation de la population par
Médenine,2012,population_male,20-24,20.9,thousands,1,single source,estimation de la population par
Médenine,2012,population_male,25-29,18.9,thousands,1,single source,estimation de la population par
Médenine,2012,population_male,30-34,17.7,thousands,1,single source,estimation de la population par
Médenine,2012,population_male,35-39,15.3,thousands,1,single source,estimation de la population par
Médenine,2012,population_male,40-44,13.4,thousands,1,single source,estimation de la population par
Médenine,2012,population_male,45-49,12.6,thousands,1,single source,estimation de la population par
Médenine,2012,population_male,50-54,12.4,thousands,1,single source,estimation de la population par
Médenine,2012,population_male,55-59,9.4,thousands,1,single source,estimation de la population par
Médenine,2012,population_male,60-64,6.5,thousands,1,single source,estimation de la population par
Médenine,2012,population_male,65-69,5.4,thousands,1,single source,estimation de la population par
Médenine,2012,population_male,70-74,5.2,thousands,1,single source,estimation de la population par
Médenine,2012,population_male,75-79,3.7,thousands,1,single source,estimation de la population par
Médenine,2012,population_male,80+,3.1,thousands,1,single source,estimation de la population par
Médenine,2014,population_male,05-09,20.2,thousands,1,single source,estimation de la population par
Médenine,2014,population_male,10-14,18.7,thousands,1,single source,estimation de la population par
Médenine,2014,population_male,15-19,18.9,thousands,1,single source,estimation de la population par
Médenine,2014,population_male,20-24,18.1,thousands,1,single source,estimation de la population par
Médenine,2014,population_male,25-29,18.8,thousands,1,single source,estimation de la population par
Médenine,2014,population_male,30-34,19.2,thousands,1,single source,estimation de la population par
Médenine,2014,population_male,35-39,17.2,thousands,1,single source,estimation de la population par
Médenine,2014,population_male,40-44,15.2,thousands,1,single source,estimation de la population par
Médenine,2014,population_male,45-49,13.5,thousands,1,single source,estimation de la population par
Médenine,2014,population_male,50-54,12.3,thousands,1,single source,estimation de la population par
Médenine,2014,population_male,55-59,10.5,thousands,1,single source,estimation de la population par
Médenine,2014,population_male,60-64,8.0,thousands,1,single source,estimation de la population par
Médenine,2014,population_male,65-69,5.2,thousands,1,single source,estimation de la population par
Médenine,2014,population_male,70-74,5.2,thousands,1,single source,estimation de la population par
Médenine,2014,population_male,75-79,4.0,thousands,1,single source,estimation de la population par
Médenine,2014,population_male,80+,6.4,thousands,1,single source,estimation de la population par
Médenine,2015,population_male,00-04,23.6,thousands,1,single source,estimation de la population par
Médenine,2015,population_male,05-09,20.5,thousands,1,single source,estimation de la population par
Médenine,2015,population_male,10-14,19.0,thousands,1,single source,estimation de la population par
Médenine,2015,population_male,15-19,19.3,thousands,1,single source,estimation de la population par
Médenine,2015,population_male,20-24,18.3,thousands,1,single source,estimation de la population par
Médenine,2015,population_male,25-29,19.0,thousands,1,single source,estimation de la population par
Médenine,2015,population_male,30-34,19.5,thousands,1,single source,estimation de la population par
Médenine,2015,population_male,35-39,17.5,thousands,1,single source,estimation de la population par
Médenine,2015,population_male,40-44,15.4,thousands,1,single source,estimation de la population par
Médenine,2015,population_male,45-49,13.8,thousands,1,single source,estimation de la population par
Médenine,2015,population_male,50-54,12.5,thousands,1,single source,estimation de la population par
Médenine,2015,population_male,55-59,10.7,thousands,1,single source,estimation de la population par
Médenine,2015,population_male,60-64,8.1,thousands,1,single source,estimation de la population par
Médenine,2015,population_male,65-69,5.3,thousands,1,single source,estimation de la population par
Médenine,2015,population_male,70-74,5.3,thousands,1,single source,estimation de la population par
Médenine,2015,population_male,75-79,4.1,thousands,1,single source,estimation de la population par
Médenine,2015,population_male,80+,6.5,thousands,1,single source,estimation de la population par
Médenine,2016,population_male,00-04,25.2,thousands,1,single source,estimation de la population par
Médenine,2016,population_male,05-09,21.3,thousands,1,single source,estimation de la population par
Médenine,2016,population_male,10-14,19.2,thousands,1,single source,estimation de la population par
Médenine,2016,population_male,15-19,18.5,thousands,1,single source,estimation de la population par
Médenine,2016,population_male,20-24,17.4,thousands,1,single source,estimation de la population par
Médenine,2016,population_male,25-29,18.4,thousands,1,single source,estimation de la population par
Médenine,2016,population_male,30-34,18.7,thousands,1,single source,estimation de la population par
Médenine,2016,population_male,35-39,18.6,thousands,1,single source,estimation de la population par
Médenine,2016,population_male,40-44,15.6,thousands,1,single source,estimation de la population par
Médenine,2016,population_male,45-49,13.8,thousands,1,single source,estimation de la population par
Médenine,2016,population_male,50-54,12.5,thousands,1,single source,estimation de la population par
Médenine,2016,population_male,55-59,11.4,thousands,1,single source,estimation de la population par
Médenine,2016,population_male,60-64,8.8,thousands,1,single source,estimation de la population par
Médenine,2016,population_male,65-69,6.3,thousands,1,single source,estimation de la population par
Médenine,2016,population_male,70-74,5.1,thousands,1,single source,estimation de la population par
Médenine,2016,population_male,75-79,4.0,thousands,1,single source,estimation de la population par
Médenine,2016,population_male,80+,6.6,thousands,1,single source,estimation de la population par
Médenine,2017,population_male,00-04,25.9,thousands,1,single source,estimation de la population par
Médenine,2017,population_male,05-09,22.0,thousands,1,single source,estimation de la population par
Médenine,2017,population_male,10-14,19.6,thousands,1,single source,estimation de la population par
Médenine,2017,population_male,15-19,18.4,thousands,1,single source,estimation de la population par
Médenine,2017,population_male,20-24,17.0,thousands,1,single source,estimation de la population par
Médenine,2017,population_male,25-29,18.3,thousands,1,single source,estimation de la population par
Médenine,2017,population_male,30-34,18.0,thousands,1,single source,estimation de la population par
Médenine,2017,population_male,35-39,19.3,thousands,1,single source,estimation de la population par
Médenine,2017,population_male,40-44,15.8,thousands,1,single source,estimation de la population par
Médenine,2017,population_male,45-49,14.0,thousands,1,single source,estimation de la population par
Médenine,2017,population_male,50-54,12.4,thousands,1,single source,estimation de la population par
Médenine,2017,population_male,55-59,11.8,thousands,1,single source,estimation de la population par
Médenine,2017,population_male,60-64,9.0,thousands,1,single source,estimation de la population par
Médenine,2017,population_male,65-69,6.9,thousands,1,single source,estimation de la population par
Médenine,2017,population_male,70-74,5.1,thousands,1,single source,estimation de la population par
Médenine,2017,population_male,75-79,4.2,thousands,1,single source,estimation de la population par
Médenine,2017,population_male,80+,6.6,thousands,1,single source,estimation de la population par
Médenine,2018,population_male,00-04,26.4,thousands,1,single source,estimation de la population par
Médenine,2018,population_male,05-09,22.6,thousands,1,single source,estimation de la population par
Médenine,2018,population_male,10-14,20.0,thousands,1,single source,estimation de la population par
Médenine,2018,population_male,15-19,18.3,thousands,1,single source,estimation de la population par
Médenine,2018,population_male,20-24,16.5,thousands,1,single source,estimation de la population par
Médenine,2018,population_male,25-29,18.2,thousands,1,single source,estimation de la population par
Médenine,2018,population_male,30-34,17.4,thousands,1,single source,estimation de la population par
Médenine,2018,population_male,35-39,19.7,thousands,1,single source,estimation de la population par
Médenine,2018,population_male,40-44,16.1,thousands,1,single source,estimation de la population par
Médenine,2019,population_male,00-04,26.6,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2019,population_male,05-09,23.4,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2019,population_male,10-14,20.4,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2019,population_male,15-19,18.3,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2019,population_male,20-24,16.1,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2019,population_male,25-29,18.0,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2019,population_male,30-34,16.9,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2019,population_male,35-39,19.9,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2019,population_male,40-44,16.5,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2019,population_male,45-49,14.4,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2019,population_male,50-54,12.4,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2019,population_male,55-59,12.4,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2019,population_male,60-64,9.6,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2019,population_male,65-69,8.1,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2019,population_male,70-74,5.5,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2019,population_male,75-79,4.3,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2019,population_male,80+,6.6,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2020,population_male,00-04,24.2,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2020,population_male,05-09,24.6,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2020,population_male,10-14,20.8,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2020,population_male,15-19,18.3,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2020,population_male,20-24,16.7,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2020,population_male,25-29,18.2,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2020,population_male,30-34,18.3,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2020,population_male,35-39,18.5,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2020,population_male,40-44,17.5,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2020,population_male,45-49,14.9,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2020,population_male,50-54,12.6,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2020,population_male,55-59,12.2,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2020,population_male,60-64,9.9,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2020,population_male,65-69,9.1,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2020,population_male,70-74,5.8,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2020,population_male,75-79,4.1,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2020,population_male,80+,6.1,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2021,population_male,00-04,22.9,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2021,population_male,05-09,25.1,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2021,population_male,10-14,21.5,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2021,population_male,15-19,18.4,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2021,population_male,20-24,16.4,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2021,population_male,25-29,17.8,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2021,population_male,30-34,18.1,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2021,population_male,35-39,18.6,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2021,population_male,40-44,17.8,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2021,population_male,45-49,15.3,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2021,population_male,50-54,12.8,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2021,population_male,55-59,12.3,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2021,population_male,60-64,10.1,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2021,population_male,65-69,9.5,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2021,population_male,70-74,6.3,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2021,population_male,75-79,4.1,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2021,population_male,80+,5.9,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2022,population_male,00-04,21.5,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2022,population_male,05-09,25.4,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2022,population_male,10-14,22.1,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2022,population_male,15-19,18.8,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2022,population_male,20-24,16.2,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2022,population_male,25-29,17.3,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2022,population_male,30-34,17.9,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2022,population_male,35-39,18.9,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2022,population_male,40-44,18.0,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2022,population_male,45-49,15.6,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2022,population_male,50-54,13.0,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2022,population_male,55-59,12.4,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2022,population_male,60-64,10.3,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2022,population_male,65-69,9.9,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2022,population_male,70-74,6.8,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2022,population_male,75-79,4.2,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2022,population_male,80+,5.6,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2023,population_male,00-04,20.0,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2023,population_male,05-09,25.2,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2023,population_male,10-14,22.7,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2023,population_male,15-19,19.4,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2023,population_male,20-24,16.2,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2023,population_male,25-29,16.7,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2023,population_male,30-34,17.9,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2023,population_male,35-39,18.8,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2023,population_male,40-44,18.2,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2023,population_male,45-49,15.8,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2023,population_male,50-54,13.3,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2023,population_male,55-59,12.3,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2023,population_male,60-64,10.7,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2023,population_male,65-69,10.2,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2023,population_male,70-74,7.5,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2023,population_male,75-79,4.3,thousands,1,single source,estimation de la population par groupe d age genre et 2
Médenine,2023,population_male,80+,5.5,thousands,1,single source,estimation de la population par groupe d age genre et 2
Nabeul,2007,population_male,00-04,31.4,thousands,1,single source,estimation de la population par
Nabeul,2007,population_male,05-09,28.8,thousands,1,single source,estimation de la population par
Nabeul,2007,population_male,10-14,30.5,thousands,1,single source,estimation de la population par
Nabeul,2007,population_male,15-19,35.1,thousands,1,single source,estimation de la population par
Nabeul,2007,population_male,20-24,36.5,thousands,1,single source,estimation de la population par
Nabeul,2007,population_male,25-29,33.3,thousands,1,single source,estimation de la population par
Nabeul,2007,population_male,30-34,29.7,thousands,1,single source,estimation de la population par
Nabeul,2007,population_male,35-39,26.8,thousands,1,single source,estimation de la population par
Nabeul,2007,population_male,40-44,26.1,thousands,1,single source,estimation de la population par
Nabeul,2007,population_male,70-74,7.0,thousands,1,single source,estimation de la population par
Nabeul,2007,population_male,80+,4.0,thousands,1,single source,estimation de la population par
Nabeul,2008,population_male,20-24,36.5,thousands,1,single source,estimation de la population par
Nabeul,2008,population_male,45-49,23.6,thousands,1,single source,estimation de la population par
Nabeul,2008,population_male,50-54,19.6,thousands,1,single source,estimation de la population par
Nabeul,2008,population_male,55-59,14.4,thousands,1,single source,estimation de la population par
Nabeul,2008,population_male,60-64,10.6,thousands,1,single source,estimation de la population par
Nabeul,2008,population_male,65-69,8.9,thousands,1,single source,estimation de la population par
Nabeul,2008,population_male,70-74,7.2,thousands,1,single source,estimation de la population par
Nabeul,2008,population_male,75-79,5.0,thousands,1,single source,estimation de la population par
Nabeul,2008,population_male,80+,4.2,thousands,1,single source,estimation de la population par
Nabeul,2009,population_male,00-04,32.3,thousands,1,single source,estimation de la population par
Nabeul,2009,population_male,05-09,29.5,thousands,1,single source,estimation de la population par
Nabeul,2009,population_male,10-14,29.6,thousands,1,single source,estimation de la population par
Nabeul,2009,population_male,15-19,33.6,thousands,1,single source,estimation de la population par
Nabeul,2009,population_male,20-24,36.5,thousands,1,single source,estimation de la population par
Nabeul,2009,population_male,25-29,34.7,thousands,1,single source,estimation de la population par
Nabeul,2009,population_male,30-34,31.2,thousands,1,single source,estimation de la population par
Nabeul,2009,population_male,35-39,27.6,thousands,1,single source,estimation de la population par
Nabeul,2009,population_male,40-44,26.7,thousands,1,single source,estimation de la population par
Nabeul,2009,population_male,45-49,24.2,thousands,1,single source,estimation de la population par
Nabeul,2009,population_male,50-54,20.5,thousands,1,single source,estimation de la population par
Nabeul,2009,population_male,55-59,15.2,thousands,1,single source,estimation de la population par
Nabeul,2009,population_male,60-64,11.1,thousands,1,single source,estimation de la population par
Nabeul,2009,population_male,65-69,9.1,thousands,1,single source,estimation de la population par
Nabeul,2009,population_male,70-74,7.3,thousands,1,single source,estimation de la population par
Nabeul,2009,population_male,75-79,5.2,thousands,1,single source,estimation de la population par
Nabeul,2009,population_male,80+,4.4,thousands,1,single source,estimation de la population par
Nabeul,2010,population_male,00-04,32.2,thousands,1,single source,estimation de la population par
Nabeul,2010,population_male,05-09,27.9,thousands,1,single source,estimation de la population par
Nabeul,2010,population_male,10-14,29.4,thousands,1,single source,estimation de la population par
Nabeul,2010,population_male,15-19,32.8,thousands,1,single source,estimation de la population par
Nabeul,2010,population_male,20-24,39.0,thousands,1,single source,estimation de la population par
Nabeul,2010,population_male,25-29,38.4,thousands,1,single source,estimation de la population par
Nabeul,2010,population_male,30-34,31.2,thousands,1,single source,estimation de la population par
Nabeul,2010,population_male,35-39,28.3,thousands,1,single source,estimation de la population par
Nabeul,2010,population_male,40-44,25.9,thousands,1,single source,estimation de la population par
Nabeul,2010,population_male,45-49,25.9,thousands,1,single source,estimation de la population par
Nabeul,2010,population_male,50-54,21.5,thousands,1,single source,estimation de la population par
Nabeul,2010,population_male,55-59,17.4,thousands,1,single source,estimation de la population par
Nabeul,2010,population_male,60-64,10.6,thousands,1,single source,estimation de la population par
Nabeul,2010,population_male,65-69,9.6,thousands,1,single source,estimation de la population par
Nabeul,2010,population_male,70-74,7.8,thousands,1,single source,estimation de la population par
Nabeul,2010,population_male,75-79,4.9,thousands,1,single source,estimation de la population par
Nabeul,2010,population_male,80+,3.8,thousands,1,single source,estimation de la population par
Nabeul,2011,population_male,00-04,32.9,thousands,1,single source,estimation de la population par
Nabeul,2011,population_male,05-09,28.0,thousands,1,single source,estimation de la population par
Nabeul,2011,population_male,10-14,29.0,thousands,1,single source,estimation de la population par
Nabeul,2011,population_male,15-19,31.8,thousands,1,single source,estimation de la population par
Nabeul,2011,population_male,20-24,39.0,thousands,1,single source,estimation de la population par
Nabeul,2011,population_male,25-29,38.8,thousands,1,single source,estimation de la population par
Nabeul,2011,population_male,30-34,32.2,thousands,1,single source,estimation de la population par
Nabeul,2011,population_male,35-39,28.8,thousands,1,single source,estimation de la population par
Nabeul,2011,population_male,40-44,25.8,thousands,1,single source,estimation de la population par
Nabeul,2011,population_male,45-49,26.2,thousands,1,single source,estimation de la population par
Nabeul,2011,population_male,50-54,22.1,thousands,1,single source,estimation de la population par
Nabeul,2011,population_male,55-59,18.5,thousands,1,single source,estimation de la population par
Nabeul,2011,population_male,60-64,11.4,thousands,1,single source,estimation de la population par
Nabeul,2011,population_male,65-69,9.4,thousands,1,single source,estimation de la population par
Nabeul,2011,population_male,70-74,7.6,thousands,1,single source,estimation de la population par
Nabeul,2011,population_male,75-79,5.4,thousands,1,single source,estimation de la population par
Nabeul,2011,population_male,80+,3.8,thousands,1,single source,estimation de la population par
Nabeul,2012,population_male,00-04,33.7,thousands,1,single source,estimation de la population par
Nabeul,2012,population_male,05-09,27.9,thousands,1,single source,estimation de la population par
Nabeul,2012,population_male,10-14,28.9,thousands,1,single source,estimation de la population par
Nabeul,2012,population_male,15-19,30.5,thousands,1,single source,estimation de la population par
Nabeul,2012,population_male,20-24,38.4,thousands,1,single source,estimation de la population par
Nabeul,2012,population_male,25-29,39.0,thousands,1,single source,estimation de la population par
Nabeul,2012,population_male,30-34,33.2,thousands,1,single source,estimation de la population par
Nabeul,2012,population_male,35-39,29.4,thousands,1,single source,estimation de la population par
Nabeul,2012,population_male,40-44,25.7,thousands,1,single source,estimation de la population par
Nabeul,2012,population_male,45-49,26.4,thousands,1,single source,estimation de la population par
Nabeul,2012,population_male,50-54,22.5,thousands,1,single source,estimation de la population par
Nabeul,2012,population_male,55-59,19.4,thousands,1,single source,estimation de la population par
Nabeul,2012,population_male,60-64,12.3,thousands,1,single source,estimation de la population par
Nabeul,2012,population_male,65-69,9.3,thousands,1,single source,estimation de la population par
Nabeul,2012,population_male,70-74,7.3,thousands,1,single source,estimation de la population par
Nabeul,2012,population_male,75-79,5.5,thousands,1,single source,estimation de la population par
Nabeul,2012,population_male,80+,3.9,thousands,1,single source,estimation de la population par
Nabeul,2014,population_male,05-09,32.2,thousands,1,single source,estimation de la population par
Nabeul,2014,population_male,10-14,29.9,thousands,1,single source,estimation de la population par
Nabeul,2014,population_male,15-19,29.2,thousands,1,single source,estimation de la population par
Nabeul,2014,population_male,20-24,30.5,thousands,1,single source,estimation de la population par
Nabeul,2014,population_male,25-29,31.8,thousands,1,single source,estimation de la population par
Nabeul,2014,population_male,30-34,34.8,thousands,1,single source,estimation de la population par
Nabeul,2014,population_male,35-39,31.0,thousands,1,single source,estimation de la population par
Nabeul,2014,population_male,40-44,29.0,thousands,1,single source,estimation de la population par
Nabeul,2014,population_male,45-49,25.4,thousands,1,single source,estimation de la population par
Nabeul,2014,population_male,50-54,24.5,thousands,1,single source,estimation de la population par
Nabeul,2014,population_male,55-59,19.6,thousands,1,single source,estimation de la population par
Nabeul,2014,population_male,60-64,15.0,thousands,1,single source,estimation de la population par
Nabeul,2014,population_male,65-69,9.9,thousands,1,single source,estimation de la population par
Nabeul,2014,population_male,70-74,8.0,thousands,1,single source,estimation de la population par
Nabeul,2014,population_male,75-79,5.1,thousands,1,single source,estimation de la population par
Nabeul,2014,population_male,80+,6.3,thousands,1,single source,estimation de la population par
Nabeul,2015,population_male,00-04,37.9,thousands,1,single source,estimation de la population par
Nabeul,2015,population_male,05-09,32.9,thousands,1,single source,estimation de la population par
Nabeul,2015,population_male,10-14,30.5,thousands,1,single source,estimation de la population par
