governorate,year,indicator,breakdown,value,unit,n_editions,agreement,source_title
Le Kef,2023,job_placements,,629.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,1995,job_placements,,4379.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,1996,job_placements,,4802.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,1997,job_placements,,4065.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,1998,job_placements,,3736.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,1999,job_placements,,3821.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2000,job_placements,,3518.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2001,job_placements,,3690.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2002,job_placements,,3421.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2003,job_placements,,3781.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2004,job_placements,,4533.0,placements,4,revised,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2005,job_placements,,3950.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2006,job_placements,,4037.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2007,job_placements,,3381.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2008,job_placements,,3447.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2009,job_placements,,3056.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2010,job_placements,,3192.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2011,job_placements,,1651.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2012,job_placements,,2236.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2013,job_placements,,2035.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2014,job_placements,,1892.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2015,job_placements,,2068.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2016,job_placements,,1311.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2017,job_placements,,1409.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2018,job_placements,,1735.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2019,job_placements,,1881.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2020,job_placements,,988.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2021,job_placements,,982.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2022,job_placements,,1334.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Mahdia,2023,job_placements,,1248.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Manouba,1998,job_placements,,0.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Manouba,1999,job_placements,,0.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2000,job_placements,,0.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2001,job_placements,,1325.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2002,job_placements,,1412.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2003,job_placements,,2492.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2004,job_placements,,2847.0,placements,4,revised,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2005,job_placements,,2806.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2006,job_placements,,2777.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2007,job_placements,,2725.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2008,job_placements,,2807.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2009,job_placements,,2933.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2010,job_placements,,3132.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2011,job_placements,,1263.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2012,job_placements,,1371.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2013,job_placements,,978.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2014,job_placements,,1019.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2015,job_placements,,1018.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2016,job_placements,,1015.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2017,job_placements,,1084.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2018,job_placements,,1066.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2019,job_placements,,618.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2020,job_placements,,763.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2021,job_placements,,983.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2022,job_placements,,982.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Manouba,2023,job_placements,,1089.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Monastir,1995,job_placements,,4930.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Monastir,1996,job_placements,,2567.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Monastir,1997,job_placements,,2813.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Monastir,1998,job_placements,,3503.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,1999,job_placements,,4146.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2000,job_placements,,4400.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2001,job_placements,,4944.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2002,job_placements,,4772.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2003,job_placements,,5982.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2004,job_placements,,6909.0,placements,4,revised,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2005,job_placements,,9928.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2006,job_placements,,9832.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2007,job_placements,,9931.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2008,job_placements,,10101.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2009,job_placements,,9170.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2010,job_placements,,8429.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2011,job_placements,,2768.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2012,job_placements,,4257.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2013,job_placements,,4549.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2014,job_placements,,5004.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2015,job_placements,,4002.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2016,job_placements,,4331.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2017,job_placements,,4110.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2018,job_placements,,4956.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2019,job_placements,,4970.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2020,job_placements,,3503.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2021,job_placements,,3599.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2022,job_placements,,4934.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Monastir,2023,job_placements,,4211.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Médenine,1995,job_placements,,4199.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Médenine,1996,job_placements,,2851.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Médenine,1997,job_placements,,2093.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Médenine,1998,job_placements,,1544.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,1999,job_placements,,2175.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2000,job_placements,,1439.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2001,job_placements,,1747.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2002,job_placements,,1260.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2003,job_placements,,2049.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2004,job_placements,,2613.0,placements,4,revised,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2005,job_placements,,2011.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2006,job_placements,,2348.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2007,job_placements,,2499.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2008,job_placements,,2375.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2009,job_placements,,2879.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2010,job_placements,,2304.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2011,job_placements,,499.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2012,job_placements,,1142.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2013,job_placements,,1199.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2014,job_placements,,1137.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2015,job_placements,,1040.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2016,job_placements,,877.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2017,job_placements,,970.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2018,job_placements,,1154.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2019,job_placements,,1175.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2020,job_placements,,890.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2021,job_placements,,980.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2022,job_placements,,1266.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Médenine,2023,job_placements,,1708.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,1995,job_placements,,16797.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,1996,job_placements,,13335.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,1997,job_placements,,9539.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,1998,job_placements,,10155.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,1999,job_placements,,11652.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2000,job_placements,,8394.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2001,job_placements,,10244.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2002,job_placements,,11546.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2003,job_placements,,12511.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2004,job_placements,,13294.0,placements,4,revised,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2005,job_placements,,12540.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2006,job_placements,,13293.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2007,job_placements,,13540.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2008,job_placements,,13729.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2009,job_placements,,13461.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2010,job_placements,,12980.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2011,job_placements,,6188.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2012,job_placements,,5999.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2013,job_placements,,5971.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2014,job_placements,,6899.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2015,job_placements,,6090.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2016,job_placements,,5913.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2017,job_placements,,5968.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2018,job_placements,,6475.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2019,job_placements,,5222.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2020,job_placements,,3312.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2021,job_placements,,2999.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2022,job_placements,,4386.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Nabeul,2023,job_placements,,5117.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Sfax,1995,job_placements,,8915.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Sfax,1996,job_placements,,6801.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Sfax,1997,job_placements,,10154.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Sfax,1998,job_placements,,8893.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,1999,job_placements,,10254.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2000,job_placements,,10237.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2001,job_placements,,10020.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2002,job_placements,,9473.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2003,job_placements,,12108.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2004,job_placements,,14184.0,placements,4,revised,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2005,job_placements,,13338.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2006,job_placements,,14204.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2007,job_placements,,15115.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2008,job_placements,,15522.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2009,job_placements,,14639.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2010,job_placements,,12409.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2011,job_placements,,3460.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2012,job_placements,,3366.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2013,job_placements,,3754.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2014,job_placements,,3960.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2015,job_placements,,3360.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2016,job_placements,,3177.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2017,job_placements,,3266.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2018,job_placements,,3627.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2019,job_placements,,3344.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2020,job_placements,,3136.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2021,job_placements,,2557.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2022,job_placements,,2780.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sfax,2023,job_placements,,3212.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,1995,job_placements,,2158.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,1996,job_placements,,1743.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,1997,job_placements,,874.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,1998,job_placements,,1499.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,1999,job_placements,,1276.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2000,job_placements,,894.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2001,job_placements,,841.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2002,job_placements,,1264.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2003,job_placements,,1809.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2004,job_placements,,2371.0,placements,4,revised,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2005,job_placements,,2645.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2006,job_placements,,2148.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2007,job_placements,,1918.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2008,job_placements,,1997.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2009,job_placements,,2103.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2010,job_placements,,1862.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2011,job_placements,,413.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2012,job_placements,,549.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2013,job_placements,,511.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2014,job_placements,,932.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2015,job_placements,,546.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2016,job_placements,,295.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2017,job_placements,,550.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2018,job_placements,,543.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2019,job_placements,,551.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2020,job_placements,,392.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2021,job_placements,,424.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2022,job_placements,,470.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sidi Bouzid,2023,job_placements,,610.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Siliana,1995,job_placements,,1203.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Siliana,1996,job_placements,,3130.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Siliana,1997,job_placements,,1800.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Siliana,1998,job_placements,,1471.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,1999,job_placements,,1888.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2000,job_placements,,2655.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2001,job_placements,,2168.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2002,job_placements,,1942.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2003,job_placements,,2485.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2004,job_placements,,2368.0,placements,4,revised,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2005,job_placements,,1959.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2006,job_placements,,2130.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2007,job_placements,,2410.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2008,job_placements,,2554.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2009,job_placements,,2858.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2010,job_placements,,2680.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2011,job_placements,,1311.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2012,job_placements,,1019.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2013,job_placements,,955.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2014,job_placements,,1098.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2015,job_placements,,1287.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2016,job_placements,,1131.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2017,job_placements,,618.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2018,job_placements,,935.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2019,job_placements,,783.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2020,job_placements,,800.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2021,job_placements,,277.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2022,job_placements,,491.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Siliana,2023,job_placements,,580.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Sousse,1995,job_placements,,7292.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Sousse,1996,job_placements,,6653.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Sousse,1997,job_placements,,5920.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Sousse,1998,job_placements,,6013.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,1999,job_placements,,6731.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2000,job_placements,,6983.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2001,job_placements,,8119.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2002,job_placements,,7998.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2003,job_placements,,9341.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2004,job_placements,,11040.0,placements,4,revised,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2005,job_placements,,12198.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2006,job_placements,,12965.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2007,job_placements,,13548.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2008,job_placements,,13816.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2009,job_placements,,13259.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2010,job_placements,,13407.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2011,job_placements,,4205.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2012,job_placements,,5474.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2013,job_placements,,5089.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2014,job_placements,,5541.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2015,job_placements,,5330.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2016,job_placements,,5202.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2017,job_placements,,4572.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2018,job_placements,,5577.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2019,job_placements,,5483.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2020,job_placements,,3965.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2021,job_placements,,2986.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2022,job_placements,,4184.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Sousse,2023,job_placements,,5009.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,1995,job_placements,,997.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,1996,job_placements,,767.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,1997,job_placements,,772.0,placements,1,single source,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,1998,job_placements,,579.0,placements,2,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,1999,job_placements,,519.0,placements,3,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2000,job_placements,,396.0,placements,4,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2001,job_placements,,205.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
Tataouine,2002,job_placements,,480.0,placements,5,confirmed,evolution des placements realises en tunisie par categorie professionnelle
