indicator,basis,geography,year,governorates,complete,period,mean,theil_weighted,cv_weighted,cv_unweighted,tail_ratio
library_book_stock,share_of_national,constant,2020,23,True,post,0.043478,0.037623,0.27559,0.315029,2.768864
library_book_stock,share_of_national,constant,2021,23,True,post,0.043478,0.036165,0.270298,0.30699,2.692306
library_book_stock,share_of_national,constant,2022,23,True,post,0.043478,0.035336,0.267328,0.302125,2.6441
library_book_stock,share_of_national,constant,2023,23,True,post,0.043478,0.036983,0.269403,0.303872,2.535809
library_books_lent,per_head,as_printed,2005,24,True,pre,409.104812,0.10238,0.479454,0.495713,4.953989
library_books_lent,per_head,as_printed,2006,24,True,pre,412.037536,0.106815,0.503144,0.613777,5.664085
library_books_lent,per_head,as_printed,2007,24,True,pre,425.31726,0.102761,0.495613,0.502213,4.549981
library_books_lent,per_head,as_printed,2008,24,True,pre,441.919573,0.174668,0.70305,0.668564,5.608372
library_books_lent,per_head,as_printed,2009,24,True,pre,365.328003,0.083208,0.431428,0.473528,4.278345
library_books_lent,per_head,as_printed,2010,24,True,pre,374.534712,0.104945,0.475934,0.449866,4.176207
library_books_lent,per_head,as_printed,2011,24,True,post,371.380858,0.104825,0.474973,0.449141,4.175138
library_books_lent,per_head,as_printed,2012,24,True,post,326.356621,0.183699,0.674572,0.574371,5.891987
library_books_lent,per_head,as_printed,2013,24,True,post,316.666925,0.125181,0.530796,0.493434,4.630243
library_books_lent,per_head,as_printed,2014,24,True,post,878.945962,0.114978,0.486474,0.480274,5.261635
library_books_lent,per_head,as_printed,2015,24,True,post,284.333825,0.115432,0.497745,0.457044,5.02962
library_books_lent,per_head,as_printed,2016,24,True,post,268.668215,0.090064,0.454437,0.432539,3.898924
library_books_lent,per_head,as_printed,2017,24,True,post,223.164927,0.081407,0.423141,0.403519,3.94315
library_books_lent,per_head,as_printed,2018,24,True,post,221.457322,0.068497,0.379272,0.380035,3.622432
library_books_lent,per_head,as_printed,2019,24,True,post,201.618504,0.140327,0.548125,0.50718,6.313493
library_books_lent,per_head,as_printed,2020,24,True,post,180.208147,0.143008,0.562064,0.506747,5.789084
library_books_lent,per_head,as_printed,2021,24,True,post,182.313418,0.12404,0.506,0.502131,5.304105
library_books_lent,per_head,as_printed,2022,24,True,post,227.606872,0.140982,0.535437,0.516001,6.154042
library_books_lent,per_head,as_printed,2023,24,True,post,232.883049,0.12228,0.502437,0.465706,5.164309
library_books_lent,per_head,constant,2005,23,True,pre,409.591935,0.080626,0.440496,0.469088,3.927499
library_books_lent,per_head,constant,2006,23,True,pre,411.624737,0.087779,0.464535,0.602258,4.938249
library_books_lent,per_head,constant,2007,23,True,pre,427.216344,0.09347,0.47899,0.495979,4.238402
library_books_lent,per_head,constant,2008,23,True,pre,448.112354,0.16889,0.697583,0.6651,4.884381
library_books_lent,per_head,constant,2009,23,True,pre,366.494854,0.067408,0.398656,0.457338,3.623115
library_books_lent,per_head,constant,2010,23,True,pre,375.880487,0.08779,0.445847,0.430907,3.372423
library_books_lent,per_head,constant,2011,23,True,post,372.728138,0.087235,0.444327,0.430113,3.354803
library_books_lent,per_head,constant,2012,23,True,post,327.883085,0.168627,0.656917,0.566197,5.066539
library_books_lent,per_head,constant,2013,23,True,post,316.49564,0.110963,0.503659,0.483746,4.403497
library_books_lent,per_head,constant,2014,23,True,post,890.65384,0.105739,0.473345,0.470762,4.625413
library_books_lent,per_head,constant,2015,23,True,post,286.88051,0.103856,0.480567,0.446616,4.447856
library_books_lent,per_head,constant,2016,23,True,post,271.691598,0.086605,0.448686,0.428988,3.652961
library_books_lent,per_head,constant,2017,23,True,post,226.159863,0.077139,0.415995,0.396206,3.47273
library_books_lent,per_head,constant,2018,23,True,post,224.425127,0.064606,0.37196,0.3724,3.263865
library_books_lent,per_head,constant,2019,23,True,post,204.777949,0.134262,0.540862,0.499407,5.253763
library_books_lent,per_head,constant,2020,23,True,post,183.691678,0.141134,0.560039,0.497803,5.25062
library_books_lent,per_head,constant,2021,23,True,post,180.317583,0.113366,0.478637,0.497176,5.304105
library_books_lent,per_head,constant,2022,23,True,post,226.014782,0.117875,0.487042,0.497343,5.878028
library_books_lent,per_head,constant,2023,23,True,post,229.651469,0.107668,0.463101,0.448949,5.024357
library_books_lent,share_of_national,as_printed,1998,23,False,pre,0.043478,,,,
library_books_lent,share_of_national,as_printed,1999,23,False,pre,0.043478,,,,
library_books_lent,share_of_national,as_printed,2001,24,True,pre,0.041667,,,0.577391,5.331556
library_books_lent,share_of_national,as_printed,2002,24,True,pre,0.041667,,,0.584503,6.562021
library_books_lent,share_of_national,as_printed,2003,24,True,pre,0.041667,,,0.578134,5.728634
library_books_lent,share_of_national,as_printed,2004,24,True,pre,0.041667,,,0.632939,6.620775
library_books_lent,share_of_national,as_printed,2005,24,True,pre,0.041667,0.147876,0.535953,0.62598,7.730567
library_books_lent,share_of_national,as_printed,2006,24,True,pre,0.041667,0.1365,0.529671,0.555015,5.64812
library_books_lent,share_of_national,as_printed,2007,24,True,pre,0.041667,0.147534,0.566864,0.615658,5.153993
library_books_lent,share_of_national,as_printed,2008,24,True,pre,0.041667,0.157548,0.623102,0.738137,7.35053
library_books_lent,share_of_national,as_printed,2009,24,True,pre,0.041667,0.096129,0.425789,0.490614,5.093731
library_books_lent,share_of_national,as_printed,2010,24,True,pre,0.041667,0.116832,0.491171,0.562995,5.909313
library_books_lent,share_of_national,as_printed,2011,24,True,post,0.041667,0.117221,0.49184,0.562995,5.909313
library_books_lent,share_of_national,as_printed,2012,24,True,post,0.041667,0.219751,0.779386,0.822914,7.6532
library_books_lent,share_of_national,as_printed,2013,24,True,post,0.041667,0.06655,0.35869,0.435163,4.349458
library_books_lent,share_of_national,as_printed,2014,24,True,post,0.041667,0.085584,0.418895,0.451929,4.163308
library_books_lent,share_of_national,as_printed,2015,24,True,post,0.041667,0.109055,0.47714,0.544043,5.660826
library_books_lent,share_of_national,as_printed,2016,24,True,post,0.041667,0.068424,0.364134,0.458585,5.426014
library_books_lent,share_of_national,as_printed,2017,24,True,post,0.041667,0.062764,0.348368,0.420027,4.209128
library_books_lent,share_of_national,as_printed,2018,24,True,post,0.041667,0.055898,0.323453,0.390558,4.354847
library_books_lent,share_of_national,as_printed,2019,24,True,post,0.041667,0.082561,0.411245,0.463558,4.751247
library_books_lent,share_of_national,as_printed,2020,24,True,post,0.041667,0.082924,0.421416,0.476645,5.03467
library_books_lent,share_of_national,as_printed,2021,24,True,post,0.041667,0.085646,0.406772,0.465214,4.858174
library_books_lent,share_of_national,as_printed,2022,24,True,post,0.041667,0.090307,0.419984,0.470232,5.331512
library_books_lent,share_of_national,as_printed,2023,24,True,post,0.041667,0.073551,0.375777,0.448158,4.897499
library_books_lent,share_of_national,constant,1998,23,True,pre,0.043478,,,0.59466,6.696208
library_books_lent,share_of_national,constant,1999,23,True,pre,0.043478,,,0.602733,7.27911
library_books_lent,share_of_national,constant,2001,23,True,pre,0.043478,,,0.561972,4.851921
library_books_lent,share_of_national,constant,2002,23,True,pre,0.043478,,,0.562312,5.724038
library_books_lent,share_of_national,constant,2003,23,True,pre,0.043478,,,0.557131,5.179468
library_books_lent,share_of_national,constant,2004,23,True,pre,0.043478,,,0.610117,6.06583
library_books_lent,share_of_national,constant,2005,23,True,pre,0.043478,0.123998,0.488632,0.602549,6.242317
library_books_lent,share_of_national,constant,2006,23,True,pre,0.043478,0.124595,0.49913,0.550484,5.300104
library_books_lent,share_of_national,constant,2007,23,True,pre,0.043478,0.134006,0.530595,0.607244,5.22179
library_books_lent,share_of_national,constant,2008,23,True,pre,0.043478,0.137345,0.578525,0.713667,7.35053
library_books_lent,share_of_national,constant,2009,23,True,pre,0.043478,0.082956,0.392272,0.480815,4.739049
library_books_lent,share_of_national,constant,2010,23,True,pre,0.043478,0.099133,0.448818,0.547208,5.497321
library_books_lent,share_of_national,constant,2011,23,True,post,0.043478,0.099059,0.448496,0.547208,5.497321
library_books_lent,share_of_national,constant,2012,23,True,post,0.043478,0.195917,0.724514,0.803417,7.6532
library_books_lent,share_of_national,constant,2013,23,True,post,0.043478,0.073632,0.378448,0.455769,4.749198
library_books_lent,share_of_national,constant,2014,23,True,post,0.043478,0.070067,0.376008,0.4335,3.936206
library_books_lent,share_of_national,constant,2015,23,True,post,0.043478,0.092593,0.434096,0.529119,5.660826
library_books_lent,share_of_national,constant,2016,23,True,post,0.043478,0.062316,0.340496,0.455926,5.439923
library_books_lent,share_of_national,constant,2017,23,True,post,0.043478,0.053511,0.316073,0.41192,4.209128
library_books_lent,share_of_national,constant,2018,23,True,post,0.043478,0.047666,0.293241,0.38519,4.354847
library_books_lent,share_of_national,constant,2019,23,True,post,0.043478,0.0701,0.372923,0.44815,4.751247
library_books_lent,share_of_national,constant,2020,23,True,post,0.043478,0.070627,0.382994,0.458347,5.03467
library_books_lent,share_of_national,constant,2021,23,True,post,0.043478,0.129222,0.52024,0.553098,5.851187
library_books_lent,share_of_national,constant,2022,23,True,post,0.043478,0.107406,0.462961,0.505685,5.954848
library_books_lent,share_of_national,constant,2023,23,True,post,0.043478,0.123239,0.516233,0.544169,5.822615
library_capacity,per_head,as_printed,2005,24,True,pre,3.426464,0.078898,0.402121,0.428581,4.337288
library_capacity,per_head,as_printed,2006,24,True,pre,3.493679,0.090346,0.438259,0.473332,4.634451
library_capacity,per_head,as_printed,2007,24,True,pre,3.554961,0.074266,0.396133,0.430503,3.83313
library_capacity,per_head,as_printed,2008,24,True,pre,3.698285,0.088902,0.428196,0.4363,4.167286
library_capacity,per_head,as_printed,2009,24,True,pre,3.769184,0.086194,0.422352,0.43549,4.207816
library_capacity,per_head,as_printed,2010,24,True,pre,3.778265,0.09092,0.431262,0.432811,4.158828
library_capacity,per_head,as_printed,2011,24,True,post,3.750413,0.092157,0.434406,0.434868,4.213231
library_capacity,per_head,as_printed,2012,24,True,post,3.826251,0.08919,0.433701,0.451083,4.387234
library_capacity,per_head,as_printed,2013,24,True,post,3.876769,0.090681,0.433343,0.442166,4.258927
library_capacity,per_head,as_printed,2014,24,True,post,3.878146,0.089228,0.434392,0.446628,4.318878
library_capacity,per_head,as_printed,2015,24,True,post,3.892253,0.083571,0.424207,0.447035,4.12206
library_capacity,per_head,as_printed,2016,24,True,post,3.918569,0.086199,0.430279,0.450953,4.328388
library_capacity,per_head,as_printed,2017,24,True,post,3.911357,0.101041,0.471991,0.495122,4.872729
library_capacity,per_head,as_printed,2018,24,True,post,4.351717,0.115299,0.50076,0.487385,4.988792
library_capacity,per_head,as_printed,2019,24,True,post,3.97077,0.100036,0.470107,0.498204,4.973479
library_capacity,per_head,as_printed,2020,24,True,post,3.989149,0.101557,0.472816,0.496769,4.881518
library_capacity,per_head,as_printed,2021,24,True,post,3.983308,0.100601,0.471029,0.495706,4.862759
library_capacity,per_head,as_printed,2022,24,True,post,3.998207,0.103754,0.477835,0.500189,5.102963
library_capacity,per_head,as_printed,2023,24,True,post,3.977979,0.10702,0.483854,0.495665,5.125012
library_capacity,per_head,constant,2005,23,True,pre,3.511221,0.078321,0.40143,0.409994,4.116527
library_capacity,per_head,constant,2006,23,True,pre,3.579039,0.089825,0.437663,0.456857,4.250334
library_capacity,per_head,constant,2007,23,True,pre,3.624954,0.074011,0.39573,0.420477,3.69105
library_capacity,per_head,constant,2008,23,True,pre,3.780592,0.088139,0.427203,0.421996,3.909844
library_capacity,per_head,constant,2009,23,True,pre,3.85013,0.08603,0.422121,0.422983,4.078076
library_capacity,per_head,constant,2010,23,True,pre,3.859913,0.090561,0.430778,0.419827,3.981044
library_capacity,per_head,constant,2011,23,True,post,3.832276,0.091744,0.433858,0.421556,4.039477
library_capacity,per_head,constant,2012,23,True,post,3.909663,0.088422,0.432685,0.438,4.164182
library_capacity,per_head,constant,2013,23,True,post,3.957628,0.090509,0.433099,0.430814,4.15306
library_capacity,per_head,constant,2014,23,True,post,3.95513,0.088704,0.433627,0.43658,4.135732
library_capacity,per_head,constant,2015,23,True,post,3.967215,0.083362,0.423882,0.438152,4.014503
library_capacity,per_head,constant,2016,23,True,post,3.999055,0.085313,0.429027,0.439709,4.103054
library_capacity,per_head,constant,2017,23,True,post,3.993188,0.100396,0.471145,0.48464,4.643743
library_capacity,per_head,constant,2018,23,True,post,4.391423,0.110177,0.48996,0.484438,4.988792
library_capacity,per_head,constant,2019,23,True,post,4.053129,0.098462,0.468077,0.487408,4.621044
library_capacity,per_head,constant,2020,23,True,post,4.073304,0.099991,0.470846,0.485447,4.543988
library_capacity,per_head,constant,2021,23,True,post,4.06779,0.099037,0.469066,0.484201,4.529512
library_capacity,per_head,constant,2022,23,True,post,4.081448,0.10193,0.475546,0.489173,4.712201
library_capacity,per_head,constant,2023,23,True,post,4.055188,0.104627,0.480737,0.486075,4.668433
library_capacity,share_of_national,as_printed,1995,22,False,pre,0.045455,,,,
library_capacity,share_of_national,as_printed,1996,22,False,pre,0.045455,,,,
library_capacity,share_of_national,as_printed,1997,22,False,pre,0.045455,,,,
library_capacity,share_of_national,as_printed,1998,22,False,pre,0.045455,,,,
library_capacity,share_of_national,as_printed,1999,22,False,pre,0.045455,,,,
library_capacity,share_of_national,as_printed,2000,23,False,pre,0.043478,,,,
library_capacity,share_of_national,as_printed,2001,23,False,pre,0.043478,,,,
library_capacity,share_of_national,as_printed,2002,24,True,pre,0.041667,,,0.42244,3.823419
library_capacity,share_of_national,as_printed,2003,24,True,pre,0.041667,,,0.419207,3.81863
library_capacity,share_of_national,as_printed,2004,24,True,pre,0.041667,,,0.405658,3.73029
library_capacity,share_of_national,as_printed,2005,24,True,pre,0.041667,0.071252,0.371094,0.414076,3.82869
library_capacity,share_of_national,as_printed,2006,24,True,pre,0.041667,0.065993,0.355182,0.391204,3.613741
library_capacity,share_of_national,as_printed,2007,24,True,pre,0.041667,0.059276,0.34675,0.378425,3.434297
library_capacity,share_of_national,as_printed,2008,24,True,pre,0.041667,0.059661,0.347572,0.373176,3.301997
library_capacity,share_of_national,as_printed,2009,24,True,pre,0.041667,0.051968,0.324207,0.347215,2.959147
library_capacity,share_of_national,as_printed,2010,24,True,pre,0.041667,0.054908,0.331989,0.361009,3.192934
library_capacity,share_of_national,as_printed,2011,24,True,post,0.041667,0.055017,0.332306,0.361009,3.192934
library_capacity,share_of_national,as_printed,2012,24,True,post,0.041667,0.051762,0.323453,0.344902,3.104687
library_capacity,share_of_national,as_printed,2013,24,True,post,0.041667,0.051234,0.322319,0.345018,3.126201
library_capacity,share_of_national,as_printed,2014,24,True,post,0.041667,0.048573,0.316162,0.335731,3.049979
library_capacity,share_of_national,as_printed,2015,24,True,post,0.041667,0.04399,0.299563,0.324156,2.907958
library_capacity,share_of_national,as_printed,2016,24,True,post,0.041667,0.049482,0.318222,0.337651,3.011737
library_capacity,share_of_national,as_printed,2017,24,True,post,0.041667,0.044857,0.30148,0.313515,2.797136
library_capacity,share_of_national,as_printed,2018,24,True,post,0.041667,0.069364,0.381206,0.419559,3.602022
library_capacity,share_of_national,as_printed,2019,24,True,post,0.041667,0.049278,0.318365,0.32304,2.790842
library_capacity,share_of_national,as_printed,2020,24,True,post,0.041667,0.051233,0.324467,0.33263,2.858184
library_capacity,share_of_national,as_printed,2021,24,True,post,0.041667,0.050796,0.322471,0.332312,2.858184
library_capacity,share_of_national,as_printed,2022,24,True,post,0.041667,0.053216,0.333772,0.338002,2.844156
library_capacity,share_of_national,as_printed,2023,24,True,post,0.041667,0.047379,0.30995,0.329352,2.785951
library_capacity,share_of_national,constant,1995,22,False,pre,0.045455,,,,
library_capacity,share_of_national,constant,1996,22,False,pre,0.045455,,,,
library_capacity,share_of_national,constant,1997,22,False,pre,0.045455,,,,
library_capacity,share_of_national,constant,1998,22,False,pre,0.045455,,,,
library_capacity,share_of_national,constant,1999,22,False,pre,0.045455,,,,
library_capacity,share_of_national,constant,2000,22,False,pre,0.045455,,,,
library_capacity,share_of_national,constant,2001,22,False,pre,0.045455,,,,
library_capacity,share_of_national,constant,2002,23,True,pre,0.043478,,,0.383516,3.354945
library_capacity,share_of_national,constant,2003,23,True,pre,0.043478,,,0.379614,3.386214
library_capacity,share_of_national,constant,2004,23,True,pre,0.043478,,,0.364066,3.396114
library_capacity,share_of_national,constant,2005,23,True,pre,0.043478,0.05223,0.323919,0.371837,3.401264
library_capacity,share_of_national,constant,2006,23,True,pre,0.043478,0.047861,0.306839,0.349878,3.137343
library_capacity,share_of_national,constant,2007,23,True,pre,0.043478,0.046141,0.305625,0.351794,3.316512
library_capacity,share_of_national,constant,2008,23,True,pre,0.043478,0.043669,0.300534,0.338066,3.085571
library_capacity,share_of_national,constant,2009,23,True,pre,0.043478,0.038618,0.280537,0.31652,2.804714
library_capacity,share_of_national,constant,2010,23,True,pre,0.043478,0.041003,0.287485,0.330532,3.066071
library_capacity,share_of_national,constant,2011,23,True,post,0.043478,0.040938,0.287253,0.330532,3.066071
library_capacity,share_of_national,constant,2012,23,True,post,0.043478,0.037511,0.276767,0.314076,2.988196
library_capacity,share_of_national,constant,2013,23,True,post,0.043478,0.040053,0.283517,0.321646,3.000419
library_capacity,share_of_national,constant,2014,23,True,post,0.043478,0.038627,0.279891,0.316553,3.03215
library_capacity,share_of_national,constant,2015,23,True,post,0.043478,0.036448,0.269894,0.310816,2.866482
library_capacity,share_of_national,constant,2016,23,True,post,0.043478,0.037898,0.277221,0.316001,2.964189
library_capacity,share_of_national,constant,2017,23,True,post,0.043478,0.03534,0.265305,0.294463,2.732997
library_capacity,share_of_national,constant,2018,23,True,post,0.043478,0.092288,0.449933,0.462519,3.891615
library_capacity,share_of_national,constant,2019,23,True,post,0.043478,0.038282,0.278566,0.303387,2.790842
library_capacity,share_of_national,constant,2020,23,True,post,0.043478,0.039506,0.283049,0.311672,2.858184
library_capacity,share_of_national,constant,2021,23,True,post,0.043478,0.038861,0.280335,0.310916,2.858184
library_capacity,share_of_national,constant,2022,23,True,post,0.043478,0.041627,0.293188,0.318194,2.844156
library_capacity,share_of_national,constant,2023,23,True,post,0.043478,0.038291,0.275315,0.314837,2.755547
library_readers,per_head,as_printed,2005,24,True,pre,608.052472,0.112234,0.529921,0.72284,7.018493
library_readers,per_head,as_printed,2006,24,True,pre,618.165165,0.135316,0.644565,0.924724,7.365427
library_readers,per_head,as_printed,2007,24,True,pre,581.432581,0.117429,0.568537,0.773515,5.891113
library_readers,per_head,as_printed,2008,24,True,pre,531.757968,0.118085,0.562474,0.758246,5.994498
library_readers,per_head,as_printed,2009,24,True,pre,477.917525,0.136141,0.629229,0.871357,6.525142
library_readers,per_head,as_printed,2010,24,True,pre,448.331251,0.126205,0.579717,0.770416,6.394121
library_readers,per_head,as_printed,2011,24,True,post,444.847713,0.12726,0.581539,0.769902,6.442318
library_readers,per_head,as_printed,2012,24,True,post,370.419443,0.120976,0.537652,0.649799,5.303133
library_readers,per_head,as_printed,2013,24,True,post,348.521739,0.132626,0.538702,0.563383,4.897898
library_readers,per_head,as_printed,2014,24,True,post,499.89082,0.104087,0.479473,0.526114,4.515608
library_readers,per_head,as_printed,2015,24,True,post,337.373734,0.119148,0.521505,0.627612,5.000759
library_readers,per_head,as_printed,2016,24,True,post,316.454136,0.10777,0.502713,0.605029,4.730017
library_readers,per_head,as_printed,2017,24,True,post,273.229613,0.131905,0.569392,0.677402,5.905055
library_readers,per_head,as_printed,2018,24,True,post,267.81924,0.122137,0.554161,0.687787,5.309828
library_readers,per_head,as_printed,2019,24,True,post,263.141526,0.143346,0.634326,0.824725,6.542183
library_readers,per_head,as_printed,2020,24,True,post,160.986791,0.25826,0.804642,0.978922,17.281128
library_readers,per_head,as_printed,2021,24,True,post,174.73481,0.144153,0.621608,0.851585,6.939874
library_readers,per_head,as_printed,2022,24,True,post,222.744645,0.162799,0.69335,0.93952,7.349329
library_readers,per_head,as_printed,2023,24,True,post,238.593793,0.138203,0.642653,0.883988,6.281728
library_readers,per_head,constant,2005,23,True,pre,617.442179,0.100801,0.516353,0.715191,5.53906
library_readers,per_head,constant,2006,23,True,pre,625.169373,0.123379,0.63026,0.925188,6.353635
library_readers,per_head,constant,2007,23,True,pre,587.789864,0.109651,0.557535,0.773902,5.508757
library_readers,per_head,constant,2008,23,True,pre,537.854031,0.112388,0.554412,0.759355,5.836091
library_readers,per_head,constant,2009,23,True,pre,483.461773,0.126629,0.617519,0.872143,5.8207
library_readers,per_head,constant,2010,23,True,pre,453.710223,0.116289,0.567034,0.76882,5.672608
library_readers,per_head,constant,2011,23,True,post,450.22859,0.117028,0.568618,0.768158,5.687066
library_readers,per_head,constant,2012,23,True,post,374.329311,0.11555,0.529604,0.650122,5.089687
library_readers,per_head,constant,2013,23,True,post,351.063194,0.123211,0.524168,0.560242,4.67452
library_readers,per_head,constant,2014,23,True,post,503.55873,0.099804,0.471474,0.527328,4.515608
library_readers,per_head,constant,2015,23,True,post,337.104082,0.108418,0.500529,0.629261,4.936366
library_readers,per_head,constant,2016,23,True,post,320.924129,0.105955,0.500104,0.604058,4.659704
library_readers,per_head,constant,2017,23,True,post,277.865501,0.13182,0.569287,0.67544,5.905055
library_readers,per_head,constant,2018,23,True,post,272.279807,0.121474,0.553327,0.685949,5.308681
library_readers,per_head,constant,2019,23,True,post,267.778763,0.141906,0.632776,0.822796,6.063329
library_readers,per_head,constant,2020,23,True,post,165.187279,0.246176,0.79886,0.964072,12.618098
library_readers,per_head,constant,2021,23,True,post,175.970933,0.134686,0.608859,0.857063,6.863255
library_readers,per_head,constant,2022,23,True,post,226.614068,0.158294,0.689163,0.937765,6.509968
library_readers,per_head,constant,2023,23,True,post,241.761799,0.137915,0.642258,0.888682,6.281728
library_readers,share_of_national,as_printed,1995,23,False,pre,0.043478,,,,
library_readers,share_of_national,as_printed,1996,23,False,pre,0.043478,,,,
library_readers,share_of_national,as_printed,1997,23,False,pre,0.043478,,,,
library_readers,share_of_national,as_printed,1998,23,False,pre,0.043478,,,,
library_readers,share_of_national,as_printed,1999,23,False,pre,0.043478,,,,
library_readers,share_of_national,as_printed,2000,24,True,pre,0.041667,,,0.542057,6.100328
library_readers,share_of_national,as_printed,2001,24,True,pre,0.041667,,,0.517331,6.442514
library_readers,share_of_national,as_printed,2002,24,True,pre,0.041667,,,0.527686,7.349782
library_readers,share_of_national,as_printed,2003,24,True,pre,0.041667,,,0.517973,7.42096
library_readers,share_of_national,as_printed,2004,24,True,pre,0.041667,,,0.546913,8.035101
library_readers,share_of_national,as_printed,2005,24,True,pre,0.041667,0.128855,0.507243,0.54361,8.592593
library_readers,share_of_national,as_printed,2006,24,True,pre,0.041667,0.10466,0.449395,0.498325,6.808116
library_readers,share_of_national,as_printed,2007,24,True,pre,0.041667,0.078056,0.383273,0.443747,5.062385
library_readers,share_of_national,as_printed,2008,24,True,pre,0.041667,0.082588,0.39558,0.457723,5.666933
library_readers,share_of_national,as_printed,2009,24,True,pre,0.041667,0.094921,0.427061,0.485145,6.745573
library_readers,share_of_national,as_printed,2010,24,True,pre,0.041667,0.090174,0.413763,0.470054,5.615927
library_readers,share_of_national,as_printed,2011,24,True,post,0.041667,0.090269,0.413956,0.470054,5.615927
library_readers,share_of_national,as_printed,2012,24,True,post,0.041667,0.089285,0.422421,0.483973,5.83674
library_readers,share_of_national,as_printed,2013,24,True,post,0.041667,0.09504,0.435196,0.505396,5.492466
library_readers,share_of_national,as_printed,2014,24,True,post,0.041667,0.075585,0.393614,0.441125,3.840042
library_readers,share_of_national,as_printed,2015,24,True,post,0.041667,0.098154,0.439205,0.506501,6.362362
library_readers,share_of_national,as_printed,2016,24,True,post,0.041667,0.09059,0.425857,0.502314,6.689296
library_readers,share_of_national,as_printed,2017,24,True,post,0.041667,0.100637,0.460848,0.531649,6.598464
library_readers,share_of_national,as_printed,2018,24,True,post,0.041667,0.094135,0.4424,0.512227,5.814852
library_readers,share_of_national,as_printed,2019,24,True,post,0.041667,0.091854,0.444034,0.499102,5.721615
library_readers,share_of_national,as_printed,2020,24,True,post,0.041667,0.19675,0.603073,0.591264,11.471252
library_readers,share_of_national,as_printed,2021,24,True,post,0.041667,0.143609,0.558813,0.602715,6.422925
library_readers,share_of_national,as_printed,2022,24,True,post,0.041667,0.139922,0.56432,0.601378,5.738962
library_readers,share_of_national,as_printed,2023,24,True,post,0.041667,0.087254,0.420033,0.48875,4.92376
library_readers,share_of_national,constant,1995,23,True,pre,0.043478,,,0.53401,5.899599
library_readers,share_of_national,constant,1996,23,True,pre,0.043478,,,0.515994,6.070504
library_readers,share_of_national,constant,1997,23,True,pre,0.043478,,,0.487529,5.358676
library_readers,share_of_national,constant,1998,23,True,pre,0.043478,,,0.524998,5.922814
library_readers,share_of_national,constant,1999,23,True,pre,0.043478,,,0.525629,5.764534
library_readers,share_of_national,constant,2000,23,True,pre,0.043478,,,0.511103,5.661917
library_readers,share_of_national,constant,2001,23,True,pre,0.043478,,,0.478552,5.492854
library_readers,share_of_national,constant,2002,23,True,pre,0.043478,,,0.495598,5.799448
library_readers,share_of_national,constant,2003,23,True,pre,0.043478,,,0.484472,5.964982
library_readers,share_of_national,constant,2004,23,True,pre,0.043478,,,0.517263,6.575386
library_readers,share_of_national,constant,2005,23,True,pre,0.043478,0.103853,0.458409,0.511028,6.392356
library_readers,share_of_national,constant,2006,23,True,pre,0.043478,0.087671,0.408371,0.478026,5.954951
library_readers,share_of_national,constant,2007,23,True,pre,0.043478,0.067815,0.352878,0.432421,5.04207
library_readers,share_of_national,constant,2008,23,True,pre,0.043478,0.073266,0.366611,0.448423,5.666933
library_readers,share_of_national,constant,2009,23,True,pre,0.043478,0.081377,0.390646,0.470111,6.745573
library_readers,share_of_national,constant,2010,23,True,pre,0.043478,0.075083,0.373419,0.452794,5.615927
library_readers,share_of_national,constant,2011,23,True,post,0.043478,0.074862,0.372811,0.452794,5.615927
library_readers,share_of_national,constant,2012,23,True,post,0.043478,0.081909,0.396563,0.479585,5.83674
library_readers,share_of_national,constant,2013,23,True,post,0.043478,0.087856,0.410702,0.502015,5.54995
library_readers,share_of_national,constant,2014,23,True,post,0.043478,0.078659,0.393627,0.457104,3.946836
library_readers,share_of_national,constant,2015,23,True,post,0.043478,0.104764,0.447766,0.530508,6.721962
library_readers,share_of_national,constant,2016,23,True,post,0.043478,0.082002,0.396278,0.495221,6.689296
library_readers,share_of_national,constant,2017,23,True,post,0.043478,0.092912,0.433273,0.523215,6.598464
library_readers,share_of_national,constant,2018,23,True,post,0.043478,0.085867,0.413224,0.50414,5.814852
library_readers,share_of_national,constant,2019,23,True,post,0.043478,0.083286,0.413545,0.489974,5.811443
library_readers,share_of_national,constant,2020,23,True,post,0.043478,0.158099,0.544463,0.550147,8.340022
library_readers,share_of_national,constant,2021,23,True,post,0.043478,0.135071,0.527146,0.603982,6.619876
library_readers,share_of_national,constant,2022,23,True,post,0.043478,0.122723,0.519358,0.584808,5.738962
library_readers,share_of_national,constant,2023,23,True,post,0.043478,0.096073,0.43571,0.508779,5.230917
library_subscribers,per_head,as_printed,2005,24,True,pre,17.91568,0.106568,0.455409,0.450659,5.152625
library_subscribers,per_head,as_printed,2006,24,True,pre,19.123797,0.104413,0.456093,0.459698,5.180011
library_subscribers,per_head,as_printed,2007,24,True,pre,18.496307,0.10464,0.466914,0.504011,5.354595
library_subscribers,per_head,as_printed,2008,24,True,pre,16.516201,0.129816,0.543059,0.610733,6.726302
library_subscribers,per_head,as_printed,2009,24,True,pre,15.418129,0.124122,0.511249,0.537366,6.553729
library_subscribers,per_head,as_printed,2010,24,True,pre,17.508461,0.150279,0.542707,0.494835,8.458684
library_subscribers,per_head,as_printed,2011,24,True,post,17.366309,0.150563,0.543928,0.496213,8.458133
library_subscribers,per_head,as_printed,2012,24,True,post,15.003143,0.102538,0.439774,0.441598,6.568264
