indicator,basis,geography,year,governorates,complete,period,mean,theil_weighted,cv_weighted,cv_unweighted,tail_ratio
bank_branches,share_of_national,as_printed,2010,24,True,pre,0.041667,0.434188,1.037037,1.212401,18.34375
bank_branches,share_of_national,as_printed,2011,24,True,post,0.041667,0.431003,1.025563,1.210053,18.393939
bank_branches,share_of_national,as_printed,2012,24,True,post,0.041667,0.412135,1.006969,1.167377,19.0625
bank_branches,share_of_national,as_printed,2013,24,True,post,0.041667,0.400601,0.984856,1.146819,17.942857
bank_branches,share_of_national,as_printed,2014,24,True,post,0.041667,0.431751,1.035388,1.224938,18.25641
bank_branches,share_of_national,as_printed,2015,24,True,post,0.041667,0.417232,1.008573,1.198123,17.348837
bank_branches,share_of_national,as_printed,2016,24,True,post,0.041667,0.406833,0.989204,1.182122,17.545455
bank_branches,share_of_national,as_printed,2017,24,True,post,0.041667,0.404065,0.983934,1.179243,17.911111
bank_branches,share_of_national,as_printed,2018,24,True,post,0.041667,0.396942,0.974846,1.1705,17.717391
bank_branches,share_of_national,constant,1995,23,True,pre,0.043478,,,1.090148,13.0
bank_branches,share_of_national,constant,1996,23,True,pre,0.043478,,,1.093868,12.92
bank_branches,share_of_national,constant,1997,23,True,pre,0.043478,,,1.095339,13.04
bank_branches,share_of_national,constant,1998,23,True,pre,0.043478,,,1.100783,12.769231
bank_branches,share_of_national,constant,1999,23,True,pre,0.043478,,,1.093844,12.807692
bank_branches,share_of_national,constant,2000,23,True,pre,0.043478,,,1.089988,12.884615
bank_branches,share_of_national,constant,2001,23,True,pre,0.043478,,,1.110576,13.269231
bank_branches,share_of_national,constant,2002,23,True,pre,0.043478,,,1.121204,13.653846
bank_branches,share_of_national,constant,2003,23,True,pre,0.043478,,,1.12178,13.846154
bank_branches,share_of_national,constant,2004,23,True,pre,0.043478,,,1.119321,14.076923
bank_branches,share_of_national,constant,2005,23,True,pre,0.043478,0.410581,1.025469,1.157869,15.0
bank_branches,share_of_national,constant,2006,23,True,pre,0.043478,0.458512,1.097674,1.253891,16.827586
bank_branches,share_of_national,constant,2007,23,True,pre,0.043478,0.445521,1.070526,1.233358,17.724138
bank_branches,share_of_national,constant,2008,23,True,pre,0.043478,0.430641,1.029866,1.204382,18.310345
bank_branches,share_of_national,constant,2010,23,True,pre,0.043478,0.406734,0.982545,1.19764,18.625
bank_branches,share_of_national,constant,2011,23,True,post,0.043478,0.403622,0.97095,1.196028,18.757576
bank_branches,share_of_national,constant,2012,23,True,post,0.043478,0.391376,0.954872,1.165371,19.90625
bank_branches,share_of_national,constant,2013,23,True,post,0.043478,0.381439,0.934449,1.1475,18.885714
bank_branches,share_of_national,constant,2014,23,True,post,0.043478,0.405687,0.979889,1.213657,18.487179
bank_branches,share_of_national,constant,2015,23,True,post,0.043478,0.39275,0.954179,1.189577,17.767442
bank_branches,share_of_national,constant,2016,23,True,post,0.043478,0.382248,0.935371,1.172901,18.0
bank_branches,share_of_national,constant,2017,23,True,post,0.043478,0.379738,0.930048,1.170647,18.511111
bank_branches,share_of_national,constant,2018,23,True,post,0.043478,0.37205,0.920767,1.160548,18.282609
camping_centres,per_head,as_printed,2014,24,True,post,0.00255,,0.988116,0.902863,
camping_centres,per_head,as_printed,2015,24,True,post,0.002524,,0.991627,0.90574,
camping_centres,per_head,as_printed,2016,23,False,post,0.00242,,,,
camping_centres,per_head,as_printed,2017,24,True,post,0.002484,,0.999054,0.911429,
camping_centres,per_head,as_printed,2018,22,False,post,0.002512,,,,
camping_centres,per_head,as_printed,2019,23,False,post,0.002938,,,,
camping_centres,per_head,as_printed,2020,23,False,post,0.003004,,,,
camping_centres,per_head,as_printed,2021,23,False,post,0.002991,,,,
camping_centres,per_head,as_printed,2022,23,False,post,0.002983,,,,
camping_centres,per_head,as_printed,2023,24,True,post,0.002908,,0.961438,0.856937,
camping_centres,per_head,constant,2014,23,True,post,0.002593,,0.971294,0.891958,
camping_centres,per_head,constant,2015,23,True,post,0.002566,,0.974894,0.894953,
camping_centres,per_head,constant,2016,22,False,post,0.00246,,,,
camping_centres,per_head,constant,2017,23,True,post,0.002526,,0.982554,0.900785,
camping_centres,per_head,constant,2018,22,False,post,0.002512,,,,
camping_centres,per_head,constant,2019,22,False,post,0.003005,,,,
camping_centres,per_head,constant,2020,22,False,post,0.003075,,,,
camping_centres,per_head,constant,2021,22,False,post,0.003062,,,,
camping_centres,per_head,constant,2022,22,False,post,0.003053,,,,
camping_centres,per_head,constant,2023,23,True,post,0.002972,,0.948267,0.842371,
camping_centres,share_of_national,as_printed,2014,24,True,post,0.041667,,0.893916,0.877141,
camping_centres,share_of_national,as_printed,2015,24,True,post,0.041667,,0.893688,0.877141,
camping_centres,share_of_national,as_printed,2016,23,False,post,0.043478,,,,
camping_centres,share_of_national,as_printed,2017,24,True,post,0.041667,,0.893342,0.877141,
camping_centres,share_of_national,as_printed,2018,22,False,post,0.045455,,,,
camping_centres,share_of_national,as_printed,2019,23,False,post,0.043478,,,,
camping_centres,share_of_national,as_printed,2020,23,False,post,0.043478,,,,
camping_centres,share_of_national,as_printed,2021,23,False,post,0.043478,,,,
camping_centres,share_of_national,as_printed,2022,23,False,post,0.043478,,,,
camping_centres,share_of_national,as_printed,2023,24,True,post,0.041667,,0.827297,0.795698,
camping_centres,share_of_national,constant,2014,23,True,post,0.043478,,0.817777,0.834058,
camping_centres,share_of_national,constant,2015,23,True,post,0.043478,,0.816419,0.834058,
camping_centres,share_of_national,constant,2016,22,False,post,0.045455,,,,
camping_centres,share_of_national,constant,2017,23,True,post,0.043478,,0.813868,0.834058,
camping_centres,share_of_national,constant,2018,22,False,post,0.045455,,,,
camping_centres,share_of_national,constant,2019,22,False,post,0.045455,,,,
camping_centres,share_of_national,constant,2020,22,False,post,0.045455,,,,
camping_centres,share_of_national,constant,2021,22,False,post,0.045455,,,,
camping_centres,share_of_national,constant,2022,22,False,post,0.045455,,,,
camping_centres,share_of_national,constant,2023,23,True,post,0.043478,,0.750871,0.751724,
cinema_screens,per_head,as_printed,2005,24,True,pre,0.002267,,1.260751,1.487984,
cinema_screens,per_head,as_printed,2006,24,True,pre,0.001821,,1.115846,1.408388,
cinema_screens,per_head,as_printed,2007,24,True,pre,0.001802,,1.118589,1.413023,
cinema_screens,per_head,as_printed,2008,24,True,pre,0.00105,,1.699856,2.105393,
cinema_screens,per_head,as_printed,2009,24,True,pre,0.000945,,1.866962,2.472851,
cinema_screens,per_head,as_printed,2010,24,True,pre,0.000934,,1.667897,2.234816,
cinema_screens,per_head,as_printed,2011,24,True,post,0.001136,,1.472542,1.927391,
cinema_screens,per_head,as_printed,2012,24,True,post,0.001162,,1.529368,2.004127,
cinema_screens,per_head,as_printed,2013,24,True,post,0.001141,,1.624802,2.245107,
cinema_screens,per_head,as_printed,2014,24,True,post,0.000974,,1.735698,2.442868,
cinema_screens,per_head,as_printed,2015,24,True,post,0.001069,,1.86718,2.581951,
cinema_screens,per_head,as_printed,2016,24,True,post,0.001034,,1.683381,2.326547,
cinema_screens,per_head,as_printed,2017,24,True,post,0.001025,,1.691717,2.337422,
cinema_screens,per_head,as_printed,2018,24,True,post,0.001587,,1.580552,2.228273,
cinema_screens,per_head,as_printed,2019,24,True,post,0.001827,,1.499442,2.08636,
cinema_screens,per_head,as_printed,2020,20,False,post,0.001844,,,,
cinema_screens,per_head,as_printed,2021,24,True,post,0.002113,,1.303878,1.833465,
cinema_screens,per_head,as_printed,2022,24,True,post,0.002183,,1.257419,1.754532,
cinema_screens,per_head,constant,2005,23,True,pre,0.002365,,1.260751,1.442282,
cinema_screens,per_head,constant,2006,23,True,pre,0.001858,,1.110177,1.395876,
cinema_screens,per_head,constant,2007,23,True,pre,0.001839,,1.11308,1.399993,
cinema_screens,per_head,constant,2008,23,True,pre,0.001056,,1.691299,2.118042,
cinema_screens,per_head,constant,2009,23,True,pre,0.000947,,1.859292,2.499053,
cinema_screens,per_head,constant,2010,23,True,pre,0.00094,,1.659981,2.24922,
cinema_screens,per_head,constant,2011,23,True,post,0.001152,,1.466155,1.926201,
cinema_screens,per_head,constant,2012,23,True,post,0.00118,,1.523934,2.001706,
cinema_screens,per_head,constant,2013,23,True,post,0.001159,,1.620261,2.24447,
cinema_screens,per_head,constant,2014,23,True,post,0.000987,,1.730765,2.44985,
cinema_screens,per_head,constant,2015,23,True,post,0.001087,,1.863436,2.583718,
cinema_screens,per_head,constant,2016,23,True,post,0.001051,,1.678932,2.325877,
cinema_screens,per_head,constant,2017,23,True,post,0.001043,,1.687366,2.335876,
cinema_screens,per_head,constant,2018,23,True,post,0.001419,,1.381196,2.0307,
cinema_screens,per_head,constant,2019,23,True,post,0.001674,,1.338378,1.95321,
cinema_screens,per_head,constant,2020,19,False,post,0.001663,,,,
cinema_screens,per_head,constant,2021,23,True,post,0.001978,,1.163315,1.712458,
cinema_screens,per_head,constant,2022,23,True,post,0.002052,,1.119004,1.63026,
cinema_screens,share_of_national,as_printed,2002,24,True,pre,0.041667,,,1.458324,
cinema_screens,share_of_national,as_printed,2003,24,True,pre,0.041667,,,1.458324,
cinema_screens,share_of_national,as_printed,2004,24,True,pre,0.041667,,,1.941657,
cinema_screens,share_of_national,as_printed,2005,24,True,pre,0.041667,,1.60096,2.003331,
cinema_screens,share_of_national,as_printed,2006,24,True,pre,0.041667,,1.431591,1.829464,
cinema_screens,share_of_national,as_printed,2007,24,True,pre,0.041667,,1.429268,1.829464,
cinema_screens,share_of_national,as_printed,2008,24,True,pre,0.041667,,2.033918,2.701166,
cinema_screens,share_of_national,as_printed,2009,24,True,pre,0.041667,,2.142159,2.962731,
cinema_screens,share_of_national,as_printed,2010,24,True,pre,0.041667,,1.953444,2.701166,
cinema_screens,share_of_national,as_printed,2011,24,True,post,0.041667,,1.755726,2.408884,
cinema_screens,share_of_national,as_printed,2012,24,True,post,0.041667,,1.811871,2.497933,
cinema_screens,share_of_national,as_printed,2013,24,True,post,0.041667,,1.856827,2.617016,
cinema_screens,share_of_national,as_printed,2014,24,True,post,0.041667,,1.954525,2.824817,
cinema_screens,share_of_national,as_printed,2015,24,True,post,0.041667,,2.090811,2.989269,
cinema_screens,share_of_national,as_printed,2016,24,True,post,0.041667,,1.908934,2.707504,
cinema_screens,share_of_national,as_printed,2017,24,True,post,0.041667,,1.911363,2.707504,
cinema_screens,share_of_national,as_printed,2018,24,True,post,0.041667,,1.637028,2.295315,
cinema_screens,share_of_national,as_printed,2019,24,True,post,0.041667,,1.55431,2.150083,
cinema_screens,share_of_national,as_printed,2020,20,False,post,0.05,,,,
cinema_screens,share_of_national,as_printed,2021,24,True,post,0.041667,,1.338632,1.870829,
cinema_screens,share_of_national,as_printed,2022,24,True,post,0.041667,,1.307438,1.815886,
cinema_screens,share_of_national,constant,2002,23,True,pre,0.043478,,,1.412951,
cinema_screens,share_of_national,constant,2003,23,True,pre,0.043478,,,1.412951,
cinema_screens,share_of_national,constant,2004,23,True,pre,0.043478,,,1.889783,
cinema_screens,share_of_national,constant,2005,23,True,pre,0.043478,,1.60096,1.950499,
cinema_screens,share_of_national,constant,2006,23,True,pre,0.043478,,1.398692,1.779274,
cinema_screens,share_of_national,constant,2007,23,True,pre,0.043478,,1.396124,1.779274,
cinema_screens,share_of_national,constant,2008,23,True,pre,0.043478,,1.97769,2.636402,
cinema_screens,share_of_national,constant,2009,23,True,pre,0.043478,,2.085774,2.893159,
cinema_screens,share_of_national,constant,2010,23,True,pre,0.043478,,1.901307,2.636402,
cinema_screens,share_of_national,constant,2011,23,True,post,0.043478,,1.712457,2.349314,
cinema_screens,share_of_national,constant,2012,23,True,post,0.043478,,1.769849,2.436805,
cinema_screens,share_of_national,constant,2013,23,True,post,0.043478,,1.816444,2.55377,
cinema_screens,share_of_national,constant,2014,23,True,post,0.043478,,1.910462,2.757797,
cinema_screens,share_of_national,constant,2015,23,True,post,0.043478,,2.047863,2.919202,
cinema_screens,share_of_national,constant,2016,23,True,post,0.043478,,1.865713,2.642626,
cinema_screens,share_of_national,constant,2017,23,True,post,0.043478,,1.867618,2.642626,
cinema_screens,share_of_national,constant,2018,23,True,post,0.043478,,1.501864,2.237696,
cinema_screens,share_of_national,constant,2019,23,True,post,0.043478,,1.429968,2.094892,
cinema_screens,share_of_national,constant,2020,19,False,post,0.052632,,,,
cinema_screens,share_of_national,constant,2021,23,True,post,0.043478,,1.241913,1.820027,
cinema_screens,share_of_national,constant,2022,23,True,post,0.043478,,1.214253,1.765894,
fixed_line_subscribers,per_head,as_printed,2005,24,True,pre,112.724212,0.099922,0.438227,0.436319,4.172545
fixed_line_subscribers,per_head,as_printed,2006,24,True,pre,113.159498,0.098807,0.435539,0.435328,4.186241
fixed_line_subscribers,per_head,as_printed,2007,24,True,pre,111.990227,0.10467,0.448694,0.450577,4.508553
fixed_line_subscribers,per_head,as_printed,2008,24,True,pre,107.294173,0.111819,0.465181,0.46399,4.485334
fixed_line_subscribers,per_head,as_printed,2009,24,True,pre,108.766952,0.119958,0.488123,0.483524,4.825692
fixed_line_subscribers,per_head,as_printed,2010,24,True,pre,106.899389,0.123409,0.489331,0.49004,5.25983
fixed_line_subscribers,per_head,as_printed,2011,24,True,post,96.989742,0.117215,0.469333,0.477864,5.184677
fixed_line_subscribers,per_head,as_printed,2012,24,True,post,84.654973,0.118539,0.47428,0.481644,5.209106
fixed_line_subscribers,per_head,as_printed,2013,24,True,post,76.723146,0.120271,0.481729,0.487625,5.192543
fixed_line_subscribers,per_head,as_printed,2014,24,True,post,68.491051,0.135973,0.515082,0.526286,5.783481
fixed_line_subscribers,per_head,as_printed,2015,24,True,post,65.255069,0.135342,0.511104,0.531509,5.917469
fixed_line_subscribers,per_head,as_printed,2016,24,True,post,63.619585,0.139543,0.523827,0.541112,5.872071
fixed_line_subscribers,per_head,as_printed,2017,24,True,post,67.642905,0.120681,0.483914,0.497346,5.232192
fixed_line_subscribers,per_head,as_printed,2018,24,True,post,76.360154,0.088702,0.403734,0.417528,4.363154
fixed_line_subscribers,per_head,as_printed,2019,24,True,post,82.376794,0.092206,0.414646,0.423494,4.408656
fixed_line_subscribers,per_head,as_printed,2020,24,True,post,90.889289,0.080238,0.385887,0.390422,4.040517
fixed_line_subscribers,per_head,as_printed,2021,24,True,post,96.786581,0.077586,0.376047,0.382433,4.114351
fixed_line_subscribers,per_head,as_printed,2022,24,True,post,103.221211,0.073986,0.365185,0.373604,4.052967
fixed_line_subscribers,per_head,as_printed,2023,24,True,post,104.264488,0.069488,0.352982,0.364317,3.8471
fixed_line_subscribers,per_head,constant,2005,23,True,pre,109.800874,0.099474,0.436737,0.436407,4.071359
fixed_line_subscribers,per_head,constant,2006,23,True,pre,110.390439,0.097682,0.431801,0.433668,4.029858
fixed_line_subscribers,per_head,constant,2007,23,True,pre,109.293311,0.102312,0.441066,0.445177,4.274015
fixed_line_subscribers,per_head,constant,2008,23,True,pre,104.689485,0.11014,0.459981,0.462906,4.291238
fixed_line_subscribers,per_head,constant,2009,23,True,pre,105.906227,0.117384,0.480295,0.478471,4.576031
fixed_line_subscribers,per_head,constant,2010,23,True,pre,104.112692,0.12087,0.481648,0.486163,4.998922
fixed_line_subscribers,per_head,constant,2011,23,True,post,94.559246,0.116178,0.466165,0.480277,5.017273
fixed_line_subscribers,per_head,constant,2012,23,True,post,82.697586,0.116417,0.467999,0.481524,4.977806
fixed_line_subscribers,per_head,constant,2013,23,True,post,75.087451,0.116718,0.47151,0.483767,4.904859
fixed_line_subscribers,per_head,constant,2014,23,True,post,66.95297,0.131085,0.501741,0.520032,5.422793
fixed_line_subscribers,per_head,constant,2015,23,True,post,63.769171,0.129947,0.496198,0.523637,5.531678
fixed_line_subscribers,per_head,constant,2016,23,True,post,62.249159,0.134183,0.509769,0.535366,5.503538
fixed_line_subscribers,per_head,constant,2017,23,True,post,66.103992,0.116956,0.47308,0.49295,4.946963
fixed_line_subscribers,per_head,constant,2018,23,True,post,74.832196,0.087794,0.400696,0.41993,4.236322
fixed_line_subscribers,per_head,constant,2019,23,True,post,80.706093,0.0908,0.410037,0.424131,4.252917
fixed_line_subscribers,per_head,constant,2020,23,True,post,88.936043,0.079586,0.383539,0.390327,3.939864
fixed_line_subscribers,per_head,constant,2021,23,True,post,94.647868,0.07737,0.375247,0.382905,4.054282
fixed_line_subscribers,per_head,constant,2022,23,True,post,100.9914,0.073937,0.365001,0.374557,4.024654
fixed_line_subscribers,per_head,constant,2023,23,True,post,102.118204,0.069487,0.352976,0.365752,3.842624
fixed_line_subscribers,share_of_national,as_printed,2003,24,True,pre,0.041667,,,0.985212,14.91062
fixed_line_subscribers,share_of_national,as_printed,2004,24,True,pre,0.041667,,,0.938553,13.05627
fixed_line_subscribers,share_of_national,as_printed,2005,24,True,pre,0.041667,0.300226,0.818923,0.923028,12.33881
fixed_line_subscribers,share_of_national,as_printed,2006,24,True,pre,0.041667,0.291276,0.800574,0.908,11.762515
fixed_line_subscribers,share_of_national,as_printed,2007,24,True,pre,0.041667,0.297307,0.806601,0.922205,12.188786
fixed_line_subscribers,share_of_national,as_printed,2008,24,True,pre,0.041667,0.311999,0.831737,0.951,12.795079
fixed_line_subscribers,share_of_national,as_printed,2009,24,True,pre,0.041667,0.323497,0.856307,0.978123,13.241416
fixed_line_subscribers,share_of_national,as_printed,2010,24,True,pre,0.041667,0.328594,0.856208,0.988505,14.374653
fixed_line_subscribers,share_of_national,as_printed,2011,24,True,post,0.041667,0.316275,0.827524,0.96689,15.006063
fixed_line_subscribers,share_of_national,as_printed,2012,24,True,post,0.041667,0.322672,0.835941,0.984745,16.116044
fixed_line_subscribers,share_of_national,as_printed,2013,24,True,post,0.041667,0.326647,0.84561,0.997759,16.932455
fixed_line_subscribers,share_of_national,as_printed,2014,24,True,post,0.041667,0.345574,0.871397,1.038786,19.365361
fixed_line_subscribers,share_of_national,as_printed,2015,24,True,post,0.041667,0.337763,0.849825,1.029392,19.664913
fixed_line_subscribers,share_of_national,as_printed,2016,24,True,post,0.041667,0.347544,0.868566,1.054407,19.452499
fixed_line_subscribers,share_of_national,as_printed,2017,24,True,post,0.041667,0.317768,0.821445,0.999372,16.963427
fixed_line_subscribers,share_of_national,as_printed,2018,24,True,post,0.041667,0.26496,0.732101,0.89336,13.435821
fixed_line_subscribers,share_of_national,as_printed,2019,24,True,post,0.041667,0.270628,0.740927,0.908787,12.831867
fixed_line_subscribers,share_of_national,as_printed,2020,24,True,post,0.041667,0.24789,0.705128,0.863125,11.153655
fixed_line_subscribers,share_of_national,as_printed,2021,24,True,post,0.041667,0.239196,0.687337,0.843878,10.813297
fixed_line_subscribers,share_of_national,as_printed,2022,24,True,post,0.041667,0.231284,0.671127,0.828358,10.707033
fixed_line_subscribers,share_of_national,as_printed,2023,24,True,post,0.041667,0.222976,0.654756,0.813659,10.746573
fixed_line_subscribers,share_of_national,constant,2003,23,True,pre,0.043478,,,1.01351,16.432007
fixed_line_subscribers,share_of_national,constant,2004,23,True,pre,0.043478,,,0.973114,14.604743
fixed_line_subscribers,share_of_national,constant,2005,23,True,pre,0.043478,0.300405,0.795932,0.957669,13.784174
fixed_line_subscribers,share_of_national,constant,2006,23,True,pre,0.043478,0.29235,0.780156,0.943118,13.077486
fixed_line_subscribers,share_of_national,constant,2007,23,True,pre,0.043478,0.298022,0.785941,0.956345,13.502068
fixed_line_subscribers,share_of_national,constant,2008,23,True,pre,0.043478,0.311843,0.80805,0.984657,14.195973
fixed_line_subscribers,share_of_national,constant,2009,23,True,pre,0.043478,0.324391,0.832608,1.01393,14.643912
fixed_line_subscribers,share_of_national,constant,2010,23,True,pre,0.043478,0.3297,0.83341,1.025358,15.862441
fixed_line_subscribers,share_of_national,constant,2011,23,True,post,0.043478,0.317831,0.80662,1.004883,16.700296
fixed_line_subscribers,share_of_national,constant,2012,23,True,post,0.043478,0.321795,0.811824,1.017642,17.728404
fixed_line_subscribers,share_of_national,constant,2013,23,True,post,0.043478,0.324233,0.81928,1.026859,18.458738
fixed_line_subscribers,share_of_national,constant,2014,23,True,post,0.043478,0.342289,0.84324,1.066926,20.99019
fixed_line_subscribers,share_of_national,constant,2015,23,True,post,0.043478,0.335861,0.825407,1.059403,21.323062
fixed_line_subscribers,share_of_national,constant,2016,23,True,post,0.043478,0.343236,0.839514,1.080421,21.038945
fixed_line_subscribers,share_of_national,constant,2017,23,True,post,0.043478,0.320261,0.803763,1.036602,18.570282
fixed_line_subscribers,share_of_national,constant,2018,23,True,post,0.043478,0.273113,0.72729,0.939598,15.038453
fixed_line_subscribers,share_of_national,constant,2019,23,True,post,0.043478,0.278993,0.736308,0.955057,14.313147
fixed_line_subscribers,share_of_national,constant,2020,23,True,post,0.043478,0.262668,0.713611,0.920539,12.631837
fixed_line_subscribers,share_of_national,constant,2021,23,True,post,0.043478,0.256076,0.700834,0.905446,12.338066
fixed_line_subscribers,share_of_national,constant,2022,23,True,post,0.043478,0.248252,0.685925,0.890054,12.048893
fixed_line_subscribers,share_of_national,constant,2023,23,True,post,0.043478,0.239243,0.669376,0.873796,11.92394
grass_pitches,per_head,as_printed,2007,24,True,pre,0.015279,0.129106,0.504008,0.496467,6.38382
grass_pitches,per_head,as_printed,2008,24,True,pre,0.015502,0.129496,0.505056,0.495827,6.657078
grass_pitches,per_head,as_printed,2009,23,False,pre,0.01602,,,,
grass_pitches,per_head,as_printed,2010,23,False,pre,0.016463,,,,
grass_pitches,per_head,as_printed,2011,24,True,post,0.017329,0.102542,0.436675,0.445775,6.001726
grass_pitches,per_head,as_printed,2012,24,True,post,0.017575,0.101477,0.432894,0.438895,6.131927
grass_pitches,per_head,as_printed,2013,24,True,post,0.01795,0.085022,0.401567,0.390622,4.48192
grass_pitches,per_head,as_printed,2014,24,True,post,0.018723,0.08567,0.396735,0.383226,4.489154
grass_pitches,per_head,as_printed,2015,24,True,post,0.02069,0.06766,0.349382,0.348265,3.796844
grass_pitches,per_head,as_printed,2016,23,False,post,0.023169,,,,
grass_pitches,per_head,as_printed,2017,23,False,post,0.024953,,,,
grass_pitches,per_head,as_printed,2018,22,False,post,0.026847,,,,
grass_pitches,per_head,as_printed,2019,17,False,post,0.028223,,,,
grass_pitches,per_head,as_printed,2020,18,False,post,0.029457,,,,
grass_pitches,per_head,as_printed,2021,20,False,post,0.033638,,,,
grass_pitches,per_head,as_printed,2022,20,False,post,0.035092,,,,
grass_pitches,per_head,as_printed,2023,24,True,post,0.035188,0.066503,0.363601,0.407711,4.026679
grass_pitches,per_head,constant,2007,23,True,pre,0.015791,0.128728,0.503844,0.463991,4.97978
grass_pitches,per_head,constant,2008,23,True,pre,0.016028,0.129154,0.504915,0.462589,5.167191
grass_pitches,per_head,constant,2009,22,False,pre,0.016596,,,,
grass_pitches,per_head,constant,2010,22,False,pre,0.017027,,,,
grass_pitches,per_head,constant,2011,23,True,post,0.017911,0.101374,0.436049,0.410066,4.425166
grass_pitches,per_head,constant,2012,23,True,post,0.018172,0.100389,0.432326,0.401958,4.490777
grass_pitches,per_head,constant,2013,23,True,post,0.018498,0.085022,0.401567,0.358904,3.433539
grass_pitches,per_head,constant,2014,23,True,post,0.019311,0.08567,0.396734,0.349128,3.426509
grass_pitches,per_head,constant,2015,23,True,post,0.021165,0.063922,0.345025,0.325654,3.380967
grass_pitches,per_head,constant,2016,22,False,post,0.023785,,,,
grass_pitches,per_head,constant,2017,22,False,post,0.02552,,,,
grass_pitches,per_head,constant,2018,21,False,post,0.027471,,,,
grass_pitches,per_head,constant,2019,17,False,post,0.028223,,,,
grass_pitches,per_head,constant,2020,18,False,post,0.029457,,,,
grass_pitches,per_head,constant,2021,20,False,post,0.033638,,,,
grass_pitches,per_head,constant,2022,20,False,post,0.035092,,,,
grass_pitches,per_head,constant,2023,23,True,post,0.035921,0.062802,0.358455,0.392111,3.642774
grass_pitches,share_of_national,as_printed,2007,24,True,pre,0.041667,0.279539,0.784217,0.886405,15.5
grass_pitches,share_of_national,as_printed,2008,24,True,pre,0.041667,0.291531,0.804167,0.910806,16.25
grass_pitches,share_of_national,as_printed,2009,23,False,pre,0.043478,,,,
grass_pitches,share_of_national,as_printed,2010,23,False,pre,0.043478,,,,
grass_pitches,share_of_national,as_printed,2011,24,True,post,0.041667,0.243023,0.723935,0.810093,16.25
