series,group,base_year,year,month,t,running,treated,value,log_value
industrial_prices,Industries agro-alimentaires,2010,2022,9,2022.666667,140,True,174.5,5.161925
industrial_prices,Industries agro-alimentaires,2010,2022,10,2022.75,141,True,175.8,5.169347
industrial_prices,Industries agro-alimentaires,2010,2022,11,2022.833333,142,True,177.3,5.177843
industrial_prices,Industries agro-alimentaires,2010,2022,12,2022.916667,143,True,179.6,5.190732
industrial_prices,Industries agro-alimentaires,2010,2023,1,2023.0,144,True,185.2,5.221436
industrial_prices,Industries agro-alimentaires,2010,2023,2,2023.083333,145,True,186.6,5.228967
industrial_prices,Industries agro-alimentaires,2010,2023,3,2023.166667,146,True,186.6,5.228967
industrial_prices,Industries agro-alimentaires,2010,2023,4,2023.25,147,True,187.4,5.233245
industrial_prices,Industries agro-alimentaires,2010,2023,5,2023.333333,148,True,187.4,5.233245
industrial_prices,Industries agro-alimentaires,2010,2023,6,2023.416667,149,True,187.8,5.235378
industrial_prices,Industries agro-alimentaires,2010,2023,7,2023.5,150,True,190.1,5.24755
industrial_prices,Industries agro-alimentaires,2010,2023,8,2023.583333,151,True,192.0,5.257495
industrial_prices,Industries agro-alimentaires,2010,2023,9,2023.666667,152,True,191.3,5.253843
industrial_prices,Industries agro-alimentaires,2010,2023,10,2023.75,153,True,191.1,5.252797
industrial_prices,Industries agro-alimentaires,2010,2023,11,2023.833333,154,True,189.7,5.245444
industrial_prices,Industries agro-alimentaires,2010,2023,12,2023.916667,155,True,189.0,5.241747
industrial_prices,Industries chimiques,2000,1998,1,1998.0,-156,False,134.8,4.903792
industrial_prices,Industries chimiques,2000,1998,2,1998.083333,-155,False,135.0,4.905275
industrial_prices,Industries chimiques,2000,1998,3,1998.166667,-154,False,135.1,4.906015
industrial_prices,Industries chimiques,2000,1998,4,1998.25,-153,False,135.1,4.906015
industrial_prices,Industries chimiques,2000,1998,5,1998.333333,-152,False,134.8,4.903792
industrial_prices,Industries chimiques,2000,1998,6,1998.416667,-151,False,135.1,4.906015
industrial_prices,Industries chimiques,2000,1998,7,1998.5,-150,False,135.0,4.905275
industrial_prices,Industries chimiques,2000,1998,8,1998.583333,-149,False,135.0,4.905275
industrial_prices,Industries chimiques,2000,1998,9,1998.666667,-148,False,134.9,4.904534
industrial_prices,Industries chimiques,2000,1998,10,1998.75,-147,False,134.7,4.90305
industrial_prices,Industries chimiques,2000,1998,11,1998.833333,-146,False,134.8,4.903792
industrial_prices,Industries chimiques,2000,1998,12,1998.916667,-145,False,134.8,4.903792
industrial_prices,Industries chimiques,2000,1999,1,1999.0,-144,False,134.7,4.90305
industrial_prices,Industries chimiques,2000,1999,2,1999.083333,-143,False,135.0,4.905275
industrial_prices,Industries chimiques,2000,1999,3,1999.166667,-142,False,135.1,4.906015
industrial_prices,Industries chimiques,2000,1999,4,1999.25,-141,False,135.2,4.906755
industrial_prices,Industries chimiques,2000,1999,5,1999.333333,-140,False,135.3,4.907495
industrial_prices,Industries chimiques,2000,1999,6,1999.416667,-139,False,135.4,4.908233
industrial_prices,Industries chimiques,2000,1999,7,1999.5,-138,False,136.4,4.915592
industrial_prices,Industries chimiques,2000,1999,8,1999.583333,-137,False,136.3,4.914858
industrial_prices,Industries chimiques,2000,1999,9,1999.666667,-136,False,136.3,4.914858
industrial_prices,Industries chimiques,2000,1999,10,1999.75,-135,False,136.8,4.91852
industrial_prices,Industries chimiques,2000,1999,11,1999.833333,-134,False,137.2,4.92144
industrial_prices,Industries chimiques,2000,1999,12,1999.916667,-133,False,137.4,4.922896
industrial_prices,Industries chimiques,2000,2000,1,2000.0,-132,False,136.3,4.914858
industrial_prices,Industries chimiques,2000,2000,2,2000.083333,-131,False,136.4,4.915592
industrial_prices,Industries chimiques,2000,2000,3,2000.166667,-130,False,136.4,4.915592
industrial_prices,Industries chimiques,2000,2000,4,2000.25,-129,False,136.4,4.915592
industrial_prices,Industries chimiques,2000,2000,5,2000.333333,-128,False,136.5,4.916325
industrial_prices,Industries chimiques,2000,2000,6,2000.416667,-127,False,136.2,4.914124
industrial_prices,Industries chimiques,2000,2000,7,2000.5,-126,False,136.3,4.914858
industrial_prices,Industries chimiques,2000,2000,8,2000.583333,-125,False,136.0,4.912655
industrial_prices,Industries chimiques,2000,2000,9,2000.666667,-124,False,136.3,4.914858
industrial_prices,Industries chimiques,2000,2000,10,2000.75,-123,False,136.2,4.914124
industrial_prices,Industries chimiques,2000,2000,11,2000.833333,-122,False,136.3,4.914858
industrial_prices,Industries chimiques,2000,2000,12,2000.916667,-121,False,136.2,4.914124
industrial_prices,Industries chimiques,2000,2001,1,2001.0,-120,False,136.1,4.91339
industrial_prices,Industries chimiques,2000,2001,2,2001.083333,-119,False,136.3,4.914858
industrial_prices,Industries chimiques,2000,2001,3,2001.166667,-118,False,139.7,4.939497
industrial_prices,Industries chimiques,2000,2001,4,2001.25,-117,False,139.8,4.940213
industrial_prices,Industries chimiques,2000,2001,5,2001.333333,-116,False,139.8,4.940213
industrial_prices,Industries chimiques,2000,2001,6,2001.416667,-115,False,139.9,4.940928
industrial_prices,Industries chimiques,2000,2001,7,2001.5,-114,False,139.9,4.940928
industrial_prices,Industries chimiques,2000,2001,8,2001.583333,-113,False,139.8,4.940213
industrial_prices,Industries chimiques,2000,2001,9,2001.666667,-112,False,139.8,4.940213
industrial_prices,Industries chimiques,2000,2001,10,2001.75,-111,False,139.7,4.939497
industrial_prices,Industries chimiques,2000,2001,11,2001.833333,-110,False,139.0,4.934474
industrial_prices,Industries chimiques,2000,2001,12,2001.916667,-109,False,139.0,4.934474
industrial_prices,Industries chimiques,2000,2002,1,2002.0,-108,False,139.0,4.934474
industrial_prices,Industries chimiques,2000,2002,2,2002.083333,-107,False,139.4,4.937347
industrial_prices,Industries chimiques,2000,2002,3,2002.166667,-106,False,139.4,4.937347
industrial_prices,Industries chimiques,2000,2002,4,2002.25,-105,False,139.5,4.938065
industrial_prices,Industries chimiques,2000,2002,5,2002.333333,-104,False,139.4,4.937347
industrial_prices,Industries chimiques,2000,2002,6,2002.416667,-103,False,139.6,4.938781
industrial_prices,Industries chimiques,2000,2002,7,2002.5,-102,False,140.1,4.942356
industrial_prices,Industries chimiques,2000,2002,8,2002.583333,-101,False,140.0,4.941642
industrial_prices,Industries chimiques,2000,2002,9,2002.666667,-100,False,140.1,4.942356
industrial_prices,Industries chimiques,2000,2002,10,2002.75,-99,False,140.0,4.941642
industrial_prices,Industries chimiques,2000,2002,11,2002.833333,-98,False,140.1,4.942356
industrial_prices,Industries chimiques,2000,2002,12,2002.916667,-97,False,139.9,4.940928
industrial_prices,Industries chimiques,2000,2004,1,2004.0,-84,False,110.5,4.705016
industrial_prices,Industries chimiques,2000,2004,2,2004.083333,-83,False,110.5,4.705016
industrial_prices,Industries chimiques,2000,2004,3,2004.166667,-82,False,110.4,4.70411
industrial_prices,Industries chimiques,2000,2004,4,2004.25,-81,False,110.7,4.706824
industrial_prices,Industries chimiques,2000,2004,5,2004.333333,-80,False,110.9,4.708629
industrial_prices,Industries chimiques,2000,2004,6,2004.416667,-79,False,110.8,4.707727
industrial_prices,Industries chimiques,2000,2004,7,2004.5,-78,False,111.3,4.712229
industrial_prices,Industries chimiques,2000,2004,8,2004.583333,-77,False,111.2,4.71133
industrial_prices,Industries chimiques,2000,2004,9,2004.666667,-76,False,111.2,4.71133
industrial_prices,Industries chimiques,2000,2004,10,2004.75,-75,False,111.8,4.716712
industrial_prices,Industries chimiques,2000,2004,11,2004.833333,-74,False,111.8,4.716712
industrial_prices,Industries chimiques,2000,2004,12,2004.916667,-73,False,111.8,4.716712
industrial_prices,Industries chimiques,2000,2005,1,2005.0,-72,False,112.2,4.720283
industrial_prices,Industries chimiques,2000,2005,2,2005.083333,-71,False,112.3,4.721174
industrial_prices,Industries chimiques,2000,2005,3,2005.166667,-70,False,112.4,4.722064
industrial_prices,Industries chimiques,2000,2005,4,2005.25,-69,False,114.6,4.741448
industrial_prices,Industries chimiques,2000,2005,5,2005.333333,-68,False,114.7,4.74232
industrial_prices,Industries chimiques,2000,2005,6,2005.416667,-67,False,114.9,4.744062
industrial_prices,Industries chimiques,2000,2005,7,2005.5,-66,False,115.1,4.745801
industrial_prices,Industries chimiques,2000,2005,8,2005.583333,-65,False,115.2,4.74667
industrial_prices,Industries chimiques,2000,2005,9,2005.666667,-64,False,115.2,4.74667
industrial_prices,Industries chimiques,2000,2005,10,2005.75,-63,False,115.7,4.751001
industrial_prices,Industries chimiques,2000,2005,11,2005.833333,-62,False,115.7,4.751001
industrial_prices,Industries chimiques,2000,2005,12,2005.916667,-61,False,116.0,4.75359
industrial_prices,Industries chimiques,2000,2006,1,2006.0,-60,False,117.1,4.763028
industrial_prices,Industries chimiques,2000,2006,2,2006.083333,-59,False,117.3,4.764735
industrial_prices,Industries chimiques,2000,2006,3,2006.166667,-58,False,117.3,4.764735
industrial_prices,Industries chimiques,2000,2006,4,2006.25,-57,False,117.3,4.764735
industrial_prices,Industries chimiques,2000,2006,5,2006.333333,-56,False,121.2,4.797442
industrial_prices,Industries chimiques,2000,2006,6,2006.416667,-55,False,121.6,4.800737
industrial_prices,Industries chimiques,2000,2006,7,2006.5,-54,False,121.8,4.80238
industrial_prices,Industries chimiques,2000,2006,8,2006.583333,-53,False,122.2,4.805659
industrial_prices,Industries chimiques,2000,2006,9,2006.666667,-52,False,122.3,4.806477
industrial_prices,Industries chimiques,2000,2006,10,2006.75,-51,False,122.5,4.808111
industrial_prices,Industries chimiques,2000,2006,11,2006.833333,-50,False,123.3,4.81462
industrial_prices,Industries chimiques,2000,2006,12,2006.916667,-49,False,123.2,4.813809
industrial_prices,Industries chimiques,2000,2007,1,2007.0,-48,False,123.5,4.816241
industrial_prices,Industries chimiques,2000,2007,2,2007.083333,-47,False,123.7,4.817859
industrial_prices,Industries chimiques,2000,2007,3,2007.166667,-46,False,124.1,4.821088
industrial_prices,Industries chimiques,2000,2007,4,2007.25,-45,False,124.1,4.821088
industrial_prices,Industries chimiques,2000,2007,5,2007.333333,-44,False,124.6,4.825109
industrial_prices,Industries chimiques,2000,2007,6,2007.416667,-43,False,125.8,4.834693
industrial_prices,Industries chimiques,2000,2007,7,2007.5,-42,False,125.8,4.834693
industrial_prices,Industries chimiques,2000,2007,8,2007.583333,-41,False,125.8,4.834693
industrial_prices,Industries chimiques,2000,2007,9,2007.666667,-40,False,126.4,4.839451
industrial_prices,Industries chimiques,2000,2007,10,2007.75,-39,False,127.2,4.845761
industrial_prices,Industries chimiques,2000,2007,11,2007.833333,-38,False,126.8,4.842611
industrial_prices,Industries chimiques,2000,2007,12,2007.916667,-37,False,126.5,4.840242
industrial_prices,Industries chimiques,2000,2008,1,2008.0,-36,False,128.4,4.85515
industrial_prices,Industries chimiques,2000,2008,2,2008.083333,-35,False,133.2,4.891852
industrial_prices,Industries chimiques,2000,2008,3,2008.166667,-34,False,139.0,4.934474
industrial_prices,Industries chimiques,2000,2008,4,2008.25,-33,False,140.8,4.94734
industrial_prices,Industries chimiques,2000,2008,5,2008.333333,-32,False,143.3,4.96494
industrial_prices,Industries chimiques,2000,2008,6,2008.416667,-31,False,149.0,5.003946
industrial_prices,Industries chimiques,2000,2008,7,2008.5,-30,False,151.2,5.018603
industrial_prices,Industries chimiques,2000,2008,8,2008.583333,-29,False,154.1,5.037602
industrial_prices,Industries chimiques,2000,2008,9,2008.666667,-28,False,154.0,5.036953
industrial_prices,Industries chimiques,2000,2008,10,2008.75,-27,False,151.5,5.020586
industrial_prices,Industries chimiques,2000,2008,11,2008.833333,-26,False,149.6,5.007965
industrial_prices,Industries chimiques,2000,2008,12,2008.916667,-25,False,146.3,4.985659
industrial_prices,Industries chimiques,2000,2009,1,2009.0,-24,False,147.0,4.990433
industrial_prices,Industries chimiques,2000,2009,2,2009.083333,-23,False,146.2,4.984976
industrial_prices,Industries chimiques,2000,2009,3,2009.166667,-22,False,147.9,4.996536
industrial_prices,Industries chimiques,2000,2009,4,2009.25,-21,False,146.0,4.983607
industrial_prices,Industries chimiques,2000,2009,5,2009.333333,-20,False,146.6,4.987708
industrial_prices,Industries chimiques,2000,2009,6,2009.416667,-19,False,146.5,4.987025
industrial_prices,Industries chimiques,2000,2009,7,2009.5,-18,False,146.1,4.984291
industrial_prices,Industries chimiques,2000,2009,8,2009.583333,-17,False,144.8,4.975353
industrial_prices,Industries chimiques,2000,2009,9,2009.666667,-16,False,144.9,4.976044
industrial_prices,Industries chimiques,2000,2009,10,2009.75,-15,False,145.3,4.978801
industrial_prices,Industries chimiques,2000,2009,11,2009.833333,-14,False,145.5,4.980176
industrial_prices,Industries chimiques,2000,2009,12,2009.916667,-13,False,145.5,4.980176
industrial_prices,Industries chimiques,2000,2010,1,2010.0,-12,False,146.5,4.987025
industrial_prices,Industries chimiques,2000,2010,2,2010.083333,-11,False,149.0,5.003946
industrial_prices,Industries chimiques,2000,2010,3,2010.166667,-10,False,149.7,5.008633
industrial_prices,Industries chimiques,2000,2010,4,2010.25,-9,False,152.4,5.026509
industrial_prices,Industries chimiques,2000,2010,5,2010.333333,-8,False,155.1,5.04407
industrial_prices,Industries chimiques,2000,2010,6,2010.416667,-7,False,155.4,5.046002
industrial_prices,Industries chimiques,2000,2010,7,2010.5,-6,False,155.8,5.048573
industrial_prices,Industries chimiques,2000,2010,8,2010.583333,-5,False,154.7,5.041488
industrial_prices,Industries chimiques,2000,2010,9,2010.666667,-4,False,155.7,5.047931
industrial_prices,Industries chimiques,2000,2010,10,2010.75,-3,False,155.3,5.045359
industrial_prices,Industries chimiques,2000,2010,11,2010.833333,-2,False,155.9,5.049215
industrial_prices,Industries chimiques,2000,2010,12,2010.916667,-1,False,155.9,5.049215
industrial_prices,Industries chimiques,2000,2011,1,2011.0,0,True,155.1,5.04407
industrial_prices,Industries chimiques,2000,2011,2,2011.083333,1,True,155.8,5.048573
industrial_prices,Industries chimiques,2000,2011,3,2011.166667,2,True,157.1,5.056883
industrial_prices,Industries chimiques,2000,2011,4,2011.25,3,True,161.1,5.082025
industrial_prices,Industries chimiques,2000,2011,5,2011.333333,4,True,161.8,5.086361
industrial_prices,Industries chimiques,2000,2011,6,2011.416667,5,True,161.9,5.086979
industrial_prices,Industries chimiques,2000,2011,7,2011.5,6,True,163.0,5.09375
industrial_prices,Industries chimiques,2000,2011,8,2011.583333,7,True,164.3,5.101694
industrial_prices,Industries chimiques,2000,2011,9,2011.666667,8,True,165.9,5.111385
industrial_prices,Industries chimiques,2000,2011,10,2011.75,9,True,167.8,5.122773
industrial_prices,Industries chimiques,2000,2011,11,2011.833333,10,True,168.4,5.126342
industrial_prices,Industries chimiques,2000,2011,12,2011.916667,11,True,169.4,5.132263
industrial_prices,Industries chimiques,2000,2012,1,2012.0,12,True,169.7,5.134032
industrial_prices,Industries chimiques,2000,2012,2,2012.083333,13,True,169.3,5.131672
industrial_prices,Industries chimiques,2000,2012,3,2012.166667,14,True,167.8,5.122773
industrial_prices,Industries chimiques,2000,2012,4,2012.25,15,True,167.4,5.120386
industrial_prices,Industries chimiques,2000,2012,5,2012.333333,16,True,167.5,5.120983
industrial_prices,Industries chimiques,2000,2012,6,2012.416667,17,True,167.7,5.122177
industrial_prices,Industries chimiques,2000,2012,7,2012.5,18,True,167.9,5.123369
industrial_prices,Industries chimiques,2000,2012,8,2012.583333,19,True,168.2,5.125154
industrial_prices,Industries chimiques,2000,2012,9,2012.666667,20,True,166.3,5.113793
industrial_prices,Industries chimiques,2000,2012,10,2012.75,21,True,167.0,5.117994
industrial_prices,Industries chimiques,2000,2012,11,2012.833333,22,True,167.6,5.12158
industrial_prices,Industries chimiques,2000,2012,12,2012.916667,23,True,167.3,5.119789
industrial_prices,Industries chimiques,2010,2010,1,2010.0,-12,False,89.5,4.494239
industrial_prices,Industries chimiques,2010,2010,2,2010.083333,-11,False,90.4,4.504244
industrial_prices,Industries chimiques,2010,2010,3,2010.166667,-10,False,93.7,4.540098
industrial_prices,Industries chimiques,2010,2010,4,2010.25,-9,False,96.4,4.568506
industrial_prices,Industries chimiques,2010,2010,5,2010.333333,-8,False,105.6,4.659658
industrial_prices,Industries chimiques,2010,2010,6,2010.416667,-7,False,106.3,4.666265
industrial_prices,Industries chimiques,2010,2010,7,2010.5,-6,False,105.1,4.654912
industrial_prices,Industries chimiques,2010,2010,8,2010.583333,-5,False,99.9,4.60417
industrial_prices,Industries chimiques,2010,2010,9,2010.666667,-4,False,103.9,4.643429
industrial_prices,Industries chimiques,2010,2010,10,2010.75,-3,False,101.9,4.623992
industrial_prices,Industries chimiques,2010,2010,11,2010.833333,-2,False,104.3,4.647271
industrial_prices,Industries chimiques,2010,2010,12,2010.916667,-1,False,103.4,4.638605
industrial_prices,Industries chimiques,2010,2011,1,2011.0,0,True,104.0,4.644391
industrial_prices,Industries chimiques,2010,2011,2,2011.083333,1,True,105.6,4.659658
industrial_prices,Industries chimiques,2010,2011,3,2011.166667,2,True,104.8,4.652054
industrial_prices,Industries chimiques,2010,2011,4,2011.25,3,True,114.4,4.739701
industrial_prices,Industries chimiques,2010,2011,5,2011.333333,4,True,114.8,4.743191
industrial_prices,Industries chimiques,2010,2011,6,2011.416667,5,True,115.9,4.752728
industrial_prices,Industries chimiques,2010,2011,7,2011.5,6,True,116.2,4.755313
industrial_prices,Industries chimiques,2010,2011,8,2011.583333,7,True,120.9,4.794964
industrial_prices,Industries chimiques,2010,2011,9,2011.666667,8,True,123.3,4.81462
industrial_prices,Industries chimiques,2010,2011,10,2011.75,9,True,124.9,4.827513
industrial_prices,Industries chimiques,2010,2011,11,2011.833333,10,True,124.8,4.826712
industrial_prices,Industries chimiques,2010,2011,12,2011.916667,11,True,126.8,4.842611
industrial_prices,Industries chimiques,2010,2012,1,2012.0,12,True,127.3,4.846547
industrial_prices,Industries chimiques,2010,2012,2,2012.083333,13,True,126.0,4.836282
industrial_prices,Industries chimiques,2010,2012,3,2012.166667,14,True,119.6,4.784153
industrial_prices,Industries chimiques,2010,2012,4,2012.25,15,True,119.7,4.784989
industrial_prices,Industries chimiques,2010,2012,5,2012.333333,16,True,122.8,4.810557
industrial_prices,Industries chimiques,2010,2012,6,2012.416667,17,True,128.9,4.859037
industrial_prices,Industries chimiques,2010,2012,7,2012.5,18,True,129.9,4.866765
industrial_prices,Industries chimiques,2010,2012,8,2012.583333,19,True,129.5,4.863681
industrial_prices,Industries chimiques,2010,2012,9,2012.666667,20,True,117.4,4.765587
industrial_prices,Industries chimiques,2010,2012,10,2012.75,21,True,115.6,4.750136
industrial_prices,Industries chimiques,2010,2012,11,2012.833333,22,True,117.2,4.763882
industrial_prices,Industries chimiques,2010,2012,12,2012.916667,23,True,116.6,4.758749
industrial_prices,Industries chimiques,2010,2013,1,2013.0,24,True,115.4,4.748404
industrial_prices,Industries chimiques,2010,2013,2,2013.083333,25,True,115.6,4.750136
industrial_prices,Industries chimiques,2010,2013,3,2013.166667,26,True,116.5,4.757891
industrial_prices,Industries chimiques,2010,2013,4,2013.25,27,True,118.1,4.771532
industrial_prices,Industries chimiques,2010,2013,5,2013.333333,28,True,118.5,4.774913
industrial_prices,Industries chimiques,2010,2013,6,2013.416667,29,True,118.0,4.770685
industrial_prices,Industries chimiques,2010,2013,7,2013.5,30,True,119.4,4.782479
industrial_prices,Industries chimiques,2010,2013,8,2013.583333,31,True,118.8,4.777441
industrial_prices,Industries chimiques,2010,2013,9,2013.666667,32,True,115.2,4.74667
industrial_prices,Industries chimiques,2010,2013,10,2013.75,33,True,114.9,4.744062
industrial_prices,Industries chimiques,2010,2013,11,2013.833333,34,True,113.4,4.730921
industrial_prices,Industries chimiques,2010,2013,12,2013.916667,35,True,112.5,4.722953
industrial_prices,Industries chimiques,2010,2014,1,2014.0,36,True,107.4,4.67656
industrial_prices,Industries chimiques,2010,2014,2,2014.083333,37,True,104.4,4.64823
industrial_prices,Industries chimiques,2010,2014,3,2014.166667,38,True,106.0,4.663439
industrial_prices,Industries chimiques,2010,2014,4,2014.25,39,True,109.2,4.693181
industrial_prices,Industries chimiques,2010,2014,5,2014.333333,40,True,113.4,4.730921
industrial_prices,Industries chimiques,2010,2014,6,2014.416667,41,True,113.0,4.727388
industrial_prices,Industries chimiques,2010,2014,7,2014.5,42,True,114.6,4.741448
industrial_prices,Industries chimiques,2010,2014,8,2014.583333,43,True,115.6,4.750136
industrial_prices,Industries chimiques,2010,2014,9,2014.666667,44,True,116.1,4.754452
industrial_prices,Industries chimiques,2010,2014,10,2014.75,45,True,123.1,4.812997
industrial_prices,Industries chimiques,2010,2014,11,2014.833333,46,True,123.6,4.817051
industrial_prices,Industries chimiques,2010,2014,12,2014.916667,47,True,126.0,4.836282
industrial_prices,Industries chimiques,2010,2015,1,2015.0,48,True,121.8,4.80238
industrial_prices,Industries chimiques,2010,2015,2,2015.083333,49,True,125.8,4.834693
industrial_prices,Industries chimiques,2010,2015,3,2015.166667,50,True,128.1,4.852811
industrial_prices,Industries chimiques,2010,2015,4,2015.25,51,True,131.0,4.875197
industrial_prices,Industries chimiques,2010,2015,5,2015.333333,52,True,129.9,4.866765
industrial_prices,Industries chimiques,2010,2015,6,2015.416667,53,True,130.9,4.874434
industrial_prices,Industries chimiques,2010,2015,7,2015.5,54,True,134.7,4.90305
industrial_prices,Industries chimiques,2010,2015,8,2015.583333,55,True,134.7,4.90305
industrial_prices,Industries chimiques,2010,2015,9,2015.666667,56,True,133.0,4.890349
industrial_prices,Industries chimiques,2010,2015,10,2015.75,57,True,134.1,4.898586
industrial_prices,Industries chimiques,2010,2015,11,2015.833333,58,True,135.6,4.909709
industrial_prices,Industries chimiques,2010,2015,12,2015.916667,59,True,135.5,4.908972
industrial_prices,Industries chimiques,2010,2016,1,2016.0,60,True,137.6,4.924351
industrial_prices,Industries chimiques,2010,2016,2,2016.083333,61,True,132.2,4.884316
industrial_prices,Industries chimiques,2010,2016,3,2016.166667,62,True,127.7,4.849684
industrial_prices,Industries chimiques,2010,2016,4,2016.25,63,True,130.5,4.871373
industrial_prices,Industries chimiques,2010,2016,5,2016.333333,64,True,126.6,4.841033
industrial_prices,Industries chimiques,2010,2016,6,2016.416667,65,True,131.9,4.882044
industrial_prices,Industries chimiques,2010,2016,7,2016.5,66,True,133.8,4.896346
industrial_prices,Industries chimiques,2010,2016,8,2016.583333,67,True,130.4,4.870607
industrial_prices,Industries chimiques,2010,2016,9,2016.666667,68,True,129.7,4.865224
industrial_prices,Industries chimiques,2010,2016,10,2016.75,69,True,127.4,4.847332
industrial_prices,Industries chimiques,2010,2016,11,2016.833333,70,True,128.1,4.852811
industrial_prices,Industries chimiques,2010,2016,12,2016.916667,71,True,126.1,4.837075
industrial_prices,Industries chimiques,2010,2017,1,2017.0,72,True,128.7,4.857484
industrial_prices,Industries chimiques,2010,2017,2,2017.083333,73,True,128.1,4.852811
industrial_prices,Industries chimiques,2010,2017,3,2017.166667,74,True,127.0,4.844187
industrial_prices,Industries chimiques,2010,2017,4,2017.25,75,True,128.7,4.857484
industrial_prices,Industries chimiques,2010,2017,5,2017.333333,76,True,130.1,4.868303
industrial_prices,Industries chimiques,2010,2017,6,2017.416667,77,True,130.1,4.868303
industrial_prices,Industries chimiques,2010,2017,7,2017.5,78,True,129.1,4.860587
industrial_prices,Industries chimiques,2010,2017,8,2017.583333,79,True,127.9,4.851249
industrial_prices,Industries chimiques,2010,2017,9,2017.666667,80,True,128.7,4.857484
industrial_prices,Industries chimiques,2010,2017,10,2017.75,81,True,130.2,4.869072
industrial_prices,Industries chimiques,2010,2017,11,2017.833333,82,True,129.2,4.861362
industrial_prices,Industries chimiques,2010,2017,12,2017.916667,83,True,129.7,4.865224
industrial_prices,Industries chimiques,2010,2018,1,2018.0,84,True,131.9,4.882044
industrial_prices,Industries chimiques,2010,2018,2,2018.083333,85,True,132.1,4.883559
industrial_prices,Industries chimiques,2010,2018,3,2018.166667,86,True,134.3,4.900076
industrial_prices,Industries chimiques,2010,2018,4,2018.25,87,True,136.1,4.91339
industrial_prices,Industries chimiques,2010,2018,5,2018.333333,88,True,141.6,4.953006
industrial_prices,Industries chimiques,2010,2018,6,2018.416667,89,True,148.5,5.000585
industrial_prices,Industries chimiques,2010,2018,7,2018.5,90,True,156.2,5.051137
industrial_prices,Industries chimiques,2010,2018,8,2018.583333,91,True,156.7,5.054333
industrial_prices,Industries chimiques,2010,2018,9,2018.666667,92,True,159.5,5.072044
industrial_prices,Industries chimiques,2010,2018,10,2018.75,93,True,160.8,5.080161
industrial_prices,Industries chimiques,2010,2018,11,2018.833333,94,True,161.9,5.086979
industrial_prices,Industries chimiques,2010,2018,12,2018.916667,95,True,160.6,5.078917
industrial_prices,Industries chimiques,2010,2019,1,2019.0,96,True,162.4,5.090062
industrial_prices,Industries chimiques,2010,2019,2,2019.083333,97,True,165.2,5.107157
industrial_prices,Industries chimiques,2010,2019,3,2019.166667,98,True,165.0,5.105945
industrial_prices,Industries chimiques,2010,2019,4,2019.25,99,True,163.9,5.099256
industrial_prices,Industries chimiques,2010,2019,5,2019.333333,100,True,163.0,5.09375
industrial_prices,Industries chimiques,2010,2019,6,2019.416667,101,True,161.0,5.081404
industrial_prices,Industries chimiques,2010,2019,7,2019.5,102,True,151.7,5.021905
industrial_prices,Industries chimiques,2010,2019,8,2019.583333,103,True,152.4,5.026509
industrial_prices,Industries chimiques,2010,2019,9,2019.666667,104,True,155.1,5.04407
industrial_prices,Industries chimiques,2010,2019,10,2019.75,105,True,155.7,5.047931
industrial_prices,Industries chimiques,2010,2019,11,2019.833333,106,True,157.0,5.056246
industrial_prices,Industries chimiques,2010,2019,12,2019.916667,107,True,155.0,5.043425
industrial_prices,Industries chimiques,2010,2020,1,2020.0,108,True,149.5,5.007296
industrial_prices,Industries chimiques,2010,2020,2,2020.083333,109,True,146.4,4.986343
industrial_prices,Industries chimiques,2010,2020,3,2020.166667,110,True,141.6,4.953006
industrial_prices,Industries chimiques,2010,2020,4,2020.25,111,True,141.7,4.953712
industrial_prices,Industries chimiques,2010,2020,5,2020.333333,112,True,141.7,4.953712
industrial_prices,Industries chimiques,2010,2020,6,2020.416667,113,True,141.8,4.954418
industrial_prices,Industries chimiques,2010,2020,7,2020.5,114,True,147.8,4.99586
industrial_prices,Industries chimiques,2010,2020,8,2020.583333,115,True,144.2,4.971201
industrial_prices,Industries chimiques,2010,2020,9,2020.666667,116,True,145.3,4.978801
industrial_prices,Industries chimiques,2010,2020,10,2020.75,117,True,155.0,5.043425
industrial_prices,Industries chimiques,2010,2020,11,2020.833333,118,True,155.4,5.046002
industrial_prices,Industries chimiques,2010,2020,12,2020.916667,119,True,151.2,5.018603
industrial_prices,Industries chimiques,2010,2021,1,2021.0,120,True,163.7,5.098035
industrial_prices,Industries chimiques,2010,2021,2,2021.083333,121,True,165.8,5.110782
industrial_prices,Industries chimiques,2010,2021,3,2021.166667,122,True,165.1,5.106551
industrial_prices,Industries chimiques,2010,2021,4,2021.25,123,True,183.4,5.21167
industrial_prices,Industries chimiques,2010,2021,5,2021.333333,124,True,188.9,5.241218
industrial_prices,Industries chimiques,2010,2021,6,2021.416667,125,True,191.5,5.254888
industrial_prices,Industries chimiques,2010,2021,7,2021.5,126,True,214.8,5.369707
industrial_prices,Industries chimiques,2010,2021,8,2021.583333,127,True,197.5,5.285739
industrial_prices,Industries chimiques,2010,2021,9,2021.666667,128,True,197.5,5.285739
industrial_prices,Industries chimiques,2010,2021,10,2021.75,129,True,197.8,5.287256
industrial_prices,Industries chimiques,2010,2021,11,2021.833333,130,True,201.1,5.303802
industrial_prices,Industries chimiques,2010,2021,12,2021.916667,131,True,198.6,5.291293
industrial_prices,Industries chimiques,2010,2022,1,2022.0,132,True,208.0,5.337538
industrial_prices,Industries chimiques,2010,2022,2,2022.083333,133,True,204.4,5.320079
