series,group,base_year,year,month,t,running,treated,value,log_value
cpi_general,all items,2005,2011,3,2011.166667,2,True,124.1,4.821088
cpi_general,all items,2005,2011,4,2011.25,3,True,124.8,4.826712
cpi_general,all items,2005,2011,5,2011.333333,4,True,125.2,4.829912
cpi_general,all items,2005,2011,6,2011.416667,5,True,125.7,4.833898
cpi_general,all items,2005,2011,7,2011.5,6,True,126.3,4.83866
cpi_general,all items,2005,2011,8,2011.583333,7,True,126.9,4.843399
cpi_general,all items,2005,2011,9,2011.666667,8,True,127.7,4.849684
cpi_general,all items,2005,2011,10,2011.75,9,True,129.2,4.861362
cpi_general,all items,2005,2011,11,2011.833333,10,True,129.7,4.865224
cpi_general,all items,2005,2011,12,2011.916667,11,True,129.9,4.866765
cpi_general,all items,2005,2012,1,2012.0,12,True,130.8,4.873669
cpi_general,all items,2005,2012,2,2012.083333,13,True,131.0,4.875197
cpi_general,all items,2005,2012,3,2012.166667,14,True,130.8,4.873669
cpi_general,all items,2005,2012,4,2012.25,15,True,132.0,4.882802
cpi_general,all items,2005,2012,5,2012.333333,16,True,132.2,4.884316
cpi_general,all items,2005,2012,6,2012.416667,17,True,132.5,4.886583
cpi_general,all items,2005,2012,7,2012.5,18,True,133.4,4.893352
cpi_general,all items,2005,2012,8,2012.583333,19,True,134.1,4.898586
cpi_general,all items,2005,2012,9,2012.666667,20,True,135.0,4.905275
cpi_general,all items,2005,2012,10,2012.75,21,True,136.1,4.91339
cpi_general,all items,2005,2012,11,2012.833333,22,True,136.9,4.919251
cpi_general,all items,2005,2012,12,2012.916667,23,True,137.6,4.924351
industrial_prices,Energie,2000,1998,1,1998.0,-156,False,111.3,4.712229
industrial_prices,Energie,2000,1998,2,1998.083333,-155,False,111.3,4.712229
industrial_prices,Energie,2000,1998,3,1998.166667,-154,False,111.3,4.712229
industrial_prices,Energie,2000,1998,4,1998.25,-153,False,111.3,4.712229
industrial_prices,Energie,2000,1998,5,1998.333333,-152,False,114.1,4.737075
industrial_prices,Energie,2000,1998,6,1998.416667,-151,False,115.4,4.748404
industrial_prices,Energie,2000,1998,7,1998.5,-150,False,115.4,4.748404
industrial_prices,Energie,2000,1998,8,1998.583333,-149,False,115.4,4.748404
industrial_prices,Energie,2000,1998,9,1998.666667,-148,False,115.4,4.748404
industrial_prices,Energie,2000,1998,10,1998.75,-147,False,115.4,4.748404
industrial_prices,Energie,2000,1998,11,1998.833333,-146,False,115.4,4.748404
industrial_prices,Energie,2000,1998,12,1998.916667,-145,False,115.4,4.748404
industrial_prices,Energie,2000,1999,1,1999.0,-144,False,115.9,4.752728
industrial_prices,Energie,2000,1999,2,1999.083333,-143,False,115.9,4.752728
industrial_prices,Energie,2000,1999,3,1999.166667,-142,False,115.9,4.752728
industrial_prices,Energie,2000,1999,4,1999.25,-141,False,115.9,4.752728
industrial_prices,Energie,2000,1999,5,1999.333333,-140,False,115.9,4.752728
industrial_prices,Energie,2000,1999,6,1999.416667,-139,False,115.9,4.752728
industrial_prices,Energie,2000,1999,7,1999.5,-138,False,115.9,4.752728
industrial_prices,Energie,2000,1999,8,1999.583333,-137,False,115.9,4.752728
industrial_prices,Energie,2000,1999,9,1999.666667,-136,False,115.9,4.752728
industrial_prices,Energie,2000,1999,10,1999.75,-135,False,115.9,4.752728
industrial_prices,Energie,2000,1999,11,1999.833333,-134,False,115.9,4.752728
industrial_prices,Energie,2000,1999,12,1999.916667,-133,False,116.0,4.75359
industrial_prices,Energie,2000,2000,1,2000.0,-132,False,116.0,4.75359
industrial_prices,Energie,2000,2000,2,2000.083333,-131,False,116.0,4.75359
industrial_prices,Energie,2000,2000,3,2000.166667,-130,False,122.1,4.80484
industrial_prices,Energie,2000,2000,4,2000.25,-129,False,122.1,4.80484
industrial_prices,Energie,2000,2000,5,2000.333333,-128,False,122.1,4.80484
industrial_prices,Energie,2000,2000,6,2000.416667,-127,False,122.1,4.80484
industrial_prices,Energie,2000,2000,7,2000.5,-126,False,122.1,4.80484
industrial_prices,Energie,2000,2000,8,2000.583333,-125,False,123.9,4.819475
industrial_prices,Energie,2000,2000,9,2000.666667,-124,False,125.7,4.833898
industrial_prices,Energie,2000,2000,10,2000.75,-123,False,125.7,4.833898
industrial_prices,Energie,2000,2000,11,2000.833333,-122,False,125.7,4.833898
industrial_prices,Energie,2000,2000,12,2000.916667,-121,False,125.7,4.833898
industrial_prices,Energie,2000,2005,1,2005.0,-72,False,120.8,4.794136
industrial_prices,Energie,2000,2005,2,2005.083333,-71,False,123.0,4.812184
industrial_prices,Energie,2000,2005,3,2005.166667,-70,False,123.0,4.812184
industrial_prices,Energie,2000,2005,4,2005.25,-69,False,123.0,4.812184
industrial_prices,Energie,2000,2005,5,2005.333333,-68,False,126.1,4.837075
industrial_prices,Energie,2000,2005,6,2005.416667,-67,False,130.6,4.872139
industrial_prices,Energie,2000,2005,7,2005.5,-66,False,130.9,4.874434
industrial_prices,Energie,2000,2005,8,2005.583333,-65,False,130.9,4.874434
industrial_prices,Energie,2000,2005,9,2005.666667,-64,False,138.4,4.930148
industrial_prices,Energie,2000,2005,10,2005.75,-63,False,138.4,4.930148
industrial_prices,Energie,2000,2005,11,2005.833333,-62,False,138.4,4.930148
industrial_prices,Energie,2000,2005,12,2005.916667,-61,False,138.4,4.930148
industrial_prices,Energie,2000,2006,1,2006.0,-60,False,143.7,4.967728
industrial_prices,Energie,2000,2006,2,2006.083333,-59,False,146.3,4.985659
industrial_prices,Energie,2000,2006,3,2006.166667,-58,False,146.3,4.985659
industrial_prices,Energie,2000,2006,4,2006.25,-57,False,151.6,5.021245
industrial_prices,Energie,2000,2006,5,2006.333333,-56,False,151.6,5.021245
industrial_prices,Energie,2000,2006,6,2006.416667,-55,False,151.6,5.021245
industrial_prices,Energie,2000,2006,7,2006.5,-54,False,156.6,5.053695
industrial_prices,Energie,2000,2006,8,2006.583333,-53,False,156.6,5.053695
industrial_prices,Energie,2000,2006,9,2006.666667,-52,False,156.6,5.053695
industrial_prices,Energie,2000,2006,10,2006.75,-51,False,156.6,5.053695
industrial_prices,Energie,2000,2006,11,2006.833333,-50,False,156.6,5.053695
industrial_prices,Energie,2000,2006,12,2006.916667,-49,False,156.6,5.053695
industrial_prices,Energie,2000,2007,1,2007.0,-48,False,156.6,5.053695
industrial_prices,Energie,2000,2007,2,2007.083333,-47,False,156.6,5.053695
industrial_prices,Energie,2000,2007,3,2007.166667,-46,False,156.6,5.053695
industrial_prices,Energie,2000,2007,4,2007.25,-45,False,156.6,5.053695
industrial_prices,Energie,2000,2007,5,2007.333333,-44,False,162.0,5.087596
industrial_prices,Energie,2000,2007,6,2007.416667,-43,False,162.0,5.087596
industrial_prices,Energie,2000,2007,7,2007.5,-42,False,166.9,5.117395
industrial_prices,Energie,2000,2007,8,2007.583333,-41,False,166.9,5.117395
industrial_prices,Energie,2000,2007,9,2007.666667,-40,False,166.9,5.117395
industrial_prices,Energie,2000,2007,10,2007.75,-39,False,171.7,5.145749
industrial_prices,Energie,2000,2007,11,2007.833333,-38,False,171.7,5.145749
industrial_prices,Energie,2000,2007,12,2007.916667,-37,False,171.7,5.145749
industrial_prices,Energie,2000,2008,1,2008.0,-36,False,171.7,5.145749
industrial_prices,Energie,2000,2008,2,2008.083333,-35,False,176.4,5.172754
industrial_prices,Energie,2000,2008,3,2008.166667,-34,False,181.5,5.201256
industrial_prices,Energie,2000,2008,4,2008.25,-33,False,187.7,5.234845
industrial_prices,Energie,2000,2008,5,2008.333333,-32,False,187.7,5.234845
industrial_prices,Energie,2000,2008,6,2008.416667,-31,False,187.7,5.234845
industrial_prices,Energie,2000,2008,7,2008.5,-30,False,195.6,5.276072
industrial_prices,Energie,2000,2008,8,2008.583333,-29,False,195.6,5.276072
industrial_prices,Energie,2000,2008,9,2008.666667,-28,False,200.8,5.302309
industrial_prices,Energie,2000,2008,10,2008.75,-27,False,200.8,5.302309
industrial_prices,Energie,2000,2008,11,2008.833333,-26,False,200.8,5.302309
industrial_prices,Energie,2000,2008,12,2008.916667,-25,False,200.8,5.302309
industrial_prices,Energie,2000,2009,1,2009.0,-24,False,195.1,5.273512
industrial_prices,Energie,2000,2009,2,2009.083333,-23,False,195.1,5.273512
industrial_prices,Energie,2000,2009,3,2009.166667,-22,False,195.1,5.273512
industrial_prices,Energie,2000,2009,4,2009.25,-21,False,195.0,5.273
industrial_prices,Energie,2000,2009,5,2009.333333,-20,False,195.0,5.273
industrial_prices,Energie,2000,2009,6,2009.416667,-19,False,195.0,5.273
industrial_prices,Energie,2000,2009,7,2009.5,-18,False,198.0,5.288267
industrial_prices,Energie,2000,2009,8,2009.583333,-17,False,198.0,5.288267
industrial_prices,Energie,2000,2009,9,2009.666667,-16,False,198.0,5.288267
industrial_prices,Energie,2000,2009,10,2009.75,-15,False,198.0,5.288267
industrial_prices,Energie,2000,2009,11,2009.833333,-14,False,198.0,5.288267
industrial_prices,Energie,2000,2009,12,2009.916667,-13,False,198.0,5.288267
industrial_prices,Energie,2000,2010,1,2010.0,-12,False,198.0,5.288267
industrial_prices,Energie,2000,2010,2,2010.083333,-11,False,201.3,5.304796
industrial_prices,Energie,2000,2010,3,2010.166667,-10,False,201.3,5.304796
industrial_prices,Energie,2000,2010,4,2010.25,-9,False,201.3,5.304796
industrial_prices,Energie,2000,2010,5,2010.333333,-8,False,201.3,5.304796
industrial_prices,Energie,2000,2010,6,2010.416667,-7,False,209.8,5.346155
industrial_prices,Energie,2000,2010,7,2010.5,-6,False,210.3,5.348535
industrial_prices,Energie,2000,2010,8,2010.583333,-5,False,210.3,5.348535
industrial_prices,Energie,2000,2010,9,2010.666667,-4,False,210.3,5.348535
industrial_prices,Energie,2000,2010,10,2010.75,-3,False,210.3,5.348535
industrial_prices,Energie,2000,2010,11,2010.833333,-2,False,210.3,5.348535
industrial_prices,Energie,2000,2010,12,2010.916667,-1,False,213.8,5.365041
industrial_prices,Energie,2000,2011,1,2011.0,0,True,213.8,5.365041
industrial_prices,Energie,2000,2011,2,2011.083333,1,True,213.8,5.365041
industrial_prices,Energie,2000,2011,3,2011.166667,2,True,213.8,5.365041
industrial_prices,Energie,2000,2011,4,2011.25,3,True,213.1,5.361762
industrial_prices,Energie,2000,2011,5,2011.333333,4,True,213.1,5.361762
industrial_prices,Energie,2000,2011,6,2011.416667,5,True,213.1,5.361762
industrial_prices,Energie,2000,2011,7,2011.5,6,True,213.1,5.361762
industrial_prices,Energie,2000,2011,8,2011.583333,7,True,213.1,5.361762
industrial_prices,Energie,2000,2011,9,2011.666667,8,True,213.1,5.361762
industrial_prices,Energie,2000,2011,10,2011.75,9,True,213.1,5.361762
industrial_prices,Energie,2000,2011,11,2011.833333,10,True,213.1,5.361762
industrial_prices,Energie,2000,2011,12,2011.916667,11,True,213.1,5.361762
industrial_prices,Energie,2000,2012,1,2012.0,12,True,213.1,5.361762
industrial_prices,Energie,2000,2012,2,2012.083333,13,True,213.1,5.361762
industrial_prices,Energie,2000,2012,3,2012.166667,14,True,213.1,5.361762
industrial_prices,Energie,2000,2012,4,2012.25,15,True,213.1,5.361762
industrial_prices,Energie,2000,2012,5,2012.333333,16,True,213.1,5.361762
industrial_prices,Energie,2000,2012,6,2012.416667,17,True,213.1,5.361762
industrial_prices,Energie,2000,2012,7,2012.5,18,True,213.1,5.361762
industrial_prices,Energie,2000,2012,8,2012.583333,19,True,213.1,5.361762
industrial_prices,Energie,2000,2012,9,2012.666667,20,True,216.5,5.377591
industrial_prices,Energie,2000,2012,10,2012.75,21,True,216.5,5.377591
industrial_prices,Energie,2000,2012,11,2012.833333,22,True,216.5,5.377591
industrial_prices,Energie,2000,2012,12,2012.916667,23,True,216.5,5.377591
industrial_prices,Energie,2010,2010,1,2010.0,-12,False,96.1,4.565389
industrial_prices,Energie,2010,2010,2,2010.083333,-11,False,97.6,4.580877
industrial_prices,Energie,2010,2010,3,2010.166667,-10,False,97.9,4.583947
industrial_prices,Energie,2010,2010,4,2010.25,-9,False,98.4,4.589041
industrial_prices,Energie,2010,2010,5,2010.333333,-8,False,99.9,4.60417
industrial_prices,Energie,2010,2010,6,2010.416667,-7,False,101.5,4.620059
industrial_prices,Energie,2010,2010,7,2010.5,-6,False,100.8,4.613138
industrial_prices,Energie,2010,2010,8,2010.583333,-5,False,100.8,4.613138
industrial_prices,Energie,2010,2010,9,2010.666667,-4,False,100.6,4.611152
industrial_prices,Energie,2010,2010,10,2010.75,-3,False,101.4,4.619073
industrial_prices,Energie,2010,2010,11,2010.833333,-2,False,101.8,4.62301
industrial_prices,Energie,2010,2010,12,2010.916667,-1,False,103.1,4.635699
industrial_prices,Energie,2010,2011,1,2011.0,0,True,102.9,4.633758
industrial_prices,Energie,2010,2011,2,2011.083333,1,True,102.4,4.628887
industrial_prices,Energie,2010,2011,3,2011.166667,2,True,101.9,4.623992
industrial_prices,Energie,2010,2011,4,2011.25,3,True,101.1,4.61611
industrial_prices,Energie,2010,2011,5,2011.333333,4,True,101.3,4.618086
industrial_prices,Energie,2010,2011,6,2011.416667,5,True,101.1,4.61611
industrial_prices,Energie,2010,2011,7,2011.5,6,True,101.3,4.618086
industrial_prices,Energie,2010,2011,8,2011.583333,7,True,101.2,4.617099
industrial_prices,Energie,2010,2011,9,2011.666667,8,True,102.3,4.62791
industrial_prices,Energie,2010,2011,10,2011.75,9,True,102.5,4.629863
industrial_prices,Energie,2010,2011,11,2011.833333,10,True,103.1,4.635699
industrial_prices,Energie,2010,2011,12,2011.916667,11,True,103.9,4.643429
industrial_prices,Energie,2010,2012,1,2012.0,12,True,104.6,4.650144
industrial_prices,Energie,2010,2012,2,2012.083333,13,True,104.4,4.64823
industrial_prices,Energie,2010,2012,3,2012.166667,14,True,104.5,4.649187
industrial_prices,Energie,2010,2012,4,2012.25,15,True,103.8,4.642466
industrial_prices,Energie,2010,2012,5,2012.333333,16,True,105.0,4.65396
industrial_prices,Energie,2010,2012,6,2012.416667,17,True,105.5,4.658711
industrial_prices,Energie,2010,2012,7,2012.5,18,True,106.0,4.663439
industrial_prices,Energie,2010,2012,8,2012.583333,19,True,106.0,4.663439
industrial_prices,Energie,2010,2012,9,2012.666667,20,True,105.7,4.660605
industrial_prices,Energie,2010,2012,10,2012.75,21,True,106.5,4.668145
industrial_prices,Energie,2010,2012,11,2012.833333,22,True,106.9,4.671894
industrial_prices,Energie,2010,2012,12,2012.916667,23,True,106.4,4.667206
industrial_prices,Energie,2010,2013,1,2013.0,24,True,106.3,4.666265
industrial_prices,Energie,2010,2013,2,2013.083333,25,True,108.5,4.68675
industrial_prices,Energie,2010,2013,3,2013.166667,26,True,112.4,4.722064
industrial_prices,Energie,2010,2013,4,2013.25,27,True,112.9,4.726502
industrial_prices,Energie,2010,2013,5,2013.333333,28,True,113.8,4.734443
industrial_prices,Energie,2010,2013,6,2013.416667,29,True,113.6,4.732684
industrial_prices,Energie,2010,2013,7,2013.5,30,True,114.3,4.738827
industrial_prices,Energie,2010,2013,8,2013.583333,31,True,114.0,4.736198
industrial_prices,Energie,2010,2013,9,2013.666667,32,True,114.1,4.737075
industrial_prices,Energie,2010,2013,10,2013.75,33,True,113.9,4.735321
industrial_prices,Energie,2010,2013,11,2013.833333,34,True,114.5,4.740575
industrial_prices,Energie,2010,2013,12,2013.916667,35,True,114.7,4.74232
industrial_prices,Energie,2010,2014,1,2014.0,36,True,117.9,4.769837
industrial_prices,Energie,2010,2014,2,2014.083333,37,True,116.7,4.759607
industrial_prices,Energie,2010,2014,3,2014.166667,38,True,116.4,4.757033
industrial_prices,Energie,2010,2014,4,2014.25,39,True,116.7,4.759607
industrial_prices,Energie,2010,2014,5,2014.333333,40,True,120.8,4.794136
industrial_prices,Energie,2010,2014,6,2014.416667,41,True,121.8,4.80238
industrial_prices,Energie,2010,2014,7,2014.5,42,True,123.3,4.81462
industrial_prices,Energie,2010,2014,8,2014.583333,43,True,123.7,4.817859
industrial_prices,Energie,2010,2014,9,2014.666667,44,True,124.8,4.826712
industrial_prices,Energie,2010,2014,10,2014.75,45,True,125.5,4.832306
industrial_prices,Energie,2010,2014,11,2014.833333,46,True,126.3,4.83866
industrial_prices,Energie,2010,2014,12,2014.916667,47,True,126.8,4.842611
industrial_prices,Energie,2010,2015,1,2015.0,48,True,128.1,4.852811
industrial_prices,Energie,2010,2015,2,2015.083333,49,True,128.5,4.855929
industrial_prices,Energie,2010,2015,3,2015.166667,50,True,129.2,4.861362
industrial_prices,Energie,2010,2015,4,2015.25,51,True,129.1,4.860587
industrial_prices,Energie,2010,2015,5,2015.333333,52,True,128.6,4.856707
industrial_prices,Energie,2010,2015,6,2015.416667,53,True,128.8,4.858261
industrial_prices,Energie,2010,2015,7,2015.5,54,True,129.4,4.862908
industrial_prices,Energie,2010,2015,8,2015.583333,55,True,129.1,4.860587
industrial_prices,Energie,2010,2015,9,2015.666667,56,True,129.2,4.861362
industrial_prices,Energie,2010,2015,10,2015.75,57,True,129.5,4.863681
industrial_prices,Energie,2010,2015,11,2015.833333,58,True,131.0,4.875197
industrial_prices,Energie,2010,2015,12,2015.916667,59,True,131.2,4.876723
industrial_prices,Energie,2010,2016,1,2016.0,60,True,131.5,4.879007
industrial_prices,Energie,2010,2016,2,2016.083333,61,True,131.0,4.875197
industrial_prices,Energie,2010,2016,3,2016.166667,62,True,131.2,4.876723
industrial_prices,Energie,2010,2016,4,2016.25,63,True,130.7,4.872905
industrial_prices,Energie,2010,2016,5,2016.333333,64,True,129.3,4.862135
industrial_prices,Energie,2010,2016,6,2016.416667,65,True,132.7,4.888091
industrial_prices,Energie,2010,2016,7,2016.5,66,True,134.1,4.898586
industrial_prices,Energie,2010,2016,8,2016.583333,67,True,133.7,4.895598
industrial_prices,Energie,2010,2016,9,2016.666667,68,True,133.8,4.896346
industrial_prices,Energie,2010,2016,10,2016.75,69,True,134.6,4.902307
industrial_prices,Energie,2010,2016,11,2016.833333,70,True,135.4,4.908233
industrial_prices,Energie,2010,2016,12,2016.916667,71,True,136.5,4.916325
industrial_prices,Energie,2010,2017,1,2017.0,72,True,139.2,4.935912
industrial_prices,Energie,2010,2017,2,2017.083333,73,True,138.4,4.930148
industrial_prices,Energie,2010,2017,3,2017.166667,74,True,138.7,4.932313
industrial_prices,Energie,2010,2017,4,2017.25,75,True,140.3,4.943783
industrial_prices,Energie,2010,2017,5,2017.333333,76,True,142.3,4.957938
industrial_prices,Energie,2010,2017,6,2017.416667,77,True,142.2,4.957235
industrial_prices,Energie,2010,2017,7,2017.5,78,True,145.2,4.978112
industrial_prices,Energie,2010,2017,8,2017.583333,79,True,144.9,4.976044
industrial_prices,Energie,2010,2017,9,2017.666667,80,True,144.6,4.973971
industrial_prices,Energie,2010,2017,10,2017.75,81,True,145.5,4.980176
industrial_prices,Energie,2010,2017,11,2017.833333,82,True,145.8,4.982236
industrial_prices,Energie,2010,2017,12,2017.916667,83,True,146.2,4.984976
industrial_prices,Energie,2010,2018,1,2018.0,84,True,146.2,4.984976
industrial_prices,Energie,2010,2018,2,2018.083333,85,True,145.3,4.978801
industrial_prices,Energie,2010,2018,3,2018.166667,86,True,145.3,4.978801
industrial_prices,Energie,2010,2018,4,2018.25,87,True,145.3,4.978801
industrial_prices,Energie,2010,2018,5,2018.333333,88,True,146.3,4.985659
industrial_prices,Energie,2010,2018,6,2018.416667,89,True,147.3,4.992471
industrial_prices,Energie,2010,2018,7,2018.5,90,True,147.3,4.992471
industrial_prices,Energie,2010,2018,8,2018.583333,91,True,148.3,4.999237
industrial_prices,Energie,2010,2018,9,2018.666667,92,True,149.3,5.005958
industrial_prices,Energie,2010,2018,10,2018.75,93,True,150.3,5.012633
industrial_prices,Energie,2010,2018,11,2018.833333,94,True,151.3,5.019265
industrial_prices,Energie,2010,2018,12,2018.916667,95,True,152.3,5.025852
industrial_prices,Energie,2010,2019,1,2019.0,96,True,153.3,5.032397
industrial_prices,Energie,2010,2019,2,2019.083333,97,True,154.3,5.038899
industrial_prices,Energie,2010,2019,3,2019.166667,98,True,155.3,5.045359
industrial_prices,Energie,2010,2019,4,2019.25,99,True,156.3,5.051777
industrial_prices,Energie,2010,2019,5,2019.333333,100,True,157.3,5.058155
industrial_prices,Energie,2010,2019,6,2019.416667,101,True,159.6,5.072671
industrial_prices,Energie,2010,2019,7,2019.5,102,True,159.3,5.070789
industrial_prices,Energie,2010,2019,8,2019.583333,103,True,160.3,5.077047
industrial_prices,Energie,2010,2019,9,2019.666667,104,True,160.3,5.077047
industrial_prices,Energie,2010,2019,10,2019.75,105,True,161.7,5.085743
industrial_prices,Energie,2010,2019,11,2019.833333,106,True,161.6,5.085124
industrial_prices,Energie,2010,2019,12,2019.916667,107,True,161.6,5.085124
industrial_prices,Energie,2010,2020,1,2020.0,108,True,160.3,5.077047
industrial_prices,Energie,2010,2020,2,2020.083333,109,True,160.3,5.077047
industrial_prices,Energie,2010,2020,3,2020.166667,110,True,160.3,5.077047
industrial_prices,Energie,2010,2020,4,2020.25,111,True,160.1,5.075799
industrial_prices,Energie,2010,2020,5,2020.333333,112,True,160.0,5.075174
industrial_prices,Energie,2010,2020,6,2020.416667,113,True,162.1,5.088213
industrial_prices,Energie,2010,2020,7,2020.5,114,True,162.2,5.08883
industrial_prices,Energie,2010,2020,8,2020.583333,115,True,162.2,5.08883
industrial_prices,Energie,2010,2020,9,2020.666667,116,True,161.9,5.086979
industrial_prices,Energie,2010,2020,10,2020.75,117,True,161.9,5.086979
