indicator,year,governorate,breakdown,summed,printed,gap,reason
population_by_age,2007,Sfax,80+,,,0.20000000000000107,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sfax,00-04,,,0.5999999999999943,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sfax,05-09,,,0.29999999999999716,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sfax,10-14,,,0.6000000000000085,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sfax,15-19,,,0.9000000000000057,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sfax,25-29,,,0.7999999999999972,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sfax,30-34,,,1.2999999999999972,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sfax,35-39,,,0.7000000000000028,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sfax,40-44,,,0.20000000000000284,men plus women do not make the figure printed for both sexes
population_by_age,2009,Sfax,45-49,,,7.0,men plus women do not make the figure printed for both sexes
population_by_age,2009,Sfax,50-54,,,2.700000000000003,men plus women do not make the figure printed for both sexes
population_by_age,2009,Sfax,55-59,,,0.3999999999999986,men plus women do not make the figure printed for both sexes
population_by_age,2009,Sfax,60-64,,,2.3000000000000007,men plus women do not make the figure printed for both sexes
population_by_age,2009,Sfax,65-69,,,1.3000000000000007,men plus women do not make the figure printed for both sexes
population_by_age,2009,Sfax,70-74,,,0.3999999999999986,men plus women do not make the figure printed for both sexes
population_by_age,2009,Sfax,75-79,,,0.8000000000000007,men plus women do not make the figure printed for both sexes
population_by_age,2009,Sfax,80+,,,1.0,men plus women do not make the figure printed for both sexes
population_by_age,2014,Sfax,00-04,,,3.4000000000000057,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sfax,45-49,,,49.4,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sfax,50-54,,,46.10000000000001,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sfax,55-59,,,42.999999999999986,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sfax,60-64,,,32.8,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sfax,65-69,,,23.799999999999997,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sfax,70-74,,,13.900000000000002,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sfax,75-79,,,10.300000000000002,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sfax,80+,,,13.0,men plus women do not make the figure printed for both sexes
population_by_age,2007,Sidi Bouzid,45-49,,,0.3999999999999986,men plus women do not make the figure printed for both sexes
population_by_age,2007,Sidi Bouzid,50-54,,,0.3000000000000007,men plus women do not make the figure printed for both sexes
population_by_age,2007,Sidi Bouzid,55-59,,,0.40000000000000036,men plus women do not make the figure printed for both sexes
population_by_age,2007,Sidi Bouzid,60-64,,,0.1999999999999993,men plus women do not make the figure printed for both sexes
population_by_age,2007,Sidi Bouzid,65-69,,,0.20000000000000107,men plus women do not make the figure printed for both sexes
population_by_age,2007,Sidi Bouzid,75-79,,,0.20000000000000018,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sidi Bouzid,00-04,,,0.20000000000000284,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sidi Bouzid,10-14,,,0.7999999999999972,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sidi Bouzid,15-19,,,0.7000000000000028,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sidi Bouzid,25-29,,,0.3999999999999986,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sidi Bouzid,30-34,,,0.1999999999999993,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sidi Bouzid,35-39,,,0.1999999999999993,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sidi Bouzid,40-44,,,0.3000000000000007,men plus women do not make the figure printed for both sexes
population_by_age,2014,Sidi Bouzid,00-04,,,2.5,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sidi Bouzid,45-49,,,27.6,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sidi Bouzid,50-54,,,24.200000000000003,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sidi Bouzid,55-59,,,23.1,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sidi Bouzid,60-64,,,19.1,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sidi Bouzid,65-69,,,14.200000000000001,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sidi Bouzid,70-74,,,9.1,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sidi Bouzid,75-79,,,8.5,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sidi Bouzid,80+,,,10.299999999999999,men plus women do not make the figure printed for both sexes
population_by_age,2007,Siliana,55-59,,,0.3000000000000007,men plus women do not make the figure printed for both sexes
population_by_age,2008,Siliana,10-14,,,0.3999999999999986,men plus women do not make the figure printed for both sexes
population_by_age,2008,Siliana,15-19,,,0.3000000000000007,men plus women do not make the figure printed for both sexes
population_by_age,2008,Siliana,30-34,,,0.1999999999999993,men plus women do not make the figure printed for both sexes
population_by_age,2008,Siliana,35-39,,,0.20000000000000107,men plus women do not make the figure printed for both sexes
population_by_age,2009,Siliana,45-49,,,19.799999999999997,men plus women do not make the figure printed for both sexes
population_by_age,2009,Siliana,50-54,,,14.2,men plus women do not make the figure printed for both sexes
population_by_age,2009,Siliana,55-59,,,9.900000000000002,men plus women do not make the figure printed for both sexes
population_by_age,2009,Siliana,60-64,,,8.299999999999999,men plus women do not make the figure printed for both sexes
population_by_age,2009,Siliana,65-69,,,6.800000000000001,men plus women do not make the figure printed for both sexes
population_by_age,2009,Siliana,70-74,,,5.9,men plus women do not make the figure printed for both sexes
population_by_age,2009,Siliana,75-79,,,3.8999999999999986,men plus women do not make the figure printed for both sexes
population_by_age,2009,Siliana,80+,,,3.3000000000000003,men plus women do not make the figure printed for both sexes
population_by_age,2014,Siliana,00-04,,,0.8000000000000007,men plus women do not make the figure printed for both sexes
population_by_age,2007,Sousse,45-49,,,0.3999999999999986,men plus women do not make the figure printed for both sexes
population_by_age,2007,Sousse,50-54,,,0.8000000000000007,men plus women do not make the figure printed for both sexes
population_by_age,2007,Sousse,55-59,,,0.8000000000000007,men plus women do not make the figure printed for both sexes
population_by_age,2007,Sousse,60-64,,,0.40000000000000036,men plus women do not make the figure printed for both sexes
population_by_age,2007,Sousse,70-74,,,0.1999999999999993,men plus women do not make the figure printed for both sexes
population_by_age,2007,Sousse,75-79,,,0.20000000000000018,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sousse,00-04,,,0.7000000000000028,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sousse,05-09,,,0.5,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sousse,10-14,,,0.4000000000000057,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sousse,15-19,,,0.5,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sousse,25-29,,,0.3999999999999986,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sousse,30-34,,,0.8999999999999986,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sousse,35-39,,,0.8000000000000043,men plus women do not make the figure printed for both sexes
population_by_age,2008,Sousse,40-44,,,0.20000000000000284,men plus women do not make the figure printed for both sexes
population_by_age,2009,Sousse,45-49,,,4.700000000000003,men plus women do not make the figure printed for both sexes
population_by_age,2009,Sousse,50-54,,,3.6999999999999957,men plus women do not make the figure printed for both sexes
population_by_age,2009,Sousse,55-59,,,3.0,men plus women do not make the figure printed for both sexes
population_by_age,2009,Sousse,60-64,,,3.0,men plus women do not make the figure printed for both sexes
population_by_age,2009,Sousse,65-69,,,4.300000000000001,men plus women do not make the figure printed for both sexes
population_by_age,2009,Sousse,70-74,,,4.4,men plus women do not make the figure printed for both sexes
population_by_age,2009,Sousse,75-79,,,4.3,men plus women do not make the figure printed for both sexes
population_by_age,2009,Sousse,80+,,,4.1,men plus women do not make the figure printed for both sexes
population_by_age,2014,Sousse,00-04,,,3.700000000000003,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sousse,45-49,,,4.200000000000003,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sousse,50-54,,,2.799999999999997,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sousse,55-59,,,4.599999999999994,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sousse,60-64,,,4.0,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sousse,65-69,,,2.6000000000000014,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sousse,70-74,,,1.0,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sousse,75-79,,,0.9999999999999982,men plus women do not make the figure printed for both sexes
population_by_age,2018,Sousse,80+,,,1.0999999999999996,men plus women do not make the figure printed for both sexes
population_by_age,2007,Tataouine,55-59,,,0.19999999999999973,men plus women do not make the figure printed for both sexes
population_by_age,2008,Tataouine,05-09,,,0.1999999999999993,men plus women do not make the figure printed for both sexes
population_by_age,2008,Tataouine,10-14,,,0.3000000000000007,men plus women do not make the figure printed for both sexes
population_by_age,2008,Tataouine,15-19,,,0.1999999999999993,men plus women do not make the figure printed for both sexes
population_by_age,2008,Tataouine,25-29,,,0.3000000000000007,men plus women do not make the figure printed for both sexes
population_by_age,2008,Tataouine,30-34,,,0.3000000000000007,men plus women do not make the figure printed for both sexes
population_by_age,2008,Tataouine,35-39,,,0.1999999999999993,men plus women do not make the figure printed for both sexes
population_by_age,2014,Tataouine,00-04,,,1.1000000000000014,men plus women do not make the figure printed for both sexes
population_by_age,2018,Tataouine,45-49,,,26.0,men plus women do not make the figure printed for both sexes
population_by_age,2018,Tataouine,50-54,,,23.499999999999996,men plus women do not make the figure printed for both sexes
population_by_age,2018,Tataouine,55-59,,,22.1,men plus women do not make the figure printed for both sexes
population_by_age,2018,Tataouine,60-64,,,16.8,men plus women do not make the figure printed for both sexes
population_by_age,2018,Tataouine,65-69,,,13.5,men plus women do not make the figure printed for both sexes
population_by_age,2018,Tataouine,70-74,,,8.9,men plus women do not make the figure printed for both sexes
population_by_age,2018,Tataouine,75-79,,,7.299999999999999,men plus women do not make the figure printed for both sexes
population_by_age,2018,Tataouine,80+,,,11.1,men plus women do not make the figure printed for both sexes
population_by_age,2007,Tozeur,45-49,,,0.20000000000000018,men plus women do not make the figure printed for both sexes
population_by_age,2008,Tozeur,15-19,,,0.20000000000000107,men plus women do not make the figure printed for both sexes
population_by_age,2008,Tozeur,25-29,,,0.1999999999999993,men plus women do not make the figure printed for both sexes
population_by_age,2014,Tozeur,00-04,,,0.5,men plus women do not make the figure printed for both sexes
population_by_age,2018,Tozeur,45-49,,,1.2000000000000002,men plus women do not make the figure printed for both sexes
population_by_age,2018,Tozeur,50-54,,,0.5,men plus women do not make the figure printed for both sexes
population_by_age,2018,Tozeur,55-59,,,1.0,men plus women do not make the figure printed for both sexes
population_by_age,2018,Tozeur,60-64,,,0.6000000000000005,men plus women do not make the figure printed for both sexes
population_by_age,2018,Tozeur,65-69,,,0.7999999999999998,men plus women do not make the figure printed for both sexes
population_by_age,2018,Tozeur,70-74,,,0.5999999999999999,men plus women do not make the figure printed for both sexes
population_by_age,2018,Tozeur,75-79,,,0.6999999999999997,men plus women do not make the figure printed for both sexes
population_by_age,2018,Tozeur,80+,,,1.1,men plus women do not make the figure printed for both sexes
population_by_age,2007,Tunis,45-49,,,1.0,men plus women do not make the figure printed for both sexes
population_by_age,2007,Tunis,50-54,,,1.2000000000000028,men plus women do not make the figure printed for both sexes
population_by_age,2007,Tunis,55-59,,,1.1999999999999957,men plus women do not make the figure printed for both sexes
population_by_age,2007,Tunis,60-64,,,0.7000000000000064,men plus women do not make the figure printed for both sexes
population_by_age,2007,Tunis,65-69,,,0.3000000000000007,men plus women do not make the figure printed for both sexes
population_by_age,2007,Tunis,70-74,,,0.3000000000000007,men plus women do not make the figure printed for both sexes
population_by_age,2007,Tunis,75-79,,,0.40000000000000036,men plus women do not make the figure printed for both sexes
population_by_age,2007,Tunis,80+,,,0.3000000000000007,men plus women do not make the figure printed for both sexes
population_by_age,2008,Tunis,00-04,,,0.19999999999999574,men plus women do not make the figure printed for both sexes
population_by_age,2008,Tunis,05-09,,,0.4000000000000057,men plus women do not make the figure printed for both sexes
population_by_age,2008,Tunis,10-14,,,0.7999999999999972,men plus women do not make the figure printed for both sexes
population_by_age,2008,Tunis,15-19,,,1.2000000000000028,men plus women do not make the figure printed for both sexes
population_by_age,2008,Tunis,20-24,,,1.0999999999999943,men plus women do not make the figure printed for both sexes
population_by_age,2008,Tunis,25-29,,,0.19999999999998863,men plus women do not make the figure printed for both sexes
population_by_age,2008,Tunis,30-34,,,0.8000000000000114,men plus women do not make the figure printed for both sexes
population_by_age,2008,Tunis,40-44,,,0.29999999999999716,men plus women do not make the figure printed for both sexes
population_by_age,2014,Tunis,00-04,,,5.1000000000000085,men plus women do not make the figure printed for both sexes
population_by_age,2007,Zaghouan,55-59,,,0.1999999999999993,men plus women do not make the figure printed for both sexes
population_by_age,2008,Zaghouan,00-04,,,0.30000000000000426,men plus women do not make the figure printed for both sexes
population_by_age,2008,Zaghouan,05-09,,,0.20000000000000107,men plus women do not make the figure printed for both sexes
population_by_age,2008,Zaghouan,10-14,,,0.1999999999999993,men plus women do not make the figure printed for both sexes
population_by_age,2008,Zaghouan,15-19,,,0.3000000000000007,men plus women do not make the figure printed for both sexes
population_by_age,2008,Zaghouan,30-34,,,0.1999999999999993,men plus women do not make the figure printed for both sexes
population_by_age,2008,Zaghouan,35-39,,,0.1999999999999993,men plus women do not make the figure printed for both sexes
population_by_age,2014,Zaghouan,00-04,,,1.200000000000001,men plus women do not make the figure printed for both sexes
job_offers,1995,Manouba,,,0.0,,Manouba did not exist yet; the printed 0 is not an observation
job_offers,1996,Manouba,,,0.0,,Manouba did not exist yet; the printed 0 is not an observation
job_offers,1997,Manouba,,,0.0,,Manouba did not exist yet; the printed 0 is not an observation
job_offers,1998,Manouba,,,0.0,,Manouba did not exist yet; the printed 0 is not an observation
job_offers,1999,Manouba,,,0.0,,Manouba did not exist yet; the printed 0 is not an observation
job_offers,2000,Manouba,,,0.0,,Manouba did not exist yet; the printed 0 is not an observation
job_placements,1998,Manouba,,,0.0,,Manouba did not exist yet; the printed 0 is not an observation
job_placements,1999,Manouba,,,0.0,,Manouba did not exist yet; the printed 0 is not an observation
job_placements,2000,Manouba,,,0.0,,Manouba did not exist yet; the printed 0 is not an observation
marriages,2000,Manouba,,,0.0,,Manouba did not exist yet; the printed 0 is not an observation
road_deaths,1998,Manouba,,,0.0,,Manouba did not exist yet; the printed 0 is not an observation
road_deaths,1999,Manouba,,,0.0,,Manouba did not exist yet; the printed 0 is not an observation
road_deaths,2000,Manouba,,,0.0,,Manouba did not exist yet; the printed 0 is not an observation
road_deaths,2001,Manouba,,,0.0,,Manouba did not exist yet; the printed 0 is not an observation
road_injuries,1998,Manouba,,,0.0,,Manouba did not exist yet; the printed 0 is not an observation
road_injuries,1999,Manouba,,,0.0,,Manouba did not exist yet; the printed 0 is not an observation
road_injuries,2000,Manouba,,,0.0,,Manouba did not exist yet; the printed 0 is not an observation
road_injuries,2001,Manouba,,,0.0,,Manouba did not exist yet; the printed 0 is not an observation
secondary_pupils,1999,Manouba,,,0.0,,Manouba did not exist yet; the printed 0 is not an observation
