product_code,product_label_fr,consumption_function_code,consumption_function,consumption_function_fr
3362,Couche en linge pour bébé (autre que couche pharmaceutique),3,Clothing and footwear,Habillement
3363,Couche en linge pour bébé (autre que couche pharmaceutique),3,Clothing and footwear,Habillement
3364,Couche en linge pour bébé (autre que couche pharmaceutique),3,Clothing and footwear,Habillement
3365,Couche en linge pour bébé (autre que couche pharmaceutique),3,Clothing and footwear,Habillement
3366,Couche en linge pour bébé (autre que couche pharmaceutique),3,Clothing and footwear,Habillement
3367,Couche en linge pour bébé (autre que couche pharmaceutique),3,Clothing and footwear,Habillement
3368,Couche en linge pour bébé (autre que couche pharmaceutique),3,Clothing and footwear,Habillement
3369,Couche en linge pour bébé (autre que couche pharmaceutique),3,Clothing and footwear,Habillement
3391,Autres sous vêtement et sous vêtement sans indications,3,Clothing and footwear,Habillement
3392,Autres sous vêtement et sous vêtement sans indications,3,Clothing and footwear,Habillement
3393,Autres sous vêtement et sous vêtement sans indications,3,Clothing and footwear,Habillement
3394,Autres sous vêtement et sous vêtement sans indications,3,Clothing and footwear,Habillement
3395,Autres sous vêtement et sous vêtement sans indications,3,Clothing and footwear,Habillement
3396,Autres sous vêtement et sous vêtement sans indications,3,Clothing and footwear,Habillement
3397,Autres sous vêtement et sous vêtement sans indications,3,Clothing and footwear,Habillement
3398,Autres sous vêtement et sous vêtement sans indications,3,Clothing and footwear,Habillement
3399,Autres sous vêtement et sous vêtement sans indications,3,Clothing and footwear,Habillement
3401,"Cravate, cache col",3,Clothing and footwear,Habillement
3402,"Cravate, cache col",3,Clothing and footwear,Habillement
3403,"Cravate, cache col",3,Clothing and footwear,Habillement
3404,"Cravate, cache col",3,Clothing and footwear,Habillement
3405,"Cravate, cache col",3,Clothing and footwear,Habillement
3406,"Cravate, cache col",3,Clothing and footwear,Habillement
3407,"Cravate, cache col",3,Clothing and footwear,Habillement
3408,"Cravate, cache col",3,Clothing and footwear,Habillement
3409,"Cravate, cache col",3,Clothing and footwear,Habillement
3411,"Ceinture, hzem",3,Clothing and footwear,Habillement
3412,"Ceinture, hzem",3,Clothing and footwear,Habillement
3413,"Ceinture, hzem",3,Clothing and footwear,Habillement
3414,"Ceinture, hzem",3,Clothing and footwear,Habillement
3415,"Ceinture, hzem",3,Clothing and footwear,Habillement
3416,"Ceinture, hzem",3,Clothing and footwear,Habillement
3417,"Ceinture, hzem",3,Clothing and footwear,Habillement
3418,"Ceinture, hzem",3,Clothing and footwear,Habillement
3419,"Ceinture, hzem",3,Clothing and footwear,Habillement
3421,"Chaussettes, bas, collant",3,Clothing and footwear,Habillement
3422,"Chaussettes, bas, collant",3,Clothing and footwear,Habillement
3423,"Chaussettes, bas, collant",3,Clothing and footwear,Habillement
3424,"Chaussettes, bas, collant",3,Clothing and footwear,Habillement
3425,"Chaussettes, bas, collant",3,Clothing and footwear,Habillement
3426,"Chaussettes, bas, collant",3,Clothing and footwear,Habillement
3427,"Chaussettes, bas, collant",3,Clothing and footwear,Habillement
3428,"Chaussettes, bas, collant",3,Clothing and footwear,Habillement
3429,"Chaussettes, bas, collant",3,Clothing and footwear,Habillement
3431,Montre,3,Clothing and footwear,Habillement
3432,Montre,3,Clothing and footwear,Habillement
3433,Montre,3,Clothing and footwear,Habillement
3434,Montre,3,Clothing and footwear,Habillement
3435,Montre,3,Clothing and footwear,Habillement
3436,Montre,3,Clothing and footwear,Habillement
3437,Montre,3,Clothing and footwear,Habillement
3438,Montre,3,Clothing and footwear,Habillement
3439,Montre,3,Clothing and footwear,Habillement
3441,Parapluie,3,Clothing and footwear,Habillement
3442,Parapluie,3,Clothing and footwear,Habillement
3443,Parapluie,3,Clothing and footwear,Habillement
3444,Parapluie,3,Clothing and footwear,Habillement
3445,Parapluie,3,Clothing and footwear,Habillement
3446,Parapluie,3,Clothing and footwear,Habillement
3447,Parapluie,3,Clothing and footwear,Habillement
3448,Parapluie,3,Clothing and footwear,Habillement
3449,Parapluie,3,Clothing and footwear,Habillement
3451,"Sac à main, sacoche, porte feuille, pochette",3,Clothing and footwear,Habillement
3452,"Sac à main, sacoche, porte feuille, pochette",3,Clothing and footwear,Habillement
3453,"Sac à main, sacoche, porte feuille, pochette",3,Clothing and footwear,Habillement
3454,"Sac à main, sacoche, porte feuille, pochette",3,Clothing and footwear,Habillement
3455,"Sac à main, sacoche, porte feuille, pochette",3,Clothing and footwear,Habillement
3456,"Sac à main, sacoche, porte feuille, pochette",3,Clothing and footwear,Habillement
3457,"Sac à main, sacoche, porte feuille, pochette",3,Clothing and footwear,Habillement
3458,"Sac à main, sacoche, porte feuille, pochette",3,Clothing and footwear,Habillement
3459,"Sac à main, sacoche, porte feuille, pochette",3,Clothing and footwear,Habillement
3461,Faux bijoux et autres effets similaires,3,Clothing and footwear,Habillement
3462,Faux bijoux et autres effets similaires,3,Clothing and footwear,Habillement
3463,Faux bijoux et autres effets similaires,3,Clothing and footwear,Habillement
3464,Faux bijoux et autres effets similaires,3,Clothing and footwear,Habillement
3465,Faux bijoux et autres effets similaires,3,Clothing and footwear,Habillement
3466,Faux bijoux et autres effets similaires,3,Clothing and footwear,Habillement
3467,Faux bijoux et autres effets similaires,3,Clothing and footwear,Habillement
3468,Faux bijoux et autres effets similaires,3,Clothing and footwear,Habillement
3469,Faux bijoux et autres effets similaires,3,Clothing and footwear,Habillement
3471,lunette solaire,3,Clothing and footwear,Habillement
3472,lunette solaire,3,Clothing and footwear,Habillement
3473,lunette solaire,3,Clothing and footwear,Habillement
3474,lunette solaire,3,Clothing and footwear,Habillement
3475,lunette solaire,3,Clothing and footwear,Habillement
3476,lunette solaire,3,Clothing and footwear,Habillement
3477,lunette solaire,3,Clothing and footwear,Habillement
3478,lunette solaire,3,Clothing and footwear,Habillement
3479,lunette solaire,3,Clothing and footwear,Habillement
3481,"Autres effets personnels (gants, bracelet de montre, porte clefs…)",3,Clothing and footwear,Habillement
3482,"Autres effets personnels (gants, bracelet de montre, porte clefs…)",3,Clothing and footwear,Habillement
3483,"Autres effets personnels (gants, bracelet de montre, porte clefs…)",3,Clothing and footwear,Habillement
3484,"Autres effets personnels (gants, bracelet de montre, porte clefs…)",3,Clothing and footwear,Habillement
3485,"Autres effets personnels (gants, bracelet de montre, porte clefs…)",3,Clothing and footwear,Habillement
3486,"Autres effets personnels (gants, bracelet de montre, porte clefs…)",3,Clothing and footwear,Habillement
3487,"Autres effets personnels (gants, bracelet de montre, porte clefs…)",3,Clothing and footwear,Habillement
3488,"Autres effets personnels (gants, bracelet de montre, porte clefs…)",3,Clothing and footwear,Habillement
3489,"Autres effets personnels (gants, bracelet de montre, porte clefs…)",3,Clothing and footwear,Habillement
3491,"Réparation d’effets personnels (réparation de montre, de parapluie, de collier, boucles d’oreilles, de bague en or…)",3,Clothing and footwear,Habillement
3492,"Réparation d’effets personnels (réparation de montre, de parapluie, de collier, boucles d’oreilles, de bague en or…)",3,Clothing and footwear,Habillement
3493,"Réparation d’effets personnels (réparation de montre, de parapluie, de collier, boucles d’oreilles, de bague en or…)",3,Clothing and footwear,Habillement
3494,"Réparation d’effets personnels (réparation de montre, de parapluie, de collier, boucles d’oreilles, de bague en or…)",3,Clothing and footwear,Habillement
3495,"Réparation d’effets personnels (réparation de montre, de parapluie, de collier, boucles d’oreilles, de bague en or…)",3,Clothing and footwear,Habillement
3496,"Réparation d’effets personnels (réparation de montre, de parapluie, de collier, boucles d’oreilles, de bague en or…)",3,Clothing and footwear,Habillement
3497,"Réparation d’effets personnels (réparation de montre, de parapluie, de collier, boucles d’oreilles, de bague en or…)",3,Clothing and footwear,Habillement
3498,"Réparation d’effets personnels (réparation de montre, de parapluie, de collier, boucles d’oreilles, de bague en or…)",3,Clothing and footwear,Habillement
3499,"Réparation d’effets personnels (réparation de montre, de parapluie, de collier, boucles d’oreilles, de bague en or…)",3,Clothing and footwear,Habillement
3501,"Chechia (tarboucha, kalbak, bonnet…)",3,Clothing and footwear,Habillement
3502,"Chechia (tarboucha, kalbak, bonnet…)",3,Clothing and footwear,Habillement
3503,"Chechia (tarboucha, kalbak, bonnet…)",3,Clothing and footwear,Habillement
3504,"Chechia (tarboucha, kalbak, bonnet…)",3,Clothing and footwear,Habillement
3505,"Chechia (tarboucha, kalbak, bonnet…)",3,Clothing and footwear,Habillement
3506,"Chechia (tarboucha, kalbak, bonnet…)",3,Clothing and footwear,Habillement
3507,"Chechia (tarboucha, kalbak, bonnet…)",3,Clothing and footwear,Habillement
3508,"Chechia (tarboucha, kalbak, bonnet…)",3,Clothing and footwear,Habillement
3509,"Chechia (tarboucha, kalbak, bonnet…)",3,Clothing and footwear,Habillement
3511,Bichkir pour couver tête,3,Clothing and footwear,Habillement
3512,Bichkir pour couver tête,3,Clothing and footwear,Habillement
3513,Bichkir pour couver tête,3,Clothing and footwear,Habillement
3514,Bichkir pour couver tête,3,Clothing and footwear,Habillement
3515,Bichkir pour couver tête,3,Clothing and footwear,Habillement
3516,Bichkir pour couver tête,3,Clothing and footwear,Habillement
3517,Bichkir pour couver tête,3,Clothing and footwear,Habillement
3518,Bichkir pour couver tête,3,Clothing and footwear,Habillement
3519,Bichkir pour couver tête,3,Clothing and footwear,Habillement
3521,"Chamla, lahfa, kachta",3,Clothing and footwear,Habillement
3522,"Chamla, lahfa, kachta",3,Clothing and footwear,Habillement
3523,"Chamla, lahfa, kachta",3,Clothing and footwear,Habillement
3524,"Chamla, lahfa, kachta",3,Clothing and footwear,Habillement
3525,"Chamla, lahfa, kachta",3,Clothing and footwear,Habillement
3526,"Chamla, lahfa, kachta",3,Clothing and footwear,Habillement
3527,"Chamla, lahfa, kachta",3,Clothing and footwear,Habillement
3528,"Chamla, lahfa, kachta",3,Clothing and footwear,Habillement
3529,"Chamla, lahfa, kachta",3,Clothing and footwear,Habillement
3531,"Foulard, écharpe, takrita, assaba…",3,Clothing and footwear,Habillement
3532,"Foulard, écharpe, takrita, assaba…",3,Clothing and footwear,Habillement
3533,"Foulard, écharpe, takrita, assaba…",3,Clothing and footwear,Habillement
3534,"Foulard, écharpe, takrita, assaba…",3,Clothing and footwear,Habillement
3535,"Foulard, écharpe, takrita, assaba…",3,Clothing and footwear,Habillement
3536,"Foulard, écharpe, takrita, assaba…",3,Clothing and footwear,Habillement
3537,"Foulard, écharpe, takrita, assaba…",3,Clothing and footwear,Habillement
3538,"Foulard, écharpe, takrita, assaba…",3,Clothing and footwear,Habillement
3539,"Foulard, écharpe, takrita, assaba…",3,Clothing and footwear,Habillement
3591,"Autre couvre tête (casquette, bêret…)",3,Clothing and footwear,Habillement
3592,"Autre couvre tête (casquette, bêret…)",3,Clothing and footwear,Habillement
3593,"Autre couvre tête (casquette, bêret…)",3,Clothing and footwear,Habillement
3594,"Autre couvre tête (casquette, bêret…)",3,Clothing and footwear,Habillement
3595,"Autre couvre tête (casquette, bêret…)",3,Clothing and footwear,Habillement
3596,"Autre couvre tête (casquette, bêret…)",3,Clothing and footwear,Habillement
3597,"Autre couvre tête (casquette, bêret…)",3,Clothing and footwear,Habillement
3598,"Autre couvre tête (casquette, bêret…)",3,Clothing and footwear,Habillement
3599,"Autre couvre tête (casquette, bêret…)",3,Clothing and footwear,Habillement
3601,Souliers,3,Clothing and footwear,Habillement
3602,Souliers,3,Clothing and footwear,Habillement
3603,Souliers,3,Clothing and footwear,Habillement
3604,Souliers,3,Clothing and footwear,Habillement
3605,Souliers,3,Clothing and footwear,Habillement
3606,Souliers,3,Clothing and footwear,Habillement
3607,Souliers,3,Clothing and footwear,Habillement
3608,Souliers,3,Clothing and footwear,Habillement
3609,Souliers,3,Clothing and footwear,Habillement
3611,Sandales,3,Clothing and footwear,Habillement
3612,Sandales,3,Clothing and footwear,Habillement
3613,Sandales,3,Clothing and footwear,Habillement
3614,Sandales,3,Clothing and footwear,Habillement
3615,Sandales,3,Clothing and footwear,Habillement
3616,Sandales,3,Clothing and footwear,Habillement
3617,Sandales,3,Clothing and footwear,Habillement
3618,Sandales,3,Clothing and footwear,Habillement
3619,Sandales,3,Clothing and footwear,Habillement
3621,Espadrilles,3,Clothing and footwear,Habillement
3622,Espadrilles,3,Clothing and footwear,Habillement
3623,Espadrilles,3,Clothing and footwear,Habillement
3624,Espadrilles,3,Clothing and footwear,Habillement
3625,Espadrilles,3,Clothing and footwear,Habillement
3626,Espadrilles,3,Clothing and footwear,Habillement
3627,Espadrilles,3,Clothing and footwear,Habillement
3628,Espadrilles,3,Clothing and footwear,Habillement
3629,Espadrilles,3,Clothing and footwear,Habillement
3631,"Babouche, belgha, affase, kontra",3,Clothing and footwear,Habillement
3632,"Babouche, belgha, affase, kontra",3,Clothing and footwear,Habillement
3633,"Babouche, belgha, affase, kontra",3,Clothing and footwear,Habillement
3634,"Babouche, belgha, affase, kontra",3,Clothing and footwear,Habillement
3635,"Babouche, belgha, affase, kontra",3,Clothing and footwear,Habillement
3636,"Babouche, belgha, affase, kontra",3,Clothing and footwear,Habillement
3637,"Babouche, belgha, affase, kontra",3,Clothing and footwear,Habillement
3638,"Babouche, belgha, affase, kontra",3,Clothing and footwear,Habillement
3639,"Babouche, belgha, affase, kontra",3,Clothing and footwear,Habillement
3641,Chlaka,3,Clothing and footwear,Habillement
3642,Chlaka,3,Clothing and footwear,Habillement
3643,Chlaka,3,Clothing and footwear,Habillement
3644,Chlaka,3,Clothing and footwear,Habillement
3645,Chlaka,3,Clothing and footwear,Habillement
3646,Chlaka,3,Clothing and footwear,Habillement
3647,Chlaka,3,Clothing and footwear,Habillement
3648,Chlaka,3,Clothing and footwear,Habillement
3649,Chlaka,3,Clothing and footwear,Habillement
3651,Pantoufles,3,Clothing and footwear,Habillement
3652,Pantoufles,3,Clothing and footwear,Habillement
3653,Pantoufles,3,Clothing and footwear,Habillement
3654,Pantoufles,3,Clothing and footwear,Habillement
3655,Pantoufles,3,Clothing and footwear,Habillement
3656,Pantoufles,3,Clothing and footwear,Habillement
3657,Pantoufles,3,Clothing and footwear,Habillement
3658,Pantoufles,3,Clothing and footwear,Habillement
3659,Pantoufles,3,Clothing and footwear,Habillement
3661,Bottes,3,Clothing and footwear,Habillement
3662,Bottes,3,Clothing and footwear,Habillement
3663,Bottes,3,Clothing and footwear,Habillement
3664,Bottes,3,Clothing and footwear,Habillement
3665,Bottes,3,Clothing and footwear,Habillement
3666,Bottes,3,Clothing and footwear,Habillement
3667,Bottes,3,Clothing and footwear,Habillement
3668,Bottes,3,Clothing and footwear,Habillement
3669,Bottes,3,Clothing and footwear,Habillement
3671,Tmak (mule),3,Clothing and footwear,Habillement
3672,Tmak (mule),3,Clothing and footwear,Habillement
3673,Tmak (mule),3,Clothing and footwear,Habillement
3674,Tmak (mule),3,Clothing and footwear,Habillement
3675,Tmak (mule),3,Clothing and footwear,Habillement
3676,Tmak (mule),3,Clothing and footwear,Habillement
3677,Tmak (mule),3,Clothing and footwear,Habillement
3678,Tmak (mule),3,Clothing and footwear,Habillement
3679,Tmak (mule),3,Clothing and footwear,Habillement
3681,Sabot - kobkab,3,Clothing and footwear,Habillement
3682,Sabot - kobkab,3,Clothing and footwear,Habillement
3683,Sabot - kobkab,3,Clothing and footwear,Habillement
3684,Sabot - kobkab,3,Clothing and footwear,Habillement
3685,Sabot - kobkab,3,Clothing and footwear,Habillement
3686,Sabot - kobkab,3,Clothing and footwear,Habillement
3687,Sabot - kobkab,3,Clothing and footwear,Habillement
3688,Sabot - kobkab,3,Clothing and footwear,Habillement
3689,Sabot - kobkab,3,Clothing and footwear,Habillement
3691,Réparation et entretien des chaussures,3,Clothing and footwear,Habillement
3692,Réparation et entretien des chaussures,3,Clothing and footwear,Habillement
3693,Réparation et entretien des chaussures,3,Clothing and footwear,Habillement
3694,Réparation et entretien des chaussures,3,Clothing and footwear,Habillement
3695,Réparation et entretien des chaussures,3,Clothing and footwear,Habillement
3696,Réparation et entretien des chaussures,3,Clothing and footwear,Habillement
3697,Réparation et entretien des chaussures,3,Clothing and footwear,Habillement
3698,Réparation et entretien des chaussures,3,Clothing and footwear,Habillement
3699,Réparation et entretien des chaussures,3,Clothing and footwear,Habillement
3701,Tissus pour habillement,3,Clothing and footwear,Habillement
3702,Tissus pour habillement,3,Clothing and footwear,Habillement
3703,Tissus pour habillement,3,Clothing and footwear,Habillement
3704,Tissus pour habillement,3,Clothing and footwear,Habillement
3705,Tissus pour habillement,3,Clothing and footwear,Habillement
3706,Tissus pour habillement,3,Clothing and footwear,Habillement
3707,Tissus pour habillement,3,Clothing and footwear,Habillement
3708,Tissus pour habillement,3,Clothing and footwear,Habillement
3709,Tissus pour habillement,3,Clothing and footwear,Habillement
3711,Achat de laine,3,Clothing and footwear,Habillement
3712,Achat de laine,3,Clothing and footwear,Habillement
3713,Achat de laine,3,Clothing and footwear,Habillement
3714,Achat de laine,3,Clothing and footwear,Habillement
3715,Achat de laine,3,Clothing and footwear,Habillement
3716,Achat de laine,3,Clothing and footwear,Habillement
3717,Achat de laine,3,Clothing and footwear,Habillement
3718,Achat de laine,3,Clothing and footwear,Habillement
3719,Achat de laine,3,Clothing and footwear,Habillement
3801,"Serviette de toilette, bichkir, cap de bain",3,Clothing and footwear,Habillement
3802,"Serviette de toilette, bichkir, cap de bain",3,Clothing and footwear,Habillement
3803,"Serviette de toilette, bichkir, cap de bain",3,Clothing and footwear,Habillement
3804,"Serviette de toilette, bichkir, cap de bain",3,Clothing and footwear,Habillement
3805,"Serviette de toilette, bichkir, cap de bain",3,Clothing and footwear,Habillement
3806,"Serviette de toilette, bichkir, cap de bain",3,Clothing and footwear,Habillement
3807,"Serviette de toilette, bichkir, cap de bain",3,Clothing and footwear,Habillement
3808,"Serviette de toilette, bichkir, cap de bain",3,Clothing and footwear,Habillement
3809,"Serviette de toilette, bichkir, cap de bain",3,Clothing and footwear,Habillement
3891,Autres articles d’habillement et dépense d’habillement non ventilés (Trousseau pour bébé),3,Clothing and footwear,Habillement
3892,Autres articles d’habillement et dépense d’habillement non ventilés (Trousseau pour bébé),3,Clothing and footwear,Habillement
3893,Autres articles d’habillement et dépense d’habillement non ventilés (Trousseau pour bébé),3,Clothing and footwear,Habillement
3894,Autres articles d’habillement et dépense d’habillement non ventilés (Trousseau pour bébé),3,Clothing and footwear,Habillement
3895,Autres articles d’habillement et dépense d’habillement non ventilés (Trousseau pour bébé),3,Clothing and footwear,Habillement
3896,Autres articles d’habillement et dépense d’habillement non ventilés (Trousseau pour bébé),3,Clothing and footwear,Habillement
3897,Autres articles d’habillement et dépense d’habillement non ventilés (Trousseau pour bébé),3,Clothing and footwear,Habillement
3898,Autres articles d’habillement et dépense d’habillement non ventilés (Trousseau pour bébé),3,Clothing and footwear,Habillement
3899,Autres articles d’habillement et dépense d’habillement non ventilés (Trousseau pour bébé),3,Clothing and footwear,Habillement
3901,Frais de couture,3,Clothing and footwear,Habillement
3902,Frais de couture,3,Clothing and footwear,Habillement
3903,Frais de couture,3,Clothing and footwear,Habillement
3904,Frais de couture,3,Clothing and footwear,Habillement
3905,Frais de couture,3,Clothing and footwear,Habillement
3906,Frais de couture,3,Clothing and footwear,Habillement
3907,Frais de couture,3,Clothing and footwear,Habillement
3908,Frais de couture,3,Clothing and footwear,Habillement
3909,Frais de couture,3,Clothing and footwear,Habillement
3911,"Mercerie (fil à coudre, fil à tricoter, bouton, fermeture éclair, rubants, dantelle…)",3,Clothing and footwear,Habillement
3912,"Mercerie (fil à coudre, fil à tricoter, bouton, fermeture éclair, rubants, dantelle…)",3,Clothing and footwear,Habillement
3913,"Mercerie (fil à coudre, fil à tricoter, bouton, fermeture éclair, rubants, dantelle…)",3,Clothing and footwear,Habillement
3914,"Mercerie (fil à coudre, fil à tricoter, bouton, fermeture éclair, rubants, dantelle…)",3,Clothing and footwear,Habillement
3915,"Mercerie (fil à coudre, fil à tricoter, bouton, fermeture éclair, rubants, dantelle…)",3,Clothing and footwear,Habillement
3916,"Mercerie (fil à coudre, fil à tricoter, bouton, fermeture éclair, rubants, dantelle…)",3,Clothing and footwear,Habillement
3917,"Mercerie (fil à coudre, fil à tricoter, bouton, fermeture éclair, rubants, dantelle…)",3,Clothing and footwear,Habillement
3918,"Mercerie (fil à coudre, fil à tricoter, bouton, fermeture éclair, rubants, dantelle…)",3,Clothing and footwear,Habillement
3919,"Mercerie (fil à coudre, fil à tricoter, bouton, fermeture éclair, rubants, dantelle…)",3,Clothing and footwear,Habillement
3921,Frais de couture et Mercerie sans indications de détail,3,Clothing and footwear,Habillement
3922,Frais de couture et Mercerie sans indications de détail,3,Clothing and footwear,Habillement
3923,Frais de couture et Mercerie sans indications de détail,3,Clothing and footwear,Habillement
3924,Frais de couture et Mercerie sans indications de détail,3,Clothing and footwear,Habillement
3925,Frais de couture et Mercerie sans indications de détail,3,Clothing and footwear,Habillement
3926,Frais de couture et Mercerie sans indications de détail,3,Clothing and footwear,Habillement
3927,Frais de couture et Mercerie sans indications de détail,3,Clothing and footwear,Habillement
3928,Frais de couture et Mercerie sans indications de détail,3,Clothing and footwear,Habillement
3929,Frais de couture et Mercerie sans indications de détail,3,Clothing and footwear,Habillement
3931,Frais de location d’habillement,3,Clothing and footwear,Habillement
3932,Frais de location d’habillement,3,Clothing and footwear,Habillement
3933,Frais de location d’habillement,3,Clothing and footwear,Habillement
3934,Frais de location d’habillement,3,Clothing and footwear,Habillement
3935,Frais de location d’habillement,3,Clothing and footwear,Habillement
3936,Frais de location d’habillement,3,Clothing and footwear,Habillement
3937,Frais de location d’habillement,3,Clothing and footwear,Habillement
3938,Frais de location d’habillement,3,Clothing and footwear,Habillement
3939,Frais de location d’habillement,3,Clothing and footwear,Habillement
3941,"Autres frais liés à l’habillement (tricotage, broderie…)",3,Clothing and footwear,Habillement
3942,"Autres frais liés à l’habillement (tricotage, broderie…)",3,Clothing and footwear,Habillement
3943,"Autres frais liés à l’habillement (tricotage, broderie…)",3,Clothing and footwear,Habillement
3944,"Autres frais liés à l’habillement (tricotage, broderie…)",3,Clothing and footwear,Habillement
3945,"Autres frais liés à l’habillement (tricotage, broderie…)",3,Clothing and footwear,Habillement
3946,"Autres frais liés à l’habillement (tricotage, broderie…)",3,Clothing and footwear,Habillement
3947,"Autres frais liés à l’habillement (tricotage, broderie…)",3,Clothing and footwear,Habillement
3948,"Autres frais liés à l’habillement (tricotage, broderie…)",3,Clothing and footwear,Habillement
3949,"Autres frais liés à l’habillement (tricotage, broderie…)",3,Clothing and footwear,Habillement
4011,Loyer effectif,4,Housing and energy,Logement et énergie
4012,Loyer estimé,4,Housing and energy,Logement et énergie
4013,Remboursement d’un prêt logement,4,Housing and energy,Logement et énergie
4014,Charges communes (de copropriété),4,Housing and energy,Logement et énergie
4015,Taxe locative annuelle,4,Housing and energy,Logement et énergie
4021,Loyer annuel,4,Housing and energy,Logement et énergie
4023,Remboursement annuel,4,Housing and energy,Logement et énergie
4024,Charges communes annuelles,4,Housing and energy,Logement et énergie
4025,Taxes locatives annuelles,4,Housing and energy,Logement et énergie
4111,Dépense d’eau courante SONEDE,4,Housing and energy,Logement et énergie
4112,Dépense d’électricité STEG,4,Housing and energy,Logement et énergie
4113,Dépense de gaz de ville STEG,4,Housing and energy,Logement et énergie
4114,Dépense d’électricité et de gaz de ville STEG,4,Housing and energy,Logement et énergie
4116,"Dépense d’eau achetée (par citerne, « guarbaji »…)",4,Housing and energy,Logement et énergie
4121,Dépense annuelle d’eau courante SONEDE,4,Housing and energy,Logement et énergie
4122,Dépense annuelle d’électricité STEG,4,Housing and energy,Logement et énergie
4123,Dépense annuelle de gaz naturel STEG,4,Housing and energy,Logement et énergie
4124,Dépense annuelle d’électricité et de gaz naturel STEG,4,Housing and energy,Logement et énergie
4126,"Dépense d’eau achetée (par citerne, « guarbaji »…)",4,Housing and energy,Logement et énergie
4131,Gaz en bouteille,4,Housing and energy,Logement et énergie
4132,Pétrole,4,Housing and energy,Logement et énergie
4133,Charbon de bois,4,Housing and energy,Logement et énergie
4134,Bois,4,Housing and energy,Logement et énergie
4135,Gaz oil (fuel lourd),4,Housing and energy,Logement et énergie
4136,Alcool,4,Housing and energy,Logement et énergie
4137,Bougie,4,Housing and energy,Logement et énergie
4138,allumette,4,Housing and energy,Logement et énergie
4139,"Autres dépenses liées aux combustibles (accessoires de briquet, essence…)",4,Housing and energy,Logement et énergie
4211,"Matières première de maçonnerie et de marbririe (ciment, sable, chaux, fer, briques, gravier…)",4,Housing and energy,Logement et énergie
4212,"Fer forgé (porte, fenêtre, porte-fenêtre, clôture…)",4,Housing and energy,Logement et énergie
4213,Main d’œuvre de maçonnerie et de marbrerie,4,Housing and energy,Logement et énergie
4219,Dépense de maçonnerie non ventilée (matière première et main d’œuvre),4,Housing and energy,Logement et énergie
4221,"Dépense de boiserie (bois, contre plaqué…)",4,Housing and energy,Logement et énergie
4222,"Dépense de quincaillerie (serrure, charnière, vis...)",4,Housing and energy,Logement et énergie
4223,"Dépense de vitrerie (miroir, carreau de vitre…)",4,Housing and energy,Logement et énergie
4224,Main d’œuvre de menuiserie,4,Housing and energy,Logement et énergie
4225,Main d’œuvre de vitrerie,4,Housing and energy,Logement et énergie
4229,"Dépense de menuiserie, vitrerie, et de quincaillerie non ventilée",4,Housing and energy,Logement et énergie
4231,"Articles sanitaires (baignoire, lavabo, évier…)",4,Housing and energy,Logement et énergie
4232,"Dépense de robinetterie et d’accessoires de plomberie (robinet, mélangeur, coudes, tuyaux  en plomb, en plastique, en cuivre…)",4,Housing and energy,Logement et énergie
4233,"Chauffe bain, chauffe eau (à gaz ou électrique) + energie solaire",4,Housing and energy,Logement et énergie
4234,Main d’œuvre de plomberie et d’installation sanitaire,4,Housing and energy,Logement et énergie
4239,Dépense de plomberie et d’installation sanitaire,4,Housing and energy,Logement et énergie
4241,"Dépense d’installation et de branchement électrique (tuyaux, fils électriques, interrupteur, fusible, boite de dérivation)",4,Housing and energy,Logement et énergie
4242,"Ampoule électrique, tube néon, starter électrique",4,Housing and energy,Logement et énergie
4243,"Ampoule électrique (tube néon, starter électrique) économique",4,Housing and energy,Logement et énergie
4244,"Lampadaire lustre, veilleuse appliqué « abat jour »",4,Housing and energy,Logement et énergie
4245,"Autres accessoires électriques (transformateur, fiche, douille…)",4,Housing and energy,Logement et énergie
4246,Main d’œuvre pour installation et branchement électrique,4,Housing and energy,Logement et énergie
4249,"Dépense d’installation, de branchement et d’accessoires électriques non ventilée",4,Housing and energy,Logement et énergie
4251,Chaux,4,Housing and energy,Logement et énergie
4252,"Peinture à l’eau (type “surfaçaire”, “flash”…)",4,Housing and energy,Logement et énergie
4253,Peinture à l’huile (laquet…),4,Housing and energy,Logement et énergie
4254,"Autres matières liées à la peinture au badigeonnage  et d’étanchéité (mastic, blanc d’Espagne, flincot, pinceau, colorant…)",4,Housing and energy,Logement et énergie
4255,Main d’oeuvre,4,Housing and energy,Logement et énergie
4259,"Dépense de peinture, badigeonnage et d’étanchéité non ventilée",4,Housing and energy,Logement et énergie
4261,"Services domestiques (bonne, femme de ménage…)",4,Housing and energy,Logement et énergie
4262,Services de gardiennage du logement,4,Housing and energy,Logement et énergie
4263,Services de jardinage (main d’œuvre pour jardinier…),4,Housing and energy,Logement et énergie
4264,Service syndicat,4,Housing and energy,Logement et énergie
4265,Service chauffeur,4,Housing and energy,Logement et énergie
4269,Autres services liés à l’habitation (location de meubles …),4,Housing and energy,Logement et énergie
4271,"Articles de bricolage (marteau, scies, pince, tenaille, clou, échelle…)",4,Housing and energy,Logement et énergie
4272,"Articles de jardinage (râteau, semence et pépinières pour jardin, pelle, brouette, tuyaux de rosages…)",4,Housing and energy,Logement et énergie
4273,"Achat, alimentation et entretien d’animaux domestique (de compagnie) (oiseau, chien, cage,niche…)",4,Housing and energy,Logement et énergie
4279,Autres dépenses d’entretien,4,Housing and energy,Logement et énergie
