product_code,product_label_fr,consumption_function_code,consumption_function,consumption_function_fr
1656,"Autres types de Yaourt (petit suisse, jockey,,,)",1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1657,Crème fraiche,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1659,Yaourt sans autres indications,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1661,Fromage type Nestlé (morceau),1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1662,Fromage type gruyère,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1663,Fromage type rouge,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1664,Fromage « gervais »,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1665,Rigouta,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1666,Jebna frais,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1667,Fromage râpé,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1669,Fromage sans indications,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1671,Beurre animal,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1672,"Beurre végétale (goldina, jedida…)",1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1673,Smen,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1674,Crème légère,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1675,Crème chantilly,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1679,Autres produits laitiers,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1691,Œufs,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1692,"Produits à base d’œufs (mayonnaise, moutarde…)",1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1701,Sucre en morceau,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1702,Sucre cristallisé ou en poudre,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1703,Sucre vanillé,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1704,Sucre Glacé,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1705,Saccharine,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1706,Sucre Roux,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1711,Bonbon,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1712,Halwa chamia,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1713,Halkoum,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1714,Shwing gum,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1719,Autres produits sucrés (sucre nbet…),1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1721,Confiture et compôte de fruits,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1731,Miel d’abeille,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1732,"Chocolat (tablette, barre …)",1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1733,"Glace, thelja, gervais…",1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1734,Crème en poudre pour fabrication de glace,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1735,Crème en poudre pour fabrication,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1739,"Autres produits sucrés non indiqués ailleurs (fruits confis,sauce déssert, beurre de cacao...)",1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1811,Huile d’Olive emballé,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1812,Huile d’olive en vrac,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1821,Huile de graine végétale subventionné,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1822,Huile de maïs,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1823,Huile de tournesol,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1824,Huiles mélangées (huile d'olives et huile de graine végétale),1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1825,"Huile de friture (frit's,,,)",1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1826,Autres huiles (huile de colsa),1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1829,Autres huiles (soja…),1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1901,Thé noir,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1902,Thé vert,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1903,Café nature pur,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1904,Café nature mélangé,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1905,"Café (nescafé, Mawell,,,)",1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1906,Tisane,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1907,Thé infusion et autre infusion,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1908,Capsul café,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1909,Autres café,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1911,Eau minérale,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1912,Boisson gazeuse,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1913,"Boisson non gazeuse sucré (sirop, essence pour sirop…)",1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1914,Jus de fruits (en bouteille tetrabrik…),1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1915,Jus de légumes,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1916,Boisson infusion,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1917,Legmi doux,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1918,Boisson énergitique,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1919,Autres boissons,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1921,Pizza à domicile,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1922,Poulet à emporter,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1929,Autres plats cuisinés ou livrés à domicile,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1981,Graines de tournesol et de courge,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1982,Pois chiche grillé,1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1983,"Amandes grillées, noix cajou",1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1984,Arachides grillées (cacahouète),1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1985,"Noix, noisettes, pistache, pignon, Mélange",1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1989,"Kaki, maïs grillé, pop-corn",1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
1999,"Dépenses alimentaires exceptionelles non ventilées (événement familial, fête religieuse…)",1,Food and non-alcoholic beverages,Produits alimentaires et boissons non alcoolisées
2111,Bière,2,Alcohol and tobacco,Alcool et tabacs
2112,Vin,2,Alcohol and tobacco,Alcool et tabacs
2113,Liqueur,2,Alcohol and tobacco,Alcool et tabacs
2114,Legmi fermenté,2,Alcohol and tobacco,Alcool et tabacs
2119,Boissons alcoolisées sans indications,2,Alcohol and tobacco,Alcool et tabacs
2121,Bière au bar,2,Alcohol and tobacco,Alcool et tabacs
2122,Vin au bar,2,Alcohol and tobacco,Alcool et tabacs
2123,Liqueur au bar,2,Alcohol and tobacco,Alcool et tabacs
2124,Legmi fermenté au bar,2,Alcohol and tobacco,Alcool et tabacs
2129,Boissons alcoolisées sans indications au bar,2,Alcohol and tobacco,Alcool et tabacs
2211,Paquet de cigarette,2,Alcohol and tobacco,Alcool et tabacs
2212,Cigarette (en détail),2,Alcohol and tobacco,Alcool et tabacs
2213,Autre tabac (cigare…),2,Alcohol and tobacco,Alcool et tabacs
2214,Nefa,2,Alcohol and tobacco,Alcool et tabacs
2215,"Maâssel, chicha",2,Alcohol and tobacco,Alcool et tabacs
2216,vape+recharge,2,Alcohol and tobacco,Alcool et tabacs
2219,"Accessoires (pipe, étui à cigarettes, filtre, briquet, chicha, cendrier…)",2,Alcohol and tobacco,Alcool et tabacs
3001,Costume,3,Clothing and footwear,Habillement
3002,Costume,3,Clothing and footwear,Habillement
3003,Costume,3,Clothing and footwear,Habillement
3004,Costume,3,Clothing and footwear,Habillement
3005,Costume,3,Clothing and footwear,Habillement
3006,Costume,3,Clothing and footwear,Habillement
3007,Costume,3,Clothing and footwear,Habillement
3008,Costume,3,Clothing and footwear,Habillement
3009,Costume,3,Clothing and footwear,Habillement
3011,"Veste, blouson, veste « fourrure »",3,Clothing and footwear,Habillement
3012,"Veste, blouson, veste « fourrure »",3,Clothing and footwear,Habillement
3013,"Veste, blouson, veste « fourrure »",3,Clothing and footwear,Habillement
3014,"Veste, blouson, veste « fourrure »",3,Clothing and footwear,Habillement
3015,"Veste, blouson, veste « fourrure »",3,Clothing and footwear,Habillement
3016,"Veste, blouson, veste « fourrure »",3,Clothing and footwear,Habillement
3017,"Veste, blouson, veste « fourrure »",3,Clothing and footwear,Habillement
3018,"Veste, blouson, veste « fourrure »",3,Clothing and footwear,Habillement
3019,"Veste, blouson, veste « fourrure »",3,Clothing and footwear,Habillement
3021,"Manteau, imperméable, cape, parkas...",3,Clothing and footwear,Habillement
3022,"Manteau, imperméable, cape, parkas...",3,Clothing and footwear,Habillement
3023,"Manteau, imperméable, cape, parkas...",3,Clothing and footwear,Habillement
3024,"Manteau, imperméable, cape, parkas...",3,Clothing and footwear,Habillement
3025,"Manteau, imperméable, cape, parkas...",3,Clothing and footwear,Habillement
3026,"Manteau, imperméable, cape, parkas...",3,Clothing and footwear,Habillement
3027,"Manteau, imperméable, cape, parkas...",3,Clothing and footwear,Habillement
3028,"Manteau, imperméable, cape, parkas...",3,Clothing and footwear,Habillement
3029,"Manteau, imperméable, cape, parkas...",3,Clothing and footwear,Habillement
3031,"Robe, tailleur, ensemble",3,Clothing and footwear,Habillement
3032,"Robe, tailleur, ensemble",3,Clothing and footwear,Habillement
3033,"Robe, tailleur, ensemble",3,Clothing and footwear,Habillement
3034,"Robe, tailleur, ensemble",3,Clothing and footwear,Habillement
3035,"Robe, tailleur, ensemble",3,Clothing and footwear,Habillement
3036,"Robe, tailleur, ensemble",3,Clothing and footwear,Habillement
3037,"Robe, tailleur, ensemble",3,Clothing and footwear,Habillement
3038,"Robe, tailleur, ensemble",3,Clothing and footwear,Habillement
3039,"Robe, tailleur, ensemble",3,Clothing and footwear,Habillement
3041,Pantalon jean,3,Clothing and footwear,Habillement
3042,Pantalon jean,3,Clothing and footwear,Habillement
3043,Pantalon jean,3,Clothing and footwear,Habillement
3044,Pantalon jean,3,Clothing and footwear,Habillement
3045,Pantalon jean,3,Clothing and footwear,Habillement
3046,Pantalon jean,3,Clothing and footwear,Habillement
3047,Pantalon jean,3,Clothing and footwear,Habillement
3048,Pantalon jean,3,Clothing and footwear,Habillement
3049,Pantalon jean,3,Clothing and footwear,Habillement
3051,"Pantalon en autre tissu, pantacour",3,Clothing and footwear,Habillement
3052,"Pantalon en autre tissu, pantacour",3,Clothing and footwear,Habillement
3053,"Pantalon en autre tissu, pantacour",3,Clothing and footwear,Habillement
3054,"Pantalon en autre tissu, pantacour",3,Clothing and footwear,Habillement
3055,"Pantalon en autre tissu, pantacour",3,Clothing and footwear,Habillement
3056,"Pantalon en autre tissu, pantacour",3,Clothing and footwear,Habillement
3057,"Pantalon en autre tissu, pantacour",3,Clothing and footwear,Habillement
3058,"Pantalon en autre tissu, pantacour",3,Clothing and footwear,Habillement
3059,"Pantalon en autre tissu, pantacour",3,Clothing and footwear,Habillement
3061,Short,3,Clothing and footwear,Habillement
3062,Short,3,Clothing and footwear,Habillement
3063,Short,3,Clothing and footwear,Habillement
3064,Short,3,Clothing and footwear,Habillement
3065,Short,3,Clothing and footwear,Habillement
3066,Short,3,Clothing and footwear,Habillement
3067,Short,3,Clothing and footwear,Habillement
3068,Short,3,Clothing and footwear,Habillement
3069,Short,3,Clothing and footwear,Habillement
3071,"Jupe, jupe short",3,Clothing and footwear,Habillement
3072,"Jupe, jupe short",3,Clothing and footwear,Habillement
3073,"Jupe, jupe short",3,Clothing and footwear,Habillement
3074,"Jupe, jupe short",3,Clothing and footwear,Habillement
3075,"Jupe, jupe short",3,Clothing and footwear,Habillement
3076,"Jupe, jupe short",3,Clothing and footwear,Habillement
3077,"Jupe, jupe short",3,Clothing and footwear,Habillement
3078,"Jupe, jupe short",3,Clothing and footwear,Habillement
3079,"Jupe, jupe short",3,Clothing and footwear,Habillement
3081,Tablier,3,Clothing and footwear,Habillement
3082,Tablier,3,Clothing and footwear,Habillement
3083,Tablier,3,Clothing and footwear,Habillement
3084,Tablier,3,Clothing and footwear,Habillement
3085,Tablier,3,Clothing and footwear,Habillement
3086,Tablier,3,Clothing and footwear,Habillement
3087,Tablier,3,Clothing and footwear,Habillement
3088,Tablier,3,Clothing and footwear,Habillement
3089,Tablier,3,Clothing and footwear,Habillement
3091,Autres vêtements principaux modernes,3,Clothing and footwear,Habillement
3092,Autres vêtements principaux modernes,3,Clothing and footwear,Habillement
3093,Autres vêtements principaux modernes,3,Clothing and footwear,Habillement
3094,Autres vêtements principaux modernes,3,Clothing and footwear,Habillement
3095,Autres vêtements principaux modernes,3,Clothing and footwear,Habillement
3096,Autres vêtements principaux modernes,3,Clothing and footwear,Habillement
3097,Autres vêtements principaux modernes,3,Clothing and footwear,Habillement
3098,Autres vêtements principaux modernes,3,Clothing and footwear,Habillement
3099,Autres vêtements principaux modernes,3,Clothing and footwear,Habillement
3101,"Kachabia, gadroun",3,Clothing and footwear,Habillement
3102,"Kachabia, gadroun",3,Clothing and footwear,Habillement
3103,"Kachabia, gadroun",3,Clothing and footwear,Habillement
3104,"Kachabia, gadroun",3,Clothing and footwear,Habillement
3105,"Kachabia, gadroun",3,Clothing and footwear,Habillement
3106,"Kachabia, gadroun",3,Clothing and footwear,Habillement
3107,"Kachabia, gadroun",3,Clothing and footwear,Habillement
3108,"Kachabia, gadroun",3,Clothing and footwear,Habillement
3109,"Kachabia, gadroun",3,Clothing and footwear,Habillement
3111,Burnous,3,Clothing and footwear,Habillement
3112,Burnous,3,Clothing and footwear,Habillement
3113,Burnous,3,Clothing and footwear,Habillement
3114,Burnous,3,Clothing and footwear,Habillement
3115,Burnous,3,Clothing and footwear,Habillement
3116,Burnous,3,Clothing and footwear,Habillement
3117,Burnous,3,Clothing and footwear,Habillement
3118,Burnous,3,Clothing and footwear,Habillement
3119,Burnous,3,Clothing and footwear,Habillement
3121,Jebba,3,Clothing and footwear,Habillement
3122,Jebba,3,Clothing and footwear,Habillement
3123,Jebba,3,Clothing and footwear,Habillement
3124,Jebba,3,Clothing and footwear,Habillement
3125,Jebba,3,Clothing and footwear,Habillement
3126,Jebba,3,Clothing and footwear,Habillement
3127,Jebba,3,Clothing and footwear,Habillement
3128,Jebba,3,Clothing and footwear,Habillement
3129,Jebba,3,Clothing and footwear,Habillement
3131,Fouta et blousa,3,Clothing and footwear,Habillement
3132,Fouta et blousa,3,Clothing and footwear,Habillement
3133,Fouta et blousa,3,Clothing and footwear,Habillement
3134,Fouta et blousa,3,Clothing and footwear,Habillement
3135,Fouta et blousa,3,Clothing and footwear,Habillement
3136,Fouta et blousa,3,Clothing and footwear,Habillement
3137,Fouta et blousa,3,Clothing and footwear,Habillement
3138,Fouta et blousa,3,Clothing and footwear,Habillement
3139,Fouta et blousa,3,Clothing and footwear,Habillement
3141,Koftane,3,Clothing and footwear,Habillement
3142,Koftane,3,Clothing and footwear,Habillement
3143,Koftane,3,Clothing and footwear,Habillement
3144,Koftane,3,Clothing and footwear,Habillement
3145,Koftane,3,Clothing and footwear,Habillement
3146,Koftane,3,Clothing and footwear,Habillement
3147,Koftane,3,Clothing and footwear,Habillement
3148,Koftane,3,Clothing and footwear,Habillement
3149,Koftane,3,Clothing and footwear,Habillement
3151,"Safsari, haik, hrem",3,Clothing and footwear,Habillement
3152,"Safsari, haik, hrem",3,Clothing and footwear,Habillement
3153,"Safsari, haik, hrem",3,Clothing and footwear,Habillement
3154,"Safsari, haik, hrem",3,Clothing and footwear,Habillement
3155,"Safsari, haik, hrem",3,Clothing and footwear,Habillement
3156,"Safsari, haik, hrem",3,Clothing and footwear,Habillement
3157,"Safsari, haik, hrem",3,Clothing and footwear,Habillement
3158,"Safsari, haik, hrem",3,Clothing and footwear,Habillement
3159,"Safsari, haik, hrem",3,Clothing and footwear,Habillement
3161,Melia,3,Clothing and footwear,Habillement
3162,Melia,3,Clothing and footwear,Habillement
3163,Melia,3,Clothing and footwear,Habillement
3164,Melia,3,Clothing and footwear,Habillement
3165,Melia,3,Clothing and footwear,Habillement
3166,Melia,3,Clothing and footwear,Habillement
3167,Melia,3,Clothing and footwear,Habillement
3168,Melia,3,Clothing and footwear,Habillement
3169,Melia,3,Clothing and footwear,Habillement
3171,Seroual traditionnel,3,Clothing and footwear,Habillement
3172,Seroual traditionnel,3,Clothing and footwear,Habillement
3173,Seroual traditionnel,3,Clothing and footwear,Habillement
3174,Seroual traditionnel,3,Clothing and footwear,Habillement
3175,Seroual traditionnel,3,Clothing and footwear,Habillement
3176,Seroual traditionnel,3,Clothing and footwear,Habillement
3177,Seroual traditionnel,3,Clothing and footwear,Habillement
3178,Seroual traditionnel,3,Clothing and footwear,Habillement
3179,Seroual traditionnel,3,Clothing and footwear,Habillement
3181,Fouta,3,Clothing and footwear,Habillement
3182,Fouta,3,Clothing and footwear,Habillement
3183,Fouta,3,Clothing and footwear,Habillement
3184,Fouta,3,Clothing and footwear,Habillement
3185,Fouta,3,Clothing and footwear,Habillement
3186,Fouta,3,Clothing and footwear,Habillement
3187,Fouta,3,Clothing and footwear,Habillement
3188,Fouta,3,Clothing and footwear,Habillement
3189,Fouta,3,Clothing and footwear,Habillement
3191,Autres vêtements traditionnels,3,Clothing and footwear,Habillement
3192,Autres vêtements traditionnels,3,Clothing and footwear,Habillement
3193,Autres vêtements traditionnels,3,Clothing and footwear,Habillement
3194,Autres vêtements traditionnels,3,Clothing and footwear,Habillement
3195,Autres vêtements traditionnels,3,Clothing and footwear,Habillement
3196,Autres vêtements traditionnels,3,Clothing and footwear,Habillement
3197,Autres vêtements traditionnels,3,Clothing and footwear,Habillement
3198,Autres vêtements traditionnels,3,Clothing and footwear,Habillement
3199,Autres vêtements traditionnels,3,Clothing and footwear,Habillement
3201,Chemise ou chemisier,3,Clothing and footwear,Habillement
3202,Chemise ou chemisier,3,Clothing and footwear,Habillement
3203,Chemise ou chemisier,3,Clothing and footwear,Habillement
3204,Chemise ou chemisier,3,Clothing and footwear,Habillement
3205,Chemise ou chemisier,3,Clothing and footwear,Habillement
3206,Chemise ou chemisier,3,Clothing and footwear,Habillement
3207,Chemise ou chemisier,3,Clothing and footwear,Habillement
3208,Chemise ou chemisier,3,Clothing and footwear,Habillement
3209,Chemise ou chemisier,3,Clothing and footwear,Habillement
3211,"Pull over, gilet",3,Clothing and footwear,Habillement
3212,"Pull over, gilet",3,Clothing and footwear,Habillement
3213,"Pull over, gilet",3,Clothing and footwear,Habillement
3214,"Pull over, gilet",3,Clothing and footwear,Habillement
3215,"Pull over, gilet",3,Clothing and footwear,Habillement
3216,"Pull over, gilet",3,Clothing and footwear,Habillement
3217,"Pull over, gilet",3,Clothing and footwear,Habillement
3218,"Pull over, gilet",3,Clothing and footwear,Habillement
3219,"Pull over, gilet",3,Clothing and footwear,Habillement
3221,Combinaison pour bébé,3,Clothing and footwear,Habillement
3222,Combinaison pour bébé,3,Clothing and footwear,Habillement
3223,Combinaison pour bébé,3,Clothing and footwear,Habillement
3224,Combinaison pour bébé,3,Clothing and footwear,Habillement
3225,Combinaison pour bébé,3,Clothing and footwear,Habillement
3226,Combinaison pour bébé,3,Clothing and footwear,Habillement
3227,Combinaison pour bébé,3,Clothing and footwear,Habillement
3228,Combinaison pour bébé,3,Clothing and footwear,Habillement
3229,Combinaison pour bébé,3,Clothing and footwear,Habillement
3231,"Farmela, sidria, bidïa, mintène",3,Clothing and footwear,Habillement
3232,"Farmela, sidria, bidïa, mintène",3,Clothing and footwear,Habillement
3233,"Farmela, sidria, bidïa, mintène",3,Clothing and footwear,Habillement
3234,"Farmela, sidria, bidïa, mintène",3,Clothing and footwear,Habillement
3235,"Farmela, sidria, bidïa, mintène",3,Clothing and footwear,Habillement
3236,"Farmela, sidria, bidïa, mintène",3,Clothing and footwear,Habillement
3237,"Farmela, sidria, bidïa, mintène",3,Clothing and footwear,Habillement
3238,"Farmela, sidria, bidïa, mintène",3,Clothing and footwear,Habillement
3239,"Farmela, sidria, bidïa, mintène",3,Clothing and footwear,Habillement
3241,"Pyjama, robe de chambre",3,Clothing and footwear,Habillement
3242,"Pyjama, robe de chambre",3,Clothing and footwear,Habillement
3243,"Pyjama, robe de chambre",3,Clothing and footwear,Habillement
3244,"Pyjama, robe de chambre",3,Clothing and footwear,Habillement
3245,"Pyjama, robe de chambre",3,Clothing and footwear,Habillement
3246,"Pyjama, robe de chambre",3,Clothing and footwear,Habillement
3247,"Pyjama, robe de chambre",3,Clothing and footwear,Habillement
3248,"Pyjama, robe de chambre",3,Clothing and footwear,Habillement
3249,"Pyjama, robe de chambre",3,Clothing and footwear,Habillement
3251,"Survêtement, jogging",3,Clothing and footwear,Habillement
3252,"Survêtement, jogging",3,Clothing and footwear,Habillement
3253,"Survêtement, jogging",3,Clothing and footwear,Habillement
3254,"Survêtement, jogging",3,Clothing and footwear,Habillement
3255,"Survêtement, jogging",3,Clothing and footwear,Habillement
3256,"Survêtement, jogging",3,Clothing and footwear,Habillement
3257,"Survêtement, jogging",3,Clothing and footwear,Habillement
3258,"Survêtement, jogging",3,Clothing and footwear,Habillement
3259,"Survêtement, jogging",3,Clothing and footwear,Habillement
3261,Caleçon en forme de pantalon pour femme,3,Clothing and footwear,Habillement
3262,Caleçon en forme de pantalon pour femme,3,Clothing and footwear,Habillement
3263,Caleçon en forme de pantalon pour femme,3,Clothing and footwear,Habillement
3264,Caleçon en forme de pantalon pour femme,3,Clothing and footwear,Habillement
3265,Caleçon en forme de pantalon pour femme,3,Clothing and footwear,Habillement
3266,Caleçon en forme de pantalon pour femme,3,Clothing and footwear,Habillement
3267,Caleçon en forme de pantalon pour femme,3,Clothing and footwear,Habillement
3268,Caleçon en forme de pantalon pour femme,3,Clothing and footwear,Habillement
3269,Caleçon en forme de pantalon pour femme,3,Clothing and footwear,Habillement
3291,Autres linges de corps et linges de corps sans indications,3,Clothing and footwear,Habillement
3292,Autres linges de corps et linges de corps sans indications,3,Clothing and footwear,Habillement
3293,Autres linges de corps et linges de corps sans indications,3,Clothing and footwear,Habillement
3294,Autres linges de corps et linges de corps sans indications,3,Clothing and footwear,Habillement
3295,Autres linges de corps et linges de corps sans indications,3,Clothing and footwear,Habillement
3296,Autres linges de corps et linges de corps sans indications,3,Clothing and footwear,Habillement
3297,Autres linges de corps et linges de corps sans indications,3,Clothing and footwear,Habillement
3298,Autres linges de corps et linges de corps sans indications,3,Clothing and footwear,Habillement
3299,Autres linges de corps et linges de corps sans indications,3,Clothing and footwear,Habillement
3301,Tricots de corps,3,Clothing and footwear,Habillement
3302,Tricots de corps,3,Clothing and footwear,Habillement
3303,Tricots de corps,3,Clothing and footwear,Habillement
3304,Tricots de corps,3,Clothing and footwear,Habillement
3305,Tricots de corps,3,Clothing and footwear,Habillement
3306,Tricots de corps,3,Clothing and footwear,Habillement
3307,Tricots de corps,3,Clothing and footwear,Habillement
3308,Tricots de corps,3,Clothing and footwear,Habillement
3309,Tricots de corps,3,Clothing and footwear,Habillement
3311,"Tee shirt, sweat shirts",3,Clothing and footwear,Habillement
3312,"Tee shirt, sweat shirts",3,Clothing and footwear,Habillement
3313,"Tee shirt, sweat shirts",3,Clothing and footwear,Habillement
3314,"Tee shirt, sweat shirts",3,Clothing and footwear,Habillement
3315,"Tee shirt, sweat shirts",3,Clothing and footwear,Habillement
3316,"Tee shirt, sweat shirts",3,Clothing and footwear,Habillement
3317,"Tee shirt, sweat shirts",3,Clothing and footwear,Habillement
3318,"Tee shirt, sweat shirts",3,Clothing and footwear,Habillement
3319,"Tee shirt, sweat shirts",3,Clothing and footwear,Habillement
3321,Tricots et pantalons en coton pour hommes,3,Clothing and footwear,Habillement
3322,Tricots et pantalons en coton pour hommes,3,Clothing and footwear,Habillement
3323,Tricots et pantalons en coton pour hommes,3,Clothing and footwear,Habillement
3324,Tricots et pantalons en coton pour hommes,3,Clothing and footwear,Habillement
3325,Tricots et pantalons en coton pour hommes,3,Clothing and footwear,Habillement
3326,Tricots et pantalons en coton pour hommes,3,Clothing and footwear,Habillement
3327,Tricots et pantalons en coton pour hommes,3,Clothing and footwear,Habillement
3328,Tricots et pantalons en coton pour hommes,3,Clothing and footwear,Habillement
3329,Tricots et pantalons en coton pour hommes,3,Clothing and footwear,Habillement
3331,"Soutien gorge, gaine, justaucorps, body…",3,Clothing and footwear,Habillement
3332,"Soutien gorge, gaine, justaucorps, body…",3,Clothing and footwear,Habillement
3333,"Soutien gorge, gaine, justaucorps, body…",3,Clothing and footwear,Habillement
3334,"Soutien gorge, gaine, justaucorps, body…",3,Clothing and footwear,Habillement
3335,"Soutien gorge, gaine, justaucorps, body…",3,Clothing and footwear,Habillement
3336,"Soutien gorge, gaine, justaucorps, body…",3,Clothing and footwear,Habillement
3337,"Soutien gorge, gaine, justaucorps, body…",3,Clothing and footwear,Habillement
3338,"Soutien gorge, gaine, justaucorps, body…",3,Clothing and footwear,Habillement
3339,"Soutien gorge, gaine, justaucorps, body…",3,Clothing and footwear,Habillement
3341,"Combinaison de femme, chemise de nuit",3,Clothing and footwear,Habillement
3342,"Combinaison de femme, chemise de nuit",3,Clothing and footwear,Habillement
3343,"Combinaison de femme, chemise de nuit",3,Clothing and footwear,Habillement
3344,"Combinaison de femme, chemise de nuit",3,Clothing and footwear,Habillement
3345,"Combinaison de femme, chemise de nuit",3,Clothing and footwear,Habillement
3346,"Combinaison de femme, chemise de nuit",3,Clothing and footwear,Habillement
3347,"Combinaison de femme, chemise de nuit",3,Clothing and footwear,Habillement
3348,"Combinaison de femme, chemise de nuit",3,Clothing and footwear,Habillement
3349,"Combinaison de femme, chemise de nuit",3,Clothing and footwear,Habillement
3351,"Slip, culotte, maillot de bain",3,Clothing and footwear,Habillement
3352,"Slip, culotte, maillot de bain",3,Clothing and footwear,Habillement
3353,"Slip, culotte, maillot de bain",3,Clothing and footwear,Habillement
3354,"Slip, culotte, maillot de bain",3,Clothing and footwear,Habillement
3355,"Slip, culotte, maillot de bain",3,Clothing and footwear,Habillement
3356,"Slip, culotte, maillot de bain",3,Clothing and footwear,Habillement
3357,"Slip, culotte, maillot de bain",3,Clothing and footwear,Habillement
3358,"Slip, culotte, maillot de bain",3,Clothing and footwear,Habillement
3359,"Slip, culotte, maillot de bain",3,Clothing and footwear,Habillement
3361,Couche en linge pour bébé (autre que couche pharmaceutique),3,Clothing and footwear,Habillement
