governorate,year,indicator,unit,basis,value,population_thousands,comparable,geography
Bizerte,2013,bank_branches,branches,per_head,59.0,564.9,0.10444326429456541,as_printed
Bizerte,2014,bank_branches,branches,per_head,65.0,569.5,0.1141352063213345,as_printed
Bizerte,2015,bank_branches,branches,per_head,72.0,575.7,0.12506513809275663,as_printed
Bizerte,2016,bank_branches,branches,per_head,74.0,580.2,0.1275422268183385,as_printed
Bizerte,2017,bank_branches,branches,per_head,78.0,584.6,0.13342456380431064,as_printed
Bizerte,2018,bank_branches,branches,per_head,80.0,588.4,0.13596193065941536,as_printed
Béja,2005,bank_branches,branches,per_head,18.0,304.0,0.05921052631578947,as_printed
Béja,2006,bank_branches,branches,per_head,18.0,303.8,0.05924950625411455,as_printed
Béja,2007,bank_branches,branches,per_head,19.0,303.7,0.0625617385577873,as_printed
Béja,2008,bank_branches,branches,per_head,22.0,304.4,0.07227332457293036,as_printed
Béja,2010,bank_branches,branches,per_head,22.0,304.8,0.0721784776902887,as_printed
Béja,2011,bank_branches,branches,per_head,22.0,304.6,0.072225869993434,as_printed
Béja,2012,bank_branches,branches,per_head,26.0,304.3,0.08544199802826158,as_printed
Béja,2013,bank_branches,branches,per_head,26.0,304.0,0.08552631578947369,as_printed
Béja,2014,bank_branches,branches,per_head,26.0,303.4,0.0856954515491101,as_printed
Béja,2015,bank_branches,branches,per_head,28.0,305.0,0.09180327868852459,as_printed
Béja,2016,bank_branches,branches,per_head,30.0,305.5,0.09819967266775777,as_printed
Béja,2017,bank_branches,branches,per_head,33.0,306.0,0.10784313725490197,as_printed
Béja,2018,bank_branches,branches,per_head,34.0,306.4,0.11096605744125328,as_printed
Gabès,2005,bank_branches,branches,per_head,21.0,345.9,0.060711188204683436,as_printed
Gabès,2006,bank_branches,branches,per_head,23.0,348.7,0.06595927731574419,as_printed
Gabès,2007,bank_branches,branches,per_head,23.0,351.6,0.06541524459613196,as_printed
Gabès,2008,bank_branches,branches,per_head,26.0,354.6,0.07332205301748448,as_printed
Gabès,2010,bank_branches,branches,per_head,31.0,362.2,0.08558807288790723,as_printed
Gabès,2011,bank_branches,branches,per_head,33.0,365.4,0.090311986863711,as_printed
Gabès,2012,bank_branches,branches,per_head,43.0,368.6,0.1166576234400434,as_printed
Gabès,2013,bank_branches,branches,per_head,44.0,371.8,0.11834319526627218,as_printed
Gabès,2014,bank_branches,branches,per_head,39.0,375.3,0.10391686650679456,as_printed
Gabès,2015,bank_branches,branches,per_head,42.0,380.8,0.11029411764705882,as_printed
Gabès,2016,bank_branches,branches,per_head,44.0,385.7,0.11407829919626652,as_printed
Gabès,2017,bank_branches,branches,per_head,46.0,390.6,0.11776753712237582,as_printed
Gabès,2018,bank_branches,branches,per_head,47.0,395.1,0.11895722601872943,as_printed
Gafsa,2005,bank_branches,branches,per_head,14.0,326.0,0.04294478527607362,as_printed
Gafsa,2006,bank_branches,branches,per_head,14.0,328.2,0.04265691651432054,as_printed
Gafsa,2007,bank_branches,branches,per_head,15.0,330.0,0.045454545454545456,as_printed
Gafsa,2008,bank_branches,branches,per_head,16.0,332.4,0.048134777376654635,as_printed
Gafsa,2010,bank_branches,branches,per_head,21.0,332.8,0.06310096153846154,as_printed
Gafsa,2011,bank_branches,branches,per_head,21.0,334.1,0.06285543250523795,as_printed
Gafsa,2012,bank_branches,branches,per_head,34.0,335.4,0.10137149672033394,as_printed
Gafsa,2013,bank_branches,branches,per_head,34.0,336.8,0.10095011876484561,as_printed
Gafsa,2014,bank_branches,branches,per_head,24.0,337.9,0.07102693104468778,as_printed
Gafsa,2015,bank_branches,branches,per_head,25.0,341.1,0.0732922896511287,as_printed
Gafsa,2016,bank_branches,branches,per_head,29.0,344.1,0.08427782621331008,as_printed
Gafsa,2017,bank_branches,branches,per_head,32.0,346.7,0.0922988174214018,as_printed
Gafsa,2018,bank_branches,branches,per_head,33.0,348.8,0.09461009174311927,as_printed
Jendouba,2005,bank_branches,branches,per_head,23.0,418.1,0.055010762975364745,as_printed
Jendouba,2006,bank_branches,branches,per_head,27.0,419.1,0.06442376521116679,as_printed
Jendouba,2007,bank_branches,branches,per_head,29.0,419.8,0.06908051453072891,as_printed
Jendouba,2008,bank_branches,branches,per_head,26.0,420.7,0.061801758973140004,as_printed
Jendouba,2010,bank_branches,branches,per_head,28.0,409.4,0.06839276990718124,as_printed
Jendouba,2011,bank_branches,branches,per_head,28.0,407.8,0.06866110838646396,as_printed
Jendouba,2012,bank_branches,branches,per_head,28.0,406.0,0.06896551724137931,as_printed
Jendouba,2013,bank_branches,branches,per_head,29.0,404.2,0.07174666006927263,as_printed
Jendouba,2014,bank_branches,branches,per_head,29.0,401.9,0.0721572530480219,as_printed
Jendouba,2015,bank_branches,branches,per_head,31.0,403.3,0.07686585668237045,as_printed
Jendouba,2016,bank_branches,branches,per_head,32.0,403.3,0.07934540044631788,as_printed
Jendouba,2017,bank_branches,branches,per_head,34.0,403.4,0.08428358948934062,as_printed
Jendouba,2018,bank_branches,branches,per_head,36.0,403.3,0.0892635755021076,as_printed
Kairouan,2005,bank_branches,branches,per_head,25.0,548.2,0.0456037942356804,as_printed
Kairouan,2006,bank_branches,branches,per_head,25.0,550.3,0.0454297655824096,as_printed
Kairouan,2007,bank_branches,branches,per_head,26.0,551.9,0.047109983692697956,as_printed
Kairouan,2008,bank_branches,branches,per_head,26.0,554.3,0.046906007577124306,as_printed
Kairouan,2010,bank_branches,branches,per_head,27.0,562.3,0.04801707273697315,as_printed
Kairouan,2011,bank_branches,branches,per_head,27.0,564.7,0.04781299805206304,as_printed
Kairouan,2012,bank_branches,branches,per_head,20.0,567.1,0.03526714865103156,as_printed
Kairouan,2013,bank_branches,branches,per_head,20.0,569.5,0.03511852502194908,as_printed
Kairouan,2014,bank_branches,branches,per_head,28.0,571.3,0.04901102748118327,as_printed
Kairouan,2015,bank_branches,branches,per_head,30.0,575.9,0.052092377148810556,as_printed
Kairouan,2016,bank_branches,branches,per_head,31.0,580.7,0.053383847081109,as_printed
Kairouan,2017,bank_branches,branches,per_head,32.0,585.0,0.0547008547008547,as_printed
Kairouan,2018,bank_branches,branches,per_head,33.0,588.5,0.056074766355140186,as_printed
Kasserine,2005,bank_branches,branches,per_head,11.0,415.7,0.02646139042578783,as_printed
Kasserine,2006,bank_branches,branches,per_head,11.0,419.2,0.026240458015267178,as_printed
Kasserine,2007,bank_branches,branches,per_head,12.0,422.1,0.028429282160625444,as_printed
Kasserine,2008,bank_branches,branches,per_head,13.0,424.9,0.03059543421981643,as_printed
Kasserine,2010,bank_branches,branches,per_head,16.0,429.3,0.03726997437689261,as_printed
Kasserine,2011,bank_branches,branches,per_head,16.0,432.1,0.03702846563295533,as_printed
Kasserine,2012,bank_branches,branches,per_head,16.0,434.8,0.03679852805887764,as_printed
Kasserine,2013,bank_branches,branches,per_head,17.0,437.5,0.038857142857142854,as_printed
Kasserine,2014,bank_branches,branches,per_head,18.0,440.1,0.04089979550102249,as_printed
Kasserine,2015,bank_branches,branches,per_head,19.0,444.3,0.04276389826693675,as_printed
Kasserine,2016,bank_branches,branches,per_head,21.0,447.9,0.04688546550569324,as_printed
Kasserine,2017,bank_branches,branches,per_head,22.0,451.3,0.04874806115665854,as_printed
Kasserine,2018,bank_branches,branches,per_head,23.0,454.4,0.050616197183098594,as_printed
Kébili,2005,bank_branches,branches,per_head,7.0,144.4,0.048476454293628804,as_printed
Kébili,2006,bank_branches,branches,per_head,8.0,145.5,0.054982817869415807,as_printed
Kébili,2007,bank_branches,branches,per_head,8.0,146.6,0.054570259208731244,as_printed
Kébili,2008,bank_branches,branches,per_head,9.0,147.8,0.06089309878213802,as_printed
Kébili,2010,bank_branches,branches,per_head,9.0,151.7,0.059327620303230064,as_printed
Kébili,2011,bank_branches,branches,per_head,9.0,153.1,0.05878510777269758,as_printed
Kébili,2012,bank_branches,branches,per_head,9.0,154.5,0.05825242718446602,as_printed
Kébili,2013,bank_branches,branches,per_head,10.0,155.9,0.06414368184733804,as_printed
Kébili,2014,bank_branches,branches,per_head,11.0,157.3,0.06993006993006992,as_printed
Kébili,2015,bank_branches,branches,per_head,13.0,159.5,0.08150470219435736,as_printed
Kébili,2016,bank_branches,branches,per_head,13.0,161.8,0.08034610630407911,as_printed
Kébili,2017,bank_branches,branches,per_head,13.0,164.0,0.07926829268292683,as_printed
Kébili,2018,bank_branches,branches,per_head,14.0,166.0,0.08433734939759036,as_printed
Le Kef,2005,bank_branches,branches,per_head,15.0,258.5,0.058027079303675046,as_printed
Le Kef,2006,bank_branches,branches,per_head,15.0,258.0,0.05813953488372093,as_printed
Le Kef,2007,bank_branches,branches,per_head,16.0,257.3,0.06218422075398367,as_printed
Le Kef,2008,bank_branches,branches,per_head,17.0,256.8,0.06619937694704049,as_printed
Le Kef,2010,bank_branches,branches,per_head,18.0,250.7,0.07179896290386917,as_printed
Le Kef,2011,bank_branches,branches,per_head,18.0,249.0,0.07228915662650602,as_printed
Le Kef,2012,bank_branches,branches,per_head,18.0,247.3,0.07278608976951072,as_printed
Le Kef,2013,bank_branches,branches,per_head,19.0,245.5,0.07739307535641547,as_printed
Le Kef,2014,bank_branches,branches,per_head,21.0,243.6,0.08620689655172414,as_printed
Le Kef,2015,bank_branches,branches,per_head,22.0,245.1,0.0897592819257446,as_printed
Le Kef,2016,bank_branches,branches,per_head,22.0,245.7,0.08954008954008955,as_printed
Le Kef,2017,bank_branches,branches,per_head,22.0,246.1,0.08939455505891913,as_printed
Le Kef,2018,bank_branches,branches,per_head,22.0,246.2,0.08935824532900082,as_printed
Mahdia,2005,bank_branches,branches,per_head,24.0,381.9,0.06284367635506677,as_printed
Mahdia,2006,bank_branches,branches,per_head,27.0,384.5,0.07022106631989597,as_printed
Mahdia,2007,bank_branches,branches,per_head,27.0,386.9,0.06978547428276041,as_printed
Mahdia,2008,bank_branches,branches,per_head,23.0,389.8,0.05900461775269369,as_printed
Mahdia,2010,bank_branches,branches,per_head,26.0,398.3,0.06527742907356264,as_printed
Mahdia,2011,bank_branches,branches,per_head,27.0,401.6,0.06723107569721115,as_printed
Mahdia,2012,bank_branches,branches,per_head,36.0,404.9,0.08891084218325512,as_printed
Mahdia,2013,bank_branches,branches,per_head,38.0,408.3,0.09306882194464854,as_printed
Mahdia,2014,bank_branches,branches,per_head,35.0,412.0,0.08495145631067962,as_printed
Mahdia,2015,bank_branches,branches,per_head,38.0,418.4,0.09082217973231357,as_printed
Mahdia,2016,bank_branches,branches,per_head,41.0,424.4,0.09660697455230914,as_printed
Mahdia,2017,bank_branches,branches,per_head,40.0,429.8,0.09306654257794322,as_printed
Mahdia,2018,bank_branches,branches,per_head,40.0,434.6,0.09203865623561895,as_printed
Manouba,2010,bank_branches,branches,per_head,28.0,362.3,0.07728401876897599,as_printed
Manouba,2011,bank_branches,branches,per_head,28.0,366.7,0.0763566948459231,as_printed
Manouba,2012,bank_branches,branches,per_head,40.0,371.2,0.10775862068965518,as_printed
Manouba,2013,bank_branches,branches,per_head,42.0,375.8,0.11176157530601383,as_printed
Manouba,2014,bank_branches,branches,per_head,39.0,381.0,0.10236220472440945,as_printed
Manouba,2015,bank_branches,branches,per_head,41.0,388.3,0.10558846252897244,as_printed
Manouba,2016,bank_branches,branches,per_head,41.0,395.1,0.10377119716527461,as_printed
Manouba,2017,bank_branches,branches,per_head,42.0,402.2,0.10442565887618101,as_printed
Manouba,2018,bank_branches,branches,per_head,41.0,409.4,0.1001465559355154,as_printed
Monastir,2005,bank_branches,branches,per_head,47.0,466.3,0.10079348059189362,as_printed
Monastir,2006,bank_branches,branches,per_head,54.0,475.3,0.11361245529139491,as_printed
Monastir,2007,bank_branches,branches,per_head,55.0,485.0,0.1134020618556701,as_printed
Monastir,2008,bank_branches,branches,per_head,59.0,494.9,0.11921600323297636,as_printed
Monastir,2010,bank_branches,branches,per_head,63.0,511.1,0.12326354920759146,as_printed
Monastir,2011,bank_branches,branches,per_head,63.0,520.6,0.12101421436803687,as_printed
Monastir,2012,bank_branches,branches,per_head,67.0,530.3,0.12634357910616634,as_printed
Monastir,2013,bank_branches,branches,per_head,75.0,540.1,0.1388631734863914,as_printed
Monastir,2014,bank_branches,branches,per_head,80.0,550.8,0.14524328249818447,as_printed
Monastir,2015,bank_branches,branches,per_head,87.0,561.1,0.15505257529852076,as_printed
Monastir,2016,bank_branches,branches,per_head,94.0,570.6,0.16473887136347704,as_printed
Monastir,2017,bank_branches,branches,per_head,99.0,579.9,0.17071908949818934,as_printed
Monastir,2018,bank_branches,branches,per_head,100.0,588.7,0.16986580601324952,as_printed
Médenine,2005,bank_branches,branches,per_head,44.0,436.7,0.10075566750629723,as_printed
Médenine,2006,bank_branches,branches,per_head,48.0,440.2,0.10904134484325306,as_printed
Médenine,2007,bank_branches,branches,per_head,51.0,443.7,0.11494252873563218,as_printed
Médenine,2008,bank_branches,branches,per_head,54.0,447.5,0.12067039106145251,as_printed
Médenine,2010,bank_branches,branches,per_head,52.0,461.2,0.11274934952298353,as_printed
Médenine,2011,bank_branches,branches,per_head,52.0,466.0,0.11158798283261803,as_printed
Médenine,2012,bank_branches,branches,per_head,50.0,470.8,0.10620220900594732,as_printed
Médenine,2013,bank_branches,branches,per_head,53.0,475.7,0.11141475719991592,as_printed
Médenine,2014,bank_branches,branches,per_head,62.0,480.9,0.1289249324183822,as_printed
Médenine,2015,bank_branches,branches,per_head,64.0,488.2,0.13109381401065137,as_printed
Médenine,2016,bank_branches,branches,per_head,70.0,494.7,0.14149989892864362,as_printed
Médenine,2017,bank_branches,branches,per_head,75.0,501.1,0.14967072440630613,as_printed
Médenine,2018,bank_branches,branches,per_head,79.0,506.8,0.15588003157063932,as_printed
Nabeul,2005,bank_branches,branches,per_head,79.0,705.0,0.11205673758865248,as_printed
Nabeul,2006,bank_branches,branches,per_head,93.0,714.5,0.13016095171448566,as_printed
Nabeul,2007,bank_branches,branches,per_head,101.0,723.7,0.13956059140527843,as_printed
Nabeul,2008,bank_branches,branches,per_head,104.0,733.6,0.14176663031624864,as_printed
Nabeul,2010,bank_branches,branches,per_head,110.0,750.7,0.1465299054216065,as_printed
Nabeul,2011,bank_branches,branches,per_head,120.0,760.3,0.1578324345653032,as_printed
Nabeul,2012,bank_branches,branches,per_head,112.0,770.0,0.14545454545454545,as_printed
Nabeul,2013,bank_branches,branches,per_head,116.0,779.8,0.14875609130546294,as_printed
Nabeul,2014,bank_branches,branches,per_head,129.0,790.7,0.16314657898065005,as_printed
Nabeul,2015,bank_branches,branches,per_head,136.0,804.8,0.16898608349900598,as_printed
Nabeul,2016,bank_branches,branches,per_head,142.0,817.5,0.17370030581039755,as_printed
Nabeul,2017,bank_branches,branches,per_head,144.0,830.0,0.17349397590361446,as_printed
Nabeul,2018,bank_branches,branches,per_head,146.0,841.8,0.17343787122832027,as_printed
Sfax,2005,bank_branches,branches,per_head,87.0,869.4,0.10006901311249138,as_printed
Sfax,2006,bank_branches,branches,per_head,102.0,881.0,0.11577752553916004,as_printed
Sfax,2007,bank_branches,branches,per_head,109.0,893.0,0.12206047032474804,as_printed
Sfax,2008,bank_branches,branches,per_head,127.0,905.0,0.14033149171270717,as_printed
Sfax,2010,bank_branches,branches,per_head,146.0,916.2,0.15935385287055226,as_printed
Sfax,2011,bank_branches,branches,per_head,153.0,926.4,0.16515544041450778,as_printed
Sfax,2012,bank_branches,branches,per_head,150.0,936.7,0.1601366499412832,as_printed
Sfax,2013,bank_branches,branches,per_head,157.0,947.1,0.16576919015943406,as_printed
Sfax,2014,bank_branches,branches,per_head,169.0,958.1,0.17639077340569878,as_printed
Sfax,2015,bank_branches,branches,per_head,178.0,971.3,0.18325954905796357,as_printed
Sfax,2016,bank_branches,branches,per_head,189.0,982.3,0.19240557874376465,as_printed
Sfax,2017,bank_branches,branches,per_head,199.0,992.8,0.20044319097502014,as_printed
Sfax,2018,bank_branches,branches,per_head,203.0,1002.4,0.20251396648044692,as_printed
Sidi Bouzid,2005,bank_branches,branches,per_head,13.0,398.4,0.03263052208835342,as_printed
Sidi Bouzid,2006,bank_branches,branches,per_head,16.0,401.1,0.03989030167040638,as_printed
Sidi Bouzid,2007,bank_branches,branches,per_head,18.0,403.4,0.04462072384729797,as_printed
Sidi Bouzid,2008,bank_branches,branches,per_head,15.0,406.2,0.03692762186115214,as_printed
Sidi Bouzid,2010,bank_branches,branches,per_head,16.0,416.8,0.03838771593090211,as_printed
Sidi Bouzid,2011,bank_branches,branches,per_head,18.0,420.3,0.042826552462526764,as_printed
Sidi Bouzid,2012,bank_branches,branches,per_head,18.0,423.8,0.042472864558754125,as_printed
Sidi Bouzid,2013,bank_branches,branches,per_head,19.0,427.3,0.044465246899134094,as_printed
Sidi Bouzid,2014,bank_branches,branches,per_head,20.0,430.9,0.046414481318171275,as_printed
Sidi Bouzid,2015,bank_branches,branches,per_head,21.0,436.1,0.04815409309791332,as_printed
Sidi Bouzid,2016,bank_branches,branches,per_head,21.0,440.7,0.047651463580667124,as_printed
Sidi Bouzid,2017,bank_branches,branches,per_head,21.0,444.8,0.047212230215827336,as_printed
Sidi Bouzid,2018,bank_branches,branches,per_head,24.0,448.3,0.05353557885344635,as_printed
Siliana,2005,bank_branches,branches,per_head,10.0,233.9,0.04275331338178709,as_printed
Siliana,2006,bank_branches,branches,per_head,10.0,233.7,0.04278990158322636,as_printed
Siliana,2007,bank_branches,branches,per_head,10.0,233.3,0.04286326618088298,as_printed
Siliana,2008,bank_branches,branches,per_head,10.0,233.3,0.04286326618088298,as_printed
Siliana,2010,bank_branches,branches,per_head,11.0,228.5,0.04814004376367615,as_printed
Siliana,2011,bank_branches,branches,per_head,12.0,227.4,0.052770448548812667,as_printed
Siliana,2012,bank_branches,branches,per_head,11.0,226.2,0.048629531388152084,as_printed
Siliana,2013,bank_branches,branches,per_head,11.0,224.9,0.048910626945309024,as_printed
Siliana,2014,bank_branches,branches,per_head,14.0,223.4,0.06266786034019696,as_printed
Siliana,2015,bank_branches,branches,per_head,15.0,224.9,0.06669630947087594,as_printed
Siliana,2016,bank_branches,branches,per_head,16.0,225.9,0.07082779991146525,as_printed
Siliana,2017,bank_branches,branches,per_head,17.0,226.7,0.07498897220996913,as_printed
Siliana,2018,bank_branches,branches,per_head,17.0,226.9,0.07492287351256059,as_printed
Sousse,2005,bank_branches,branches,per_head,77.0,557.1,0.13821576018668102,as_printed
Sousse,2006,bank_branches,branches,per_head,95.0,568.2,0.16719464977120732,as_printed
Sousse,2007,bank_branches,branches,per_head,104.0,579.0,0.17962003454231434,as_printed
Sousse,2008,bank_branches,branches,per_head,108.0,590.1,0.18301982714794102,as_printed
Sousse,2010,bank_branches,branches,per_head,114.0,621.8,0.183338694113863,as_printed
Sousse,2011,bank_branches,branches,per_head,117.0,635.1,0.18422295701464336,as_printed
Sousse,2012,bank_branches,branches,per_head,120.0,648.7,0.1849853553260367,as_printed
Sousse,2013,bank_branches,branches,per_head,125.0,662.5,0.18867924528301888,as_printed
Sousse,2014,bank_branches,branches,per_head,143.0,677.5,0.211070110701107,as_printed
Sousse,2015,bank_branches,branches,per_head,153.0,690.7,0.22151440567540176,as_printed
Sousse,2016,bank_branches,branches,per_head,158.0,702.9,0.22478304168445015,as_printed
Sousse,2017,bank_branches,branches,per_head,164.0,714.7,0.22946690919266824,as_printed
Sousse,2018,bank_branches,branches,per_head,165.0,725.6,0.22739801543550164,as_printed
Tataouine,2005,bank_branches,branches,per_head,9.0,143.9,0.06254343293954134,as_printed
Tataouine,2006,bank_branches,branches,per_head,11.0,144.2,0.07628294036061027,as_printed
Tataouine,2007,bank_branches,branches,per_head,11.0,144.3,0.07623007623007623,as_printed
Tataouine,2008,bank_branches,branches,per_head,10.0,144.6,0.06915629322268327,as_printed
Tataouine,2010,bank_branches,branches,per_head,12.0,147.5,0.08135593220338982,as_printed
Tataouine,2011,bank_branches,branches,per_head,12.0,148.1,0.08102633355840648,as_printed
Tataouine,2012,bank_branches,branches,per_head,12.0,148.6,0.08075370121130553,as_printed
Tataouine,2013,bank_branches,branches,per_head,14.0,149.2,0.09383378016085792,as_printed
Tataouine,2014,bank_branches,branches,per_head,14.0,149.5,0.09364548494983277,as_printed
Tataouine,2015,bank_branches,branches,per_head,16.0,149.9,0.1067378252168112,as_printed
Tataouine,2016,bank_branches,branches,per_head,16.0,150.1,0.10659560293137908,as_printed
Tataouine,2017,bank_branches,branches,per_head,17.0,150.3,0.11310711909514304,as_printed
Tataouine,2018,bank_branches,branches,per_head,17.0,150.5,0.11295681063122924,as_printed
Tozeur,2005,bank_branches,branches,per_head,12.0,98.5,0.1218274111675127,as_printed
Tozeur,2006,bank_branches,branches,per_head,16.0,99.4,0.16096579476861167,as_printed
Tozeur,2007,bank_branches,branches,per_head,16.0,100.3,0.15952143569292124,as_printed
Tozeur,2008,bank_branches,branches,per_head,13.0,101.3,0.12833168805528133,as_printed
Tozeur,2010,bank_branches,branches,per_head,13.0,103.9,0.12512030798845042,as_printed
Tozeur,2011,bank_branches,branches,per_head,13.0,104.9,0.12392755004766444,as_printed
Tozeur,2012,bank_branches,branches,per_head,14.0,106.0,0.1320754716981132,as_printed
Tozeur,2013,bank_branches,branches,per_head,15.0,107.1,0.1400560224089636,as_printed
Tozeur,2014,bank_branches,branches,per_head,14.0,108.2,0.12939001848428835,as_printed
Tozeur,2015,bank_branches,branches,per_head,15.0,109.6,0.13686131386861314,as_printed
Tozeur,2016,bank_branches,branches,per_head,15.0,110.9,0.13525698827772767,as_printed
Tozeur,2017,bank_branches,branches,per_head,15.0,112.2,0.13368983957219252,as_printed
Tozeur,2018,bank_branches,branches,per_head,15.0,113.3,0.1323918799646955,as_printed
Tunis,2005,bank_branches,branches,per_head,224.0,986.7,0.22701935745414006,as_printed
Tunis,2006,bank_branches,branches,per_head,291.0,989.0,0.2942366026289181,as_printed
Tunis,2007,bank_branches,branches,per_head,301.0,991.3,0.30364168263895897,as_printed
Tunis,2008,bank_branches,branches,per_head,296.0,993.9,0.2978166817587283,as_printed
Tunis,2010,bank_branches,branches,per_head,327.0,1029.2,0.31772250291488535,as_printed
Tunis,2011,bank_branches,branches,per_head,334.0,1036.5,0.32223830197780995,as_printed
Tunis,2012,bank_branches,branches,per_head,340.0,1043.8,0.32573289902280134,as_printed
Tunis,2013,bank_branches,branches,per_head,346.0,1051.2,0.3291476407914764,as_printed
Tunis,2014,bank_branches,branches,per_head,400.0,1057.8,0.37814331631688414,as_printed
Tunis,2015,bank_branches,branches,per_head,415.0,1063.6,0.3901842798044378,as_printed
Tunis,2016,bank_branches,branches,per_head,425.0,1065.9,0.3987240829346092,as_printed
Tunis,2017,bank_branches,branches,per_head,443.0,1068.1,0.4147551727366352,as_printed
Tunis,2018,bank_branches,branches,per_head,447.0,1069.6,0.4179132385938669,as_printed
Zaghouan,2005,bank_branches,branches,per_head,11.0,163.3,0.06736068585425596,as_printed
Zaghouan,2006,bank_branches,branches,per_head,11.0,165.7,0.0663850331925166,as_printed
Zaghouan,2007,bank_branches,branches,per_head,12.0,165.5,0.07250755287009064,as_printed
Zaghouan,2008,bank_branches,branches,per_head,15.0,167.0,0.08982035928143713,as_printed
Zaghouan,2010,bank_branches,branches,per_head,15.0,170.8,0.08782201405152225,as_printed
Zaghouan,2011,bank_branches,branches,per_head,15.0,172.4,0.08700696055684455,as_printed
Zaghouan,2012,bank_branches,branches,per_head,19.0,174.0,0.10919540229885058,as_printed
Zaghouan,2013,bank_branches,branches,per_head,20.0,175.7,0.11383039271485487,as_printed
Zaghouan,2014,bank_branches,branches,per_head,18.0,177.4,0.10146561443066517,as_printed
Zaghouan,2015,bank_branches,branches,per_head,19.0,179.9,0.1056142301278488,as_printed
Zaghouan,2016,bank_branches,branches,per_head,19.0,181.9,0.10445299615173172,as_printed
Zaghouan,2017,bank_branches,branches,per_head,21.0,184.0,0.11413043478260869,as_printed
Zaghouan,2018,bank_branches,branches,per_head,21.0,185.9,0.11296395911780527,as_printed
Ariana,2014,camping_centres,centres,per_head,0.0,579.3,0.0,as_printed
Ariana,2015,camping_centres,centres,per_head,0.0,596.0,0.0,as_printed
Ariana,2016,camping_centres,centres,per_head,0.0,611.9,0.0,as_printed
Ariana,2017,camping_centres,centres,per_head,0.0,627.1,0.0,as_printed
Ariana,2019,camping_centres,centres,per_head,0.0,654.3,0.0,as_printed
Ariana,2020,camping_centres,centres,per_head,0.0,662.7,0.0,as_printed
Ariana,2021,camping_centres,centres,per_head,0.0,667.4,0.0,as_printed
Ariana,2022,camping_centres,centres,per_head,0.0,671.7,0.0,as_printed
Ariana,2023,camping_centres,centres,per_head,0.0,676.1,0.0,as_printed
Ben Arous,2014,camping_centres,centres,per_head,0.0,634.6,0.0,as_printed
Ben Arous,2015,camping_centres,centres,per_head,0.0,649.2,0.0,as_printed
