governorate,year,indicator,unit,basis,value,population_thousands,comparable,geography
Zaghouan,2012,private_gym_members,members,per_head,430.0,174.0,2.471264367816092,as_printed
Zaghouan,2013,private_gym_members,members,per_head,568.0,175.7,3.2327831531018782,as_printed
Zaghouan,2014,private_gym_members,members,per_head,431.0,177.4,2.4295377677564827,as_printed
Zaghouan,2015,private_gym_members,members,per_head,577.0,179.9,3.2073374096720397,as_printed
Zaghouan,2016,private_gym_members,members,per_head,583.0,181.9,3.205057724024189,as_printed
Zaghouan,2017,private_gym_members,members,per_head,644.0,184.0,3.5,as_printed
Zaghouan,2018,private_gym_members,members,per_head,654.0,185.9,3.518020441097364,as_printed
Zaghouan,2019,private_gym_members,members,per_head,1494.0,187.7,7.959509856153437,as_printed
Zaghouan,2020,private_gym_members,members,per_head,1704.0,189.2,9.006342494714588,as_printed
Zaghouan,2021,private_gym_members,members,per_head,1608.0,190.1,8.458705944239874,as_printed
Zaghouan,2022,private_gym_members,members,per_head,2000.0,190.7,10.48767697954903,as_printed
Zaghouan,2023,private_gym_members,members,per_head,2627.0,191.3,13.732357553580762,as_printed
Ariana,2007,private_sports_halls,halls,per_head,45.0,460.3,0.0977623289159244,as_printed
Ariana,2008,private_sports_halls,halls,per_head,47.0,473.2,0.09932375316990702,as_printed
Ariana,2009,private_sports_halls,halls,per_head,46.0,483.5,0.09513960703205791,as_printed
Ariana,2010,private_sports_halls,halls,per_head,47.0,512.6,0.09168942645337495,as_printed
Ariana,2011,private_sports_halls,halls,per_head,47.0,528.4,0.08894776684330054,as_printed
Ariana,2012,private_sports_halls,halls,per_head,47.0,544.4,0.08633357825128582,as_printed
Ariana,2013,private_sports_halls,halls,per_head,49.0,560.8,0.08737517831669045,as_printed
Ariana,2014,private_sports_halls,halls,per_head,51.0,579.3,0.08803728638011393,as_printed
Ariana,2015,private_sports_halls,halls,per_head,76.0,596.0,0.12751677852348994,as_printed
Ariana,2016,private_sports_halls,halls,per_head,76.0,611.9,0.12420330119300539,as_printed
Ariana,2017,private_sports_halls,halls,per_head,62.0,627.1,0.09886780417796204,as_printed
Ariana,2018,private_sports_halls,halls,per_head,71.0,641.4,0.11069535391331463,as_printed
Ariana,2019,private_sports_halls,halls,per_head,60.0,654.3,0.09170105456212747,as_printed
Ariana,2020,private_sports_halls,halls,per_head,62.0,662.7,0.09355666213973139,as_printed
Ariana,2021,private_sports_halls,halls,per_head,62.0,667.4,0.09289781240635302,as_printed
Ariana,2022,private_sports_halls,halls,per_head,97.0,671.7,0.14440970671430697,as_printed
Ariana,2023,private_sports_halls,halls,per_head,97.0,676.1,0.14346990090223338,as_printed
Ben Arous,2007,private_sports_halls,halls,per_head,48.0,543.6,0.08830022075055187,as_printed
Ben Arous,2008,private_sports_halls,halls,per_head,56.0,555.4,0.10082823190493338,as_printed
Ben Arous,2009,private_sports_halls,halls,per_head,56.0,565.5,0.09902740937223696,as_printed
Ben Arous,2010,private_sports_halls,halls,per_head,50.0,580.4,0.08614748449345279,as_printed
Ben Arous,2011,private_sports_halls,halls,per_head,53.0,593.3,0.08933086128434183,as_printed
Ben Arous,2012,private_sports_halls,halls,per_head,66.0,606.4,0.10883905013192613,as_printed
Ben Arous,2013,private_sports_halls,halls,per_head,68.0,619.7,0.10973051476520897,as_printed
Ben Arous,2014,private_sports_halls,halls,per_head,86.0,634.6,0.13551843681058934,as_printed
Ben Arous,2015,private_sports_halls,halls,per_head,102.0,649.2,0.15711645101663585,as_printed
Ben Arous,2016,private_sports_halls,halls,per_head,102.0,663.1,0.15382295279746644,as_printed
Ben Arous,2017,private_sports_halls,halls,per_head,132.0,676.8,0.1950354609929078,as_printed
Ben Arous,2018,private_sports_halls,halls,per_head,113.0,690.0,0.16376811594202897,as_printed
Ben Arous,2019,private_sports_halls,halls,per_head,100.0,702.0,0.14245014245014245,as_printed
Ben Arous,2020,private_sports_halls,halls,per_head,100.0,710.5,0.14074595355383532,as_printed
Ben Arous,2021,private_sports_halls,halls,per_head,100.0,715.5,0.13976240391334732,as_printed
Ben Arous,2022,private_sports_halls,halls,per_head,86.0,719.7,0.11949423370848965,as_printed
Ben Arous,2023,private_sports_halls,halls,per_head,115.0,723.9,0.1588617212322144,as_printed
Bizerte,2007,private_sports_halls,halls,per_head,27.0,536.0,0.05037313432835821,as_printed
Bizerte,2008,private_sports_halls,halls,per_head,27.0,539.0,0.05009276437847866,as_printed
Bizerte,2009,private_sports_halls,halls,per_head,27.0,543.2,0.04970544918998527,as_printed
Bizerte,2010,private_sports_halls,halls,per_head,34.0,551.5,0.061650045330915684,as_printed
Bizerte,2011,private_sports_halls,halls,per_head,34.0,555.9,0.06116207951070337,as_printed
Bizerte,2012,private_sports_halls,halls,per_head,41.0,560.4,0.07316202712348323,as_printed
Bizerte,2013,private_sports_halls,halls,per_head,42.0,564.9,0.07434944237918216,as_printed
Bizerte,2014,private_sports_halls,halls,per_head,42.0,569.5,0.07374890254609306,as_printed
Bizerte,2015,private_sports_halls,halls,per_head,51.0,575.7,0.08858780614903596,as_printed
Bizerte,2016,private_sports_halls,halls,per_head,51.0,580.2,0.08790072388831437,as_printed
Bizerte,2017,private_sports_halls,halls,per_head,78.0,584.6,0.13342456380431064,as_printed
Bizerte,2018,private_sports_halls,halls,per_head,57.0,588.4,0.09687287559483344,as_printed
Bizerte,2019,private_sports_halls,halls,per_head,57.0,591.9,0.0963000506842372,as_printed
Bizerte,2020,private_sports_halls,halls,per_head,57.0,595.2,0.09576612903225806,as_printed
Bizerte,2021,private_sports_halls,halls,per_head,96.0,597.5,0.1606694560669456,as_printed
Bizerte,2022,private_sports_halls,halls,per_head,75.0,599.1,0.12518778167250877,as_printed
Bizerte,2023,private_sports_halls,halls,per_head,76.0,600.7,0.1265190610953887,as_printed
Béja,2007,private_sports_halls,halls,per_head,5.0,303.7,0.016463615409944024,as_printed
Béja,2008,private_sports_halls,halls,per_head,6.0,304.4,0.01971090670170828,as_printed
Béja,2009,private_sports_halls,halls,per_head,6.0,304.7,0.01969149983590417,as_printed
Béja,2010,private_sports_halls,halls,per_head,9.0,304.8,0.02952755905511811,as_printed
Béja,2011,private_sports_halls,halls,per_head,9.0,304.6,0.02954694681549573,as_printed
Béja,2012,private_sports_halls,halls,per_head,9.0,304.3,0.029576076240552085,as_printed
Béja,2013,private_sports_halls,halls,per_head,9.0,304.0,0.029605263157894735,as_printed
Béja,2014,private_sports_halls,halls,per_head,11.0,303.4,0.03625576796308504,as_printed
Béja,2015,private_sports_halls,halls,per_head,11.0,305.0,0.036065573770491806,as_printed
Béja,2016,private_sports_halls,halls,per_head,11.0,305.5,0.03600654664484452,as_printed
Béja,2017,private_sports_halls,halls,per_head,22.0,306.0,0.0718954248366013,as_printed
Béja,2018,private_sports_halls,halls,per_head,32.0,306.4,0.10443864229765014,as_printed
Béja,2019,private_sports_halls,halls,per_head,32.0,306.8,0.1043024771838331,as_printed
Béja,2020,private_sports_halls,halls,per_head,24.0,307.5,0.07804878048780488,as_printed
Béja,2021,private_sports_halls,halls,per_head,27.0,308.1,0.08763388510223953,as_printed
Béja,2022,private_sports_halls,halls,per_head,32.0,308.5,0.10372771474878444,as_printed
Béja,2023,private_sports_halls,halls,per_head,30.0,308.8,0.09715025906735751,as_printed
Gabès,2007,private_sports_halls,halls,per_head,21.0,351.6,0.05972696245733788,as_printed
Gabès,2008,private_sports_halls,halls,per_head,26.0,354.6,0.07332205301748448,as_printed
Gabès,2009,private_sports_halls,halls,per_head,26.0,358.3,0.07256488975718671,as_printed
Gabès,2010,private_sports_halls,halls,per_head,25.0,362.2,0.06902263942573164,as_printed
Gabès,2011,private_sports_halls,halls,per_head,24.0,365.4,0.06568144499178982,as_printed
Gabès,2012,private_sports_halls,halls,per_head,24.0,368.6,0.06511123168746609,as_printed
Gabès,2013,private_sports_halls,halls,per_head,24.0,371.8,0.064550833781603,as_printed
Gabès,2014,private_sports_halls,halls,per_head,24.0,375.3,0.0639488409272582,as_printed
Gabès,2015,private_sports_halls,halls,per_head,24.0,380.8,0.06302521008403361,as_printed
Gabès,2016,private_sports_halls,halls,per_head,24.0,385.7,0.0622245268343272,as_printed
Gabès,2017,private_sports_halls,halls,per_head,23.0,390.6,0.05888376856118791,as_printed
Gabès,2018,private_sports_halls,halls,per_head,13.0,395.1,0.03290306251581878,as_printed
Gabès,2019,private_sports_halls,halls,per_head,28.0,399.3,0.07012271475081393,as_printed
Gabès,2020,private_sports_halls,halls,per_head,28.0,402.7,0.06953066799106035,as_printed
Gabès,2021,private_sports_halls,halls,per_head,28.0,404.8,0.0691699604743083,as_printed
Gabès,2022,private_sports_halls,halls,per_head,28.0,406.3,0.06891459512675363,as_printed
Gabès,2023,private_sports_halls,halls,per_head,34.0,407.7,0.08339465293107677,as_printed
Gafsa,2007,private_sports_halls,halls,per_head,11.0,330.0,0.03333333333333333,as_printed
Gafsa,2008,private_sports_halls,halls,per_head,12.0,332.4,0.036101083032490974,as_printed
Gafsa,2009,private_sports_halls,halls,per_head,9.0,335.1,0.02685765443151298,as_printed
Gafsa,2010,private_sports_halls,halls,per_head,12.0,332.8,0.036057692307692304,as_printed
Gafsa,2011,private_sports_halls,halls,per_head,14.0,334.1,0.04190362167015863,as_printed
Gafsa,2012,private_sports_halls,halls,per_head,13.0,335.4,0.03875968992248062,as_printed
Gafsa,2013,private_sports_halls,halls,per_head,14.0,336.8,0.04156769596199525,as_printed
Gafsa,2014,private_sports_halls,halls,per_head,14.0,337.9,0.041432376442734536,as_printed
Gafsa,2015,private_sports_halls,halls,per_head,14.0,341.1,0.04104368220463207,as_printed
Gafsa,2016,private_sports_halls,halls,per_head,14.0,344.1,0.04068584713746004,as_printed
Gafsa,2017,private_sports_halls,halls,per_head,44.0,346.7,0.12691087395442746,as_printed
Gafsa,2018,private_sports_halls,halls,per_head,44.0,348.8,0.12614678899082568,as_printed
Gafsa,2019,private_sports_halls,halls,per_head,52.0,350.8,0.14823261117445838,as_printed
Gafsa,2020,private_sports_halls,halls,per_head,52.0,352.8,0.1473922902494331,as_printed
Gafsa,2021,private_sports_halls,halls,per_head,52.0,354.2,0.14680971202710333,as_printed
Gafsa,2022,private_sports_halls,halls,per_head,52.0,355.0,0.14647887323943662,as_printed
Gafsa,2023,private_sports_halls,halls,per_head,81.0,355.5,0.22784810126582278,as_printed
Jendouba,2007,private_sports_halls,halls,per_head,17.0,419.8,0.04049547403525488,as_printed
Jendouba,2008,private_sports_halls,halls,per_head,15.0,420.7,0.03565486094604231,as_printed
Jendouba,2009,private_sports_halls,halls,per_head,14.0,422.3,0.0331517878285579,as_printed
Jendouba,2010,private_sports_halls,halls,per_head,16.0,409.4,0.039081582804103565,as_printed
Jendouba,2011,private_sports_halls,halls,per_head,16.0,407.8,0.0392349190779794,as_printed
Jendouba,2012,private_sports_halls,halls,per_head,18.0,406.0,0.04433497536945813,as_printed
Jendouba,2013,private_sports_halls,halls,per_head,18.0,404.2,0.044532409698169226,as_printed
Jendouba,2014,private_sports_halls,halls,per_head,17.0,401.9,0.04229907937297835,as_printed
Jendouba,2015,private_sports_halls,halls,per_head,17.0,403.3,0.04215224398710637,as_printed
Jendouba,2016,private_sports_halls,halls,per_head,17.0,403.3,0.04215224398710637,as_printed
Jendouba,2017,private_sports_halls,halls,per_head,22.0,403.4,0.05453644025780863,as_printed
Jendouba,2018,private_sports_halls,halls,per_head,26.0,403.3,0.06446813786263328,as_printed
Jendouba,2019,private_sports_halls,halls,per_head,26.0,403.3,0.06446813786263328,as_printed
Jendouba,2020,private_sports_halls,halls,per_head,31.0,404.1,0.0767136847315021,as_printed
Jendouba,2021,private_sports_halls,halls,per_head,31.0,404.7,0.07659995058067705,as_printed
Jendouba,2022,private_sports_halls,halls,per_head,26.0,405.0,0.06419753086419754,as_printed
Jendouba,2023,private_sports_halls,halls,per_head,35.0,405.2,0.0863770977295163,as_printed
Kairouan,2007,private_sports_halls,halls,per_head,8.0,551.9,0.014495379597753216,as_printed
Kairouan,2008,private_sports_halls,halls,per_head,6.0,554.3,0.010824463287028685,as_printed
Kairouan,2009,private_sports_halls,halls,per_head,13.0,558.2,0.023289143676101753,as_printed
Kairouan,2010,private_sports_halls,halls,per_head,15.0,562.3,0.02667615152054064,as_printed
Kairouan,2011,private_sports_halls,halls,per_head,15.0,564.7,0.026562776695590578,as_printed
Kairouan,2012,private_sports_halls,halls,per_head,16.0,567.1,0.02821371892082525,as_printed
Kairouan,2013,private_sports_halls,halls,per_head,17.0,569.5,0.029850746268656716,as_printed
Kairouan,2014,private_sports_halls,halls,per_head,18.0,571.3,0.03150708909504639,as_printed
Kairouan,2015,private_sports_halls,halls,per_head,18.0,575.9,0.031255426289286334,as_printed
Kairouan,2016,private_sports_halls,halls,per_head,18.0,580.7,0.030997072498708454,as_printed
Kairouan,2017,private_sports_halls,halls,per_head,17.0,585.0,0.02905982905982906,as_printed
Kairouan,2018,private_sports_halls,halls,per_head,17.0,588.5,0.02888700084961767,as_printed
Kairouan,2019,private_sports_halls,halls,per_head,33.0,591.9,0.055752660922453116,as_printed
Kairouan,2020,private_sports_halls,halls,per_head,34.0,596.2,0.05702784300570278,as_printed
Kairouan,2021,private_sports_halls,halls,per_head,30.0,599.6,0.05003335557038025,as_printed
Kairouan,2022,private_sports_halls,halls,per_head,31.0,601.1,0.05157211778406255,as_printed
Kairouan,2023,private_sports_halls,halls,per_head,40.0,602.4,0.06640106241699867,as_printed
Kasserine,2007,private_sports_halls,halls,per_head,10.0,422.1,0.023691068467187867,as_printed
Kasserine,2008,private_sports_halls,halls,per_head,13.0,424.9,0.03059543421981643,as_printed
Kasserine,2009,private_sports_halls,halls,per_head,13.0,427.7,0.030395136778115502,as_printed
Kasserine,2010,private_sports_halls,halls,per_head,14.0,429.3,0.032611227579781035,as_printed
Kasserine,2011,private_sports_halls,halls,per_head,14.0,432.1,0.03239990742883592,as_printed
Kasserine,2012,private_sports_halls,halls,per_head,13.0,434.8,0.029898804047838085,as_printed
Kasserine,2013,private_sports_halls,halls,per_head,14.0,437.5,0.032,as_printed
Kasserine,2014,private_sports_halls,halls,per_head,14.0,440.1,0.03181095205635083,as_printed
Kasserine,2015,private_sports_halls,halls,per_head,14.0,444.3,0.031510240828269184,as_printed
Kasserine,2016,private_sports_halls,halls,per_head,14.0,447.9,0.03125697700379549,as_printed
Kasserine,2017,private_sports_halls,halls,per_head,14.0,451.3,0.03102149346332816,as_printed
Kasserine,2018,private_sports_halls,halls,per_head,14.0,454.4,0.030809859154929578,as_printed
Kasserine,2019,private_sports_halls,halls,per_head,17.0,457.4,0.03716659379099257,as_printed
Kasserine,2020,private_sports_halls,halls,per_head,17.0,460.8,0.03689236111111111,as_printed
Kasserine,2021,private_sports_halls,halls,per_head,11.0,463.5,0.023732470334412083,as_printed
Kasserine,2022,private_sports_halls,halls,per_head,14.0,465.0,0.030107526881720432,as_printed
Kasserine,2023,private_sports_halls,halls,per_head,14.0,466.5,0.030010718113612004,as_printed
Kébili,2007,private_sports_halls,halls,per_head,6.0,146.6,0.040927694406548434,as_printed
Kébili,2008,private_sports_halls,halls,per_head,9.0,147.8,0.06089309878213802,as_printed
Kébili,2009,private_sports_halls,halls,per_head,10.0,148.6,0.06729475100942127,as_printed
Kébili,2010,private_sports_halls,halls,per_head,9.0,151.7,0.059327620303230064,as_printed
Kébili,2011,private_sports_halls,halls,per_head,9.0,153.1,0.05878510777269758,as_printed
Kébili,2012,private_sports_halls,halls,per_head,12.0,154.5,0.07766990291262135,as_printed
Kébili,2013,private_sports_halls,halls,per_head,13.0,155.9,0.08338678640153944,as_printed
Kébili,2014,private_sports_halls,halls,per_head,13.0,157.3,0.08264462809917354,as_printed
Kébili,2015,private_sports_halls,halls,per_head,13.0,159.5,0.08150470219435736,as_printed
Kébili,2016,private_sports_halls,halls,per_head,13.0,161.8,0.08034610630407911,as_printed
Kébili,2017,private_sports_halls,halls,per_head,16.0,164.0,0.0975609756097561,as_printed
Kébili,2018,private_sports_halls,halls,per_head,16.0,166.0,0.0963855421686747,as_printed
Kébili,2019,private_sports_halls,halls,per_head,21.0,167.8,0.12514898688915374,as_printed
Kébili,2020,private_sports_halls,halls,per_head,18.0,169.4,0.10625737898465171,as_printed
Kébili,2021,private_sports_halls,halls,per_head,18.0,170.4,0.1056338028169014,as_printed
Kébili,2022,private_sports_halls,halls,per_head,23.0,171.1,0.13442431326709528,as_printed
Kébili,2023,private_sports_halls,halls,per_head,26.0,171.7,0.151426907396622,as_printed
Le Kef,2007,private_sports_halls,halls,per_head,5.0,257.3,0.0194325689856199,as_printed
Le Kef,2008,private_sports_halls,halls,per_head,6.0,256.8,0.02336448598130841,as_printed
Le Kef,2009,private_sports_halls,halls,per_head,6.0,257.0,0.023346303501945526,as_printed
Le Kef,2010,private_sports_halls,halls,per_head,9.0,250.7,0.035899481451934584,as_printed
Le Kef,2011,private_sports_halls,halls,per_head,11.0,249.0,0.04417670682730924,as_printed
Le Kef,2012,private_sports_halls,halls,per_head,5.0,247.3,0.020218358269308533,as_printed
Le Kef,2013,private_sports_halls,halls,per_head,6.0,245.5,0.024439918533604887,as_printed
Le Kef,2014,private_sports_halls,halls,per_head,11.0,243.6,0.0451559934318555,as_printed
Le Kef,2015,private_sports_halls,halls,per_head,11.0,245.1,0.0448796409628723,as_printed
Le Kef,2016,private_sports_halls,halls,per_head,11.0,245.7,0.04477004477004477,as_printed
Le Kef,2017,private_sports_halls,halls,per_head,14.0,246.1,0.05688744412840309,as_printed
Le Kef,2018,private_sports_halls,halls,per_head,8.0,246.2,0.032493907392363935,as_printed
Le Kef,2019,private_sports_halls,halls,per_head,8.0,246.3,0.032480714575720666,as_printed
Le Kef,2020,private_sports_halls,halls,per_head,8.0,246.8,0.03241491085899514,as_printed
Le Kef,2021,private_sports_halls,halls,per_head,18.0,247.3,0.07278608976951072,as_printed
Le Kef,2022,private_sports_halls,halls,per_head,21.0,247.6,0.08481421647819064,as_printed
Le Kef,2023,private_sports_halls,halls,per_head,26.0,247.8,0.10492332526230831,as_printed
Mahdia,2007,private_sports_halls,halls,per_head,25.0,386.9,0.06461617989144482,as_printed
Mahdia,2008,private_sports_halls,halls,per_head,31.0,389.8,0.07952796305797845,as_printed
Mahdia,2009,private_sports_halls,halls,per_head,33.0,394.1,0.08373509261608729,as_printed
Mahdia,2010,private_sports_halls,halls,per_head,33.0,398.3,0.08285212151644489,as_printed
Mahdia,2011,private_sports_halls,halls,per_head,42.0,401.6,0.1045816733067729,as_printed
Mahdia,2012,private_sports_halls,halls,per_head,48.0,404.9,0.1185477895776735,as_printed
Mahdia,2013,private_sports_halls,halls,per_head,50.0,408.3,0.12245897624295861,as_printed
Mahdia,2014,private_sports_halls,halls,per_head,50.0,412.0,0.12135922330097088,as_printed
Mahdia,2015,private_sports_halls,halls,per_head,29.0,418.4,0.06931166347992353,as_printed
Mahdia,2016,private_sports_halls,halls,per_head,29.0,424.4,0.06833176248821866,as_printed
Mahdia,2017,private_sports_halls,halls,per_head,57.0,429.8,0.1326198231735691,as_printed
Mahdia,2018,private_sports_halls,halls,per_head,79.0,434.6,0.18177634606534743,as_printed
Mahdia,2019,private_sports_halls,halls,per_head,83.0,439.1,0.18902300159416988,as_printed
Mahdia,2020,private_sports_halls,halls,per_head,85.0,443.1,0.19183028661701645,as_printed
Mahdia,2021,private_sports_halls,halls,per_head,88.0,445.7,0.19744222571236258,as_printed
Mahdia,2022,private_sports_halls,halls,per_head,88.0,447.4,0.19669199821189093,as_printed
Mahdia,2023,private_sports_halls,halls,per_head,85.0,449.0,0.18930957683741648,as_printed
Manouba,2007,private_sports_halls,halls,per_head,23.0,352.9,0.06517427033153868,as_printed
Manouba,2008,private_sports_halls,halls,per_head,23.0,358.0,0.06424581005586592,as_printed
Manouba,2009,private_sports_halls,halls,per_head,31.0,363.0,0.08539944903581267,as_printed
Manouba,2010,private_sports_halls,halls,per_head,31.0,362.3,0.08556444935136627,as_printed
Manouba,2011,private_sports_halls,halls,per_head,31.0,366.7,0.08453776929370058,as_printed
Manouba,2012,private_sports_halls,halls,per_head,43.0,371.2,0.11584051724137931,as_printed
Manouba,2013,private_sports_halls,halls,per_head,44.0,375.8,0.11708355508249069,as_printed
Manouba,2014,private_sports_halls,halls,per_head,46.0,381.0,0.12073490813648294,as_printed
Manouba,2015,private_sports_halls,halls,per_head,47.0,388.3,0.12104043265516352,as_printed
Manouba,2016,private_sports_halls,halls,per_head,47.0,395.1,0.11895722601872943,as_printed
Manouba,2017,private_sports_halls,halls,per_head,79.0,402.2,0.1964196916956738,as_printed
Manouba,2018,private_sports_halls,halls,per_head,79.0,409.4,0.19296531509526138,as_printed
Manouba,2019,private_sports_halls,halls,per_head,71.0,415.9,0.17071411396970426,as_printed
Manouba,2020,private_sports_halls,halls,per_head,71.0,420.4,0.16888677450047573,as_printed
Manouba,2021,private_sports_halls,halls,per_head,73.0,423.1,0.172536043488537,as_printed
Manouba,2022,private_sports_halls,halls,per_head,53.0,425.3,0.12461791676463672,as_printed
Manouba,2023,private_sports_halls,halls,per_head,65.0,427.6,0.1520112254443405,as_printed
Monastir,2007,private_sports_halls,halls,per_head,39.0,485.0,0.08041237113402062,as_printed
Monastir,2008,private_sports_halls,halls,per_head,43.0,494.9,0.0868862396443726,as_printed
Monastir,2009,private_sports_halls,halls,per_head,49.0,505.2,0.09699129057798891,as_printed
Monastir,2010,private_sports_halls,halls,per_head,49.0,511.1,0.09587164938368226,as_printed
Monastir,2011,private_sports_halls,halls,per_head,62.0,520.6,0.11909335382251247,as_printed
Monastir,2012,private_sports_halls,halls,per_head,70.0,530.3,0.13200075429002453,as_printed
Monastir,2013,private_sports_halls,halls,per_head,72.0,540.1,0.13330864654693575,as_printed
Monastir,2014,private_sports_halls,halls,per_head,66.0,550.8,0.11982570806100219,as_printed
Monastir,2015,private_sports_halls,halls,per_head,77.0,561.1,0.13723044020673675,as_printed
Monastir,2016,private_sports_halls,halls,per_head,77.0,570.6,0.13494567122327375,as_printed
Monastir,2017,private_sports_halls,halls,per_head,78.0,579.9,0.13450594930160373,as_printed
Monastir,2018,private_sports_halls,halls,per_head,81.0,588.7,0.13759130287073212,as_printed
Monastir,2019,private_sports_halls,halls,per_head,80.0,596.7,0.1340707223060164,as_printed
Monastir,2020,private_sports_halls,halls,per_head,86.0,602.7,0.14269122283059565,as_printed
Monastir,2021,private_sports_halls,halls,per_head,89.0,606.4,0.14676781002638523,as_printed
Monastir,2022,private_sports_halls,halls,per_head,81.0,609.5,0.13289581624282198,as_printed
Monastir,2023,private_sports_halls,halls,per_head,95.0,612.5,0.15510204081632653,as_printed
Médenine,2007,private_sports_halls,halls,per_head,11.0,443.7,0.02479152580572459,as_printed
Médenine,2008,private_sports_halls,halls,per_head,14.0,447.5,0.03128491620111732,as_printed
Médenine,2009,private_sports_halls,halls,per_head,13.0,453.3,0.028678579307302006,as_printed
Médenine,2010,private_sports_halls,halls,per_head,13.0,461.2,0.028187337380745883,as_printed
Médenine,2011,private_sports_halls,halls,per_head,13.0,466.0,0.027896995708154508,as_printed
Médenine,2012,private_sports_halls,halls,per_head,22.0,470.8,0.04672897196261682,as_printed
Médenine,2013,private_sports_halls,halls,per_head,22.0,475.7,0.04624763506411604,as_printed
Médenine,2014,private_sports_halls,halls,per_head,15.0,480.9,0.031191515907673113,as_printed
Médenine,2015,private_sports_halls,halls,per_head,15.0,488.2,0.030725112658746417,as_printed
Médenine,2016,private_sports_halls,halls,per_head,15.0,494.7,0.030321406913280776,as_printed
Médenine,2017,private_sports_halls,halls,per_head,21.0,501.1,0.04190780283376571,as_printed
Médenine,2018,private_sports_halls,halls,per_head,21.0,506.8,0.04143646408839779,as_printed
Médenine,2019,private_sports_halls,halls,per_head,17.0,512.2,0.03319016009371339,as_printed
Médenine,2020,private_sports_halls,halls,per_head,17.0,516.4,0.03292021688613478,as_printed
Médenine,2021,private_sports_halls,halls,per_head,37.0,519.1,0.0712772105567328,as_printed
Médenine,2022,private_sports_halls,halls,per_head,45.0,521.2,0.08633921719109745,as_printed
Médenine,2023,private_sports_halls,halls,per_head,59.0,523.2,0.11276758409785932,as_printed
Nabeul,2007,private_sports_halls,halls,per_head,27.0,723.7,0.03730827691032195,as_printed
Nabeul,2008,private_sports_halls,halls,per_head,42.0,733.6,0.05725190839694656,as_printed
Nabeul,2009,private_sports_halls,halls,per_head,39.0,744.2,0.05240526740123622,as_printed
Nabeul,2010,private_sports_halls,halls,per_head,48.0,750.7,0.06394032236579192,as_printed
Nabeul,2011,private_sports_halls,halls,per_head,52.0,760.3,0.06839405497829805,as_printed
Nabeul,2012,private_sports_halls,halls,per_head,54.0,770.0,0.07012987012987013,as_printed
Nabeul,2013,private_sports_halls,halls,per_head,54.0,779.8,0.06924852526288792,as_printed
Nabeul,2014,private_sports_halls,halls,per_head,54.0,790.7,0.06829391678259769,as_printed
Nabeul,2015,private_sports_halls,halls,per_head,58.0,804.8,0.0720675944333996,as_printed
Nabeul,2016,private_sports_halls,halls,per_head,58.0,817.5,0.0709480122324159,as_printed
Nabeul,2017,private_sports_halls,halls,per_head,59.0,830.0,0.07108433734939759,as_printed
Nabeul,2018,private_sports_halls,halls,per_head,79.0,841.8,0.0938465193632692,as_printed
Nabeul,2019,private_sports_halls,halls,per_head,72.0,852.7,0.08443766858215081,as_printed
Nabeul,2020,private_sports_halls,halls,per_head,72.0,861.3,0.08359456635318704,as_printed
Nabeul,2021,private_sports_halls,halls,per_head,105.0,866.8,0.12113520996769728,as_printed
Nabeul,2022,private_sports_halls,halls,per_head,73.0,871.3,0.08378285320785034,as_printed
Nabeul,2023,private_sports_halls,halls,per_head,73.0,876.0,0.08333333333333333,as_printed
Sfax,2007,private_sports_halls,halls,per_head,22.0,893.0,0.02463605823068309,as_printed
Sfax,2008,private_sports_halls,halls,per_head,28.0,905.0,0.030939226519337018,as_printed
Sfax,2009,private_sports_halls,halls,per_head,30.0,918.5,0.0326619488296135,as_printed
Sfax,2010,private_sports_halls,halls,per_head,35.0,916.2,0.038201266099105,as_printed
Sfax,2011,private_sports_halls,halls,per_head,39.0,926.4,0.042098445595854926,as_printed
Sfax,2012,private_sports_halls,halls,per_head,40.0,936.7,0.042703106651008856,as_printed
Sfax,2013,private_sports_halls,halls,per_head,43.0,947.1,0.04540175271882589,as_printed
Sfax,2014,private_sports_halls,halls,per_head,44.0,958.1,0.04592422502870264,as_printed
Sfax,2015,private_sports_halls,halls,per_head,50.0,971.3,0.05147740142077628,as_printed
Sfax,2016,private_sports_halls,halls,per_head,50.0,982.3,0.05090094675760969,as_printed
Sfax,2017,private_sports_halls,halls,per_head,60.0,992.8,0.06043513295729251,as_printed
Sfax,2018,private_sports_halls,halls,per_head,60.0,1002.4,0.059856344772545894,as_printed
Sfax,2019,private_sports_halls,halls,per_head,90.0,1011.3,0.08899436369029962,as_printed
Sfax,2020,private_sports_halls,halls,per_head,114.0,1018.4,0.11194029850746269,as_printed
Sfax,2021,private_sports_halls,halls,per_head,114.0,1022.9,0.11144784436406296,as_printed
Sfax,2022,private_sports_halls,halls,per_head,122.0,1026.5,0.11885046273745738,as_printed
Sfax,2023,private_sports_halls,halls,per_head,122.0,1029.9,0.11845810272842022,as_printed
Sidi Bouzid,2007,private_sports_halls,halls,per_head,12.0,403.4,0.02974714923153198,as_printed
Sidi Bouzid,2008,private_sports_halls,halls,per_head,14.0,406.2,0.034465780403742,as_printed
Sidi Bouzid,2009,private_sports_halls,halls,per_head,14.0,408.8,0.03424657534246575,as_printed
Sidi Bouzid,2010,private_sports_halls,halls,per_head,18.0,416.8,0.04318618042226487,as_printed
Sidi Bouzid,2011,private_sports_halls,halls,per_head,14.0,420.3,0.033309540804187486,as_printed
