title_fr,panel,region,column_label,year,parts_sum,parts_mean,printed,gap,additive,agrees
estimation de la population 4,Masculin et Féminin,Centre-Ouest,19-15,2017,117.8,39.266666666666666,117.8,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,19-15,2018,116.6,38.86666666666667,116.6,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,24-20,2007,142.60000000000002,47.53333333333334,142.6,2.842170943040401e-14,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,24-20,2008,145.5,48.5,145.5,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,24-20,2009,147.6,49.199999999999996,147.6,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,24-20,2010,129.3,43.1,129.3,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,24-20,2011,128.1,42.699999999999996,128.1,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,24-20,2012,125.0,41.666666666666664,125.1,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,24-20,2014,129.1,43.03333333333333,129.2,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,24-20,2015,130.4,43.46666666666667,130.4,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,24-20,2016,122.80000000000001,40.93333333333334,122.7,0.10000000000000853,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,24-20,2017,118.8,39.6,118.8,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,24-20,2018,114.9,38.300000000000004,114.9,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,29-25,2007,115.5,38.5,115.4,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,29-25,2008,118.30000000000001,39.43333333333334,118.3,1.4210854715202004e-14,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,29-25,2009,121.2,40.4,121.2,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,29-25,2010,119.8,39.93333333333333,119.8,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,29-25,2011,121.2,40.4,121.2,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,29-25,2012,121.5,40.5,121.4,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,29-25,2014,120.8,40.266666666666666,120.8,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,29-25,2015,121.9,40.63333333333333,121.9,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,29-25,2016,118.0,39.333333333333336,118.0,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,29-25,2017,117.1,39.03333333333333,117.1,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,29-25,2018,115.9,38.63333333333333,115.8,0.10000000000000853,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,34-30,2007,103.8,34.6,103.7,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,34-30,2008,105.89999999999999,35.3,105.9,1.4210854715202004e-14,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,34-30,2009,108.3,36.1,108.2,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,34-30,2010,112.9,37.63333333333333,112.9,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,34-30,2011,116.1,38.699999999999996,116.0,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,34-30,2012,118.4,39.46666666666667,118.4,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,34-30,2014,123.1,41.03333333333333,123.1,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,34-30,2015,124.2,41.4,124.1,0.10000000000000853,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,34-30,2016,120.4,40.13333333333333,120.4,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,34-30,2017,117.1,39.03333333333333,117.1,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,34-30,2018,113.6,37.86666666666667,113.6,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,39-35,2007,85.0,28.333333333333332,85.0,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,39-35,2008,86.8,28.933333333333334,86.7,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,39-35,2009,88.7,29.566666666666666,88.7,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,39-35,2010,91.8,30.599999999999998,91.8,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,39-35,2011,94.0,31.333333333333332,94.1,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,39-35,2012,96.5,32.166666666666664,96.4,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,39-35,2014,105.9,35.300000000000004,105.8,0.10000000000000853,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,39-35,2015,106.80000000000001,35.6,106.8,1.4210854715202004e-14,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,39-35,2016,113.9,37.96666666666667,113.9,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,39-35,2017,118.0,39.333333333333336,118.0,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,39-35,2018,121.0,40.333333333333336,121.0,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,44-40,2007,80.8,26.933333333333334,80.8,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,44-40,2008,81.8,27.266666666666666,81.8,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,44-40,2009,83.1,27.7,83.0,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,44-40,2010,85.4,28.46666666666667,85.4,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,44-40,2011,85.1,28.366666666666664,85.1,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,44-40,2012,84.4,28.133333333333336,84.4,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,44-40,2014,89.19999999999999,29.73333333333333,89.2,1.4210854715202004e-14,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,44-40,2015,90.1,30.03333333333333,90.0,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,44-40,2016,91.5,30.5,91.4,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,44-40,2017,92.7,30.900000000000002,92.7,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,44-40,2018,94.5,31.5,94.5,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,49-45,2007,66.5,22.166666666666668,66.6,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,49-45,2008,68.4,22.8,68.3,0.10000000000000853,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,49-45,2009,70.1,23.366666666666664,70.1,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,49-45,2010,74.6,24.866666666666664,74.6,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,49-45,2011,76.30000000000001,25.433333333333337,76.2,0.10000000000000853,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,49-45,2012,77.3,25.766666666666666,77.3,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,49-45,2014,80.9,26.96666666666667,80.9,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,49-45,2015,81.7,27.233333333333334,81.6,0.10000000000000853,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,49-45,2016,81.6,27.2,81.7,0.10000000000000853,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,49-45,2017,82.3,27.433333333333334,82.3,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,49-45,2018,82.9,27.633333333333336,82.9,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,54-50,2007,58.3,19.433333333333334,58.2,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,54-50,2008,59.7,19.900000000000002,59.7,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,54-50,2009,61.2,20.400000000000002,61.3,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,54-50,2010,64.9,21.633333333333336,64.9,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,54-50,2011,66.7,22.233333333333334,66.7,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,54-50,2012,67.8,22.599999999999998,67.8,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,54-50,2014,72.7,24.233333333333334,72.6,0.10000000000000853,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,54-50,2015,73.3,24.433333333333334,73.3,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,54-50,2016,74.0,24.666666666666668,74.0,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,54-50,2017,73.9,24.633333333333336,74.0,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,54-50,2018,73.8,24.599999999999998,73.8,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,59-55,2007,44.5,14.833333333333334,44.5,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,59-55,2008,47.2,15.733333333333334,47.2,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,59-55,2009,49.8,16.599999999999998,49.8,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,59-55,2010,53.7,17.900000000000002,53.7,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,59-55,2011,57.0,19.0,57.0,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,59-55,2012,59.7,19.900000000000002,59.8,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,59-55,2014,59.9,19.966666666666665,60.0,0.10000000000000142,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,59-55,2015,60.5,20.166666666666668,60.5,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,59-55,2016,64.5,21.5,64.5,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,59-55,2017,66.8,22.266666666666666,66.8,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,59-55,2018,68.6,22.866666666666664,68.6,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,64-60,2007,29.4,9.799999999999999,29.3,0.09999999999999787,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,64-60,2008,30.5,10.166666666666666,30.5,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,64-60,2009,32.0,10.666666666666666,32.0,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,64-60,2010,34.3,11.433333333333332,34.3,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,64-60,2011,36.6,12.200000000000001,36.6,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,64-60,2012,38.8,12.933333333333332,38.8,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,64-60,2014,50.6,16.866666666666667,50.6,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,64-60,2015,51.1,17.033333333333335,51.1,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,64-60,2016,55.2,18.400000000000002,55.1,0.10000000000000142,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,64-60,2017,56.7,18.900000000000002,56.7,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,64-60,2018,58.3,19.433333333333334,58.3,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,69-65,2007,31.3,10.433333333333334,31.2,0.10000000000000142,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,69-65,2008,30.1,10.033333333333333,30.1,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,69-65,2009,29.400000000000002,9.8,29.4,3.552713678800501e-15,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,69-65,2010,29.6,9.866666666666667,29.7,0.09999999999999787,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,69-65,2011,29.799999999999997,9.933333333333332,29.8,3.552713678800501e-15,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,69-65,2012,30.2,10.066666666666666,30.2,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,69-65,2014,28.299999999999997,9.433333333333332,28.3,3.552713678800501e-15,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,69-65,2015,28.5,9.5,28.6,0.10000000000000142,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,69-65,2016,33.5,11.166666666666666,33.5,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,69-65,2017,36.7,12.233333333333334,36.7,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,69-65,2018,39.7,13.233333333333334,39.7,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,74-70,2007,28.9,9.633333333333333,28.9,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,74-70,2008,28.9,9.633333333333333,28.9,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,74-70,2009,28.8,9.6,28.8,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,74-70,2010,33.2,11.066666666666668,33.1,0.10000000000000142,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,74-70,2011,32.6,10.866666666666667,32.5,0.10000000000000142,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,74-70,2012,31.4,10.466666666666667,31.5,0.10000000000000142,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,74-70,2014,27.5,9.166666666666666,27.5,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,74-70,2015,27.799999999999997,9.266666666666666,27.8,3.552713678800501e-15,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,74-70,2016,27.200000000000003,9.066666666666668,27.2,3.552713678800501e-15,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,74-70,2017,27.1,9.033333333333333,27.1,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,74-70,2018,27.5,9.166666666666666,27.5,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,79-75,2007,18.0,6.0,18.0,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,79-75,2008,18.8,6.266666666666667,18.8,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,79-75,2009,19.5,6.5,19.5,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,79-75,2010,20.7,6.8999999999999995,20.7,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,79-75,2011,22.700000000000003,7.566666666666667,22.7,3.552713678800501e-15,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,79-75,2012,23.8,7.933333333333334,23.8,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,79-75,2014,23.6,7.866666666666667,23.7,0.09999999999999787,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,79-75,2015,23.9,7.966666666666666,23.9,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,79-75,2016,24.0,8.0,24.0,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,79-75,2017,24.8,8.266666666666667,24.8,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,79-75,2018,25.299999999999997,8.433333333333332,25.3,3.552713678800501e-15,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Masculin et Féminin 80ans &+,2010,16.6,5.533333333333334,16.6,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Masculin et Féminin 80ans &+,2011,16.7,5.566666666666666,16.6,0.09999999999999787,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Masculin et Féminin 80ans &+,2012,17.4,5.8,17.4,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Masculin et Féminin 80ans &+,2014,29.3,9.766666666666667,29.3,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Masculin et Féminin 80ans &+,2015,29.6,9.866666666666667,29.7,0.09999999999999787,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Masculin et Féminin 80ans &+,2016,30.3,10.1,30.4,0.09999999999999787,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Masculin et Féminin 80ans &+,2017,30.6,10.200000000000001,30.5,0.10000000000000142,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Masculin et Féminin 80ans &+,2018,30.6,10.200000000000001,30.7,0.09999999999999787,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Masculin et Féminin ﺳﻨﺔ ﻓﺄﻛﺜﺮ80 80ans &+,2007,16.0,5.333333333333333,16.0,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Masculin et Féminin ﺳﻨﺔ ﻓﺄﻛﺜﺮ80 80ans &+,2008,16.0,5.333333333333333,16.0,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Masculin et Féminin ﺳﻨﺔ ﻓﺄﻛﺜﺮ80 80ans &+,2009,16.2,5.3999999999999995,16.2,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Total,2007,1377.3,459.09999999999997,1377.3,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Total,2008,1385.3999999999999,461.79999999999995,1385.5,0.10000000000013642,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Total,2009,1394.7,464.90000000000003,1394.7,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Total,2010,1405.6000000000001,468.53333333333336,1405.7,0.09999999999990905,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Total,2011,1418.0,472.6666666666667,1418.0,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Total,2012,1423.1,474.3666666666666,1423.1,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Total,2014,1442.8999999999999,480.96666666666664,1442.9,2.2737367544323206e-13,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Total,2015,1456.3,485.43333333333334,1456.3,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Total,2016,1470.7,490.23333333333335,1470.7,0.0,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Total,2017,1483.4,494.4666666666667,1483.3,0.10000000000013642,True,True
estimation de la population 4,Masculin et Féminin,Centre-Ouest,Total,2018,1493.7,497.90000000000003,1493.7,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,04-00,2007,164.2,41.05,164.2,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,04-00,2008,162.1,40.525,162.1,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,04-00,2009,162.1,40.525,162.1,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,04-00,2010,178.9,44.725,178.9,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,04-00,2011,183.5,45.875,183.5,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,04-00,2012,188.6,47.15,188.6,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,04-00,2014,221.20000000000002,55.300000000000004,221.2,2.842170943040401e-14,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,04-00,2015,225.3,56.325,225.4,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,04-00,2016,241.89999999999998,60.474999999999994,242.0,0.10000000000002274,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,04-00,2017,249.9,62.475,249.9,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,04-00,2018,255.89999999999998,63.974999999999994,255.9,2.842170943040401e-14,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,09-05,2007,172.4,43.1,172.4,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,09-05,2008,172.4,43.1,172.3,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,09-05,2009,171.6,42.9,171.6,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,09-05,2010,167.5,41.875,167.4,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,09-05,2011,168.6,42.15,168.6,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,09-05,2012,169.8,42.45,169.8,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,09-05,2014,186.5,46.625,186.5,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,09-05,2015,190.0,47.5,190.0,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,09-05,2016,197.4,49.35,197.4,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,09-05,2017,203.2,50.8,203.2,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,09-05,2018,209.5,52.375,209.5,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,14-10,2007,172.6,43.15,172.6,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,14-10,2008,171.0,42.75,170.9,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,14-10,2009,169.0,42.25,169.0,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,14-10,2010,162.10000000000002,40.525000000000006,162.1,2.842170943040401e-14,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,14-10,2011,159.7,39.925,159.8,0.10000000000002274,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,14-10,2012,159.3,39.825,159.4,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,14-10,2014,169.7,42.425,169.7,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,14-10,2015,172.9,43.225,172.9,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,14-10,2016,174.2,43.55,174.1,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,14-10,2017,177.3,44.325,177.3,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,14-10,2018,181.0,45.25,181.0,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,19-15,2007,203.5,50.875,203.6,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,19-15,2008,199.2,49.8,199.2,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,19-15,2009,194.6,48.65,194.6,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,19-15,2010,190.1,47.525,190.2,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,19-15,2011,183.9,45.975,183.9,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,19-15,2012,177.7,44.425,177.8,0.10000000000002274,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,19-15,2014,173.0,43.25,173.0,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,19-15,2015,176.2,44.05,176.2,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,19-15,2016,168.5,42.125,168.6,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,19-15,2017,167.2,41.8,167.2,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,19-15,2018,166.5,41.625,166.5,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,24-20,2007,231.5,57.875,231.6,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,24-20,2008,229.39999999999998,57.349999999999994,229.4,2.842170943040401e-14,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,24-20,2009,226.1,56.525,226.2,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,24-20,2010,246.7,61.675,246.7,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,24-20,2011,244.9,61.225,244.9,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,24-20,2012,240.9,60.225,240.9,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,24-20,2014,214.3,53.575,214.3,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,24-20,2015,218.2,54.55,218.1,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,24-20,2016,206.3,51.575,206.2,0.10000000000002274,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,24-20,2017,200.6,50.15,200.7,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,24-20,2018,195.1,48.775,195.2,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,29-25,2007,236.3,59.075,236.4,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,29-25,2008,241.0,60.25,240.9,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,29-25,2009,243.3,60.825,243.3,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,29-25,2010,256.6,64.15,256.6,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,29-25,2011,259.9,64.975,259.9,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,29-25,2012,262.20000000000005,65.55000000000001,262.2,5.684341886080802e-14,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,29-25,2014,238.89999999999998,59.724999999999994,238.8,0.0999999999999659,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,29-25,2015,243.1,60.775,243.0,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,29-25,2016,235.6,58.9,235.7,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,29-25,2017,235.2,58.8,235.2,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,29-25,2018,234.0,58.5,234.0,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,34-30,2007,196.5,49.125,196.5,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,34-30,2008,204.4,51.1,204.4,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,34-30,2009,211.3,52.825,211.3,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,34-30,2010,215.0,53.75,215.1,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,34-30,2011,221.6,55.4,221.6,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,34-30,2012,227.7,56.925,227.6,0.09999999999999432,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,34-30,2014,263.7,65.925,263.7,0.0,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,34-30,2015,268.2,67.05,268.3,0.10000000000002274,True,True
estimation de la population 4,Masculin et Féminin,District-Tunis,34-30,2016,260.6,65.15,260.6,0.0,True,True
