title_fr,panel,region,column_label,year,parts_sum,parts_mean,printed,gap,additive,agrees
décès corriges selon le gouvernorat de domicile et le sexe 11,,District-Tunis,2022 Féminin,2022,8417.0,2104.25,8416.0,1.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,District-Tunis,2022 Masculin,2022,11163.0,2790.75,11162.0,1.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,District-Tunis,2023 Ensemble,2023,18767.0,4691.75,18768.0,1.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,District-Tunis,2023 Féminin,2023,8145.0,2036.25,8145.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,District-Tunis,2023 Masculin,2023,10623.0,2655.75,10623.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Est,2019 Ensemble,2019,10622.0,3540.6666666666665,10622.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Est,2019 Féminin,2019,4641.0,1547.0,4640.0,1.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Est,2019 Masculin,2019,5981.0,1993.6666666666667,5981.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Est,2020 Ensemble,2020,11152.0,3717.3333333333335,11152.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Est,2020 Féminin,2020,4757.0,1585.6666666666667,4758.0,1.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Est,2020 Masculin,2020,6394.0,2131.3333333333335,6394.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Est,2021 Ensemble,2021,14937.0,4979.0,14937.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Est,2021 Féminin,2021,6656.0,2218.6666666666665,6657.0,1.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Est,2021 Masculin,2021,8281.0,2760.3333333333335,8280.0,1.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Est,2022 Ensemble,2022,11353.0,3784.3333333333335,11353.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Est,2022 Féminin,2022,4897.0,1632.3333333333333,4897.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Est,2022 Masculin,2022,6457.0,2152.3333333333335,6456.0,1.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Est,2023 Ensemble,2023,10883.0,3627.6666666666665,10883.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Est,2023 Féminin,2023,4724.0,1574.6666666666667,4723.0,1.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Est,2023 Masculin,2023,6160.0,2053.3333333333335,6160.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Ouest,2019 Ensemble,2019,8112.0,2028.0,8111.0,1.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Ouest,2019 Féminin,2019,3543.0,885.75,3544.0,1.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Ouest,2019 Masculin,2019,4567.0,1141.75,4568.0,1.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Ouest,2020 Ensemble,2020,8516.0,2129.0,8516.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Ouest,2020 Féminin,2020,3633.0,908.25,3633.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Ouest,2020 Masculin,2020,4883.0,1220.75,4883.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Ouest,2021 Ensemble,2021,11407.0,2851.75,11407.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Ouest,2021 Féminin,2021,5084.0,1271.0,5083.0,1.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Ouest,2021 Masculin,2021,6323.0,1580.75,6323.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Ouest,2022 Ensemble,2022,8670.0,2167.5,8670.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Ouest,2022 Féminin,2022,3802.0,950.5,3802.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Ouest,2022 Masculin,2022,4868.0,1217.0,4868.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Ouest,2023 Ensemble,2023,8311.0,2077.75,8311.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Ouest,2023 Féminin,2023,3607.0,901.75,3607.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Nord-Ouest,2023 Masculin,2023,4704.0,1176.0,4704.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Est,2019 Ensemble,2019,6950.0,2316.6666666666665,6951.0,1.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Est,2019 Féminin,2019,3036.0,1012.0,3037.0,1.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Est,2019 Masculin,2019,3914.0,1304.6666666666667,3914.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Est,2020 Ensemble,2020,7298.0,2432.6666666666665,7298.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Est,2020 Féminin,2020,3114.0,1038.0,3114.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Est,2020 Masculin,2020,4184.0,1394.6666666666667,4185.0,1.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Est,2021 Ensemble,2021,9775.0,3258.3333333333335,9775.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Est,2021 Féminin,2021,4356.0,1452.0,4356.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Est,2021 Masculin,2021,5419.0,1806.3333333333333,5419.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Est,2022 Ensemble,2022,7430.0,2476.6666666666665,7430.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Est,2022 Féminin,2022,3340.0,1113.3333333333333,3340.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Est,2022 Masculin,2022,4090.0,1363.3333333333333,4090.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Est,2023 Ensemble,2023,7122.0,2374.0,7122.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Est,2023 Féminin,2023,3090.0,1030.0,3091.0,1.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Est,2023 Masculin,2023,4032.0,1344.0,4031.0,1.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Ouest,2019 Ensemble,2019,4172.0,1390.6666666666667,4172.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Ouest,2019 Féminin,2019,1823.0,607.6666666666666,1823.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Ouest,2019 Masculin,2019,2349.0,783.0,2349.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Ouest,2020 Ensemble,2020,4381.0,1460.3333333333333,4381.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Ouest,2020 Féminin,2020,1869.0,623.0,1869.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Ouest,2020 Masculin,2020,2512.0,837.3333333333334,2512.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Ouest,2021 Ensemble,2021,5867.0,1955.6666666666667,5867.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Ouest,2021 Féminin,2021,2616.0,872.0,2615.0,1.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Ouest,2021 Masculin,2021,3253.0,1084.3333333333333,3253.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Ouest,2022 Ensemble,2022,4459.0,1486.3333333333333,4460.0,1.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Ouest,2022 Féminin,2022,2019.0,673.0,2019.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Ouest,2022 Masculin,2022,2440.0,813.3333333333334,2440.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Ouest,2023 Ensemble,2023,4275.0,1425.0,4275.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Ouest,2023 Féminin,2023,1855.0,618.3333333333334,1855.0,0.0,True,True
décès corriges selon le gouvernorat de domicile et le sexe 11,,Sud-Ouest,2023 Masculin,2023,2420.0,806.6666666666666,2420.0,0.0,True,True
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Est,2017 Décès,2017,17.4,4.35,17.5,0.10000000000000142,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Est,2017 T.B.M,2017,25.700000000000003,6.425000000000001,6.4,19.300000000000004,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Est,2018 Décès,2018,17.1,4.275,17.1,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Est,2018 T.B.M,2018,25.0,6.25,6.2,18.8,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Est,2019 Décès,2019,17.9,4.475,17.9,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Est,2019 T.B.M,2019,25.8,6.45,6.4,19.4,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Est,2020 Décès,2020,18.8,4.7,18.8,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Est,2020 T.B.M,2020,26.7,6.675,6.7,20.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Est,2021 Décès,2021,25.200000000000003,6.300000000000001,25.2,3.552713678800501e-15,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Est,2021 T.B.M,2021,35.7,8.925,8.9,26.800000000000004,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Est,2022 Décès,2022,19.2,4.8,19.2,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Est,2022 T.B.M,2022,27.1,6.775,6.8,20.3,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Est,2023 Décès,2023,18.4,4.6,18.4,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Est,2023 T.B.M,2023,25.8,6.45,6.5,19.3,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Ouest,2017 Décès,2017,9.7,3.233333333333333,9.7,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Ouest,2017 T.B.M,2017,19.7,6.566666666666666,6.5,13.2,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Ouest,2018 Décès,2018,9.5,3.1666666666666665,9.5,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Ouest,2018 T.B.M,2018,19.1,6.366666666666667,6.4,12.700000000000001,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Ouest,2019 Décès,2019,10.0,3.3333333333333335,10.0,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Ouest,2019 T.B.M,2019,20.0,6.666666666666667,6.6,13.4,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Ouest,2020 Décès,2020,10.5,3.5,10.5,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Ouest,2020 T.B.M,2020,20.8,6.933333333333334,6.9,13.9,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Ouest,2021 Décès,2021,14.1,4.7,14.0,0.09999999999999964,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Ouest,2021 T.B.M,2021,27.7,9.233333333333333,9.2,18.5,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Ouest,2022 Décès,2022,10.7,3.5666666666666664,10.7,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Ouest,2022 T.B.M,2022,20.9,6.966666666666666,7.0,13.899999999999999,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Ouest,2023 Décès,2023,10.3,3.4333333333333336,10.2,0.10000000000000142,False,
décès et taux bruts de mortalité par gouvernorat 12,,Centre-Ouest,2023 T.B.M,2023,20.0,6.666666666666667,6.7,13.3,False,
décès et taux bruts de mortalité par gouvernorat 12,,District-Tunis,2017 Décès,2017,17.9,4.475,17.8,0.09999999999999787,False,
décès et taux bruts de mortalité par gouvernorat 12,,District-Tunis,2017 T.B.M,2017,25.6,6.4,6.4,19.200000000000003,False,
décès et taux bruts de mortalité par gouvernorat 12,,District-Tunis,2018 Décès,2018,17.5,4.375,17.5,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,District-Tunis,2018 T.B.M,2018,24.6,6.15,6.2,18.400000000000002,False,
décès et taux bruts de mortalité par gouvernorat 12,,District-Tunis,2019 Décès,2019,18.3,4.575,18.3,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,District-Tunis,2019 T.B.M,2019,25.4,6.35,6.4,19.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,District-Tunis,2020 Décès,2020,19.3,4.825,19.2,0.10000000000000142,False,
décès et taux bruts de mortalité par gouvernorat 12,,District-Tunis,2020 T.B.M,2020,26.6,6.65,6.7,19.900000000000002,False,
décès et taux bruts de mortalité par gouvernorat 12,,District-Tunis,2021 Décès,2021,25.8,6.45,25.8,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,District-Tunis,2021 T.B.M,2021,35.3,8.825,8.9,26.4,False,
décès et taux bruts de mortalité par gouvernorat 12,,District-Tunis,2022 Décès,2022,19.6,4.9,19.6,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,District-Tunis,2022 T.B.M,2022,26.8,6.7,6.8,20.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,District-Tunis,2023 Décès,2023,18.8,4.7,18.8,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,District-Tunis,2023 T.B.M,2023,25.4,6.35,6.5,18.9,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Est,2017 Décès,2017,10.299999999999999,3.433333333333333,10.3,1.7763568394002505e-15,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Est,2017 T.B.M,2017,19.4,6.466666666666666,6.5,12.899999999999999,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Est,2018 Décès,2018,10.2,3.4,10.2,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Est,2018 T.B.M,2018,18.9,6.3,6.3,12.599999999999998,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Est,2019 Décès,2019,10.6,3.533333333333333,10.6,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Est,2019 T.B.M,2019,19.6,6.533333333333334,6.5,13.100000000000001,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Est,2020 Décès,2020,11.1,3.6999999999999997,11.2,0.09999999999999964,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Est,2020 T.B.M,2020,20.4,6.8,6.8,13.599999999999998,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Est,2021 Décès,2021,14.9,4.966666666666667,14.9,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Est,2021 T.B.M,2021,27.3,9.1,9.0,18.3,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Est,2022 Décès,2022,11.3,3.766666666666667,11.4,0.09999999999999964,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Est,2022 T.B.M,2022,20.6,6.866666666666667,6.8,13.8,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Est,2023 Décès,2023,10.9,3.6333333333333333,10.9,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Est,2023 T.B.M,2023,19.7,6.566666666666666,6.5,13.2,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Ouest,2017 Décès,2017,7.800000000000001,1.9500000000000002,7.9,0.09999999999999964,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Ouest,2017 T.B.M,2017,26.7,6.675,6.7,20.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Ouest,2018 Décès,2018,7.800000000000001,1.9500000000000002,7.8,8.881784197001252e-16,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Ouest,2018 T.B.M,2018,26.1,6.525,6.6,19.5,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Ouest,2019 Décès,2019,8.1,2.025,8.1,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Ouest,2019 T.B.M,2019,27.3,6.825,6.9,20.4,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Ouest,2020 Décès,2020,8.5,2.125,8.5,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Ouest,2020 T.B.M,2020,28.7,7.175,7.2,21.5,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Ouest,2021 Décès,2021,11.5,2.875,11.4,0.09999999999999964,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Ouest,2021 T.B.M,2021,38.4,9.6,9.6,28.799999999999997,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Ouest,2022 Décès,2022,8.7,2.175,8.7,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Ouest,2022 T.B.M,2022,29.1,7.275,7.3,21.8,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Ouest,2023 Décès,2023,8.4,2.1,8.3,0.09999999999999964,False,
décès et taux bruts de mortalité par gouvernorat 12,,Nord-Ouest,2023 T.B.M,2023,27.9,6.975,7.0,20.9,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Est,2017 Décès,2017,6.7,2.2333333333333334,6.8,0.09999999999999964,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Est,2017 T.B.M,2017,19.6,6.533333333333334,6.5,13.100000000000001,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Est,2018 Décès,2018,6.7,2.2333333333333334,6.6,0.10000000000000053,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Est,2018 T.B.M,2018,19.2,6.3999999999999995,6.3,12.899999999999999,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Est,2019 Décès,2019,6.9,2.3000000000000003,7.0,0.09999999999999964,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Est,2019 T.B.M,2019,19.9,6.633333333333333,6.5,13.399999999999999,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Est,2020 Décès,2020,7.300000000000001,2.4333333333333336,7.3,8.881784197001252e-16,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Est,2020 T.B.M,2020,20.8,6.933333333333334,6.8,14.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Est,2021 Décès,2021,9.8,3.266666666666667,9.8,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Est,2021 T.B.M,2021,27.6,9.200000000000001,9.1,18.5,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Est,2022 Décès,2022,7.5,2.5,7.4,0.09999999999999964,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Est,2022 T.B.M,2022,20.9,6.966666666666666,6.9,13.999999999999998,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Est,2023 Décès,2023,7.2,2.4,7.1,0.10000000000000053,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Est,2023 T.B.M,2023,20.0,6.666666666666667,6.6,13.4,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Ouest,2017 Décès,2017,4.1,1.3666666666666665,4.1,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Ouest,2017 T.B.M,2017,19.5,6.5,6.5,13.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Ouest,2018 Décès,2018,3.9000000000000004,1.3,4.0,0.09999999999999964,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Ouest,2018 T.B.M,2018,19.0,6.333333333333333,6.3,12.7,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Ouest,2019 Décès,2019,4.1,1.3666666666666665,4.2,0.10000000000000053,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Ouest,2019 T.B.M,2019,19.7,6.566666666666666,6.6,13.1,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Ouest,2020 Décès,2020,4.4,1.4666666666666668,4.4,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Ouest,2020 T.B.M,2020,20.5,6.833333333333333,6.9,13.6,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Ouest,2021 Décès,2021,5.9,1.9666666666666668,5.9,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Ouest,2021 T.B.M,2021,27.4,9.133333333333333,9.2,18.2,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Ouest,2022 Décès,2022,4.5,1.5,4.5,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Ouest,2022 T.B.M,2022,20.7,6.8999999999999995,6.9,13.799999999999999,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Ouest,2023 Décès,2023,4.3,1.4333333333333333,4.3,0.0,False,
décès et taux bruts de mortalité par gouvernorat 12,,Sud-Ouest,2023 T.B.M,2023,19.8,6.6000000000000005,6.6,13.200000000000001,False,
