indicator,governorate,baseline_per_head,region,littoral,baseline_rank
private_gym_members,Zaghouan,2.083103806141259,Nord-Est,False,20
private_gym_members,Siliana,1.6522893386387942,Nord-Ouest,False,21
private_gym_members,Kasserine,1.6046225141998605,Centre-Ouest,False,22
private_gym_members,Kairouan,1.2436968586597827,Centre-Ouest,False,23
private_gym_members,Le Kef,1.1413325695168746,Nord-Ouest,False,24
private_sports_halls,Ariana,0.09597877889281607,District-Tunis,True,1
private_sports_halls,Ben Arous,0.09357583663029376,District-Tunis,True,2
private_sports_halls,Monastir,0.0900403876850161,Centre-Est,True,3
private_sports_halls,Mahdia,0.07768283927048886,Centre-Est,True,4
private_sports_halls,Sousse,0.07568812199650778,Centre-Est,True,5
private_sports_halls,Manouba,0.07509599469364589,District-Tunis,True,6
private_sports_halls,Tunis,0.07377740340272665,District-Tunis,True,7
private_sports_halls,Gabès,0.06865913616443518,Sud-Est,True,8
private_sports_halls,Kébili,0.057110791125334445,Sud-Ouest,False,9
private_sports_halls,Tozeur,0.056345224489003275,Sud-Ouest,False,10
private_sports_halls,Bizerte,0.052955348306934456,Nord-Est,True,11
private_sports_halls,Nabeul,0.05272644376857416,Nord-Est,True,12
private_sports_halls,Zaghouan,0.04610082043513972,Nord-Est,False,13
private_sports_halls,Jendouba,0.03709592640348966,Nord-Ouest,False,14
private_sports_halls,Sidi Bouzid,0.03541142135000115,Centre-Ouest,False,15
private_sports_halls,Gafsa,0.0330874407762574,Sud-Ouest,False,16
private_sports_halls,Sfax,0.03160962491968465,Centre-Est,True,17
private_sports_halls,Tataouine,0.03087383834011325,Sud-Est,False,18
private_sports_halls,Kasserine,0.029323216761225207,Centre-Ouest,False,19
private_sports_halls,Médenine,0.02823558967372245,Sud-Est,True,20
private_sports_halls,Le Kef,0.025510709980202106,Nord-Ouest,False,21
private_sports_halls,Siliana,0.024759467776697065,Nord-Ouest,False,22
private_sports_halls,Béja,0.021348395250668645,Nord-Ouest,False,23
private_sports_halls,Kairouan,0.01882128452035607,Centre-Ouest,False,24
public_libraries,Tozeur,0.07888308857171011,Sud-Ouest,False,1
public_libraries,Tataouine,0.07237248501412173,Sud-Est,False,2
public_libraries,Kébili,0.0579932740699276,Sud-Ouest,False,3
public_libraries,Gafsa,0.05592594539936527,Sud-Ouest,False,4
public_libraries,Zaghouan,0.053681961060436614,Nord-Est,False,5
public_libraries,Gabès,0.05070195926241302,Sud-Est,True,6
public_libraries,Le Kef,0.04941991463354367,Nord-Ouest,False,7
public_libraries,Monastir,0.049067683033826616,Centre-Est,True,8
public_libraries,Mahdia,0.04882186010118883,Centre-Est,True,9
public_libraries,Siliana,0.04725420538174253,Nord-Ouest,False,10
public_libraries,Béja,0.04163359242985356,Nord-Ouest,False,11
public_libraries,Sidi Bouzid,0.03697342693448857,Centre-Ouest,False,12
public_libraries,Médenine,0.0356301053205968,Sud-Est,True,13
public_libraries,Nabeul,0.03546490147568592,Nord-Est,True,14
public_libraries,Kasserine,0.035326676438810954,Centre-Ouest,False,15
public_libraries,Bizerte,0.03528079288632972,Nord-Est,True,16
public_libraries,Sousse,0.0346971939517264,Centre-Est,True,17
public_libraries,Ben Arous,0.02916429466910884,District-Tunis,True,18
public_libraries,Sfax,0.028799518472162264,Centre-Est,True,19
public_libraries,Kairouan,0.028558702304996065,Centre-Ouest,False,20
public_libraries,Jendouba,0.02830344100874929,Nord-Ouest,False,21
public_libraries,Manouba,0.028247710224144153,District-Tunis,True,22
public_libraries,Tunis,0.02205410851935347,District-Tunis,True,23
public_libraries,Ariana,0.021390998200746095,District-Tunis,True,24
road_deaths,Zaghouan,0.2344893884561409,Nord-Est,False,1
road_deaths,Médenine,0.22252977816035424,Sud-Est,True,2
road_deaths,Kairouan,0.1939257715877377,Centre-Ouest,False,3
road_deaths,Gabès,0.18417671585501266,Sud-Est,True,4
road_deaths,Sousse,0.18038456009528273,Centre-Est,True,5
road_deaths,Mahdia,0.17839164382204128,Centre-Est,True,6
road_deaths,Sfax,0.15846049472393983,Centre-Est,True,7
road_deaths,Nabeul,0.1574635113294799,Nord-Est,True,8
road_deaths,Tataouine,0.15607021385988773,Sud-Est,False,9
road_deaths,Sidi Bouzid,0.14877688550510743,Centre-Ouest,False,10
road_deaths,Béja,0.14663615075099648,Nord-Ouest,False,11
road_deaths,Manouba,0.1404330017554125,District-Tunis,True,12
road_deaths,Ben Arous,0.13456362937331795,District-Tunis,True,13
road_deaths,Gafsa,0.1300214576402342,Sud-Ouest,False,14
road_deaths,Le Kef,0.12427655958667941,Nord-Ouest,False,15
road_deaths,Kasserine,0.12404045144742415,Centre-Ouest,False,16
road_deaths,Monastir,0.11551851412286651,Centre-Est,True,17
road_deaths,Tunis,0.10970695937633271,District-Tunis,True,18
road_deaths,Bizerte,0.10804774726080435,Nord-Est,True,19
road_deaths,Siliana,0.10017087381024418,Nord-Ouest,False,20
road_deaths,Tozeur,0.09931031105971355,Sud-Ouest,False,21
road_deaths,Kébili,0.09260664370842364,Sud-Ouest,False,22
road_deaths,Ariana,0.09059523277224053,District-Tunis,True,23
road_deaths,Jendouba,0.0655634448685735,Nord-Ouest,False,24
road_injuries,Tunis,2.9082528294439505,District-Tunis,True,1
road_injuries,Ben Arous,2.5009611687812376,District-Tunis,True,2
road_injuries,Manouba,2.0479812755997657,District-Tunis,True,3
road_injuries,Ariana,1.7185752164417745,District-Tunis,True,4
road_injuries,Nabeul,1.6811618061815852,Nord-Est,True,5
road_injuries,Zaghouan,1.5112466894625658,Nord-Est,False,6
road_injuries,Gafsa,1.3248180267760867,Sud-Ouest,False,7
road_injuries,Gabès,1.1714732544529392,Sud-Est,True,8
road_injuries,Sousse,1.1620219701263748,Centre-Est,True,9
road_injuries,Kairouan,1.1400196978816275,Centre-Ouest,False,10
road_injuries,Le Kef,1.138493177724992,Nord-Ouest,False,11
road_injuries,Béja,1.0772884894063568,Nord-Ouest,False,12
road_injuries,Sfax,1.066401826581911,Centre-Est,True,13
road_injuries,Médenine,1.0406076723983284,Sud-Est,True,14
road_injuries,Siliana,1.0320908822531079,Nord-Ouest,False,15
road_injuries,Sidi Bouzid,1.0034273748171485,Centre-Ouest,False,16
road_injuries,Bizerte,0.9503905941476062,Nord-Est,True,17
road_injuries,Kasserine,0.9001526144744482,Centre-Ouest,False,18
road_injuries,Tozeur,0.8676967300497057,Sud-Ouest,False,19
road_injuries,Mahdia,0.8648877063914912,Centre-Est,True,20
road_injuries,Tataouine,0.7741673587343735,Sud-Est,False,21
road_injuries,Monastir,0.7407096605335551,Centre-Est,True,22
road_injuries,Jendouba,0.6604777264995813,Nord-Ouest,False,23
road_injuries,Kébili,0.543040747359329,Sud-Ouest,False,24
secondary_pupils,Tataouine,136.6833508976963,Sud-Est,False,1
secondary_pupils,Kébili,133.214084134018,Sud-Ouest,False,2
secondary_pupils,Gafsa,129.88568229224427,Sud-Ouest,False,3
secondary_pupils,Tozeur,112.29796180134923,Sud-Ouest,False,4
secondary_pupils,Gabès,112.26295308341662,Sud-Est,True,5
secondary_pupils,Le Kef,111.3963927244913,Nord-Ouest,False,6
secondary_pupils,Sidi Bouzid,110.1296437106377,Centre-Ouest,False,7
secondary_pupils,Médenine,109.72176215807133,Sud-Est,True,8
secondary_pupils,Kasserine,106.42223247781094,Centre-Ouest,False,9
secondary_pupils,Siliana,105.49937470669335,Nord-Ouest,False,10
secondary_pupils,Monastir,104.21751772950081,Centre-Est,True,11
secondary_pupils,Jendouba,100.31530310318514,Nord-Ouest,False,12
secondary_pupils,Ben Arous,97.73412617608089,District-Tunis,True,13
secondary_pupils,Zaghouan,96.6266079131159,Nord-Est,False,14
secondary_pupils,Sousse,96.62413887085167,Centre-Est,True,15
secondary_pupils,Bizerte,96.15811990204355,Nord-Est,True,16
secondary_pupils,Manouba,94.98797775015926,District-Tunis,True,17
secondary_pupils,Béja,94.68406519719984,Nord-Ouest,False,18
secondary_pupils,Mahdia,94.21803453245138,Centre-Est,True,19
secondary_pupils,Kairouan,93.16402607994728,Centre-Ouest,False,20
secondary_pupils,Sfax,91.47514505770079,Centre-Est,True,21
secondary_pupils,Tunis,91.07687321571039,District-Tunis,True,22
secondary_pupils,Ariana,89.42991980204393,District-Tunis,True,23
secondary_pupils,Nabeul,86.55325722013185,Nord-Est,True,24
sports_halls,Tunis,0.0324150523541216,District-Tunis,True,1
sports_halls,Monastir,0.02205072171762775,Centre-Est,True,2
sports_halls,Ben Arous,0.021807092166168315,District-Tunis,True,3
sports_halls,Le Kef,0.020572803630738642,Nord-Ouest,False,4
sports_halls,Béja,0.014781319866853292,Nord-Ouest,False,5
sports_halls,Nabeul,0.014549173297235773,Nord-Est,True,6
sports_halls,Kébili,0.01345430758909277,Sud-Ouest,False,7
sports_halls,Siliana,0.012934373002724462,Nord-Ouest,False,8
sports_halls,Mahdia,0.012747703445967385,Centre-Est,True,9
sports_halls,Bizerte,0.012429561556342322,Nord-Est,True,10
sports_halls,Ariana,0.012390619005829738,District-Tunis,True,11
sports_halls,Tataouine,0.012009502183317606,Sud-Est,False,12
sports_halls,Sfax,0.011001324736497415,Centre-Est,True,13
sports_halls,Zaghouan,0.010383580323243637,Nord-Est,False,14
sports_halls,Sousse,0.010013580911430564,Centre-Est,True,15
sports_halls,Médenine,0.00995628854937606,Sud-Est,True,16
sports_halls,Tozeur,0.009810392046070147,Sud-Ouest,False,17
sports_halls,Kairouan,0.009410313762511942,Centre-Ouest,False,18
sports_halls,Manouba,0.009026768494870755,District-Tunis,True,19
sports_halls,Gabès,0.008412062180242938,Sud-Est,True,20
sports_halls,Sidi Bouzid,0.007339640069064343,Centre-Ouest,False,21
sports_halls,Jendouba,0.007190122488999627,Nord-Ouest,False,22
sports_halls,Kasserine,0.007042546972298158,Centre-Ouest,False,23
sports_halls,Gafsa,0.0030069295335938256,Sud-Ouest,False,24
stillbirths,Tunis,0.31046541311831105,District-Tunis,True,1
stillbirths,Gafsa,0.2775751258022316,Sud-Ouest,False,2
stillbirths,Sousse,0.27721179060731477,Centre-Est,True,3
stillbirths,Gabès,0.26175292594011573,Sud-Est,True,4
stillbirths,Tozeur,0.2517465868406202,Sud-Ouest,False,5
stillbirths,Sfax,0.2458875230757045,Centre-Est,True,6
stillbirths,Mahdia,0.21962842797673413,Centre-Est,True,7
stillbirths,Bizerte,0.17725949645424532,Nord-Est,True,8
stillbirths,Kébili,0.16697904001698638,Sud-Ouest,False,9
stillbirths,Kasserine,0.16186545360830698,Centre-Ouest,False,10
stillbirths,Monastir,0.14611855249323288,Centre-Est,True,11
stillbirths,Kairouan,0.14198559155650792,Centre-Ouest,False,12
stillbirths,Nabeul,0.12720403899388735,Nord-Est,True,13
stillbirths,Ben Arous,0.1261531483323947,District-Tunis,True,14
stillbirths,Le Kef,0.12579924529674705,Nord-Ouest,False,15
stillbirths,Siliana,0.11773267560742717,Nord-Ouest,False,16
stillbirths,Jendouba,0.09554579354628566,Nord-Ouest,False,17
stillbirths,Médenine,0.08478942075504546,Sud-Est,True,18
stillbirths,Ariana,0.07424072290853556,District-Tunis,True,19
stillbirths,Béja,0.05095036696770868,Nord-Ouest,False,20
stillbirths,Tataouine,0.03615819209039548,Sud-Est,False,21
stillbirths,Zaghouan,0.011975046387900123,Nord-Est,False,22
stillbirths,Manouba,0.007325374986243952,District-Tunis,True,23
stillbirths,Sidi Bouzid,0.004548690441237584,Centre-Ouest,False,24
youth_centre_members,Kébili,14.125427479512565,Sud-Ouest,False,1
youth_centre_members,Zaghouan,12.147067264494048,Nord-Est,False,2
youth_centre_members,Tozeur,12.075467547855636,Sud-Ouest,False,3
youth_centre_members,Gabès,10.3687601209705,Sud-Est,True,4
youth_centre_members,Monastir,10.010337052373462,Centre-Est,True,5
youth_centre_members,Sousse,9.631279302541927,Centre-Est,True,6
youth_centre_members,Médenine,9.45368350531589,Sud-Est,True,7
youth_centre_members,Siliana,8.468513674347964,Nord-Ouest,False,8
youth_centre_members,Tataouine,8.419931389233549,Sud-Est,False,9
youth_centre_members,Nabeul,7.837185984346865,Nord-Est,True,10
youth_centre_members,Le Kef,7.55312045992268,Nord-Ouest,False,11
youth_centre_members,Mahdia,7.265727513576002,Centre-Est,True,12
youth_centre_members,Béja,7.232042136390472,Nord-Ouest,False,13
youth_centre_members,Bizerte,7.0922568230644965,Nord-Est,True,14
youth_centre_members,Sfax,7.024800057052134,Centre-Est,True,15
youth_centre_members,Gafsa,6.876663504033615,Sud-Ouest,False,16
youth_centre_members,Kasserine,6.4541403432929645,Centre-Ouest,False,17
youth_centre_members,Sidi Bouzid,6.239764247100652,Centre-Ouest,False,18
youth_centre_members,Jendouba,5.807156423881981,Nord-Ouest,False,19
youth_centre_members,Kairouan,4.639157224086735,Centre-Ouest,False,20
youth_centre_members,Manouba,4.440170138235087,District-Tunis,True,21
youth_centre_members,Ben Arous,3.457190192529791,District-Tunis,True,22
youth_centre_members,Tunis,3.1594407276332706,District-Tunis,True,23
youth_centre_members,Ariana,1.0532021969929692,District-Tunis,True,24
youth_centres,Tozeur,0.08829352841463134,Sud-Ouest,False,1
youth_centres,Kébili,0.06727153794546385,Sud-Ouest,False,2
youth_centres,Zaghouan,0.063907274859411,Nord-Est,False,3
youth_centres,Médenine,0.04762281977029732,Sud-Est,True,4
youth_centres,Monastir,0.04559059058296862,Centre-Est,True,5
youth_centres,Gabès,0.04484953828166692,Sud-Est,True,6
youth_centres,Tataouine,0.044687420810526825,Sud-Est,False,7
youth_centres,Mahdia,0.04142031861434143,Centre-Est,True,8
youth_centres,Siliana,0.03874657414682871,Nord-Ouest,False,9
youth_centres,Le Kef,0.035236072462732825,Nord-Ouest,False,10
youth_centres,Sidi Bouzid,0.02997402064060991,Centre-Ouest,False,11
youth_centres,Sousse,0.029698124973498052,Centre-Est,True,12
youth_centres,Béja,0.029566419149859007,Nord-Ouest,False,13
youth_centres,Nabeul,0.02710371782140319,Nord-Est,True,14
youth_centres,Gafsa,0.025552684148258443,Sud-Ouest,False,15
youth_centres,Manouba,0.025069330082129006,District-Tunis,True,16
youth_centres,Sfax,0.025037585656857247,Centre-Est,True,17
youth_centres,Ben Arous,0.024959859257425915,District-Tunis,True,18
youth_centres,Bizerte,0.02350278189389505,Nord-Est,True,19
youth_centres,Kasserine,0.023475156574327194,Centre-Ouest,False,20
youth_centres,Jendouba,0.022137587988647345,Nord-Ouest,False,21
youth_centres,Kairouan,0.017964705890156685,Centre-Ouest,False,22
youth_centres,Tunis,0.013210911670796428,District-Tunis,True,23
youth_centres,Ariana,0.009837949362549838,District-Tunis,True,24
