indicator,governorate,baseline_per_head,region,littoral,baseline_rank
library_book_stock,Gafsa,703.8879481573034,Sud-Ouest,False,10
library_book_stock,Bizerte,622.4121842315308,Nord-Est,True,11
library_book_stock,Béja,602.8545680602964,Nord-Ouest,False,12
library_book_stock,Mahdia,597.1803470313095,Centre-Est,True,13
library_book_stock,Sidi Bouzid,575.9505990344952,Centre-Ouest,False,14
library_book_stock,Médenine,504.09376600852937,Sud-Est,True,15
library_book_stock,Jendouba,501.1946706323733,Nord-Ouest,False,16
library_book_stock,Kasserine,484.8158426999009,Centre-Ouest,False,17
library_book_stock,Ben Arous,479.5936403418812,District-Tunis,True,18
library_book_stock,Kairouan,469.2707916534138,Centre-Ouest,False,19
library_book_stock,Sousse,441.99656746925507,Centre-Est,True,20
library_book_stock,Sfax,441.5223495609119,Centre-Est,True,21
library_book_stock,Manouba,384.3162325327616,District-Tunis,True,22
library_book_stock,Tunis,375.1226522718019,District-Tunis,True,23
library_book_stock,Ariana,367.5006157776933,District-Tunis,True,24
library_books_lent,Tozeur,818.8815509004062,Sud-Ouest,False,1
library_books_lent,Médenine,795.3561449654359,Sud-Est,True,2
library_books_lent,Tataouine,772.5800411211557,Sud-Est,False,3
library_books_lent,Gabès,711.6225991270784,Sud-Est,True,4
library_books_lent,Manouba,536.7884497196679,District-Tunis,True,5
library_books_lent,Monastir,464.8403408463023,Centre-Est,True,6
library_books_lent,Sousse,442.2434137107362,Centre-Est,True,7
library_books_lent,Siliana,415.2057318421316,Nord-Ouest,False,8
library_books_lent,Béja,405.13756232176297,Nord-Ouest,False,9
library_books_lent,Kébili,404.5471703385258,Sud-Ouest,False,10
library_books_lent,Jendouba,390.98567923464293,Nord-Ouest,False,11
library_books_lent,Kairouan,325.0542540465289,Centre-Ouest,False,12
library_books_lent,Zaghouan,322.31340264257375,Nord-Est,False,13
library_books_lent,Gafsa,321.5948724242157,Sud-Ouest,False,14
library_books_lent,Le Kef,317.94292558364475,Nord-Ouest,False,15
library_books_lent,Ben Arous,305.4017605567255,District-Tunis,True,16
library_books_lent,Tunis,302.7715371970374,District-Tunis,True,17
library_books_lent,Nabeul,300.8663305505481,Nord-Est,True,18
library_books_lent,Sfax,292.85537630502,Centre-Est,True,19
library_books_lent,Mahdia,275.5748058859792,Centre-Est,True,20
library_books_lent,Sidi Bouzid,233.6776559833115,Centre-Ouest,False,21
library_books_lent,Kasserine,220.22863767410016,Centre-Ouest,False,22
library_books_lent,Bizerte,200.81144550379202,Nord-Est,True,23
library_books_lent,Ariana,135.6858897354135,District-Tunis,True,24
library_capacity,Tozeur,8.03645014837786,Sud-Ouest,False,1
library_capacity,Tataouine,6.8448480242019825,Sud-Est,False,2
library_capacity,Siliana,4.871158850829229,Nord-Ouest,False,3
library_capacity,Gafsa,4.868700000304508,Sud-Ouest,False,4
library_capacity,Kébili,4.8052626487852725,Sud-Ouest,False,5
library_capacity,Gabès,4.705481857924673,Sud-Est,True,6
library_capacity,Mahdia,4.56215493378422,Centre-Est,True,7
library_capacity,Monastir,4.395947190573121,Centre-Est,True,8
library_capacity,Le Kef,4.002285614291549,Nord-Ouest,False,9
library_capacity,Zaghouan,3.689990635726756,Nord-Est,False,10
library_capacity,Bizerte,3.5025923810893396,Nord-Est,True,11
library_capacity,Nabeul,3.452388091353345,Nord-Est,True,12
library_capacity,Béja,3.364209409754205,Nord-Ouest,False,13
library_capacity,Kasserine,3.237467569992408,Centre-Ouest,False,14
library_capacity,Médenine,3.100879823446709,Sud-Est,True,15
library_capacity,Sidi Bouzid,3.0248910163938945,Centre-Ouest,False,16
library_capacity,Kairouan,2.7122268259416447,Centre-Ouest,False,17
library_capacity,Sousse,2.3546331315395874,Centre-Est,True,18
library_capacity,Ben Arous,2.2855289918864545,District-Tunis,True,19
library_capacity,Sfax,2.1718586418022476,Centre-Est,True,20
library_capacity,Jendouba,2.1384005459491755,Nord-Ouest,False,21
library_capacity,Manouba,1.9618835227364901,District-Tunis,True,22
library_capacity,Ariana,1.495543196615196,District-Tunis,True,23
library_capacity,Tunis,1.298570762236019,District-Tunis,True,24
library_readers,Tozeur,2453.6903974411994,Sud-Ouest,False,1
library_readers,Gabès,834.9018400954051,Sud-Est,True,2
library_readers,Monastir,732.3161883022657,Centre-Est,True,3
library_readers,Mahdia,720.8890515392377,Centre-Est,True,4
library_readers,Siliana,633.1065389791668,Nord-Ouest,False,5
library_readers,Tataouine,619.0564988753412,Sud-Est,False,6
library_readers,Gafsa,599.2600872455713,Sud-Ouest,False,7
library_readers,Manouba,556.8864325066077,District-Tunis,True,8
library_readers,Béja,551.0020015862834,Nord-Ouest,False,9
library_readers,Nabeul,512.3952022340355,Nord-Est,True,10
library_readers,Le Kef,507.89212302092886,Nord-Ouest,False,11
library_readers,Médenine,500.0367465042187,Sud-Est,True,12
library_readers,Kairouan,490.4277366544167,Centre-Ouest,False,13
library_readers,Bizerte,416.20736110256485,Nord-Est,True,14
library_readers,Kébili,412.465202411207,Sud-Ouest,False,15
library_readers,Tunis,360.7341961219588,District-Tunis,True,16
library_readers,Sidi Bouzid,345.0634670983015,Centre-Ouest,False,17
library_readers,Ben Arous,317.1290604171507,District-Tunis,True,18
library_readers,Sousse,312.07598260357815,Centre-Est,True,19
library_readers,Jendouba,310.7867265529316,Nord-Ouest,False,20
library_readers,Kasserine,253.39937475447513,Centre-Ouest,False,21
library_readers,Sfax,237.21155686334723,Centre-Est,True,22
library_readers,Zaghouan,211.09702815034427,Nord-Est,False,23
library_readers,Ariana,174.59704704234775,District-Tunis,True,24
library_subscribers,Tataouine,40.08485790731899,Sud-Est,False,1
library_subscribers,Manouba,33.14919907143639,District-Tunis,True,2
library_subscribers,Gabès,26.730803122446016,Sud-Est,True,3
library_subscribers,Zaghouan,24.17672113090823,Nord-Est,False,4
library_subscribers,Béja,23.210137333528873,Nord-Ouest,False,5
library_subscribers,Monastir,20.139493008432364,Centre-Est,True,6
library_subscribers,Médenine,20.025583218042406,Sud-Est,True,7
library_subscribers,Ben Arous,19.48815774524361,District-Tunis,True,8
library_subscribers,Siliana,18.602487437738027,Nord-Ouest,False,9
library_subscribers,Sfax,18.285779248493416,Centre-Est,True,10
library_subscribers,Le Kef,18.103793253300953,Nord-Ouest,False,11
library_subscribers,Kébili,18.094662158684745,Sud-Ouest,False,12
library_subscribers,Nabeul,17.1340712629523,Nord-Est,True,13
library_subscribers,Kasserine,16.99237616880581,Centre-Ouest,False,14
library_subscribers,Jendouba,16.2431169939326,Nord-Ouest,False,15
library_subscribers,Gafsa,14.919200857684395,Sud-Ouest,False,16
library_subscribers,Sousse,13.44961973814168,Centre-Est,True,17
library_subscribers,Tozeur,13.422785652396831,Sud-Ouest,False,18
library_subscribers,Ariana,11.389864017553665,District-Tunis,True,19
library_subscribers,Sidi Bouzid,9.387269405504727,Centre-Ouest,False,20
library_subscribers,Bizerte,8.934414419616045,Nord-Est,True,21
library_subscribers,Tunis,7.326447184015975,District-Tunis,True,22
library_subscribers,Mahdia,5.429315467073054,Centre-Est,True,23
library_subscribers,Kairouan,5.194146361256667,Centre-Ouest,False,24
marriages,Bizerte,9.290722411931467,Nord-Est,True,1
marriages,Sousse,9.186016789919373,Centre-Est,True,2
marriages,Nabeul,9.184345225645243,Nord-Est,True,3
marriages,Médenine,9.152701626015354,Sud-Est,True,4
marriages,Monastir,8.8178250723524,Centre-Est,True,5
marriages,Mahdia,8.615522786374727,Centre-Est,True,6
marriages,Tozeur,8.43909901474289,Sud-Ouest,False,7
marriages,Zaghouan,8.437423651242941,Nord-Est,False,8
marriages,Ben Arous,8.417555661582458,District-Tunis,True,9
marriages,Siliana,8.388422814717703,Nord-Ouest,False,10
marriages,Gafsa,8.357255893797248,Sud-Ouest,False,11
marriages,Jendouba,8.188549846498711,Nord-Ouest,False,12
marriages,Béja,8.068872509443477,Nord-Ouest,False,13
marriages,Tunis,7.973848063925081,District-Tunis,True,14
marriages,Sidi Bouzid,7.648601376799195,Centre-Ouest,False,15
marriages,Kasserine,7.538364877836138,Centre-Ouest,False,16
marriages,Manouba,7.491931844580128,District-Tunis,True,17
marriages,Gabès,7.439085598676215,Sud-Est,True,18
marriages,Le Kef,7.414607624280366,Nord-Ouest,False,19
marriages,Sfax,7.3859493085376045,Centre-Est,True,20
marriages,Kébili,7.171239600951917,Sud-Ouest,False,21
marriages,Kairouan,5.883017461144291,Centre-Ouest,False,22
marriages,Ariana,4.780830509558411,District-Tunis,True,23
marriages,Tataouine,4.357558659526453,Sud-Est,False,24
money_orders_from_abroad,Tunis,120.72444816866033,District-Tunis,True,1
money_orders_from_abroad,Médenine,118.72290894878584,Sud-Est,True,2
money_orders_from_abroad,Mahdia,94.25723515931175,Centre-Est,True,3
money_orders_from_abroad,Tataouine,84.83059615853405,Sud-Est,False,4
money_orders_from_abroad,Bizerte,79.32141664366146,Nord-Est,True,5
money_orders_from_abroad,Sousse,75.01477698027952,Centre-Est,True,6
money_orders_from_abroad,Ben Arous,74.23696569971678,District-Tunis,True,7
money_orders_from_abroad,Kébili,73.98809670139208,Sud-Ouest,False,8
money_orders_from_abroad,Gabès,72.69584981755489,Sud-Est,True,9
money_orders_from_abroad,Le Kef,68.2190549886086,Nord-Ouest,False,10
money_orders_from_abroad,Jendouba,65.8794770295844,Nord-Ouest,False,11
money_orders_from_abroad,Monastir,63.47814792414521,Centre-Est,True,12
money_orders_from_abroad,Nabeul,61.340928597662476,Nord-Est,True,13
money_orders_from_abroad,Manouba,50.12349734607064,District-Tunis,True,14
money_orders_from_abroad,Tozeur,47.99212933792171,Sud-Ouest,False,15
money_orders_from_abroad,Gafsa,46.078671876760126,Sud-Ouest,False,16
money_orders_from_abroad,Ariana,44.661414334419334,District-Tunis,True,17
money_orders_from_abroad,Zaghouan,44.41219894341095,Nord-Est,False,18
money_orders_from_abroad,Siliana,41.65302654013123,Nord-Ouest,False,19
money_orders_from_abroad,Kasserine,36.53230780930898,Centre-Ouest,False,20
money_orders_from_abroad,Kairouan,36.40479705059242,Centre-Ouest,False,21
money_orders_from_abroad,Béja,35.65483400513816,Nord-Ouest,False,22
money_orders_from_abroad,Sfax,34.09623251732207,Centre-Est,True,23
money_orders_from_abroad,Sidi Bouzid,24.54902234813575,Centre-Ouest,False,24
primary_classrooms,Tataouine,3.639562313931299,Sud-Est,False,1
primary_classrooms,Siliana,3.445528234987455,Nord-Ouest,False,2
primary_classrooms,Gafsa,3.3288264435746515,Sud-Ouest,False,3
primary_classrooms,Sidi Bouzid,3.3086217553897903,Centre-Ouest,False,4
primary_classrooms,Le Kef,3.2730612464087963,Nord-Ouest,False,5
primary_classrooms,Kasserine,3.2258019448000943,Centre-Ouest,False,6
primary_classrooms,Zaghouan,3.1339618906608315,Nord-Est,False,7
primary_classrooms,Médenine,3.1276317456641625,Sud-Est,True,8
primary_classrooms,Kairouan,2.90354789755674,Centre-Ouest,False,9
primary_classrooms,Kébili,2.8873280810857733,Sud-Ouest,False,10
primary_classrooms,Gabès,2.8678493977783823,Sud-Est,True,11
primary_classrooms,Jendouba,2.8083822912584693,Nord-Ouest,False,12
primary_classrooms,Mahdia,2.7877532488856347,Centre-Est,True,13
primary_classrooms,Tozeur,2.7850646417342215,Sud-Ouest,False,14
primary_classrooms,Béja,2.7369971712346035,Nord-Ouest,False,15
primary_classrooms,Monastir,2.4991569499551964,Centre-Est,True,16
primary_classrooms,Bizerte,2.4295431675723784,Nord-Est,True,17
primary_classrooms,Sfax,2.397985898619563,Centre-Est,True,18
primary_classrooms,Nabeul,2.3125569623466915,Nord-Est,True,19
primary_classrooms,Sousse,2.268434208814087,Centre-Est,True,20
primary_classrooms,Manouba,2.1317420136267047,District-Tunis,True,21
primary_classrooms,Ben Arous,2.099407888583949,District-Tunis,True,22
primary_classrooms,Tunis,1.8617952502426773,District-Tunis,True,23
primary_classrooms,Ariana,1.707337033569648,District-Tunis,True,24
primary_pupils,Kasserine,126.11491121204294,Centre-Ouest,False,1
primary_pupils,Kairouan,119.97306393336993,Centre-Ouest,False,2
primary_pupils,Tataouine,117.53736199019657,Sud-Est,False,3
primary_pupils,Mahdia,114.12974047680113,Centre-Est,True,4
primary_pupils,Sidi Bouzid,112.90963807868768,Centre-Ouest,False,5
primary_pupils,Monastir,111.94240362725999,Centre-Est,True,6
primary_pupils,Médenine,109.1360396273797,Sud-Est,True,7
primary_pupils,Tozeur,107.25774562631518,Sud-Ouest,False,8
primary_pupils,Gafsa,106.13686385674877,Sud-Ouest,False,9
primary_pupils,Siliana,105.28188928156641,Nord-Ouest,False,10
primary_pupils,Gabès,103.90253635645259,Sud-Est,True,11
primary_pupils,Sousse,103.33111774961053,Centre-Est,True,12
primary_pupils,Zaghouan,102.65427139802371,Nord-Est,False,13
primary_pupils,Kébili,100.5091846175531,Sud-Ouest,False,14
primary_pupils,Jendouba,99.5245788685027,Nord-Ouest,False,15
primary_pupils,Sfax,99.50829126553019,Centre-Est,True,16
primary_pupils,Bizerte,99.243697186188,Nord-Est,True,17
primary_pupils,Béja,97.1011894771686,Nord-Ouest,False,18
primary_pupils,Le Kef,96.65243818707758,Nord-Ouest,False,19
primary_pupils,Nabeul,96.0368948001918,Nord-Est,True,20
primary_pupils,Ben Arous,89.56631113614058,District-Tunis,True,21
primary_pupils,Manouba,85.77312360308736,District-Tunis,True,22
primary_pupils,Ariana,83.83549810844147,District-Tunis,True,23
primary_pupils,Tunis,78.29359242907356,District-Tunis,True,24
primary_schools,Siliana,0.8233755653079918,Nord-Ouest,False,1
primary_schools,Sidi Bouzid,0.7722482412853907,Centre-Ouest,False,2
primary_schools,Tataouine,0.766467893709835,Sud-Est,False,3
primary_schools,Le Kef,0.7528581826690778,Nord-Ouest,False,4
primary_schools,Kasserine,0.7110195811722834,Centre-Ouest,False,5
primary_schools,Zaghouan,0.6470461874567849,Nord-Est,False,6
primary_schools,Gafsa,0.5669536935096772,Sud-Ouest,False,7
primary_schools,Kairouan,0.5618160016575912,Centre-Ouest,False,8
primary_schools,Médenine,0.5552188570976254,Sud-Est,True,9
primary_schools,Jendouba,0.5519800785213717,Nord-Ouest,False,10
primary_schools,Kébili,0.5291867771852377,Sud-Ouest,False,11
primary_schools,Béja,0.494685450853699,Nord-Ouest,False,12
primary_schools,Mahdia,0.4847791516361378,Centre-Est,True,13
primary_schools,Gabès,0.4725021653501726,Sud-Est,True,14
primary_schools,Tozeur,0.47060326094225813,Sud-Ouest,False,15
primary_schools,Sfax,0.4092222428233346,Centre-Est,True,16
primary_schools,Bizerte,0.38282027634582244,Nord-Est,True,17
primary_schools,Nabeul,0.3682015881075009,Nord-Est,True,18
primary_schools,Monastir,0.31374716108396405,Centre-Est,True,19
primary_schools,Sousse,0.297970447607869,Centre-Est,True,20
primary_schools,Ben Arous,0.2740238010520801,District-Tunis,True,21
primary_schools,Manouba,0.2683532471293695,District-Tunis,True,22
primary_schools,Ariana,0.1843351905328252,District-Tunis,True,23
primary_schools,Tunis,0.1806062587802337,District-Tunis,True,24
primary_teachers,Kasserine,7.210257061869254,Centre-Ouest,False,1
primary_teachers,Siliana,7.167559008374627,Nord-Ouest,False,2
primary_teachers,Tataouine,7.1419863336119205,Sud-Est,False,3
primary_teachers,Le Kef,7.115399098485946,Nord-Ouest,False,4
primary_teachers,Sidi Bouzid,7.0327921862684235,Centre-Ouest,False,5
primary_teachers,Gafsa,6.876873493231153,Sud-Ouest,False,6
primary_teachers,Kairouan,6.825504073611062,Centre-Ouest,False,7
primary_teachers,Médenine,6.593656441091952,Sud-Est,True,8
primary_teachers,Kébili,6.561868736566773,Sud-Ouest,False,9
primary_teachers,Gabès,6.44909067354966,Sud-Est,True,10
primary_teachers,Mahdia,6.160619322141187,Centre-Est,True,11
primary_teachers,Zaghouan,5.974763659915323,Nord-Est,False,12
primary_teachers,Jendouba,5.8947447139920195,Nord-Ouest,False,13
primary_teachers,Tozeur,5.841786372338515,Sud-Ouest,False,14
primary_teachers,Monastir,5.6564248233110375,Centre-Est,True,15
primary_teachers,Béja,5.650241162739465,Nord-Ouest,False,16
primary_teachers,Sfax,5.46980753322434,Centre-Est,True,17
primary_teachers,Bizerte,5.244732950557275,Nord-Est,True,18
primary_teachers,Nabeul,5.186165259527402,Nord-Est,True,19
primary_teachers,Sousse,5.134279747685728,Centre-Est,True,20
primary_teachers,Ben Arous,4.683420592276318,District-Tunis,True,21
primary_teachers,Manouba,4.528092994347751,District-Tunis,True,22
primary_teachers,Tunis,4.081891449489,District-Tunis,True,23
primary_teachers,Ariana,4.0731245164047545,District-Tunis,True,24
private_gym_members,Ben Arous,8.132389622674673,District-Tunis,True,1
private_gym_members,Tunis,7.890251541739672,District-Tunis,True,2
private_gym_members,Manouba,7.6118077998156775,District-Tunis,True,3
private_gym_members,Mahdia,6.2972608734993525,Centre-Est,True,4
private_gym_members,Ariana,5.943360155054164,District-Tunis,True,5
private_gym_members,Kébili,5.749576566827919,Sud-Ouest,False,6
private_gym_members,Tozeur,5.528753988055889,Sud-Ouest,False,7
private_gym_members,Sousse,5.0721524603225845,Centre-Est,True,8
private_gym_members,Gabès,4.399594659528898,Sud-Est,True,9
private_gym_members,Monastir,4.313472487940621,Centre-Est,True,10
private_gym_members,Béja,4.21613242298264,Nord-Ouest,False,11
private_gym_members,Nabeul,4.195096851429276,Nord-Est,True,12
private_gym_members,Jendouba,2.7350408715634935,Nord-Ouest,False,13
private_gym_members,Médenine,2.571090091462551,Sud-Est,True,14
private_gym_members,Bizerte,2.4360485941469605,Nord-Est,True,15
private_gym_members,Sidi Bouzid,2.4110856390208486,Centre-Ouest,False,16
private_gym_members,Gafsa,2.183920090312803,Sud-Ouest,False,17
private_gym_members,Sfax,2.129101688280885,Centre-Est,True,18
private_gym_members,Tataouine,2.0837214463696245,Sud-Est,False,19
